State	Model	DGPost	GDagSlide	RateActivate	RateDeactivate	bubbleLeft	bubbleRight	deltaGDaggerBacktrack	hybridLen	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	logPrior	chiSquared
39460	2	-3.7985258727	23.7322046816	0.0947511965	0.0615501772	1.0000000000	3.0000000000	9.0448613320	11.0000000000	34.3886249012	0.3450000000	0.1600000000	0.0850000000	0.0500000000	0.0070000000	0.0320000000	0.0150000000	0.0070000000	0.0040000000	0.0000000000	0.0070000000	0.0040000000	0.0020000000	0.0010000000	0.0000000000	0.0030000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	0.0780000000	0.0420000000	0.0120000000	0.0090000000	0.0010000000	0.0300000000	0.0180000000	0.0040000000	0.0070000000	0.0010000000	0.0080000000	0.0030000000	0.0010000000	0.0000000000	0.0000000000	0.0070000000	0.0080000000	0.0030000000	0.0010000000	0.0000000000	-12.595361	0.019079
39480	2	-3.7985258727	23.7322046816	0.0947511965	0.0615501772	1.0000000000	3.0000000000	9.0448613320	11.0000000000	34.3886249012	0.3450000000	0.1600000000	0.0850000000	0.0500000000	0.0070000000	0.0320000000	0.0150000000	0.0070000000	0.0040000000	0.0000000000	0.0070000000	0.0040000000	0.0020000000	0.0010000000	0.0000000000	0.0030000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	0.0780000000	0.0420000000	0.0120000000	0.0090000000	0.0010000000	0.0300000000	0.0180000000	0.0040000000	0.0070000000	0.0010000000	0.0080000000	0.0030000000	0.0010000000	0.0000000000	0.0000000000	0.0070000000	0.0080000000	0.0030000000	0.0010000000	0.0000000000	-12.595361	0.019079
39500	1	-3.7985258727	23.7104870781	0.0947511965	0.0463459187	1.0000000000	3.0000000000	9.0448613320	11.0000000000	34.4691393889	0.3130000000	0.1530000000	0.0690000000	0.0310000000	0.0010000000	0.0200000000	0.0120000000	0.0060000000	0.0040000000	0.0000000000	0.0070000000	0.0040000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0800000000	0.0260000000	0.0140000000	0.0040000000	0.0020000000	0.0230000000	0.0120000000	0.0080000000	0.0040000000	0.0000000000	0.0060000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0050000000	0.0060000000	0.0020000000	0.0000000000	0.0000000000	-12.473953	0.018492
39520	1	-3.7985258727	23.7104870781	0.0947511965	0.0463459187	1.0000000000	3.0000000000	9.0511511211	11.0000000000	34.4691393889	0.3380000000	0.1430000000	0.0870000000	0.0420000000	0.0030000000	0.0230000000	0.0150000000	0.0050000000	0.0040000000	0.0010000000	0.0040000000	0.0030000000	0.0020000000	0.0010000000	0.0000000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0830000000	0.0250000000	0.0180000000	0.0090000000	0.0000000000	0.0300000000	0.0210000000	0.0040000000	0.0000000000	0.0010000000	0.0080000000	0.0040000000	0.0000000000	0.0000000000	0.0000000000	0.0050000000	0.0030000000	0.0030000000	0.0000000000	0.0010000000	-12.476782	0.018157
39540	2	-3.8207994615	23.7104870781	0.0947511965	0.0480149733	1.0000000000	3.0000000000	9.0719177982	11.0000000000	69.9975818055	0.3230000000	0.1250000000	0.0610000000	0.0430000000	0.0060000000	0.0280000000	0.0140000000	0.0100000000	0.0020000000	0.0000000000	0.0060000000	0.0050000000	0.0020000000	0.0010000000	0.0000000000	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0720000000	0.0210000000	0.0140000000	0.0070000000	0.0000000000	0.0230000000	0.0120000000	0.0040000000	0.0050000000	0.0010000000	0.0080000000	0.0030000000	0.0000000000	0.0000000000	0.0000000000	0.0050000000	0.0040000000	0.0010000000	0.0010000000	0.0000000000	-12.196939	0.021781
39560	2	-3.8207994615	23.7104870781	0.0947511965	0.0480149733	1.0000000000	3.0000000000	9.0719177982	11.0000000000	69.9975818055	0.3230000000	0.1250000000	0.0610000000	0.0430000000	0.0060000000	0.0280000000	0.0140000000	0.0100000000	0.0020000000	0.0000000000	0.0060000000	0.0050000000	0.0020000000	0.0010000000	0.0000000000	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0720000000	0.0210000000	0.0140000000	0.0070000000	0.0000000000	0.0230000000	0.0120000000	0.0040000000	0.0050000000	0.0010000000	0.0080000000	0.0030000000	0.0000000000	0.0000000000	0.0000000000	0.0050000000	0.0040000000	0.0010000000	0.0010000000	0.0000000000	-12.196939	0.021781
39580	2	-3.8207994615	23.7104870781	0.0947511965	0.0480149733	1.0000000000	3.0000000000	9.0719177982	11.0000000000	69.9975818055	0.3230000000	0.1250000000	0.0610000000	0.0430000000	0.0060000000	0.0280000000	0.0140000000	0.0100000000	0.0020000000	0.0000000000	0.0060000000	0.0050000000	0.0020000000	0.0010000000	0.0000000000	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0720000000	0.0210000000	0.0140000000	0.0070000000	0.0000000000	0.0230000000	0.0120000000	0.0040000000	0.0050000000	0.0010000000	0.0080000000	0.0030000000	0.0000000000	0.0000000000	0.0000000000	0.0050000000	0.0040000000	0.0010000000	0.0010000000	0.0000000000	-12.196939	0.021781
39600	2	-3.8207994615	23.7104870781	0.0947511965	0.0480149733	1.0000000000	3.0000000000	9.0719177982	11.0000000000	69.9975818055	0.3230000000	0.1250000000	0.0610000000	0.0430000000	0.0060000000	0.0280000000	0.0140000000	0.0100000000	0.0020000000	0.0000000000	0.0060000000	0.0050000000	0.0020000000	0.0010000000	0.0000000000	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0720000000	0.0210000000	0.0140000000	0.0070000000	0.0000000000	0.0230000000	0.0120000000	0.0040000000	0.0050000000	0.0010000000	0.0080000000	0.0030000000	0.0000000000	0.0000000000	0.0000000000	0.0050000000	0.0040000000	0.0010000000	0.0010000000	0.0000000000	-12.196939	0.021781
39620	2	-3.8207994615	23.7104870781	0.0947511965	0.0480149733	1.0000000000	3.0000000000	9.0719177982	11.0000000000	69.9975818055	0.3230000000	0.1250000000	0.0610000000	0.0430000000	0.0060000000	0.0280000000	0.0140000000	0.0100000000	0.0020000000	0.0000000000	0.0060000000	0.0050000000	0.0020000000	0.0010000000	0.0000000000	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0720000000	0.0210000000	0.0140000000	0.0070000000	0.0000000000	0.0230000000	0.0120000000	0.0040000000	0.0050000000	0.0010000000	0.0080000000	0.0030000000	0.0000000000	0.0000000000	0.0000000000	0.0050000000	0.0040000000	0.0010000000	0.0010000000	0.0000000000	-12.196939	0.021781
39640	2	-3.8207994615	23.7104870781	0.0947511965	0.0480149733	1.0000000000	3.0000000000	9.0719177982	11.0000000000	69.9975818055	0.3230000000	0.1250000000	0.0610000000	0.0430000000	0.0060000000	0.0280000000	0.0140000000	0.0100000000	0.0020000000	0.0000000000	0.0060000000	0.0050000000	0.0020000000	0.0010000000	0.0000000000	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0720000000	0.0210000000	0.0140000000	0.0070000000	0.0000000000	0.0230000000	0.0120000000	0.0040000000	0.0050000000	0.0010000000	0.0080000000	0.0030000000	0.0000000000	0.0000000000	0.0000000000	0.0050000000	0.0040000000	0.0010000000	0.0010000000	0.0000000000	-12.196939	0.021781
39660	2	-3.8207994615	23.7104870781	0.0947511965	0.0480149733	1.0000000000	3.0000000000	9.0719177982	11.0000000000	69.9975818055	0.3230000000	0.1250000000	0.0610000000	0.0430000000	0.0060000000	0.0280000000	0.0140000000	0.0100000000	0.0020000000	0.0000000000	0.0060000000	0.0050000000	0.0020000000	0.0010000000	0.0000000000	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0720000000	0.0210000000	0.0140000000	0.0070000000	0.0000000000	0.0230000000	0.0120000000	0.0040000000	0.0050000000	0.0010000000	0.0080000000	0.0030000000	0.0000000000	0.0000000000	0.0000000000	0.0050000000	0.0040000000	0.0010000000	0.0010000000	0.0000000000	-12.196939	0.021781
39680	1	-3.8207994615	23.7104870781	0.0947511965	0.0480149733	1.0000000000	3.0000000000	9.0719177982	11.0000000000	69.9975818055	0.3200000000	0.1440000000	0.0790000000	0.0270000000	0.0040000000	0.0260000000	0.0110000000	0.0040000000	0.0030000000	0.0010000000	0.0050000000	0.0050000000	0.0020000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0720000000	0.0320000000	0.0210000000	0.0040000000	0.0020000000	0.0170000000	0.0140000000	0.0040000000	0.0070000000	0.0000000000	0.0060000000	0.0030000000	0.0030000000	0.0000000000	0.0000000000	0.0050000000	0.0020000000	0.0010000000	0.0010000000	0.0000000000	-12.196939	0.020916
39700	1	-3.8206548598	23.8274117715	0.0751557186	0.0445823638	1.0000000000	3.0000000000	9.0717670523	11.0000000000	57.2914854915	0.3660000000	0.1780000000	0.1030000000	0.0610000000	0.0070000000	0.0340000000	0.0200000000	0.0190000000	0.0040000000	0.0000000000	0.0050000000	0.0030000000	0.0020000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0970000000	0.0320000000	0.0170000000	0.0090000000	0.0010000000	0.0250000000	0.0140000000	0.0070000000	0.0020000000	0.0000000000	0.0070000000	0.0030000000	0.0030000000	0.0000000000	0.0000000000	0.0070000000	0.0030000000	0.0010000000	0.0020000000	0.0000000000	-11.817503	0.023442
39720	1	-3.8258352607	23.6814195763	0.0254118079	0.0445823638	1.0000000000	3.0000000000	9.0717643455	11.0000000000	42.6442926917	0.3290000000	0.1650000000	0.1420000000	0.1150000000	0.0380000000	0.0240000000	0.0260000000	0.0220000000	0.0250000000	0.0060000000	0.0070000000	0.0100000000	0.0050000000	0.0020000000	0.0010000000	0.0020000000	0.0040000000	0.0020000000	0.0010000000	0.0020000000	0.0770000000	0.0400000000	0.0280000000	0.0240000000	0.0120000000	0.0260000000	0.0260000000	0.0210000000	0.0220000000	0.0090000000	0.0030000000	0.0070000000	0.0060000000	0.0040000000	0.0030000000	0.0090000000	0.0080000000	0.0080000000	0.0110000000	0.0030000000	-12.248575	0.025124
39740	2	-3.8258352607	23.6813759502	0.0254118078	0.0458784706	1.0000000000	3.0000000000	9.0717643455	11.0000000000	57.7886372393	0.3240000000	0.1740000000	0.1450000000	0.1100000000	0.0550000000	0.0400000000	0.0240000000	0.0160000000	0.0170000000	0.0090000000	0.0060000000	0.0050000000	0.0020000000	0.0060000000	0.0020000000	0.0020000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0740000000	0.0430000000	0.0280000000	0.0260000000	0.0060000000	0.0270000000	0.0230000000	0.0180000000	0.0190000000	0.0080000000	0.0100000000	0.0060000000	0.0000000000	0.0090000000	0.0000000000	0.0080000000	0.0060000000	0.0110000000	0.0080000000	0.0010000000	-12.121814	0.025936
39760	1	-3.7853839805	23.6813759503	0.0254117402	0.0458797894	1.0000000000	2.0000000000	11.4329533760	11.0000000000	53.3428203972	0.3240000000	0.1690000000	0.1330000000	0.1070000000	0.0520000000	0.0380000000	0.0310000000	0.0250000000	0.0200000000	0.0040000000	0.0080000000	0.0050000000	0.0070000000	0.0040000000	0.0010000000	0.0030000000	0.0000000000	0.0020000000	0.0010000000	0.0000000000	0.0870000000	0.0380000000	0.0260000000	0.0260000000	0.0140000000	0.0350000000	0.0280000000	0.0240000000	0.0120000000	0.0050000000	0.0100000000	0.0090000000	0.0050000000	0.0070000000	0.0030000000	0.0080000000	0.0030000000	0.0070000000	0.0100000000	0.0030000000	-13.461835	0.023216
39780	2	-2.8468998591	23.6813759503	0.0254117402	0.0458797898	1.0000000000	1.0000000000	11.4329533760	11.0000000000	48.2763887066	0.3090000000	0.1780000000	0.1390000000	0.1460000000	0.0520000000	0.0300000000	0.0240000000	0.0260000000	0.0160000000	0.0040000000	0.0080000000	0.0040000000	0.0060000000	0.0000000000	0.0010000000	0.0020000000	0.0020000000	0.0040000000	0.0010000000	0.0020000000	0.0770000000	0.0410000000	0.0330000000	0.0310000000	0.0160000000	0.0260000000	0.0260000000	0.0240000000	0.0160000000	0.0050000000	0.0060000000	0.0120000000	0.0070000000	0.0060000000	0.0020000000	0.0050000000	0.0050000000	0.0080000000	0.0050000000	0.0020000000	-13.194345	0.028928
39800	2	-2.8468998591	23.6813759503	0.0254117402	0.0458797898	1.0000000000	1.0000000000	11.4329533760	11.0000000000	48.2763887066	0.3090000000	0.1780000000	0.1390000000	0.1460000000	0.0520000000	0.0300000000	0.0240000000	0.0260000000	0.0160000000	0.0040000000	0.0080000000	0.0040000000	0.0060000000	0.0000000000	0.0010000000	0.0020000000	0.0020000000	0.0040000000	0.0010000000	0.0020000000	0.0770000000	0.0410000000	0.0330000000	0.0310000000	0.0160000000	0.0260000000	0.0260000000	0.0240000000	0.0160000000	0.0050000000	0.0060000000	0.0120000000	0.0070000000	0.0060000000	0.0020000000	0.0050000000	0.0050000000	0.0080000000	0.0050000000	0.0020000000	-13.194345	0.028928
39820	2	-2.8468998591	23.6813759503	0.0254117402	0.0458797898	1.0000000000	1.0000000000	11.4329533760	11.0000000000	48.2763887066	0.3090000000	0.1780000000	0.1390000000	0.1460000000	0.0520000000	0.0300000000	0.0240000000	0.0260000000	0.0160000000	0.0040000000	0.0080000000	0.0040000000	0.0060000000	0.0000000000	0.0010000000	0.0020000000	0.0020000000	0.0040000000	0.0010000000	0.0020000000	0.0770000000	0.0410000000	0.0330000000	0.0310000000	0.0160000000	0.0260000000	0.0260000000	0.0240000000	0.0160000000	0.0050000000	0.0060000000	0.0120000000	0.0070000000	0.0060000000	0.0020000000	0.0050000000	0.0050000000	0.0080000000	0.0050000000	0.0020000000	-13.194345	0.028928
39840	2	-2.8468998591	23.6813759503	0.0254117402	0.0458797898	1.0000000000	1.0000000000	11.4329533760	11.0000000000	48.2763887066	0.3090000000	0.1780000000	0.1390000000	0.1460000000	0.0520000000	0.0300000000	0.0240000000	0.0260000000	0.0160000000	0.0040000000	0.0080000000	0.0040000000	0.0060000000	0.0000000000	0.0010000000	0.0020000000	0.0020000000	0.0040000000	0.0010000000	0.0020000000	0.0770000000	0.0410000000	0.0330000000	0.0310000000	0.0160000000	0.0260000000	0.0260000000	0.0240000000	0.0160000000	0.0050000000	0.0060000000	0.0120000000	0.0070000000	0.0060000000	0.0020000000	0.0050000000	0.0050000000	0.0080000000	0.0050000000	0.0020000000	-13.194345	0.028928
39860	2	-2.8468998591	23.6813759503	0.0254117402	0.0458797898	1.0000000000	1.0000000000	11.4329533760	11.0000000000	48.2763887066	0.3440000000	0.1670000000	0.1400000000	0.1350000000	0.0540000000	0.0250000000	0.0330000000	0.0240000000	0.0220000000	0.0100000000	0.0080000000	0.0040000000	0.0040000000	0.0040000000	0.0020000000	0.0010000000	0.0030000000	0.0010000000	0.0010000000	0.0000000000	0.0750000000	0.0360000000	0.0310000000	0.0230000000	0.0140000000	0.0370000000	0.0360000000	0.0250000000	0.0180000000	0.0050000000	0.0080000000	0.0050000000	0.0090000000	0.0060000000	0.0010000000	0.0010000000	0.0010000000	0.0040000000	0.0010000000	0.0000000000	-13.194345	0.028309
39880	2	-2.8468998591	23.6813759503	0.0254117402	0.0458797898	1.0000000000	1.0000000000	11.4329533760	11.0000000000	48.2763887066	0.3440000000	0.1670000000	0.1400000000	0.1350000000	0.0540000000	0.0250000000	0.0330000000	0.0240000000	0.0220000000	0.0100000000	0.0080000000	0.0040000000	0.0040000000	0.0040000000	0.0020000000	0.0010000000	0.0030000000	0.0010000000	0.0010000000	0.0000000000	0.0750000000	0.0360000000	0.0310000000	0.0230000000	0.0140000000	0.0370000000	0.0360000000	0.0250000000	0.0180000000	0.0050000000	0.0080000000	0.0050000000	0.0090000000	0.0060000000	0.0010000000	0.0010000000	0.0010000000	0.0040000000	0.0010000000	0.0000000000	-13.194345	0.028309
39900	2	-2.8468998591	23.6813759503	0.0254117402	0.0458797898	1.0000000000	1.0000000000	11.4329533760	11.0000000000	48.2763887066	0.3440000000	0.1670000000	0.1400000000	0.1350000000	0.0540000000	0.0250000000	0.0330000000	0.0240000000	0.0220000000	0.0100000000	0.0080000000	0.0040000000	0.0040000000	0.0040000000	0.0020000000	0.0010000000	0.0030000000	0.0010000000	0.0010000000	0.0000000000	0.0750000000	0.0360000000	0.0310000000	0.0230000000	0.0140000000	0.0370000000	0.0360000000	0.0250000000	0.0180000000	0.0050000000	0.0080000000	0.0050000000	0.0090000000	0.0060000000	0.0010000000	0.0010000000	0.0010000000	0.0040000000	0.0010000000	0.0000000000	-13.194345	0.028309
39920	2	-2.8468998591	23.6813759503	0.0254117402	0.0458797898	1.0000000000	1.0000000000	11.4329533760	11.0000000000	48.2763887066	0.3440000000	0.1670000000	0.1400000000	0.1350000000	0.0540000000	0.0250000000	0.0330000000	0.0240000000	0.0220000000	0.0100000000	0.0080000000	0.0040000000	0.0040000000	0.0040000000	0.0020000000	0.0010000000	0.0030000000	0.0010000000	0.0010000000	0.0000000000	0.0750000000	0.0360000000	0.0310000000	0.0230000000	0.0140000000	0.0370000000	0.0360000000	0.0250000000	0.0180000000	0.0050000000	0.0080000000	0.0050000000	0.0090000000	0.0060000000	0.0010000000	0.0010000000	0.0010000000	0.0040000000	0.0010000000	0.0000000000	-13.194345	0.028309
39940	2	-2.8468998591	23.6813759503	0.0254117402	0.0458797898	1.0000000000	1.0000000000	11.4329533760	11.0000000000	48.2763887066	0.3440000000	0.1670000000	0.1400000000	0.1350000000	0.0540000000	0.0250000000	0.0330000000	0.0240000000	0.0220000000	0.0100000000	0.0080000000	0.0040000000	0.0040000000	0.0040000000	0.0020000000	0.0010000000	0.0030000000	0.0010000000	0.0010000000	0.0000000000	0.0750000000	0.0360000000	0.0310000000	0.0230000000	0.0140000000	0.0370000000	0.0360000000	0.0250000000	0.0180000000	0.0050000000	0.0080000000	0.0050000000	0.0090000000	0.0060000000	0.0010000000	0.0010000000	0.0010000000	0.0040000000	0.0010000000	0.0000000000	-13.194345	0.028309
39960	2	-2.8468998591	23.6813759503	0.0254117402	0.0458797898	1.0000000000	1.0000000000	11.4329533760	11.0000000000	48.2763887066	0.3440000000	0.1670000000	0.1400000000	0.1350000000	0.0540000000	0.0250000000	0.0330000000	0.0240000000	0.0220000000	0.0100000000	0.0080000000	0.0040000000	0.0040000000	0.0040000000	0.0020000000	0.0010000000	0.0030000000	0.0010000000	0.0010000000	0.0000000000	0.0750000000	0.0360000000	0.0310000000	0.0230000000	0.0140000000	0.0370000000	0.0360000000	0.0250000000	0.0180000000	0.0050000000	0.0080000000	0.0050000000	0.0090000000	0.0060000000	0.0010000000	0.0010000000	0.0010000000	0.0040000000	0.0010000000	0.0000000000	-13.194345	0.028309
39980	1	-2.8468998591	23.6813772803	0.0254120901	0.0458792944	1.0000000000	3.0000000000	11.3611206578	11.0000000000	48.2704735052	0.3400000000	0.1910000000	0.1400000000	0.1290000000	0.0480000000	0.0300000000	0.0330000000	0.0210000000	0.0230000000	0.0100000000	0.0100000000	0.0070000000	0.0040000000	0.0050000000	0.0050000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0690000000	0.0320000000	0.0400000000	0.0350000000	0.0080000000	0.0300000000	0.0290000000	0.0160000000	0.0140000000	0.0060000000	0.0080000000	0.0100000000	0.0080000000	0.0040000000	0.0030000000	0.0080000000	0.0100000000	0.0060000000	0.0050000000	0.0010000000	-13.143316	0.029586
40000	1	-2.8468998591	23.5801175358	0.0233369474	0.0454751291	1.0000000000	3.0000000000	11.3611206578	11.0000000000	65.9290271019	0.3230000000	0.1720000000	0.1030000000	0.1090000000	0.0390000000	0.0300000000	0.0200000000	0.0140000000	0.0180000000	0.0140000000	0.0050000000	0.0030000000	0.0080000000	0.0040000000	0.0050000000	0.0010000000	0.0020000000	0.0020000000	0.0020000000	0.0010000000	0.0670000000	0.0330000000	0.0350000000	0.0170000000	0.0070000000	0.0240000000	0.0250000000	0.0280000000	0.0170000000	0.0070000000	0.0060000000	0.0040000000	0.0050000000	0.0040000000	0.0010000000	0.0050000000	0.0050000000	0.0040000000	0.0040000000	0.0020000000	-13.265692	0.022549
40020	1	-2.8316714655	23.4718742077	0.0254511014	0.0461099654	1.0000000000	1.0000000000	10.4082116967	11.0000000000	66.2252616912	0.2870000000	0.1470000000	0.1230000000	0.1110000000	0.0440000000	0.0180000000	0.0180000000	0.0140000000	0.0140000000	0.0030000000	0.0070000000	0.0040000000	0.0060000000	0.0000000000	0.0000000000	0.0040000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0530000000	0.0310000000	0.0260000000	0.0290000000	0.0060000000	0.0220000000	0.0260000000	0.0310000000	0.0190000000	0.0030000000	0.0090000000	0.0050000000	0.0020000000	0.0030000000	0.0010000000	0.0060000000	0.0030000000	0.0040000000	0.0040000000	0.0020000000	-12.230882	0.022317
40040	2	-1.2016668433	23.4718742077	0.0922536036	0.0535811105	1.0000000000	3.0000000000	10.4082116967	11.0000000000	67.9662094126	0.2590000000	0.1170000000	0.0750000000	0.0360000000	0.0030000000	0.0230000000	0.0120000000	0.0030000000	0.0020000000	0.0010000000	0.0030000000	0.0010000000	0.0030000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0520000000	0.0270000000	0.0160000000	0.0100000000	0.0000000000	0.0220000000	0.0140000000	0.0050000000	0.0070000000	0.0000000000	0.0060000000	0.0030000000	0.0020000000	0.0000000000	0.0000000000	0.0050000000	0.0020000000	0.0020000000	0.0010000000	0.0000000000	-13.714493	0.020699
40060	1	-1.2016668433	23.4718742077	0.0617584892	0.0535811105	1.0000000000	3.0000000000	10.4082116967	11.0000000000	79.4262622888	0.2430000000	0.1280000000	0.0910000000	0.0710000000	0.0050000000	0.0280000000	0.0170000000	0.0120000000	0.0070000000	0.0000000000	0.0030000000	0.0030000000	0.0020000000	0.0010000000	0.0010000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0540000000	0.0260000000	0.0270000000	0.0080000000	0.0020000000	0.0220000000	0.0130000000	0.0150000000	0.0050000000	0.0000000000	0.0060000000	0.0040000000	0.0020000000	0.0050000000	0.0000000000	0.0020000000	0.0070000000	0.0010000000	0.0010000000	0.0000000000	-13.231566	0.019792
40080	1	-1.0789760171	23.4718742077	0.0617584891	0.0535703028	1.0000000000	1.0000000000	10.4082116967	11.0000000000	79.4255180131	0.2660000000	0.1610000000	0.0930000000	0.0780000000	0.0160000000	0.0260000000	0.0170000000	0.0160000000	0.0090000000	0.0010000000	0.0080000000	0.0030000000	0.0020000000	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0550000000	0.0290000000	0.0230000000	0.0160000000	0.0030000000	0.0290000000	0.0180000000	0.0130000000	0.0100000000	0.0020000000	0.0080000000	0.0030000000	0.0030000000	0.0030000000	0.0000000000	0.0040000000	0.0070000000	0.0020000000	0.0010000000	0.0000000000	-13.459658	0.015632
40100	1	-1.1288788943	23.4713447640	0.0444056278	0.0531155123	1.0000000000	1.0000000000	9.8274701941	11.0000000000	79.4255180131	0.2770000000	0.1440000000	0.1210000000	0.0840000000	0.0270000000	0.0230000000	0.0220000000	0.0200000000	0.0080000000	0.0030000000	0.0040000000	0.0020000000	0.0040000000	0.0020000000	0.0000000000	0.0020000000	0.0020000000	0.0000000000	0.0020000000	0.0000000000	0.0740000000	0.0340000000	0.0320000000	0.0160000000	0.0060000000	0.0320000000	0.0210000000	0.0090000000	0.0170000000	0.0050000000	0.0130000000	0.0040000000	0.0080000000	0.0010000000	0.0020000000	0.0020000000	0.0030000000	0.0060000000	0.0030000000	0.0020000000	-12.964979	0.016142
40120	2	-1.1288788943	23.4954554325	0.0444971105	0.0531155123	1.0000000000	1.0000000000	9.8274701941	11.0000000000	79.6673612892	0.2910000000	0.1490000000	0.1260000000	0.0880000000	0.0310000000	0.0230000000	0.0270000000	0.0120000000	0.0130000000	0.0010000000	0.0070000000	0.0060000000	0.0030000000	0.0050000000	0.0000000000	0.0030000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0740000000	0.0390000000	0.0150000000	0.0190000000	0.0060000000	0.0310000000	0.0300000000	0.0180000000	0.0120000000	0.0020000000	0.0060000000	0.0070000000	0.0050000000	0.0020000000	0.0000000000	0.0120000000	0.0060000000	0.0090000000	0.0000000000	0.0010000000	-13.004388	0.016562
40140	2	-1.1288788943	23.4954554325	0.0444971105	0.0531155123	1.0000000000	1.0000000000	9.8274701941	11.0000000000	79.6673612892	0.2910000000	0.1490000000	0.1260000000	0.0880000000	0.0310000000	0.0230000000	0.0270000000	0.0120000000	0.0130000000	0.0010000000	0.0070000000	0.0060000000	0.0030000000	0.0050000000	0.0000000000	0.0030000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0740000000	0.0390000000	0.0150000000	0.0190000000	0.0060000000	0.0310000000	0.0300000000	0.0180000000	0.0120000000	0.0020000000	0.0060000000	0.0070000000	0.0050000000	0.0020000000	0.0000000000	0.0120000000	0.0060000000	0.0090000000	0.0000000000	0.0010000000	-13.004388	0.016562
40160	2	-1.1288788943	23.4954554325	0.0444971105	0.0531155123	1.0000000000	1.0000000000	9.8274701941	11.0000000000	79.6673612892	0.2910000000	0.1490000000	0.1260000000	0.0880000000	0.0310000000	0.0230000000	0.0270000000	0.0120000000	0.0130000000	0.0010000000	0.0070000000	0.0060000000	0.0030000000	0.0050000000	0.0000000000	0.0030000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0740000000	0.0390000000	0.0150000000	0.0190000000	0.0060000000	0.0310000000	0.0300000000	0.0180000000	0.0120000000	0.0020000000	0.0060000000	0.0070000000	0.0050000000	0.0020000000	0.0000000000	0.0120000000	0.0060000000	0.0090000000	0.0000000000	0.0010000000	-13.004388	0.016562
40180	2	-1.1288788943	23.4954554325	0.0444971105	0.0531155123	1.0000000000	1.0000000000	9.8274701941	11.0000000000	79.6673612892	0.2910000000	0.1490000000	0.1260000000	0.0880000000	0.0310000000	0.0230000000	0.0270000000	0.0120000000	0.0130000000	0.0010000000	0.0070000000	0.0060000000	0.0030000000	0.0050000000	0.0000000000	0.0030000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0740000000	0.0390000000	0.0150000000	0.0190000000	0.0060000000	0.0310000000	0.0300000000	0.0180000000	0.0120000000	0.0020000000	0.0060000000	0.0070000000	0.0050000000	0.0020000000	0.0000000000	0.0120000000	0.0060000000	0.0090000000	0.0000000000	0.0010000000	-13.004388	0.016562
40200	2	-1.1453294903	23.4954554325	0.0472525345	0.0531155123	1.0000000000	1.0000000000	9.8274701941	11.0000000000	99.2311809800	0.3030000000	0.1510000000	0.1030000000	0.0880000000	0.0260000000	0.0360000000	0.0290000000	0.0230000000	0.0150000000	0.0040000000	0.0030000000	0.0080000000	0.0040000000	0.0020000000	0.0000000000	0.0030000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0610000000	0.0340000000	0.0340000000	0.0190000000	0.0060000000	0.0290000000	0.0270000000	0.0180000000	0.0100000000	0.0020000000	0.0140000000	0.0100000000	0.0080000000	0.0020000000	0.0010000000	0.0080000000	0.0080000000	0.0030000000	0.0040000000	0.0010000000	-13.382308	0.019090
