State	Model	DGPost	GDagSlide	RateActivate	RateDeactivate	bubbleLeft	bubbleRight	deltaGDaggerBacktrack	hybridLen	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	logPrior	chiSquared
0	2	-1.4892109438	20.0756068659	0.0732418368	0.0904475149	1.0000000000	3.0000000000	-0.6227240529	10.0000000000	57.6353657212	0.0780000000	0.0550000000	0.0490000000	0.0440000000	0.0380000000	0.0120000000	0.0080000000	0.0100000000	0.0040000000	0.0010000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0170000000	0.0100000000	0.0050000000	0.0080000000	0.0040000000	0.0000000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0010000000	0.0020000000	-14.287786	0.081176
20	2	-1.4892109438	20.0756068659	0.0732418368	0.0792439270	1.0000000000	3.0000000000	-0.6227222618	11.0000000000	57.6857672661	0.0070000000	0.0110000000	0.0030000000	0.0050000000	0.0020000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0150000000	0.0200000000	0.0110000000	0.0170000000	0.0120000000	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-14.007156	0.137268
40	2	-1.7286858515	20.0746670932	0.0732418362	0.0795067288	2.0000000000	3.0000000000	1.1107069881	11.0000000000	60.7512236230	0.0010000000	0.0030000000	0.0010000000	0.0010000000	0.0030000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0080000000	0.0040000000	0.0040000000	0.0050000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-12.782752	0.145819
60	1	-1.7286858515	20.4336263733	0.0521050129	0.0794845976	3.0000000000	3.0000000000	1.1106958831	11.0000000000	60.6796831810	0.0040000000	0.0050000000	0.0020000000	0.0030000000	0.0040000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0020000000	0.0020000000	0.0000000000	0.0010000000	0.0010000000	0.0170000000	0.0140000000	0.0210000000	0.0140000000	0.0060000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-11.861177	0.141577
80	1	-1.7234042574	20.4219478218	0.0521050680	0.0807179534	2.0000000000	3.0000000000	1.1106958402	11.0000000000	60.6796831810	0.0120000000	0.0130000000	0.0020000000	0.0080000000	0.0030000000	0.0020000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0020000000	0.0130000000	0.0220000000	0.0210000000	0.0250000000	0.0060000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	-11.915554	0.134372
100	2	-1.7234048508	20.5538933442	0.0521050680	0.0520444482	3.0000000000	1.0000000000	6.5352757225	11.0000000000	62.8137772206	0.0180000000	0.0140000000	0.0150000000	0.0140000000	0.0060000000	0.0020000000	0.0020000000	0.0010000000	0.0020000000	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0010000000	0.0040000000	0.0020000000	0.0040000000	0.0000000000	0.0000000000	0.0130000000	0.0200000000	0.0150000000	0.0110000000	0.0140000000	0.0010000000	0.0030000000	0.0000000000	0.0010000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-10.560566	0.127532
120	1	-2.4798658844	20.5538801422	0.0522067131	0.0507545283	2.0000000000	2.0000000000	6.4601085722	11.0000000000	62.8378091624	0.0020000000	0.0070000000	0.0050000000	0.0050000000	0.0030000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0130000000	0.0160000000	0.0100000000	0.0170000000	0.0050000000	0.0010000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	-9.865884	0.141269
140	2	-2.6482112531	20.5538815653	0.0522067136	0.0507543043	3.0000000000	1.0000000000	6.4428814699	11.0000000000	72.2405660922	0.0160000000	0.0130000000	0.0110000000	0.0140000000	0.0100000000	0.0030000000	0.0010000000	0.0020000000	0.0030000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.0010000000	0.0210000000	0.0170000000	0.0160000000	0.0180000000	0.0040000000	0.0030000000	0.0010000000	0.0010000000	0.0010000000	0.0010000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-9.907001	0.128216
160	1	-2.6482099678	21.1341664400	0.0521994600	0.0502503580	2.0000000000	1.0000000000	4.9586613832	11.0000000000	102.8300189890	0.0400000000	0.0300000000	0.0330000000	0.0210000000	0.0120000000	0.0020000000	0.0020000000	0.0020000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0040000000	0.0040000000	0.0010000000	0.0010000000	0.0010000000	0.1880000000	0.1390000000	0.1290000000	0.0950000000	0.0600000000	0.0030000000	0.0020000000	0.0010000000	0.0030000000	0.0010000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	-9.764816	0.151218
180	2	-2.7619268742	21.1612651146	0.0521994600	0.0502503580	2.0000000000	2.0000000000	4.7018615081	11.0000000000	25.4243494066	0.0090000000	0.0070000000	0.0080000000	0.0080000000	0.0050000000	0.0000000000	0.0030000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0020000000	0.0000000000	0.0000000000	0.0020000000	0.0010000000	0.0470000000	0.0250000000	0.0320000000	0.0230000000	0.0100000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	-10.079738	0.133817
200	1	-4.3490467078	21.1612651146	0.0334199886	0.0502503580	3.0000000000	3.0000000000	4.7018615081	11.0000000000	25.4475380862	0.0110000000	0.0050000000	0.0020000000	0.0010000000	0.0040000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0020000000	0.0000000000	0.0140000000	0.0120000000	0.0050000000	0.0080000000	0.0020000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-11.271864	0.138106
220	2	-4.3490467078	21.0225244156	0.0334199886	0.0501948804	2.0000000000	3.0000000000	7.0303278033	11.0000000000	25.4475832422	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	-11.621886	0.148050
240	1	-4.3605842905	21.0913040949	0.0719289438	0.0480695617	2.0000000000	3.0000000000	7.0258020556	9.0000000000	49.0272659384	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0010000000	0.0090000000	0.0100000000	0.0060000000	0.0060000000	0.0050000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0100000000	0.0070000000	0.0070000000	0.0100000000	0.0060000000	0.0010000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0030000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	-10.384604	0.146241
260	2	-3.5498897354	20.7354249312	0.0763281336	0.0481208092	2.0000000000	2.0000000000	7.0217095007	11.0000000000	49.0272659384	0.0070000000	0.0000000000	0.0020000000	0.0020000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0160000000	0.0130000000	0.0100000000	0.0030000000	0.0030000000	0.0000000000	0.0020000000	0.0010000000	0.0000000000	0.0000000000	0.0020000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-10.090253	0.141585
280	2	-3.5498897354	20.6661160929	0.0743670900	0.0474622726	1.0000000000	2.0000000000	7.0217095007	9.0000000000	49.0272659384	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0060000000	0.0120000000	0.0070000000	0.0110000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0020000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0110000000	0.0110000000	0.0050000000	0.0110000000	0.0050000000	0.0040000000	0.0030000000	0.0000000000	0.0010000000	0.0000000000	0.0040000000	0.0030000000	0.0040000000	0.0020000000	0.0010000000	-10.139427	0.146301
300	1	-3.5273276479	20.5426386915	0.0750983514	0.0474622726	1.0000000000	2.0000000000	5.2026101063	9.0000000000	49.1376576311	0.0010000000	0.0020000000	0.0000000000	0.0020000000	0.0000000000	0.0340000000	0.0290000000	0.0120000000	0.0170000000	0.0110000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0460000000	0.0290000000	0.0330000000	0.0280000000	0.0180000000	0.0010000000	0.0000000000	0.0010000000	0.0020000000	0.0000000000	0.0060000000	0.0070000000	0.0020000000	0.0030000000	0.0030000000	-10.089749	0.140397
320	1	-3.6116738500	20.2677353163	0.0750983514	0.0700881593	2.0000000000	2.0000000000	5.2026101063	9.0000000000	48.9554969462	0.0040000000	0.0060000000	0.0020000000	0.0040000000	0.0010000000	0.0630000000	0.0660000000	0.0470000000	0.0460000000	0.0230000000	0.0010000000	0.0010000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0910000000	0.0780000000	0.0910000000	0.0660000000	0.0440000000	0.0130000000	0.0120000000	0.0150000000	0.0080000000	0.0040000000	0.0170000000	0.0230000000	0.0180000000	0.0120000000	0.0040000000	-10.807149	0.156068
340	2	-3.4304908385	20.2675747413	0.0749423920	0.0701005005	3.0000000000	3.0000000000	2.5651177524	10.0000000000	48.9554969462	0.0040000000	0.0020000000	0.0000000000	0.0030000000	0.0000000000	0.0010000000	0.0010000000	0.0010000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0020000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0010000000	0.0030000000	0.0010000000	0.0000000000	0.0000000000	0.0020000000	0.0010000000	0.0010000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-11.036937	0.145241
360	2	-3.6007785304	21.5635010274	0.0759700768	0.0701005005	2.0000000000	3.0000000000	2.5651177524	11.0000000000	48.9554969462	0.0020000000	0.0010000000	0.0020000000	0.0030000000	0.0020000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0020000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0120000000	0.0090000000	0.0100000000	0.0080000000	0.0070000000	0.0020000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-9.742011	0.144208
380	2	-3.6007285284	21.5635010274	0.0780241960	0.0701005005	3.0000000000	2.0000000000	2.5651177524	11.0000000000	48.7742194458	0.0340000000	0.0230000000	0.0230000000	0.0210000000	0.0140000000	0.0010000000	0.0010000000	0.0010000000	0.0020000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0070000000	0.0000000000	0.0030000000	0.0070000000	0.0030000000	0.1200000000	0.0940000000	0.0820000000	0.0720000000	0.0360000000	0.0000000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-9.790148	0.126388
400	1	-3.6007285284	21.5374155416	0.0676092638	0.0545883267	1.0000000000	2.0000000000	2.5651177524	11.0000000000	48.7742160029	0.2100000000	0.1220000000	0.0990000000	0.0930000000	0.0690000000	0.0080000000	0.0050000000	0.0060000000	0.0030000000	0.0050000000	0.0010000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.2270000000	0.1510000000	0.1270000000	0.1060000000	0.0820000000	0.0080000000	0.0090000000	0.0130000000	0.0060000000	0.0040000000	0.0040000000	0.0050000000	0.0010000000	0.0020000000	0.0000000000	0.0000000000	0.0040000000	0.0010000000	0.0010000000	0.0000000000	-9.368243	0.095726
420	2	-3.5762842562	21.5374155416	0.0676092638	0.0390576970	2.0000000000	3.0000000000	2.5766441217	11.0000000000	54.2407474371	0.0000000000	0.0040000000	0.0010000000	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0100000000	0.0050000000	0.0040000000	0.0040000000	0.0060000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	-9.426256	0.145663
440	2	-3.5762842562	21.5374499398	0.0661708796	0.0377735394	1.0000000000	3.0000000000	2.5766441217	10.0000000000	64.7439710863	0.1050000000	0.0650000000	0.0510000000	0.0350000000	0.0220000000	0.0130000000	0.0090000000	0.0140000000	0.0060000000	0.0040000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0020000000	0.0010000000	0.0000000000	0.0000000000	0.0150000000	0.0060000000	0.0120000000	0.0050000000	0.0020000000	0.0040000000	0.0000000000	0.0010000000	0.0010000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	-9.493550	0.069289
460	2	-3.0854364359	21.5374499398	0.0653899361	0.0377734871	3.0000000000	3.0000000000	2.5587600731	11.0000000000	64.7439710868	0.0040000000	0.0060000000	0.0040000000	0.0030000000	0.0030000000	0.0020000000	0.0000000000	0.0020000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0040000000	0.0010000000	0.0040000000	0.0010000000	0.0010000000	0.0290000000	0.0280000000	0.0210000000	0.0140000000	0.0110000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-9.322755	0.139000
480	2	-3.0854321537	21.5329152805	0.0897055647	0.0377732808	3.0000000000	1.0000000000	2.4690187097	10.0000000000	63.1494456315	0.3150000000	0.1650000000	0.1400000000	0.1320000000	0.0750000000	0.0270000000	0.0200000000	0.0190000000	0.0300000000	0.0190000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0340000000	0.0140000000	0.0060000000	0.0040000000	0.0030000000	0.0360000000	0.0370000000	0.0250000000	0.0220000000	0.0160000000	0.0020000000	0.0020000000	0.0040000000	0.0010000000	0.0010000000	0.0080000000	0.0040000000	0.0040000000	0.0070000000	0.0000000000	-9.878583	0.029392
500	2	-3.0900222490	21.5192117948	0.0893628218	0.0317362500	3.0000000000	1.0000000000	2.4782224412	10.0000000000	63.1494456315	0.1400000000	0.0900000000	0.0850000000	0.0540000000	0.0360000000	0.0300000000	0.0170000000	0.0180000000	0.0130000000	0.0090000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0100000000	0.0100000000	0.0040000000	0.0080000000	0.0000000000	0.0240000000	0.0130000000	0.0070000000	0.0100000000	0.0070000000	0.0010000000	0.0020000000	0.0000000000	0.0020000000	0.0010000000	0.0010000000	0.0030000000	0.0000000000	0.0010000000	0.0020000000	-10.126922	0.048133
520	1	-3.0900222490	19.8274697273	0.0893619691	0.0709589396	3.0000000000	3.0000000000	2.7915703877	11.0000000000	63.0350950904	0.0010000000	0.0030000000	0.0020000000	0.0020000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0090000000	0.0050000000	0.0090000000	0.0070000000	0.0060000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-12.133462	0.145371
540	1	-3.0900222490	21.0053582498	0.0893619691	0.0744590211	3.0000000000	3.0000000000	2.7915704139	10.0000000000	64.5274633999	0.0360000000	0.0220000000	0.0320000000	0.0190000000	0.0200000000	0.0070000000	0.0050000000	0.0110000000	0.0060000000	0.0060000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0030000000	0.0010000000	0.0000000000	0.0010000000	0.0020000000	0.0130000000	0.0100000000	0.0080000000	0.0120000000	0.0050000000	0.0020000000	0.0000000000	0.0010000000	0.0010000000	0.0020000000	0.0010000000	0.0010000000	0.0000000000	0.0020000000	0.0010000000	-10.355598	0.111974
560	2	-3.6064541792	21.0053582498	0.0893704042	0.0744590211	2.0000000000	1.0000000000	3.4477902747	10.0000000000	64.5274633999	0.2490000000	0.2260000000	0.2050000000	0.1870000000	0.1390000000	0.1190000000	0.0670000000	0.0640000000	0.0480000000	0.0270000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0280000000	0.0200000000	0.0070000000	0.0140000000	0.0070000000	0.1010000000	0.0790000000	0.0720000000	0.0590000000	0.0370000000	0.0080000000	0.0120000000	0.0080000000	0.0050000000	0.0020000000	0.0050000000	0.0080000000	0.0050000000	0.0070000000	0.0040000000	-10.398560	0.088950
580	2	-3.6064541886	21.0053582498	0.0892782211	0.0744558611	2.0000000000	3.0000000000	3.6237074032	10.0000000000	60.5010734763	0.0310000000	0.0200000000	0.0210000000	0.0240000000	0.0140000000	0.0060000000	0.0070000000	0.0090000000	0.0040000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0020000000	0.0000000000	0.0020000000	0.0020000000	0.0010000000	0.0050000000	0.0020000000	0.0100000000	0.0050000000	0.0030000000	0.0010000000	0.0030000000	0.0010000000	0.0000000000	0.0010000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	-10.332698	0.118638
600	2	-3.6064527428	21.0053582498	0.0892782211	0.0744616487	3.0000000000	2.0000000000	3.6237074080	10.0000000000	29.0673676529	0.0180000000	0.0170000000	0.0070000000	0.0100000000	0.0060000000	0.0090000000	0.0110000000	0.0060000000	0.0040000000	0.0030000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.0040000000	0.0020000000	0.0010000000	0.0070000000	0.0030000000	0.0010000000	0.0050000000	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0020000000	0.0000000000	0.0000000000	0.0030000000	0.0020000000	0.0030000000	0.0010000000	-11.106511	0.129531
620	2	-3.6064527428	21.0053582498	0.0769933708	0.0770622477	3.0000000000	2.0000000000	3.6237074080	9.0000000000	29.1444056303	0.0060000000	0.0030000000	0.0050000000	0.0060000000	0.0020000000	0.0660000000	0.0490000000	0.0460000000	0.0340000000	0.0380000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0020000000	0.0000000000	0.0000000000	0.0000000000	0.0990000000	0.0590000000	0.0630000000	0.0450000000	0.0250000000	0.0030000000	0.0030000000	0.0060000000	0.0050000000	0.0040000000	0.0040000000	0.0080000000	0.0080000000	0.0090000000	0.0040000000	-10.855494	0.142184
640	2	-3.1722607641	21.0053582498	0.0641255274	0.0770622540	1.0000000000	3.0000000000	3.4056073370	10.0000000000	29.1444056303	0.0700000000	0.0630000000	0.0590000000	0.0550000000	0.0370000000	0.0160000000	0.0160000000	0.0180000000	0.0150000000	0.0090000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0010000000	0.0020000000	0.0020000000	0.0020000000	0.0000000000	0.0160000000	0.0100000000	0.0100000000	0.0090000000	0.0040000000	0.0050000000	0.0000000000	0.0010000000	0.0020000000	0.0010000000	0.0010000000	0.0020000000	0.0020000000	0.0010000000	0.0000000000	-10.470410	0.082222
660	2	-3.1722607641	21.0054588062	0.0641255274	0.0770622540	2.0000000000	3.0000000000	2.6348424262	9.0000000000	29.1444056303	0.0050000000	0.0030000000	0.0030000000	0.0030000000	0.0020000000	0.0640000000	0.0460000000	0.0500000000	0.0380000000	0.0480000000	0.0010000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0860000000	0.0670000000	0.0670000000	0.0540000000	0.0450000000	0.0060000000	0.0060000000	0.0020000000	0.0020000000	0.0040000000	0.0040000000	0.0080000000	0.0090000000	0.0070000000	0.0020000000	-10.639859	0.149055
680	1	-3.1722629084	21.0054588062	0.0641255274	0.0770622540	2.0000000000	3.0000000000	6.7477710803	9.0000000000	29.3597866578	0.0020000000	0.0020000000	0.0000000000	0.0010000000	0.0010000000	0.0170000000	0.0130000000	0.0130000000	0.0080000000	0.0090000000	0.0000000000	0.0000000000	0.0030000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0170000000	0.0120000000	0.0170000000	0.0170000000	0.0040000000	0.0060000000	0.0010000000	0.0050000000	0.0030000000	0.0000000000	0.0070000000	0.0010000000	0.0090000000	0.0050000000	0.0030000000	-10.480410	0.143658
700	2	-3.1722629084	20.9105158331	0.0638115997	0.0772751226	1.0000000000	2.0000000000	7.2812821251	9.0000000000	29.3234457314	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0060000000	0.0040000000	0.0040000000	0.0020000000	0.0030000000	0.0010000000	0.0010000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0170000000	0.0070000000	0.0090000000	0.0050000000	0.0030000000	0.0010000000	0.0010000000	0.0010000000	0.0010000000	0.0000000000	0.0040000000	0.0030000000	0.0000000000	0.0030000000	0.0060000000	-10.701753	0.144465
720	1	-3.2362607782	21.7944886038	0.0630994373	0.0772751226	2.0000000000	2.0000000000	7.2816775642	9.0000000000	20.3472320547	0.0050000000	0.0030000000	0.0010000000	0.0000000000	0.0010000000	0.0210000000	0.0170000000	0.0110000000	0.0060000000	0.0100000000	0.0050000000	0.0030000000	0.0010000000	0.0020000000	0.0020000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0000000000	0.0020000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0250000000	0.0290000000	0.0140000000	0.0200000000	0.0090000000	0.0060000000	0.0060000000	0.0030000000	0.0020000000	0.0010000000	0.0090000000	0.0130000000	0.0070000000	0.0050000000	0.0050000000	-11.307416	0.139492
740	1	-3.2362474252	21.7427520827	0.0630994373	0.0938425697	2.0000000000	3.0000000000	3.9432572019	10.0000000000	19.4030030487	0.0490000000	0.0420000000	0.0470000000	0.0360000000	0.0170000000	0.0140000000	0.0120000000	0.0110000000	0.0170000000	0.0040000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0010000000	0.0000000000	0.0000000000	0.0030000000	0.0030000000	0.0010000000	0.0030000000	0.0020000000	0.0130000000	0.0110000000	0.0120000000	0.0090000000	0.0100000000	0.0030000000	0.0020000000	0.0020000000	0.0040000000	0.0020000000	0.0030000000	0.0040000000	0.0030000000	0.0030000000	0.0010000000	-11.701361	0.097440
