State	Model	DGtau1	DGtaudag	Kdiss(instance0)	Kdiss(instance1)	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	rho	
2350000	4	-4.7779212065	8.4159517404	108.6887188746	7.0420942184	0.0939539077	0.4978546693	129.4195620465	19.2876906138	15.9260873369	13.6710367834	29.6871948581	25.0552921753	22.2569448356	39.4856202084	33.6342211232	29.5570765797	48.1861399885	42.056344299	60.4982463357	53.4656601184	49.0614788034	75.3822329044	68.4701884418	63.1071524688	101.3317494698	96.1258566669	91.5272056384	9.5831464102	4.5607869299	
2355000	4	-4.7078965479	8.1049562274	96.0380694909	14.2865526975	0.4365221577	1.5372972158	125.1018024444	20.3005971894	16.6514550245	14.4147037484	30.8264280243	26.2040868564	22.7057479611	40.6156896042	34.7049533052	30.5516562234	49.8433531306	43.2262914728	61.7654399894	54.4946376751	49.5183996161	75.8320911482	69.4330473211	64.004853526	99.428151665	94.6939988692	90.2578841172	9.0297701761	4.697419087	
2360000	4	-4.8206569019	8.9370086425	111.1144218977	1.3229550416	0.0332088612	0.6893658652	128.4685052715	18.7946148665	15.6421019831	13.66480121	29.3727599202	24.8842333152	21.8263146843	38.7932765555	33.218825412	29.3464636307	47.7384562031	41.546507233	59.8347494077	53.2594090688	48.3340610135	74.8679357723	68.3034964889	63.2508989131	99.7090720483	94.6162221723	91.17743807	8.9444211058	4.8361026212	
2365000	4	-4.89320711	9.5798888889	113.0352916887	2.8973775807	0.8496217866	1.0634653481	128.4366270773	18.9827343008	15.9459051487	13.9381940295	29.56612066	25.6099193478	22.2864594933	38.9553904367	33.8007237739	29.8732748837	47.9868117431	41.9976897294	59.8245797054	53.942676247	49.09460943	75.2138927767	68.7284126662	63.5301128066	100.0343756634	95.179912348	91.6899532732	9.4582379276	4.6924725076	
2370000	4	-4.7558459939	7.3318845796	102.902328667	20.8064521009	0.0284527019	2.676328187	126.439408688	19.5238643151	16.084771821	13.8546525659	30.0879068589	25.3572779849	22.162975952	39.649552152	34.0958777767	29.7971207892	48.6438188877	42.1593797313	60.3448265397	53.9008974025	48.9308671317	75.5825214898	68.0466820471	63.7299046759	99.2008821726	93.958364356	90.7293227685	6.9706583109	4.6002160173	
2375000	4	-4.7748190858	8.9315993754	107.3319117331	28.8903879249	0.0926645359	2.0738474689	129.751064803	19.2231703762	16.0244710371	13.886690917	30.0697300532	25.3946369736	22.0249743648	39.8621362928	34.3022975673	30.2506659097	48.7418779873	42.4974591309	60.6596344103	54.2890617034	48.873791195	75.7426602096	69.2892841194	64.4317165174	102.129794915	96.3180969193	92.2014909514	8.6792476201	4.7429697459	
2380000	4	-5.0333551972	7.7589851157	115.3840438353	3.0648711414	0.0142705748	1.4678676449	126.6209454155	19.1034478326	16.3399979099	14.3589692986	29.603526451	25.6929870539	22.9412988741	39.3265721131	34.4117692892	30.6660775035	47.8740646063	42.4921346919	60.060710965	54.2385408888	49.5360129961	74.3962069098	68.6111907711	64.2260839779	98.2677138667	94.6512638973	91.1054645112	7.7110513478	4.7154425541	
2385000	4	-5.1329798288	10.2550725065	125.0640363769	3.9119554139	0.0220174584	0.4886411644	129.5570458617	18.6301971692	16.2009968067	14.1975888517	29.0815585251	25.2595403062	22.9080439688	38.3910284157	33.9982109687	30.4540134387	47.7428352405	42.5517399922	59.2379726764	54.0395522818	49.7723025415	74.8606967659	69.1923403439	65.0121713174	100.6280940744	96.7546418712	92.5091482868	8.1032556296	4.8101840147	
2390000	4	-4.960062413	10.695999497	121.6295627193	0.4616570174	0.0665516783	3.157305374	130.9690845258	18.4767890895	15.681366892	13.8379432569	28.9683219691	24.8915949611	21.9813509503	38.6546672259	33.4793130759	29.7881356756	47.7935843723	41.6054311005	59.3597391348	53.0651904491	48.8899160232	74.5906595412	68.8203634826	64.321071551	100.6206049972	95.7204178697	92.6269268013	6.9176273229	4.761806736	
2395000	4	-4.7749094061	7.4502397979	109.3782931571	0.9556821615	0.3711407782	2.5035191504	132.4427913119	19.5353245315	16.1285570736	13.9793539661	30.3129346355	25.5915044983	22.2763684865	39.9418293209	34.0537416539	30.5350531969	49.0174808503	42.8078919757	62.1364887085	54.6692668684	49.7734629863	76.5247875611	70.1296148077	64.5124341315	102.5522536541	98.4391716409	92.9380567424	8.1415249948	4.8150794946	
2400000	4	-4.9117976335	9.4389168326	118.8838045825	2.2755167636	0.2157954239	1.6080764177	131.4263016462	18.8397473236	15.6611441982	13.8086817165	28.8825655999	24.9493857369	21.9596674643	38.6082266865	33.7401057053	29.8818820491	47.8454086668	42.0715848563	59.8767941897	53.4734920686	48.6219216913	75.4459235765	68.791792703	64.0400082223	101.0604895166	96.1851559248	92.1488934111	9.7977781921	4.7779937655	
2405000	4	-4.6744397986	9.9746566126	101.1980974336	1.2954257511	0.0875764724	1.1438851363	127.1653609476	19.3415420745	15.891530544	13.6208632126	30.0366167744	25.2151474292	21.7412234986	39.4856046983	33.5224168165	29.6232009662	48.5142048203	41.805654269	60.5589435705	53.2766458576	47.918010779	75.3947048436	68.1588531908	62.7640392995	99.8850050684	94.5138856368	90.933749415	9.0050147168	4.6290872099	
2410000	4	-4.8767683458	8.7917199344	105.7780466348	9.2452433782	0.2571745101	2.8814546369	124.5960503392	19.3857515216	16.3593850715	14.2110307732	30.0111807154	25.8134681673	22.6179229426	39.2773224144	34.5337314322	30.6041654087	48.4438420009	42.8443077877	59.8335580828	54.0392545397	49.1891493543	74.1980492772	68.7599514374	63.2496795637	97.6390326365	93.5087571496	90.4477469038	9.7913526775	4.7632368518	
2415000	4	-4.8949611417	9.3019184547	112.4494614594	3.3862893619	0.0588861998	3.263006962	127.8086104476	19.0035315487	15.9709833796	13.9314016188	29.430950675	25.3530106831	22.1817474883	39.0588495872	33.9868534443	29.9720886814	47.9254260493	42.4583972143	59.9030571098	53.6102889339	48.3637672614	74.9480175416	68.55705613	63.5737842694	99.3925519594	94.6911345829	91.1946129406	9.6067115517	4.7198628429	
2420000	4	-5.0030623538	10.539452017	109.5166070208	49.1006725527	0.2550977315	1.7572120701	124.4803408894	19.458625687	16.6234227308	14.5543371196	30.1870992551	26.2031204825	23.2270011944	39.5198299403	34.648683824	31.2055351922	48.5892735932	42.7970242475	60.2308132082	54.169058568	50.0264283432	74.0857720967	69.2365881849	64.5456441287	98.340739284	94.8227489176	90.1575954085	6.9742659166	4.7537346381	
2425000	4	-4.8162364156	8.5621521335	109.9440228999	11.9974002767	1.7294285488	2.2480524803	129.4877951622	19.0683955845	15.9158789374	13.9411500147	29.6421898082	25.1119737928	22.0005135493	39.1529792634	34.1019878196	29.9244059422	48.4726325011	42.2117444696	60.7129789828	53.6434222556	49.0016115643	75.4533327551	68.553692915	63.887254226	100.8428302338	96.0558733721	92.1228241843	8.7082262398	4.6195730462	
2430000	4	-4.6911837448	8.6148301982	99.3239400361	4.1759879817	0.0286841076	2.3647084516	125.0338343091	19.3748116837	15.9237748251	13.8684877331	30.2024232397	25.137704349	21.9526486665	39.7047603952	33.7437261512	29.7044614421	48.2636625681	41.9682421275	60.8352833705	53.1637505298	48.0332261472	74.6845745933	67.9335068755	62.6242531266	98.3454345404	93.6631871743	89.6095068164	9.1086161044	4.8367441984	
2435000	4	-4.5429411694	8.1644827277	91.9726124132	3.3945173054	0.0105705027	1.652225817	124.7403370353	19.692304084	15.9673145334	13.4956288077	30.473223054	25.1795794594	21.6482263614	39.7031985595	33.9112096509	29.2158528361	49.1310000781	41.5514543765	60.5705616651	52.7324751633	47.6198033864	74.7186137467	67.9759325041	62.0605413269	98.1128342238	93.0415318824	89.2412200347	7.7853979817	4.8170430111	
2440000	4	-4.596997786	7.0524875254	90.2211329976	26.5148502431	2.274404443	0.5514746187	122.3606705173	20.073538124	16.3237991812	13.9309413316	30.7153967115	25.7515083921	22.1580709764	40.1262071684	34.1781566652	29.9983711284	49.3238821446	42.1762753975	60.7484819148	53.4182925218	48.4504507635	75.285402417	68.120056942	63.0624816693	98.1784193472	93.5781876898	88.7447371386	5.9720963341	4.7016064484	
2445000	5	-4.7050476239	9.9617747834	49.853695095	3.6150950676	1.3510522497	3.3362011364	125.1868798663	20.2154966307	16.6723896432	14.2195076464	30.9035507755	26.1338276915	22.861757407	40.5329456857	34.6037557724	30.6119337578	49.4731478902	43.0747186353	61.2801723729	54.6964153133	49.2827789123	75.9898311006	69.1366928791	63.8232045147	100.052425448	94.406501011	90.5999271915	8.1676520886	4.6975381124	
2450000	5	-4.8077737258	9.7053186299	333.4554499827	2.4650940329	1.2287197097	0.5773624273	129.4226524017	19.4661391222	16.2336801555	13.9685335493	30.1845435973	25.7283029781	22.4422681346	39.8486599853	34.1872734121	30.3370031759	48.928875156	42.8521252096	61.0515469917	54.4709459853	48.9215588391	76.1751026144	69.5030094044	64.040135553	101.036946841	96.0443583503	92.4220081572	8.193333828	4.6318271785	
2455000	5	-4.9872687132	7.0613556969	80.0225478125	0.3976089587	1.1210589393	0.1186194053	125.6163546061	19.0893293572	16.1889282664	14.1839794459	29.5035236962	25.5864534309	22.8344278411	38.9358295504	34.1518353714	30.7433270915	48.3297529996	42.8125742247	59.9104376616	54.0414968166	49.6645355643	74.2531298734	68.7588632371	64.1384052468	98.1662900277	94.4198526779	90.7134782765	5.9259543406	4.8358212472	
2460000	5	-4.816426849	8.2817524024	158.270565898	1.5095162742	1.1821823905	1.3678472834	130.6722372979	19.0302856955	15.8871057686	13.6140298357	29.7238168426	25.1210577738	21.9588256646	39.3069697653	33.9765491372	29.6628290188	48.5245700301	42.0172770477	60.4995532417	53.8347540176	48.9369143414	75.3936424022	69.0470131671	63.7060181438	101.7167284306	96.264962926	92.0657186356	8.8707642289	4.7109794659	
2465000	4	-4.7844452739	8.9216992783	102.6921688563	3.3097384453	11.5115496997	2.3283489251	126.2584696547	19.4834764778	16.4398124424	14.0907837049	30.2918071081	25.8906929089	22.7318182745	39.8046068529	34.2353970145	30.3691422684	48.9212645012	42.3687779839	60.895997002	54.5041753776	49.296761886	75.5087745594	69.0846862462	64.2225913298	98.7635188116	94.7615239863	91.0299240976	6.9135309562	4.6229887502	
2470000	4	-4.5626898322	10.2232833712	90.8411990893	7.508064601	2.3380779926	0.7740601927	123.665113925	20.0321594876	16.1161502239	13.7175982956	30.8507834061	25.4389556359	22.128162765	40.2357111848	33.8342480121	29.8977869529	49.1609324966	41.8398122143	60.3444592289	53.5819691264	48.2688093124	74.9855325748	67.4904454017	62.9163933704	98.5088524816	93.3757086259	88.7222473811	8.0284662976	4.7732051076	
2475000	4	-4.5336801086	10.3794687736	91.5603582709	9.4428970744	0.1954842996	0.569138917	127.0471537794	20.2017959832	16.1967021088	13.9438926727	30.7633064133	25.4674749751	22.0610034136	40.6083543462	34.1547550637	29.613622144	49.8773541612	42.4516556466	61.9881768594	53.6727459735	48.7672190783	76.6538985109	69.3951686945	63.8176214551	101.528312755	94.7692299092	90.7035829206	8.7895759325	4.5963740145	
2480000	4	-4.5727831173	9.2033939208	90.8984186693	2.1966884702	1.2399528258	3.34716719	125.2135991957	20.0877027131	16.3601589177	14.1309235181	31.0383751794	25.8758397602	22.37301487	40.6399161735	34.6822687526	30.2633036786	49.7518194576	42.7112390467	61.9763997953	54.3056851261	49.0108072015	75.9082436748	68.5180316377	63.1336712431	99.6961371346	94.7293202761	90.6004122618	9.2798127765	4.7955816857	
2485000	4	-4.6341580813	10.3693576961	95.707286969	2.9870228412	0.0662632125	0.9776448833	125.6083047501	19.6726794089	16.2603912557	13.797084867	30.5085870232	25.5242992676	22.3933612458	39.9872292533	34.3241562777	30.2525345451	49.2344684406	42.4594933474	61.0519820474	53.6160903425	48.4895167836	75.0251479283	68.8345196706	62.8891351747	98.9186566985	94.8848219692	89.436404111	8.7506934079	4.8156619083	
2490000	5	-4.7811760808	7.7863099806	229.0200748114	0.7070931563	1.2450619137	1.817418456	125.7415561267	19.5406437189	16.3903662457	14.1762895225	30.3518754987	25.7806125088	22.6288865042	39.7665154773	34.3437547484	30.5223190648	49.2047720047	42.9587078167	60.8170974221	54.5346407836	49.083140133	75.4669513625	68.4909005545	63.5901384718	99.8088227842	95.0530047238	90.5522758719	7.5196994893	4.8470722722	
2495000	5	-4.8678704619	9.5544832766	72.4339466572	5.4868436085	1.2113885006	0.6316650589	130.9653179836	18.9842574513	15.9106516257	13.9743224594	29.7755520411	25.4459212181	22.503446588	39.63769819	33.9957234286	30.2775635256	48.6453841699	42.6000032539	60.8279618706	54.2315833788	49.1237376777	75.4540018307	69.6091046896	64.5382686214	101.6661350675	96.8425509247	92.6987346461	8.9627732636	4.816966244	
2500000	4	-4.8005558256	8.4826759534	100.8297014759	8.057024387	1.3721817007	3.0431221915	125.3806382634	19.8723473272	16.4476856646	14.4646704666	30.4309739753	26.3311141336	22.5944214482	40.4845096822	34.6139015444	30.9394934794	49.4294508512	43.2583030828	60.8756718767	54.8859215501	49.946896481	75.3891620988	69.3636628728	64.4387145481	99.2605206706	95.0693686508	90.7286686564	9.0763553995	4.8045305928	
2505000	4	-4.9135466313	7.7736149813	109.4541736473	15.0219890093	0.1042693341	0.4262239445	127.9595625676	19.5218731252	16.4830869689	14.3546552898	30.1084821288	26.1044923336	22.9559481048	39.5107975031	34.6197802697	30.8867144593	48.8408679598	42.9058978407	60.6614527505	55.053418438	50.1729741994	75.8757053382	70.1055721154	64.6418051803	101.0222120781	96.0220800308	91.7896337181	8.6099366195	4.8221237732	
2510000	4	-4.893187494	8.8268238605	105.7585056074	1.8230395656	0.6106171258	0.2397102275	125.489751681	19.5320879459	16.5162760543	14.3842642291	30.3972652127	26.006770922	23.1628691735	39.709571022	34.5844401748	30.846429831	48.5678598165	43.1447347125	60.4048812972	54.4629367817	49.741452783	75.5949555955	69.1457908965	64.7468359861	99.490803458	94.655921572	90.9585101925	9.6341248135	4.8117676299	
2515000	4	-4.7240842005	10.0616932917	94.3027658994	28.0625929313	1.1413064884	0.8048856137	122.445095035	20.2435193425	16.5391759286	14.2310604482	31.0046819439	26.2206509217	22.9457506403	40.2896036294	34.7157694871	30.8024736681	49.0254577965	43.0286097752	60.7566410316	54.017692705	48.9878870799	74.8363228445	68.8367365003	63.0212226287	97.6921012825	93.2130792374	89.236267595	7.7998415106	4.845339652	
2520000	4	-4.6941006281	7.9056047978	95.1481868288	2.2662963918	0.1913630851	2.2383388716	123.9728582194	20.0943251798	16.4517947363	14.2058974667	30.6901554444	25.9719648423	22.5043460079	40.4883726482	34.6696637076	30.1838145385	49.4596752041	42.9906691623	60.9947217284	53.9946179462	48.9817544206	75.6990206164	68.5875828209	63.4494109106	98.5919141246	93.4557573141	90.0962107875	9.3218191544	4.7204796859	
2525000	4	-4.6334357583	8.7953092272	100.3204234973	22.7579489267	0.2319381452	1.2982838428	127.7834800542	19.471964275	15.7993588388	13.6574829804	29.8860740237	24.8245183563	21.7444941109	39.1932223774	33.4561495122	29.2742975106	48.6287990328	42.1568173788	60.7343895913	53.4716830894	47.9957137494	75.2496749547	68.3708027846	62.5088166187	99.8125654049	95.4244578827	90.5094519986	9.0828993171	4.6217443417	
2530000	4	-4.6360813521	8.0507226368	97.8841981006	4.5001380723	0.4933970563	0.055040982	127.1408244497	19.5703047028	16.0960616613	13.911609873	30.343854479	25.4356467462	22.0081619857	39.8076940791	34.0638786119	29.9523859574	49.0082071401	42.3111925768	61.2432381088	53.549249424	48.6831784784	75.2440114903	68.4384335408	63.0791473308	100.5268070487	94.3125892001	90.5199494254	9.4190396599	4.6699595083	
2535000	5	-4.6962117007	8.5499845132	67.1290191914	6.4437042241	1.3078392958	2.5136981112	129.9000251826	19.1420880084	15.8227162082	13.6139625483	29.7967369362	25.0777573601	21.7577972356	39.3857618822	33.5225432237	29.5477608291	48.3453176653	41.9912545546	60.5739217022	53.5612731085	47.9072734308	75.5813166101	68.568472799	63.2023185796	101.0151937623	95.9676521582	91.5603852397	8.8686229553	4.6713617472	
2540000	5	-4.819225323	9.803834798	78.9610618405	3.6548512331	1.1895723836	1.0659713063	133.5507771694	18.8555833572	15.6740063973	13.7236431976	29.4518646678	25.0401057389	21.9212695432	39.0799502009	33.8621900048	29.8174083807	48.2948960106	42.1599272691	60.6329250673	53.8888745078	48.7354203017	76.0750562141	69.4697900292	63.8666457428	102.7596683193	98.0087812232	94.1217878391	8.8963523607	4.8483578967	
2545000	4	-4.7404951153	9.8551784817	102.7978634741	8.2792255599	0.1806320879	2.4905893025	128.4808826757	19.8734206767	16.3421289478	14.0686516193	30.404315645	25.9251728922	22.2558029468	40.1142128283	34.2946702918	30.4561991624	49.2189325288	42.9952828317	61.4489912712	54.4939155801	49.1485942784	76.709019073	70.2481167817	63.6775448865	100.3853261632	95.957725128	91.5397088129	9.461881163	4.666418065	
2550000	4	-4.7826552606	9.0930113381	109.4355977911	13.0940569094	0.1631043605	0.5270272207	131.6477023602	19.3119119674	16.1996564715	14.0141597653	30.0612363021	25.4158144287	22.3643291383	39.8072574999	34.2503632756	30.3510041855	48.8251140023	42.5864092235	61.2017059524	54.6838850452	49.2246211616	76.6806874387	69.3640753685	64.6705165279	102.0755332102	97.7338693847	92.9628858497	9.5335850325	4.7661849918	
2555000	4	-4.8948745665	11.0272745694	107.0270318104	0.3679325302	0.8660887203	0.6074611304	125.014904154	19.3150647332	16.2466541916	14.2671933205	29.9745644133	25.7394310362	22.5486575803	39.4304854908	34.3516038644	30.4136536035	48.417352723	42.8333543965	60.0382632439	54.0334995406	49.2416482886	74.3743758409	68.9144889632	63.5746996993	98.5487827141	93.6335562244	91.0044217569	5.9799404096	4.6736381904	
2560000	4	-4.5586757034	9.0743860118	90.0442917384	3.3928356131	0.0381936899	1.990525606	125.4526625403	20.3946254495	16.5066847298	14.1144777056	31.2896132034	25.9253488038	22.2331096603	40.8870825642	34.6958106602	30.2620037555	49.7345662252	42.7187267123	62.0789022075	54.7158500756	49.0397864341	76.0038300777	68.6274141611	63.4933267729	98.9631732614	95.1092241364	89.5098002604	9.3442151547	4.821139524	
2565000	4	-4.5281424375	8.8937033891	88.2408280588	0.5883148464	0.0447533793	0.5021316205	124.0846711106	20.1829209433	16.2451311781	13.8243943403	30.9085980766	25.7479059735	22.1315829676	40.5473548715	34.1653050356	29.8277767105	49.5946495357	42.2607520223	61.6582183835	53.9927738385	48.8700210591	75.2470029821	68.2911612108	62.8718688335	98.5849495037	93.5693865915	89.5952320591	8.4079732025	4.6925979457	
2570000	4	-4.5776235699	9.1041781972	94.8156114877	10.7376296022	0.0044875279	0.4823337624	127.810770616	19.8141500735	16.1973296336	13.6600758637	30.5546579686	25.3825938935	22.0383766337	40.454726695	34.2757248237	29.949170822	49.776871124	42.4176649392	61.6491269113	53.8927442703	48.5162977348	76.1393115366	68.4986372484	63.4139603621	100.2735488419	95.1224007579	91.2597522442	6.6389540756	4.6469433357	
2575000	5	-4.603867494	8.5529292269	102.3461186699	21.5077610378	1.745966293	2.4851229588	123.8000125917	19.8882226988	16.2740402362	13.8139655723	30.5779329093	25.6697346885	22.2245963757	40.3584289677	34.0982602175	30.032639533	48.8166135881	42.5275673922	61.0257296716	53.5509455785	48.3795168233	75.1460159016	68.3530839832	62.6723911425	98.5331855651	93.4382484476	89.5386770796	8.2671092359	4.7358857057	
2580000	5	-4.6119424946	8.30128178	49.8713219918	21.7066123982	1.7072799668	0.6213956464	128.3287966119	19.9571333054	16.1766717149	13.883047775	30.5775291404	25.5948197058	22.0877326076	40.3659576371	34.3032287758	29.8529538478	49.8401752388	42.974281972	61.4708197501	54.5427581136	48.7972388225	76.4337846104	69.2805008439	63.2169825793	100.8911195559	96.1483527208	90.8457851391	7.3325959603	4.8048910281	
2585000	5	-4.5678742209	8.2156316097	35.1978002583	19.605082333	1.6595604482	0.1860337844	128.6203884039	19.6029232844	15.9580084398	13.4509322255	30.3281555695	25.1016761257	21.7672924599	39.9797593516	33.5684571914	29.2612456799	49.0827915142	42.1049429835	61.4233630082	53.6381845409	47.8721839937	76.3928224647	68.7516836908	63.3565772548	101.3020770199	95.2052153625	91.0289494478	6.6675866448	4.6933515772	
2590000	4	-4.850246913	7.3694584988	105.9491414559	9.9902833986	0.6762560188	1.9848272392	126.1770662001	19.3958561504	16.2936459556	14.2569140363	30.3762285074	25.6689108669	22.7826235341	39.5722564733	34.3201999582	30.9219228788	48.4437687399	42.5765871968	61.1800083465	54.0437412933	49.5734171723	75.1177402653	68.8729061817	64.1763370999	99.2514278047	94.6616092727	90.7717141381	8.1924200609	4.7668204111	
2595000	4	-5.0942854663	9.021806477	117.0515787133	1.778451577	0.0180096117	2.0229330161	125.882672475	19.0156348336	16.2305541622	14.5209140416	29.5881722109	25.601845833	23.02514106	38.5235204122	34.1661110358	31.0631370178	47.7353897414	42.7200417157	59.4320486089	54.1812292257	49.9599590521	74.2094512187	69.2920719183	64.1370318422	98.7678638012	94.1159549636	91.6174603685	8.5574371385	4.8091480906	
2600000	4	-4.7424726851	9.729243641	106.1211379381	1.0990367714	0.9999751544	0.3994520084	129.1473435876	19.2289525654	15.9959805076	13.6135071545	30.0217576409	25.3775803773	21.9807226611	39.2303421048	33.6961147095	29.8216616059	48.6429859184	41.8845168909	60.7796408526	53.1243585219	48.1957218826	75.530825061	68.6420344365	63.2676869979	100.9078955162	96.3418411459	92.1048521656	8.8198420911	4.4363416347	
2605000	5	-4.7373239361	7.3347768457	104.4011769505	0.8972543267	1.2307278686	1.7539405973	130.9305203693	19.3064898229	16.0875894367	13.7508988956	30.0170758061	25.1753334479	22.1901276291	39.8660927632	33.8880057699	29.967420805	48.8357028407	42.4796639689	61.0163511007	54.4325746727	48.8453543346	76.4472573418	69.7390249639	63.5729660691	102.1518270875	96.9125593502	92.3400798989	7.3815997547	4.8075079111	
2610000	4	-4.7150103992	10.5359604914	101.2791042894	0.6027107492	0.0153582015	3.1470590541	125.2679163096	19.300506649	15.8538241407	13.7463851382	29.8363691375	25.2963222733	21.9242738869	39.466788145	33.6379697543	29.3723973998	48.3916448512	41.8725962629	60.0515891129	53.2822625425	47.9898715988	74.3457238335	68.0199124527	62.646831799	98.8508005554	94.1081490281	89.5397669699	6.4002345606	4.7883365005	
2615000	5	-4.6458326098	9.5690430456	129.9682218206	0.4865190126	1.3242901161	2.6851472513	125.4030708485	19.9170364123	16.4040860667	13.904064884	30.8891396029	25.5787331849	22.376987718	40.4137449924	34.3606301491	30.1006727473	49.1731667503	42.7990778969	61.0273394363	54.1675009222	49.0860980859	76.1743592865	68.6512405241	63.1067367093	99.7791176777	94.2387846259	90.1096971242	8.0089829434	4.8410448219	
2620000	5	-4.9572595811	9.8752220483	81.6606430088	9.7967144521	1.2697648972	0.2175628364	125.4268545722	19.5876708178	16.6048499103	14.4589508031	30.1746773765	25.9316932437	23.2003064162	39.7751633499	34.6877063337	31.0245836591	48.8170201856	42.9590931451	60.5257517432	54.6589821091	49.9359763581	74.77791	69.4495067411	64.1705586873	99.3608774145	94.2310121774	91.7156265093	8.6416734645	4.6445531463	
2625000	5	-4.7301716183	9.4658611369	217.31316974	1.1889499437	1.2781437953	1.3513697251	127.3530185454	19.7457278332	16.3598126847	14.1037855639	30.5629284575	25.9131995884	22.4812958798	40.2729716722	34.3967686904	30.4971131734	49.5593628102	43.2334669989	61.25343319	54.4080217206	49.0842877846	76.4119741565	69.1326101209	64.3178828445	100.3245467027	95.573544241	91.027934437	8.6168032511	4.8266471401	
2630000	4	-4.8706535477	10.2185018938	108.5816969598	2.6202652281	0.1171752073	2.9597273903	129.0959902765	19.7230233957	16.4435415258	14.3853165403	30.4722831302	26.0967048591	22.8081117127	40.32173065	34.3661667592	30.8438469853	49.4346921583	43.2266532267	61.5603235394	54.7674924904	50.4018124279	76.3935804825	69.9261826827	65.0338272334	101.1462855124	96.7489921802	92.1447240165	9.122810683	4.8263474775	
2635000	4	-4.7392203699	10.0846431798	104.8482470284	2.1939698233	0.2589258542	0.2379661985	128.8586843069	19.3894088192	16.0536980998	13.8372687914	30.1218095872	25.3662962169	22.2159555679	39.8876497573	34.0521853914	30.0159350441	48.6232541974	42.6802580874	61.4737353483	54.0351135742	48.9495325352	76.0609680827	69.3674507492	64.1742567736	100.5818398115	95.4490157215	91.3031893825	9.3117496637	4.7392565149	
2640000	4	-4.9392024662	8.8410436109	106.7156669413	13.0065016871	0.9442229539	2.7665365099	123.5484903775	19.5079626447	16.4784896031	14.4072116635	30.1477639114	25.9307090533	22.8383193652	39.5616338703	34.6631257961	30.5834720263	47.8882553824	42.8058339054	59.8762254653	54.5592022471	49.121428439	74.6671176877	68.4552150019	63.6694802722	99.063700652	93.933617849	89.9998153876	9.1899419276	4.8113457716	
2645000	4	-4.9617381186	8.682835492	113.8888258523	1.6620608703	0.7677916377	0.2566645242	127.7436501405	19.0618200585	16.1133053281	14.2335064139	29.6975149787	25.4293627328	22.8953868975	39.6346022965	34.1516221372	30.5163532318	48.3642042963	42.8863662333	60.1224700121	54.2601711973	49.6548581799	74.9043454239	69.3270977773	64.8500573073	99.4421989957	95.3947377332	91.5639016444	9.4379907364	4.7856643201	
2650000	4	-5.0652409321	8.8247127411	120.8134568832	14.4671627551	0.221803202	2.5325306065	129.3554728036	18.9954108797	16.1533048544	14.4032969004	29.6094092716	25.4757444782	22.563478593	38.930276648	34.3546264536	30.684643914	47.9844002733	42.4996872107	60.3536186452	54.931298844	50.1423643156	75.5192355314	69.7367442849	65.1030288653	100.4028081674	96.3471849457	92.7517747278	9.4647712952	4.7684714021	
2655000	4	-4.9906766112	7.2475109105	111.4231188109	18.6543759894	0.7163539299	0.2788720113	125.9206812495	19.3224947642	16.3603917963	14.4668441506	30.0400878682	25.846936565	22.9267250145	39.6250608378	34.6590866509	30.915489558	48.7603687977	43.1020855222	60.4545163829	54.2597856294	49.9919898678	74.4375315392	68.8853909207	64.1355704705	98.5765951405	94.7811172705	91.1351885479	7.5006727607	4.8006408598	
2660000	4	-5.0085678393	11.0688585179	123.2338528924	2.9328774284	0.5155128799	1.1940897448	131.5339339475	18.7353246015	15.8302991222	13.8424341703	29.1937081999	25.1004946435	22.4966342134	38.6071970329	33.8604324646	29.9405653466	47.6478016233	41.8526827138	59.5536254316	54.080104019	49.3909356899	75.2518683973	69.0178979213	64.3394982662	100.3337804153	96.4750377366	93.1614167774	7.6614383427	4.6859584974	
2665000	4	-5.1684981233	8.8571898826	125.1111918202	3.0441482072	0.1076742888	0.4760314807	130.1357560006	18.9922967424	16.3409559718	14.5866724365	29.5062808376	26.0324753248	23.2676955408	38.9205138352	34.2870625283	31.0260040737	48.4490080214	43.1077640476	60.0993483044	55.0198774036	50.6612877731	74.702960632	70.0186430408	66.2007413687	100.7633674263	96.7115238066	93.8112325527	9.8108487492	4.7610778389	
2670000	4	-5.003558106	9.5135798479	119.8753090693	1.0627942011	0.7385042189	1.8102833223	130.1744107916	18.9238542964	15.9709258083	14.0439243005	29.188489639	25.5507273143	22.6063138899	38.616498253	33.9894539312	30.559422369	47.6871534029	42.687029415	59.9386274829	54.2561870616	49.6506572066	75.5805533758	69.8826231983	65.0169458061	100.9999951111	96.1540375841	92.7034443533	9.0676009703	4.7780086192	
2675000	4	-5.0933405625	9.7007689615	119.8570169315	3.8854189266	0.2696050675	1.1383718713	126.2209160736	18.6550222438	16.1079579131	14.1878339257	29.2397124268	25.3555341	22.4737164923	38.1434279719	33.6544022989	30.628813877	47.2126104512	42.4016537459	58.9115771769	53.453826938	49.5496745918	73.5180230925	68.1220247028	63.3641411753	98.2343989065	94.2664380877	91.4162229806	9.7485877399	4.8494349208	
