State	Model	DGtau1	DGtaudag	Kdiss(instance0)	Kdiss(instance1)	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	rho	
10630000	4	-4.8816267347	8.7521378547	101.8989904043	18.5240577	0.4204198225	1.2314227986	124.3397567986	20.0947038442	16.8114723921	14.7341660403	30.9834379035	26.5338252605	23.3708690047	40.2535751188	35.3151003119	31.1434575225	48.91156065	43.2162874673	61.0743741637	54.4361716371	50.1856269211	75.4647285989	69.1929645589	64.4212932636	98.5487193474	94.1033565467	91.0314149655	9.208435	4.780733	
10635000	4	-4.773548862	8.9182043912	98.7240122638	18.1513864776	0.2474519014	1.7385365165	124.9556976797	20.0435179581	16.6539765297	14.3246214727	31.0931919365	26.2775091895	23.0943773246	40.4664993923	34.7022620816	30.5115149092	49.6712316763	43.2690723597	61.3699420327	54.5113889108	50.0271956908	75.1897897919	69.7251434106	64.2219342735	99.2906167968	94.7827386703	90.7820837431	9.325585	4.696292	
10640000	4	-4.624364013	9.7570419381	100.0202407993	9.1962918791	3.2745005773	3.0880499151	128.1131514203	19.3582468752	15.8293775959	13.5034095835	30.155580563	24.9589408691	21.7223062237	39.5957969898	33.5938169562	29.355157572	48.6105861963	41.7425021761	60.6916445441	53.6312563498	48.1886132233	75.6077245525	68.2473737122	62.5843585816	100.0083166321	94.866767271	90.9794063279	8.067987	4.731722	
10645000	4	-4.6885640916	9.3484682321	100.0403828573	2.0466225302	0.5105601832	1.9127320985	125.9191100903	19.5519959925	15.9646600332	13.7545517189	30.270023119	24.9875620689	22.0052048319	39.7360448312	33.835134242	30.0038326928	48.7174558167	42.2443302384	59.9788455786	53.3614414168	47.9952618467	75.3152766452	68.0691332697	62.8620013407	99.4078082577	93.7561147663	90.509850869	9.698714	4.685887	
10650000	5	-4.7522712348	9.6676225076	156.4714386134	27.4583240689	1.6440192214	3.2133435872	127.2006129578	19.2331345393	15.8589332823	13.8380298942	29.8137973054	25.1715019692	22.0462755004	39.2830133037	33.7784734875	29.7726376425	48.4284332768	42.3899262567	60.0047873179	53.5613091011	48.6368199153	75.1744670819	68.0656510409	63.2185840714	99.3460899963	94.7885272448	91.28394301	7.875144	4.637965	
10655000	5	-4.7845230466	8.9204870492	202.8013379544	25.8885955382	1.6269824004	1.40936486	126.0555548137	19.4098073788	16.2470126881	14.1439004345	30.3339085074	25.4617977452	22.5230902575	39.6552687455	34.1980611809	30.287406364	48.8440582553	42.394307076	60.5977831722	54.095291507	48.6884028184	74.8635321975	68.6365235898	63.3742353798	99.2149580142	94.3175394508	89.9173272046	7.997367	4.822108	
10660000	4	-4.8724596453	8.9304107546	116.9029607545	14.0132671103	0.2490488386	1.0232785153	133.5154412187	19.1627026983	16.1305990915	13.8449649989	29.916483422	25.2418855935	22.1094874618	39.4183512002	33.8459945775	30.4764289466	48.8850954246	42.8887697941	61.3152243078	54.5367777819	49.8713757263	76.276589111	69.8325278408	64.7820262439	102.8366289062	98.0745597833	93.9743773483	9.484627	4.772587	
10665000	4	-4.7490860763	9.0177513371	113.094687257	6.1892638448	0.1740378732	3.2476283423	133.9396041931	19.0302520416	15.7344618821	13.5051452135	29.7559333497	24.7961897337	21.678022323	39.3382425183	33.4845674384	29.3674899005	48.1906131012	42.1071793218	61.1392749643	53.655821686	48.306905407	76.2791387895	68.9977148022	63.6925136387	102.4142813119	97.6838525709	92.9986748034	9.892466	4.757977	
10670000	4	-4.7431364009	8.1117779938	104.3774992881	0.6561201092	0.1401890942	3.0905064315	128.9868900984	19.5041972361	16.0187781893	13.7936033441	30.3973809009	25.645833789	22.216722695	39.6503774323	34.5406365879	30.0654215107	49.2923792694	42.5129600051	61.2979944077	55.0092105969	48.7768896311	75.7756135387	69.0794781348	64.0154873814	101.4369140759	95.910088972	92.117117922	8.631868	4.772128	
10675000	4	-4.9629293987	10.3146547897	116.6543590337	2.0865957429	0.0662837758	1.7299124017	128.2863314571	18.7404501208	15.9161141323	14.0249762069	29.2368482479	25.2854120612	22.1816730133	38.8113660675	33.8237214071	29.9506010542	47.6708030464	41.8678052073	59.8531408891	53.5750950644	48.9511775452	74.4260550749	69.1599606691	63.5979996622	99.5181547409	94.8242364286	90.9616218584	8.729089	4.824692	
10680000	4	-5.0611703147	9.5600574908	113.6198909776	12.5483838431	0.6012699182	0.5710295058	126.5588606902	19.389988538	16.9040171251	14.6056002283	29.9416118139	26.32064068	23.5588820488	39.7186429722	34.8577250767	31.2591770571	48.5526152542	43.6916929589	60.7944596768	54.8352684533	50.7977489236	75.0237747653	70.1290220211	65.6453575006	99.4563497207	95.8497259372	92.4179219363	9.252866	4.813831	
10685000	4	-4.8024494197	7.9060264802	103.9315975379	0.0800140405	0.1132929599	0.1213380186	125.7281050182	19.5207839951	16.2969855	14.2257944322	30.140336623	25.5494927115	22.3793307835	39.544949284	34.0574944445	30.0834203071	48.4280206552	42.3298213301	60.4033759079	53.5706499879	49.0484134889	74.9763015501	68.7933533932	63.4731879649	98.6532420086	94.5825519499	89.9197323199	4.927975	4.531255	
10690000	4	-4.679760624	8.4172784538	106.2502894602	4.4738636891	0.1249204021	2.8325379623	132.1666738497	19.2450050286	15.7208276056	13.653048752	29.9391222801	25.2035247332	21.8350498871	39.868318792	33.5795355409	29.490367395	49.0446761785	42.4913805544	61.1960658776	54.068031129	48.9846422809	76.2738809677	69.373984936	63.4008774427	102.6014306338	97.306191584	93.1840958499	9.733704	4.814557	
10695000	4	-4.8885804028	10.3379491649	109.6610950032	1.9380598045	1.3277316375	2.1600686012	126.9010202297	19.1874800879	16.3078555029	14.0425190202	29.6702681449	25.4975510243	22.4799056361	39.0183336191	34.0515823438	30.3623225529	48.2682957847	42.4934346581	60.5393519592	53.7871470094	49.0428545874	74.7197384943	68.7535885968	63.9319151793	98.9765095983	95.3626865806	91.5228598806	8.346331	4.422044	
10700000	4	-4.79214135	9.9286296893	105.9261052507	4.5755460349	0.3709061314	0.3846674516	126.1304086799	19.1028052176	15.8562319925	13.9317232239	29.7053577125	24.9755822707	22.1611025291	39.2285193074	33.7198804152	29.5223145614	48.0990986478	41.8857054196	60.1221927592	53.1272131209	48.5383835667	74.4120481786	68.1887074002	63.2544511651	98.5720801929	93.9784721786	89.9081429029	9.538163	4.783201	
10705000	4	-4.9068703452	10.302933948	105.1196634324	6.348552785	0.1470984263	2.8507111289	123.2797326788	19.4651630866	16.4376766699	14.3807678558	30.0178267172	25.8421638342	22.8307530872	39.416827565	34.0224641192	30.7530643249	48.2636922958	42.831078621	60.0609450892	54.0838986802	48.9805946614	73.7876304727	67.9548048626	63.8104216267	97.4751208625	92.7498850846	89.9588249868	9.08559	4.744956	
10710000	4	-4.6327463523	7.7314803385	102.3800301995	3.3463864162	0.0733502327	0.6415210082	129.2588693902	19.3332865481	15.6651245956	13.4398588653	30.0459194825	24.8858876606	21.4449703867	39.3016228306	33.4276585501	29.1739266095	48.7456901424	41.459671418	60.4247765672	53.2057499541	47.636474339	75.936192671	68.2030138481	62.4420504232	100.9914108252	95.5691835456	90.7624427432	8.938022	4.84217	
10715000	4	-4.6685449514	9.777417702	99.0124323188	7.5172900314	0.2221805834	0.1786902654	125.1758987389	19.403733517	15.9375474894	13.7785338919	29.8805077045	25.3960189845	21.7408711511	39.47574819	33.5295128378	29.6330829915	48.4756336665	41.7528028399	60.4845932812	53.2478433432	47.5615535099	74.950137849	67.3928502646	62.4730738047	98.9498635452	93.4993771179	89.6960705588	9.596389	4.837009	
10720000	4	-4.6177676817	10.4637726505	100.1404298045	4.0084976324	0.0905147965	0.4964576782	130.510882144	19.5813564559	16.1748154424	13.8203763062	30.3327549067	25.3707577876	21.9767115152	40.5012388485	33.893881228	29.8864393636	49.8406525184	42.5512431569	61.7255184075	53.6906164503	48.5301038065	76.8066673614	69.4854668484	63.6860535933	102.2484772312	97.538280488	91.878293992	8.742023	4.776018	
10725000	5	-4.7020668966	9.9663327545	116.6897823619	3.9880590415	1.2923758589	1.5593026412	127.1502929675	19.2083847856	15.8555988828	13.7158008364	30.0915393969	25.1686092789	21.8738905245	39.2738493417	33.7293310049	29.7407323844	48.4660059625	42.0645800737	60.58374604	53.2433133067	48.3593911491	75.3696841603	68.4753234838	62.8744459818	99.6549274669	94.7287456295	90.7251103722	8.965865	4.76688	
10730000	5	-4.7667233996	9.9407521582	213.1729501802	4.1297164859	1.2905454629	0.2708416772	126.8415385073	19.7147297833	16.3708133101	14.2369688956	30.3022894596	25.7672877887	22.7147468406	39.940015494	34.4774289039	30.4688449818	49.0926379575	42.8888056541	61.0874884558	54.3842393092	49.2460628493	76.0364947768	69.1673776149	63.6852822559	100.2457032551	95.2990341926	91.0276582299	8.71129	4.730428	
10735000	4	-4.7764013864	7.2991625555	102.7024054726	10.9441348853	0.7825831646	0.341680873	128.1592899329	19.8219845012	16.5639227308	14.26278771	30.8578065764	26.1765175993	22.7209849356	40.676572253	34.9449458903	30.8998304384	49.4702822988	43.5602801749	61.5384282552	54.3707193176	49.6527737744	76.2620469753	69.9119499337	64.9265887962	100.7965373796	96.5114279488	92.0859391765	7.933295	4.788999	
10740000	4	-4.6463607794	7.4672421647	95.6396056284	15.7640297182	0.0540440379	1.7921843731	125.3235133803	19.8405993032	16.2817897428	14.0212883253	30.6070204619	25.9382273715	22.2694268366	40.3242566558	34.2829521989	29.8827005686	49.3743716104	42.5142478835	60.7409544456	53.478234658	48.4606493717	75.6854930003	68.9145813721	62.7994486763	99.0852881948	94.410452315	89.4426477503	7.866373	4.801654	
10745000	4	-4.6437576144	9.4921129526	99.7013621179	16.1782937824	1.3908830403	1.4528277744	128.9899317674	19.5895459305	16.1488805942	13.8483718999	30.2240642804	25.3958058139	22.0307851815	40.0421639096	33.9965510396	29.7368843971	49.1773195589	42.4984353382	61.1293479191	53.7958973423	49.0409737849	76.7531180703	68.9525977517	63.7510435784	100.7989099581	96.2468963155	91.1589286509	8.618158	4.670249	
10750000	4	-4.5517464683	8.8644842257	95.8394388558	27.5668767171	4.0966952505	1.9988972421	130.0351482494	19.941616735	16.1037811014	13.8255262781	30.6954880374	25.374107818	22.1531133693	40.4579576445	34.0945121256	30.048705838	50.0240463876	42.8056959908	62.4985485871	53.7831199463	48.3881489057	77.1413233158	69.7504657786	63.7563607526	101.7091288675	96.5236918107	91.5065050497	7.164137	4.838451	
10755000	4	-4.6271262522	9.9884052528	99.6861753372	11.1634513698	0.1326647832	2.9696330324	129.9134933641	19.6646596469	16.1770551408	13.7036266325	30.5133309298	25.6425591392	22.0560364625	40.216115896	34.2279534921	30.0368759732	49.8138518116	42.4247003577	61.6107825759	54.6143022464	48.4151902588	76.7755015855	69.0064205315	63.6207534733	101.7816290563	96.3007353632	92.0335304938	9.118803	4.830354	
10760000	4	-4.7557203595	10.2328881527	103.1665617657	3.0128722161	0.8200485554	2.8297205764	127.5792263673	19.4976965063	16.2130091351	13.9545456515	30.2575918373	25.543271861	22.5097398838	39.8226798169	34.1123087854	30.3784840167	49.3743876193	42.640308653	61.3033646341	54.2524593626	48.5730481457	75.9841501883	68.4044160423	64.3462597328	100.5279866243	95.1881710641	90.7305537646	8.891886	4.836022	
10765000	4	-4.6658530045	9.6244384929	102.5611768613	0.6384535168	0.0739343294	1.0994629647	127.455692429	19.1600094691	15.7278396587	13.4259181488	29.5207373971	24.8043375392	21.625186551	39.1564984794	33.0436483214	29.2607010003	48.1588817122	41.746543019	60.2730207902	52.8719897538	47.6470718492	74.5288568374	67.5357656773	62.575699907	99.5674884263	94.4167528263	89.9933511981	8.617403	4.8196	
10770000	4	-4.7868363802	9.7546221499	101.7538745542	2.1866497644	0.1485123218	3.0313501275	126.5043148625	19.7716433241	16.5876295307	14.2389422351	30.6919627554	26.1025833784	22.8997985269	40.1725301185	34.57467931	30.7686072387	49.6654486866	43.2684137326	61.3936329113	54.5615094064	49.9498067804	76.2390640591	69.1736391839	64.4405207163	99.4578369313	95.4053616882	91.2957425453	9.593531	4.844888	
10775000	4	-4.8732253511	11.0442140167	101.4050121599	8.1007536728	5.6474162126	0.6374802478	122.6292080221	19.8768323237	16.7321448294	14.6193460311	30.600318784	25.8127165423	23.0941845231	39.915185366	34.7544909429	30.8064363835	48.4373385487	42.8846793311	60.7401895263	53.7650543619	49.6807720286	74.2593997342	68.2785152202	64.0889397135	97.8095759069	93.7557708837	89.6508799144	5.716724	4.586934	
10780000	4	-4.8944019429	12.149233888	109.0934006615	114.0425308681	0.1776434595	0.1496996688	127.3455849798	19.4627522625	16.2510105128	14.1318544572	30.0238396164	25.6179859564	22.7273614632	39.3950310155	34.3562365223	30.7304694741	48.4938740761	42.8171580606	60.3947525225	54.4109530907	50.0339822512	75.4693339706	69.6026578709	64.2451746856	99.8874514954	95.8895006107	91.6153547349	1.736556	4.618952	
10785000	4	-4.7632605192	8.5477380585	110.7210472944	18.6997182304	0.0395495578	2.4916128551	130.9240819488	19.0107294521	15.7131404086	13.5212056777	29.525063092	24.8387483778	21.7861836171	39.1200838991	33.5002884486	29.6744006937	48.0460843503	41.8003516273	59.9589411103	53.7992675945	48.6631973741	75.6765499055	69.2420466963	63.2474324385	101.0624380093	96.5069954865	91.9397115338	8.583492	4.754742	
10790000	4	-4.7392161512	9.6039328794	104.4891735924	1.233408802	0.0391254923	0.5469182286	127.6663817189	19.1566367942	15.9892010653	13.7845208118	29.7870591671	25.4865524647	21.9976929807	39.4848976157	33.7069006324	29.6547647843	48.126265738	42.2437476613	60.4744210673	53.400753196	48.379683728	75.2196703373	68.3086003008	63.2298385721	100.4432335735	94.4822342	90.8122616822	8.83718	4.72398	
10795000	4	-4.957114887	9.5510288101	112.0065724214	27.7600101625	0.1959608205	0.1206335965	127.3706049774	19.4729322238	16.2753707222	14.2975037001	29.8667452724	25.9467385345	22.736985875	39.6689226519	34.1607243858	30.9393854704	48.9322200637	42.8116995597	60.7044111183	54.3576777499	49.4568898939	75.8007977695	69.2026714449	63.965249706	99.8372978162	95.9836150615	91.3449587579	8.736752	4.744352	
10800000	4	-4.9325617484	9.0034698877	110.7569045263	29.9774944995	0.6505784511	2.034822257	125.4843218891	18.9982746721	16.1639732344	14.2879112196	29.8571718829	25.3538147397	22.4988377694	38.9689778356	33.9401319159	30.1636619559	47.8749329523	42.2883618411	59.406472305	53.8930293183	48.7615892006	74.5036102083	68.5319494458	63.8280748143	98.0343076333	93.5768952271	90.6775149255	8.595528	4.773904	
10805000	4	-5.0482537139	9.477211097	125.7470692677	0.6434585836	0.0030058894	0.9692207075	131.1565239705	18.3573161458	15.7349608674	13.7658876594	28.4235444949	24.7543989916	22.2032828837	37.9852425068	33.0635364663	29.8784680487	46.7399708234	41.6920501509	59.3170139135	53.2824753988	48.7063653313	73.6605214756	68.2734368945	64.1785458256	100.5898455189	95.7727202341	92.4085265632	5.201844	4.832799	
10810000	4	-5.0004262739	9.1685781661	118.2682128117	64.6166103691	0.1340785432	2.0771549533	130.8345252275	19.3044872273	16.4407975779	14.2247815566	29.6979358706	25.8197195174	22.7741747995	39.3498340472	34.6396833532	30.9980916355	48.447315113	42.8217399104	60.8947584195	54.4910108949	50.0350429262	75.7296516137	69.5577921577	64.7805682954	101.1388050575	97.783007716	93.5346571278	7.620695	4.555905	
10815000	4	-5.2006359842	9.9920550062	125.4651660739	5.5996878086	1.4955552838	3.354468122	128.3955949557	18.8059220832	16.336888892	14.3983488143	29.0900890816	25.728888964	23.1808763447	38.5682601839	34.3564780445	30.9664211494	47.7437467092	42.611719226	59.9036260037	54.6089757322	50.6655095825	73.9086046717	69.3474265	65.391708712	99.1384469247	95.6489094486	92.2849413594	8.707817	4.798299	
10820000	4	-5.0208431463	9.9916250354	124.9434948817	2.1561094417	1.1682465702	1.4371199846	131.223159921	18.334170395	15.6981508004	13.8147410149	28.7643768342	24.7992556232	22.0931487809	38.2522394502	33.3645173666	29.7689481392	46.9821723337	41.7791631547	59.6851627743	52.8571690408	49.010449402	73.9666576006	69.0692546012	64.0053964041	101.475889217	96.1527079157	92.8270837844	8.826185	4.827902	
10825000	4	-5.1036369922	8.9429563047	117.7858611015	12.3809965248	0.2620090476	0.025894613	125.8421233676	18.8830158757	16.2690456437	14.4760273748	29.3683677223	26.0044173488	22.9423573734	38.5449807383	34.1972264763	31.1070813703	47.9427603542	42.6386142388	59.5606735663	54.1577492931	49.9403673145	73.6672462486	68.6330950923	64.1123697629	97.9467532656	95.2364732172	91.311868575	9.609646	4.836789	
10830000	4	-5.1097596578	8.8141048669	121.2632181429	23.6817350327	0.071366724	2.3380581753	127.1986452208	18.7367307985	16.0135621908	14.2944456731	28.968564375	25.4596873643	22.6551714752	38.3349847931	33.8237157474	30.6085592568	47.2873172864	42.7073671733	59.1606430492	53.7746980506	49.7359584161	73.8670897702	68.1919855347	64.1569690432	98.3734960778	94.6093046869	92.1224145724	8.770699	4.765548	
10835000	4	-4.7716491804	7.5749834182	103.8814955985	7.8148419605	0.0590295912	3.0452926876	124.9258638771	19.2778881039	15.7909547117	13.7034890767	29.450136527	25.1550223068	21.8872615304	39.1627620204	33.6987107909	29.5367460237	47.752123969	42.1247364245	59.6569886529	53.0053896397	48.0414688357	74.476165978	67.5846037783	62.9384791785	98.3320362368	93.8223507236	89.5221390534	8.527717	4.816465	
10840000	4	-4.5897066802	8.4983347807	97.0658715237	3.7813031872	0.0911056742	2.0905458432	127.0354200171	19.5781557067	15.8239111425	13.4820153411	30.2042866043	25.0678497301	21.9404114403	39.1189514098	33.524323502	29.4744106621	48.7552382965	41.5654792824	60.6981128692	53.3442177459	47.6713052926	75.8277911327	68.5750203101	62.3863090357	99.7279409645	95.0628657354	90.0981354358	9.712303	4.734357	
10845000	4	-4.9450262455	8.8105911256	109.6409681852	0.9870664167	0.3069747172	3.228610737	124.0329708528	18.9591158008	16.1938429924	14.0712950629	29.7854246634	25.5595118567	22.5760173092	39.0618790127	33.9456363478	30.5794801053	47.496238317	42.1491984144	59.3634978317	53.3467313634	49.1130304447	73.5354791413	68.3415595589	63.495485183	97.3750861472	93.8732785919	90.0011750463	9.444722	4.82304	
10850000	4	-4.9782437557	8.2123469644	122.0632953792	0.4636068542	0.0638084897	0.582636678	132.3555881403	18.8768898371	15.8141950407	13.9864261306	29.3881549202	24.9830998178	22.2974524007	38.6694105032	33.7904550208	30.1986798424	47.7319671972	42.4301618524	59.9631288004	54.0085046848	49.3553209631	75.4479526314	69.4292329295	65.0656796427	101.6067493067	96.5723319893	93.6367233515	8.012392	4.601987	
10855000	5	-4.831377181	7.7776699411	47.2946286314	0.9576832478	1.1820809566	2.3787776903	129.1307529658	19.1145480948	15.974553458	13.9040085741	29.7879309351	25.3672312699	22.2517125426	39.0480713284	34.0733378882	30.2069084485	48.4296424897	42.4558992608	60.4820477103	53.6850933595	49.0814399506	75.5684911238	68.7184788611	64.0513872151	101.4127515321	96.2842011174	91.5247548102	7.254357	4.742727	
10860000	4	-4.8121141918	8.385920398	107.8594076608	2.010595301	2.5172618215	0.2656203442	126.1082881995	19.0188818898	15.7459261184	13.7722623451	29.4332110288	25.0748824909	21.9301613472	38.8707241071	33.3369579769	29.661162318	47.8303287984	41.2287244295	59.5848103061	53.1077279962	48.5129567409	73.9193062931	67.9749811728	62.4826585929	98.1218898636	93.8550157646	90.0933200601	8.545562	4.811191	
10865000	4	-4.9110689346	7.4923959085	107.2932413374	1.1021464859	0.0453179845	1.2509686334	125.7457341116	19.550741621	16.2519760795	14.130698397	29.9033151306	25.8665743888	22.7123799219	39.6880310789	34.6138499473	30.5988874467	48.5558722514	43.4537562937	60.6343502213	54.42739431	49.7188574408	74.8724717503	68.8750192219	64.500287465	99.7049402036	94.6803032012	91.1219800784	7.907949	4.696765	
10870000	4	-4.8299168972	9.1621011438	106.5693694722	2.3886281409	0.5858093781	2.8279272395	125.9843972537	19.3300125142	16.084596361	14.0753374524	29.9888602043	25.3954846834	22.3842804313	39.2701968241	33.9044340185	30.18887958	48.1986246476	42.3123289795	59.9261915837	53.7350420653	48.6613553523	74.675475819	68.8722743177	63.1430133775	99.0022620448	93.9144495753	90.1261449275	9.757102	4.719245	
10875000	4	-4.6569124632	8.9255864451	97.1899280195	1.929056714	0.6661172992	1.1247204545	124.6420505102	19.6343261986	15.9881839413	13.7400471747	30.2138637268	25.3445461557	22.0179726084	39.6072699499	33.7117614236	29.4570683671	48.6513364502	42.0523377012	60.0899388664	53.5840370877	48.0499881882	75.1630669947	67.4051916691	62.8306366566	98.4462057982	92.9479177143	89.4508477952	9.633102	4.830822	
10880000	4	-4.9083114283	8.6271604024	116.5530927461	0.5763714651	0.2168202008	2.9176695315	132.2749975641	19.2388992909	16.173843484	14.0196918447	29.8787540904	25.5323602632	22.4089700908	39.066939839	34.2835896544	30.2748069827	48.6541315485	42.9296504116	60.7530728897	54.5914508399	49.852636455	76.8154780956	70.1060596835	64.8030658028	102.5373850856	97.5108865309	93.9828170163	8.831021	4.761271	
10885000	4	-5.0546979452	9.7361947785	118.5330218831	5.0491711222	0.0595958958	2.3825678381	129.3646030961	19.3301714844	16.2732495731	14.4923257411	29.6756355679	25.9654769547	22.9159427913	39.4676620215	34.5736710829	30.9242893021	48.5675941281	43.0802605434	60.8730576345	54.7642238925	50.4178519418	75.3700100519	69.1594016488	64.974487914	100.1006015397	96.5842271215	92.5606130138	9.33942	4.724831	
10890000	4	-4.828101719	8.916542684	111.8518148537	14.8526822023	0.0531951526	2.9487168228	130.3278513702	19.0161285797	15.7451461212	13.7600910966	29.8694365	25.2257345972	22.0654365958	39.2042986803	33.8693345328	30.2612202459	48.3637998199	42.2951435143	60.2498936088	53.5764830195	48.7943410414	76.0703172736	69.2124325847	64.2574978255	101.283299931	96.4607109455	92.1159390335	9.06463	4.819811	
10895000	4	-4.8740464898	9.5796948954	110.6209431175	1.4703330978	0.427620709	1.9706938341	129.1487763816	19.243795593	16.2141739973	14.0201729932	29.9247716457	25.5425854178	22.7829714227	39.9664627627	34.3261049711	30.6122408855	48.7986249868	42.4944644213	61.0894672431	54.5467089509	49.4432605611	75.6794534404	69.4114620922	65.1043198141	101.0814569441	95.7955737522	92.5453331809	9.467421	4.713793	
10900000	5	-4.8365539213	9.1817806941	99.487855506	42.4758005252	1.9054472487	2.1612886477	129.4506855237	19.2776684543	16.1624159321	13.980319357	30.0194188958	25.4488606717	22.4871341081	39.4470219667	34.1146955509	30.2822098648	48.9087935278	42.3768261306	60.5395567401	54.4472783125	49.2616245643	76.0400466568	68.8217488787	64.0973019288	100.6535446072	95.7994208297	91.6416595903	7.384504	4.759754	
10905000	5	-4.7670293734	9.2446301578	87.2465857285	10.2017854756	1.3221017572	1.0749221473	131.3951862759	19.2283220367	15.9896181418	13.7330785039	29.9052323239	25.3556996999	22.0653311616	39.3895638269	33.7853130117	30.0619292129	48.9613988186	42.2413264763	61.0833758573	54.127650009	48.4609575529	76.2293727142	69.6179710853	63.7588241523	101.7452126559	97.1960003845	92.6700842888	8.957564	4.66984	
10910000	4	-4.5630692399	8.7008537465	95.769415236	36.6657912736	0.2854736262	0.0313689257	127.0460280859	19.4417766855	15.9803984463	13.4927984068	30.1350830418	25.1101027457	21.610681944	39.6435336552	33.5813435106	29.0731274037	48.6550276867	41.4517591786	60.3075642418	52.8805211525	47.7293400839	75.7327879109	67.7446001444	62.2995383856	100.2942948441	94.5931966116	90.6097952177	8.482182	4.656899	
10915000	4	-4.6379468905	7.2008045003	97.3009643354	2.1493310067	0.293619235	3.3822543811	128.3306150883	20.0592498761	16.3828346281	14.1082331656	31.0516622348	25.6881312424	22.2958285946	40.5633110002	34.4542205496	30.2789082992	50.0045954447	42.7868135742	61.6409928574	54.632369367	49.5363644711	76.7153902418	69.0922030562	64.0252327686	102.0443142078	95.9195776214	91.2136381123	8.246862	4.83236	
10920000	4	-4.7651940424	9.5848101131	105.6166989103	0.5010869887	1.3906780925	0.7443882833	129.2231852587	19.4199580558	16.2265131937	14.0340830443	30.3603374787	25.4517286386	22.312439908	40.011089422	34.0477681808	30.1703462225	48.5610759343	42.8796748297	61.3566437675	54.0503766202	49.2648113168	76.1395860916	69.1925659661	64.1890582027	101.5547038953	95.5526337715	91.669945078	7.931622	4.714936	
10925000	4	-4.8726658334	10.0289077152	111.7339422492	2.9325794115	0.287091466	1.3474359377	130.0891768703	19.2804585659	16.1063285863	14.203220271	30.0204337004	25.6122015332	22.5605504017	39.7417712933	34.1649802826	30.6274496761	48.5253155455	42.873707113	61.5449186099	54.0257055421	49.4701512386	75.8749876937	69.960654157	64.6910863646	101.5748533455	96.6131591991	92.8237096038	9.425122	4.673012	
10930000	4	-4.9437195137	8.4797963461	109.4047538671	4.7043663001	0.030536292	0.3224932789	125.8593475176	19.3578402592	16.3096462141	14.3129649106	30.1176481588	25.7544000062	22.9690993061	39.4870317379	34.3069481281	31.0840104234	48.1036408286	42.6396453367	60.7300933775	54.1313829202	49.6072391061	74.7138765526	69.149132174	64.4665941386	99.3893951393	95.2388872687	90.8643084127	9.084765	4.679197	
10935000	4	-4.9256623781	7.9122205537	109.2406064515	3.9169364469	0.0275319863	3.3997736779	127.274432897	19.4479459868	16.6100794202	14.4097742166	30.5027261363	25.964451204	22.924258684	39.9863585706	34.6850226788	30.8797485027	48.8333121522	43.1308243357	60.6768865347	54.3863407839	49.7217114018	75.7428205379	69.4906252529	63.9302771527	99.7765108878	95.8163099645	91.5716560855	8.542682	4.801648	
10940000	4	-4.9572757567	9.5587570184	119.9990387377	37.7502915386	0.0688440103	2.2880579941	130.4275742555	18.7784997959	15.8923207329	13.7819340371	29.2614091401	24.7037015465	22.2307339417	38.3364853006	33.6215502935	30.0877848167	47.5581887514	41.7794550533	59.9718189393	53.2630989866	49.0243299568	75.2084685111	68.8219061923	63.9508623284	100.7033722926	96.3857980091	91.6212247097	8.059838	4.739113	
10945000	5	-5.100019972	9.0332373071	90.7940384312	0.988889343	1.0463722639	2.2657281136	129.4260348653	18.6083147062	15.9349145511	14.1074151145	28.9650061538	25.3212678278	22.574420991	38.3835453303	33.4671476021	30.3984049087	47.2145446487	42.1539764766	59.3796352165	53.8102090893	49.7235172664	74.2478448465	68.5706929823	64.5076008919	100.1108597018	95.4886134015	92.2091764392	8.850034	4.768323	
10950000	5	-5.0991616255	9.7429278686	28.718045072	8.5343391026	1.1328998657	0.6720452738	126.386118565	18.6821349485	16.0827915834	14.3139651063	29.0358440317	25.3755275358	22.739595371	38.4280562223	33.8705249702	30.6464427315	47.0765440645	42.1872629883	58.9729219479	53.4409299569	49.1878129226	73.7007334303	68.6723469519	63.9967122946	98.4002341363	94.3371150458	91.4301789496	6.982968	4.786022	
10955000	5	-4.8677497698	7.8937360193	511.4820408151	0.6894632501	1.1652123747	3.3226501307	131.939437545	19.2876035743	16.1068966839	14.0536747781	29.7741652543	25.6724297775	22.6273778188	39.6518992757	34.3720169213	30.5110079275	48.9522706	42.9966359366	61.5104297726	54.3697105213	49.5393354606	76.4960161792	69.8398810849	64.9166620152	101.9935350412	97.4245664369	93.1219359635	6.033626	4.848233	
10960000	4	-5.075140612	9.120229973	116.2192919837	4.7585253074	0.273586241	1.0366299855	126.1772974228	19.0092066404	16.5487894693	14.5773457358	29.5720536187	25.726648984	23.004335574	38.9676179743	34.4069325375	31.0196112466	47.6879852564	42.567428661	59.6008053814	54.4175039621	50.1747380956	74.3580599197	68.9990651606	64.6862085261	98.0563727898	94.5029379009	91.485120416	9.976188	4.738697	
