State	Model	DGPost	GDagSlide	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	logPrior	chiSquared	
0	11	-1.914041907	5.0166267912	97.235304056	0.7319864057	3.2404052825	25.9602062023	6.431685	7.975366	9.719942	12.003379	16.359018	18.286372	19.548453	20.488143	21.363133	22.391463	6.159261	7.811942	9.771679	13.867817	15.589876	16.962438	17.965459	18.85868	20.007827	0.258201	0.509566	1.000715	1.911628	3.579424	7.331683	16.546031	19.666252	22.253946	1.844286	2.495979	4.111294	4.967587	5.620183	6.213127	6.760706	7.46244	0.215589	0.297252	0.510571	0.632574	0.708181	0.819617	0.909809	1.034509	-11.919323	2.382638	
40000	11	-1.8922863381	4.9918441652	96.6536959018	14.1991810347	3.1573367859	25.6100576183	6.657706	8.114548	9.730877	11.990806	16.198574	18.080586	19.288368	20.26621	21.068686	22.100761	6.24597	7.701348	9.674808	13.705936	15.476373	16.776677	17.708055	18.589298	19.567798	0.254335	0.50719	0.984121	1.902638	3.506838	7.250478	16.40013	19.276693	21.793575	1.794838	2.461146	4.022574	4.884217	5.520285	6.141745	6.639975	7.346613	0.211582	0.289968	0.4997	0.620174	0.715098	0.807609	0.895205	1.021576	-15.067662	2.386481	
80000	11	-1.9922169587	5.0551967699	98.124926833	0.0664123129	3.2514060281	25.8224292216	6.36751	7.924275	9.616694	11.857602	16.239646	18.073548	19.315741	20.413668	21.283115	22.326499	6.266131	7.649699	9.690504	13.847039	15.622411	16.83785	17.958941	18.776529	19.731731	0.259822	0.513021	1.00359	1.925287	3.542045	7.298491	16.494732	19.555182	22.085137	1.937031	2.585508	4.175752	5.005028	5.696004	6.257929	6.771744	7.473731	0.227021	0.308299	0.52712	0.649833	0.749612	0.838909	0.917958	1.031499	-11.988283	2.379149	
120000	11	-1.9817936051	5.035152958	98.3900076777	0.2462068232	3.1627441235	25.9561561965	6.517241	8.114324	9.853303	12.018723	16.2918	18.12496	19.377681	20.276972	21.248047	22.273182	6.361248	7.788168	9.813655	13.869822	15.655774	16.910222	17.923881	18.802577	19.816943	0.257754	0.511407	0.998842	1.919196	3.56842	7.278948	16.445114	19.60502	22.126523	1.928268	2.581583	4.177032	5.014957	5.698723	6.268862	6.7783	7.474627	0.223897	0.308614	0.523807	0.644056	0.743767	0.833794	0.915435	1.026785	-11.697322	2.376029	
160000	11	-1.9682445209	5.0433570247	101.5485263889	0.0105695188	3.2183904084	26.2419348342	6.439092	7.988769	9.713122	11.874689	16.407639	18.191924	19.467434	20.6764	21.501107	22.494219	6.246529	7.673408	9.655189	13.852213	15.640306	16.88626	18.034155	18.840333	19.952124	0.252131	0.501219	0.983439	1.879249	3.519868	7.177972	16.524588	19.587607	22.318796	1.870791	2.521336	4.080986	4.947227	5.591466	6.161262	6.676144	7.369806	0.220072	0.300403	0.505295	0.625873	0.724707	0.81333	0.887598	1.013574	-13.555917	2.370286	
200000	11	-1.9210331879	5.041927229	97.7097785648	0.2085239103	3.0747628163	26.2502226246	6.638451	8.167224	9.805684	12.030086	16.332289	18.191258	19.428304	20.47458	21.194856	22.352111	6.363217	7.833626	9.792538	13.758421	15.600078	16.906747	17.960362	18.920054	19.910789	0.258621	0.5147	1.012109	1.934822	3.581148	7.319687	16.580427	19.710028	22.147177	1.877655	2.505166	4.122837	4.987172	5.656071	6.244378	6.777985	7.484042	0.219072	0.296105	0.511573	0.639637	0.740408	0.83577	0.912411	1.038986	-11.631362	2.349077	
240000	11	-2.055089865	5.088703554	102.5064371459	0.3192544397	3.2031199231	26.3976222913	6.422457	7.97477	9.675316	11.883722	16.339415	18.271647	19.583827	20.510063	21.458145	22.553466	6.303018	7.766966	9.760774	13.960872	15.728058	17.082017	18.049282	18.907293	20.078282	0.256495	0.507309	0.996042	1.908619	3.548714	7.266279	16.638013	19.741041	22.383165	1.96411	2.631707	4.222799	5.087991	5.690727	6.283316	6.790463	7.492436	0.233204	0.317279	0.53541	0.654261	0.747759	0.835622	0.910044	1.020019	-11.784625	2.381155	
280000	11	-1.93830701	4.9818793615	95.7731191006	0.9046152304	3.3060069614	25.7259238565	6.602498	8.082678	9.835043	12.10962	16.534781	18.314102	19.578257	20.582442	21.356164	22.284876	6.291396	7.773336	9.843961	13.909422	15.735767	16.945816	18.107646	18.798484	19.858312	0.260648	0.514468	1.006776	1.940146	3.596687	7.357798	16.631548	19.557533	22.099637	1.901382	2.543192	4.172861	5.035227	5.674416	6.300754	6.82705	7.513458	0.222714	0.301908	0.517714	0.640095	0.746297	0.83694	0.917877	1.037172	-12.058171	2.376364	
320000	11	-1.9134207817	5.0443863764	101.183653183	0.0153381675	3.1387414385	26.5332611602	6.586983	8.075878	9.740984	12.026057	16.360506	18.37093	19.58424	20.72718	21.552289	22.639078	6.214854	7.689102	9.605957	13.80355	15.596915	17.031858	18.108532	18.958367	20.132714	0.253434	0.500725	0.981453	1.886636	3.519661	7.251255	16.647385	19.707788	22.450529	1.8333	2.454556	4.028242	4.887312	5.548021	6.120505	6.693595	7.375304	0.2115	0.289708	0.500107	0.621647	0.721353	0.808116	0.897279	1.017075	-13.077361	2.376027	
360000	11	-1.8754303273	4.9504837234	93.4083056558	0.0571822239	3.3176357702	25.4511120439	6.585315	8.108359	9.872407	12.132726	16.39127	18.306663	19.407011	20.415012	21.109433	22.140328	6.313131	7.695136	9.797346	13.830702	15.664266	16.853692	17.895922	18.740553	19.724757	0.262683	0.519826	1.011122	1.939884	3.586835	7.328575	16.517873	19.533743	21.874076	1.816085	2.480648	4.093714	4.999464	5.625664	6.236135	6.785276	7.486981	0.212061	0.292501	0.504041	0.635307	0.73694	0.829451	0.919772	1.01451	-11.992076	2.38732	
400000	12	-1.9964394764	5.0215586121	86.1058101045	2.4247551992	3.2901776373	25.5406536442	6.481318	8.01243	9.649458	11.915846	16.270167	18.107992	19.321398	20.297374	21.146862	22.192766	6.292256	7.741938	9.768769	13.822539	15.634711	16.902123	17.83996	18.706986	19.628537	0.25878	0.515107	1.001385	1.932623	3.592265	7.302867	16.424084	19.480533	21.958565	1.95637	2.59567	4.188252	5.042513	5.713527	6.286008	6.792923	7.454469	0.230682	0.304112	0.531531	0.653237	0.747836	0.838848	0.914361	1.040038	-12.739901	2.381363	
440000	12	-1.8598716543	5.0205587933	73.0817268469	1.2701238343	3.1708504436	26.1042444179	6.583146	8.054197	9.71971	11.994706	16.411136	18.281607	19.489527	20.594831	21.377212	22.454903	6.310252	7.75496	9.728061	13.850078	15.768726	17.004751	18.065187	19.025505	20.059368	0.265257	0.524772	1.035891	1.982668	3.650719	7.477281	16.659417	19.702175	22.250628	1.835655	2.506145	4.118054	5.026891	5.717158	6.347849	6.89181	7.660891	0.216982	0.297837	0.515024	0.645746	0.743976	0.845114	0.930337	1.063453	-11.954009	2.36904	
480000	12	-1.8728774123	4.9663312357	67.7859331668	1.0021176944	3.3559119599	25.4639063015	6.432509	7.957962	9.782035	12.051848	16.449928	18.142257	19.432803	20.454143	21.225247	22.16405	6.229768	7.701781	9.711378	13.817323	15.71028	16.992819	17.937188	18.781134	19.792461	0.262717	0.516129	1.0151	1.939681	3.581798	7.37178	16.428776	19.509168	21.974463	1.83622	2.462968	4.092634	4.963992	5.643207	6.284881	6.775469	7.555436	0.214221	0.294257	0.511961	0.633267	0.738869	0.832981	0.921037	1.048873	-11.796945	2.339251	
520000	12	-1.8613420781	4.9356995705	76.3951208824	1.288413402	3.2841442368	25.5988941812	6.566874	8.163648	9.843476	12.182384	16.565354	18.340744	19.512925	20.480384	21.280252	22.228482	6.24147	7.725018	9.751499	13.835402	15.636603	16.909816	17.865629	18.755161	19.758562	0.253769	0.504046	0.989861	1.898602	3.537148	7.205896	16.437754	19.480286	21.935408	1.792774	2.382681	3.990688	4.822353	5.486947	6.101118	6.639579	7.365192	0.205325	0.28149	0.49575	0.61263	0.710709	0.805557	0.894142	1.012084	-12.058857	2.389337	
560000	12	-1.9798585809	5.0985370438	67.7510504255	0.8386643498	3.1620567527	26.14040985	6.389134	7.815184	9.513947	11.72825	16.181254	18.047952	19.352222	20.487618	21.295938	22.337494	6.214909	7.658573	9.650627	13.737455	15.561549	16.815639	17.859702	18.819753	19.785399	0.259033	0.514859	1.007566	1.930279	3.569047	7.288978	16.553932	19.604624	22.019869	1.916883	2.543114	4.150745	5.03056	5.691619	6.261557	6.786843	7.459803	0.225845	0.307054	0.524262	0.644283	0.748442	0.830197	0.919263	1.030652	-11.701124	2.366832	
600000	12	-1.977408125	5.0176006725	68.0425601632	0.795097011	3.2220328459	26.1747336226	6.527367	8.05499	9.810613	12.026842	16.451276	18.364063	19.610805	20.50327	21.538307	22.45239	6.30999	7.755151	9.824414	13.899809	15.712358	16.988009	18.063959	18.917633	19.956597	0.254814	0.503573	0.9868	1.895864	3.506957	7.269889	16.492097	19.713533	22.188868	1.924313	2.517886	4.106342	4.979383	5.624009	6.219704	6.708156	7.41331	0.220482	0.302848	0.513513	0.639503	0.736656	0.815595	0.868613	1.0138	-11.712174	2.352414	
640000	12	-1.8594731016	4.960871171	57.4756876506	0.7094036519	3.2956629785	25.3831899085	6.529923	8.017034	9.768364	11.980697	16.332181	18.175681	19.337984	20.358757	21.192261	22.126727	6.1917	7.661637	9.714157	13.819171	15.561046	16.744442	17.788248	18.715004	19.734458	0.259176	0.515978	1.009892	1.934706	3.573588	7.296894	16.530405	19.464436	21.82589	1.818674	2.430319	4.049701	4.914508	5.600403	6.207562	6.76051	7.509872	0.213738	0.289189	0.503979	0.629463	0.726535	0.826216	0.911809	1.035515	-11.487441	2.366096	
680000	12	-2.01556161	5.0404960913	54.4309199101	0.5497498465	3.1727908633	26.1081015381	6.549985	8.098949	9.797169	11.972061	16.386273	18.178101	19.464369	20.402592	21.385911	22.359656	6.315355	7.789492	9.744598	13.882147	15.677338	16.870898	17.938077	18.758547	19.849661	0.25337	0.500355	0.980394	1.885554	3.518429	7.185096	16.413267	19.587552	22.108191	1.931226	2.570762	4.11804	4.9744	5.597182	6.146258	6.700645	7.368754	0.226076	0.306786	0.520392	0.634523	0.732279	0.822919	0.892958	1.005121	-11.411775	2.371316	
720000	12	-1.9863175538	5.0739328294	46.0294915949	0.4705642192	3.124335786	26.6385825728	6.52464	8.058679	9.795981	11.977726	16.359401	18.340098	19.536472	20.621146	21.549464	22.562785	6.347135	7.720118	9.717874	13.881203	15.680373	16.987396	18.058564	18.918379	20.098407	0.255441	0.503356	0.988934	1.896672	3.524384	7.268931	16.641028	19.8192	22.374253	1.895821	2.539216	4.154042	4.94719	5.625563	6.221849	6.704164	7.437242	0.225119	0.303827	0.515591	0.63421	0.729957	0.824849	0.910912	1.022459	-11.198459	2.375751	
760000	12	-1.9685424187	5.003690981	44.1996286261	0.4646672013	3.1164425852	26.2101045307	6.731633	8.325586	9.933615	12.16276	16.474278	18.314445	19.549163	20.504139	21.411885	22.4654	6.438016	7.865351	9.863357	13.942789	15.725001	16.96942	18.024133	18.873811	19.949893	0.255351	0.504189	0.987483	1.905704	3.514055	7.244186	16.541054	19.592325	22.251307	1.904929	2.533531	4.128669	4.993566	5.613873	6.212902	6.713771	7.361618	0.2186	0.301128	0.512335	0.627224	0.731234	0.822123	0.899813	1.024339	-11.197338	2.389426	
800000	12	-1.8793757395	4.9281369095	38.7612533913	0.4488551715	3.3311153149	25.7211501521	6.601937	8.177206	9.927298	12.210319	16.653511	18.476227	19.699667	20.593979	21.375062	22.305322	6.260338	7.763701	9.769923	13.912578	15.801112	17.05295	18.013639	18.888473	19.890952	0.256989	0.511733	0.992523	1.908892	3.559344	7.277245	16.508205	19.592576	22.22855	1.812305	2.460137	4.09009	4.90085	5.554465	6.204232	6.743966	7.491424	0.211628	0.289076	0.501218	0.626607	0.721269	0.821539	0.906486	1.029209	-11.090291	2.38546	
840000	12	-1.9981365087	5.0229954441	39.8689339601	0.4319106328	3.1738879073	25.9681118517	6.573367	8.097392	9.788895	12.043383	16.341402	18.152956	19.467626	20.426356	21.263752	22.334247	6.353854	7.835343	9.82652	13.902991	15.594172	16.844457	17.896892	18.800232	19.750431	0.255283	0.507349	0.992807	1.905704	3.552953	7.236344	16.476207	19.582214	22.019268	1.90205	2.544283	4.174595	5.019809	5.665857	6.223968	6.735667	7.433941	0.225043	0.307413	0.520539	0.64084	0.741395	0.827746	0.908755	1.020229	-11.133862	2.376799	
880000	12	-1.8131788887	4.95875703	30.7929479948	0.4187768413	3.3464135171	25.5373011547	6.407665	7.970291	9.692026	12.029686	16.476996	18.308994	19.497953	20.523612	21.234703	22.219126	6.161243	7.619143	9.588134	13.877347	15.658562	16.924253	17.970984	18.864417	19.899269	0.262552	0.520064	1.016988	1.958351	3.605836	7.358971	16.536707	19.56944	22.04549	1.795176	2.421097	4.070213	4.923117	5.581601	6.222415	6.787973	7.592389	0.206942	0.286973	0.501287	0.629588	0.729214	0.828239	0.922521	1.023259	-10.881508	2.361668	
920000	12	-1.7910127521	4.9540801748	27.0981687996	0.4121039906	3.2318576344	25.3550537715	6.583205	8.113964	9.855767	12.029119	16.34324	18.133399	19.355371	20.382294	20.999846	22.165033	6.260569	7.68078	9.714797	13.817936	15.614943	16.883037	17.949217	18.782155	19.819127	0.270692	0.532715	1.047441	1.988666	3.679833	7.466358	16.530492	19.465367	21.812744	1.807633	2.459279	4.047064	4.983719	5.649909	6.273558	6.888178	7.684009	0.20969	0.287077	0.505635	0.633927	0.736257	0.84549	0.945259	1.078549	-10.805589	2.378458	
960000	12	-1.8543306382	4.9424221875	25.2461240112	0.3880017174	3.389517186	25.3347654983	6.462374	8.093887	9.794196	12.035361	16.433706	18.348828	19.44761	20.464546	21.315787	22.128297	6.235428	7.708179	9.765918	13.953489	15.773311	16.934078	18.008072	18.807796	19.832247	0.267673	0.527888	1.031353	1.976967	3.65168	7.431038	16.566796	19.614241	21.951528	1.86232	2.4943	4.143134	5.047363	5.651032	6.350123	6.887203	7.640564	0.217234	0.295769	0.515599	0.645792	0.748946	0.847362	0.940928	1.069028	-10.814648	2.365539	
1000000	12	-2.0452753731	4.9927440089	34.0755711873	0.3708221148	3.3723982776	25.8656316239	6.407855	7.938662	9.75939	11.985664	16.599305	18.385144	19.469676	20.534204	21.359913	22.398498	6.277669	7.705293	9.844387	13.890394	15.704314	16.997777	17.979842	18.76846	19.687483	0.247517	0.491299	0.962954	1.848457	3.435046	7.088011	16.415736	19.508397	22.179173	1.922215	2.57714	4.120347	4.927402	5.528397	6.102084	6.578416	7.244371	0.224339	0.305021	0.51397	0.631297	0.722104	0.80357	0.878311	0.986489	-11.067128	2.389279	
1040000	12	-1.9779266662	5.0872019543	35.3277803501	0.408229384	3.2073225422	25.9348481617	6.343056	7.821612	9.559834	11.706047	16.127309	18.052274	19.228778	20.342566	21.173085	22.182056	6.166004	7.638678	9.562789	13.680964	15.514371	16.766017	17.828732	18.672769	19.773827	0.256916	0.510662	1.001651	1.917619	3.556249	7.240523	16.435014	19.488056	21.950627	1.892093	2.531276	4.157347	4.993153	5.649322	6.28983	6.737596	7.402152	0.223734	0.299591	0.51691	0.646569	0.738343	0.836068	0.913578	1.025397	-11.003991	2.384634	
1080000	12	-1.838623522	4.9269496335	26.7617745588	0.3863831149	3.3566973486	25.2398250005	6.531975	8.045595	9.883322	12.029023	16.43567	18.194501	19.38818	20.437929	21.108807	22.077343	6.198245	7.692973	9.682799	13.827762	15.609078	16.902563	17.817557	18.638466	19.76006	0.262489	0.516672	1.01122	1.937348	3.602142	7.341878	16.428793	19.457976	21.898153	1.796848	2.44013	4.061816	4.919859	5.60951	6.192693	6.746427	7.487029	0.205632	0.285386	0.501584	0.629049	0.726246	0.797934	0.913534	1.045178	-10.839946	2.3716	
1120000	12	-1.8282494091	4.9687508681	25.7730647063	0.3888081369	3.2280488249	25.518974354	6.574263	8.198271	9.825025	12.081445	16.326903	18.195469	19.352298	20.359564	21.217728	22.073167	6.229711	7.656368	9.706128	13.86083	15.630536	16.906328	17.865401	18.776688	19.811061	0.265316	0.525954	1.019001	1.981209	3.641329	7.433466	16.545124	19.526841	21.933342	1.829846	2.458344	4.087991	4.93887	5.635953	6.241989	6.824999	7.61657	0.209739	0.289459	0.509511	0.636745	0.739736	0.839024	0.923931	1.055776	-10.784576	2.360554	
1160000	12	-1.8985486281	4.9861874	29.7097705225	0.3972073041	3.2636880996	25.780198822	6.534324	8.062227	9.809374	12.104385	16.489281	18.358408	19.498811	20.475975	21.374858	22.328235	6.274073	7.762953	9.804084	13.908935	15.72952	16.954571	18.061654	18.874863	19.892302	0.262275	0.520001	1.019507	1.954605	3.629007	7.356068	16.576588	19.546459	22.080519	1.878062	2.531217	4.17041	5.008964	5.656804	6.27665	6.795418	7.551788	0.216751	0.295647	0.513178	0.640246	0.742712	0.840736	0.925077	1.051608	-10.89562	2.383289	
1200000	12	-2.049013636	5.1178149939	31.1728578068	0.369165337	3.0506377935	26.3596093615	6.548615	8.011542	9.601175	11.785505	16.071772	18.004832	19.260388	20.35697	21.211711	22.260794	6.332071	7.742855	9.637473	13.671568	15.45625	16.832516	17.873203	18.737517	19.846858	0.254904	0.507254	0.99291	1.906371	3.526257	7.257002	16.43742	19.614369	22.142986	1.96862	2.610586	4.195033	5.021687	5.661633	6.241165	6.770446	7.389923	0.23521	0.313891	0.533015	0.64025	0.746143	0.836379	0.912385	1.018568	-10.952746	2.383553	
1240000	12	-1.9454208665	5.0368255567	24.8437848981	0.356711133	3.18276743	26.1093105349	6.550707	8.010935	9.778016	11.992376	16.387985	18.218173	19.491144	20.441104	21.346918	22.467986	6.306176	7.705412	9.787084	13.818787	15.708019	16.951425	17.940935	18.853254	19.925864	0.259318	0.513109	1.009815	1.935294	3.569682	7.328326	16.636668	19.711305	22.183923	1.878975	2.520263	4.131661	5.006029	5.648318	6.269569	6.781102	7.485391	0.223064	0.301457	0.520954	0.644044	0.743408	0.830052	0.919774	1.034451	-10.793236	2.375611	
1280000	12	-1.9102730938	5.0406280587	19.8730238883	0.3404006173	3.075815371	26.0420914283	6.642662	8.15133	9.793173	12.03972	16.286164	18.079288	19.343013	20.402802	21.15152	22.384741	6.306212	7.734465	9.750754	13.763247	15.489889	16.865222	17.946634	18.78	19.894182	0.262738	0.51706	1.010142	1.935149	3.579919	7.329052	16.5155	19.527417	21.965483	1.873544	2.496225	4.122578	4.976463	5.623181	6.255198	6.801867	7.542018	0.216846	0.301322	0.517205	0.638011	0.734279	0.833175	0.92148	1.037981	-10.665959	2.384615	
1320000	12	-1.8981388049	5.0733083005	27.4665822579	0.3730655333	3.0724202618	26.3778979568	6.527423	7.949718	9.709241	11.80853	16.26212	18.0892	19.345778	20.438103	21.431152	22.471745	6.219727	7.651588	9.634283	13.76616	15.592325	16.860179	17.938767	18.809934	20.017673	0.259249	0.5131	1.006795	1.917861	3.587969	7.306657	16.609497	19.749005	22.303001	1.843449	2.469314	4.094422	4.93214	5.633296	6.222835	6.757865	7.542214	0.214583	0.297254	0.507903	0.631	0.735408	0.823395	0.910077	1.035427	-10.787221	2.359837	
1360000	12	-1.9019279896	5.0576413936	28.5864271048	0.3885282049	3.0757048328	26.3230666644	6.646507	8.072799	9.778614	11.926576	16.378295	18.17355	19.455887	20.58918	21.292053	22.566165	6.343994	7.790957	9.730373	13.86983	15.676224	16.913803	17.874884	18.954207	20.017058	0.26397	0.521916	1.019763	1.961682	3.629795	7.411321	16.740285	19.760622	22.24226	1.875236	2.512092	4.121618	5.002	5.68178	6.312716	6.857429	7.574112	0.218748	0.301644	0.514827	0.647957	0.74617	0.837276	0.932389	1.05891	-10.826326	2.384672	
1400000	12	-1.9208142518	4.9505773078	28.6842246317	0.3707903248	3.3389139998	25.8534417735	6.542569	8.029687	9.891339	12.233664	16.543876	18.449432	19.72348	20.666618	21.352777	22.417136	6.279642	7.755384	9.739766	13.998593	15.810698	17.059927	18.063982	18.840674	19.832935	0.252812	0.501997	0.991231	1.896623	3.518542	7.224719	16.532766	19.619558	22.193866	1.844298	2.483467	4.074153	4.916714	5.596515	6.15249	6.717953	7.382752	0.215905	0.295583	0.500749	0.623157	0.724888	0.812022	0.902788	1.024064	-10.899656	2.376629	
1440000	12	-1.9944411815	4.969560599	33.8913399686	0.383157907	3.3837349993	25.6750391929	6.449224	7.990716	9.832898	12.008756	16.481144	18.396126	19.535316	20.495822	21.248894	22.271456	6.251831	7.69981	9.697002	13.899093	15.677517	16.899857	17.897563	18.80336	19.746976	0.250486	0.493283	0.971538	1.866196	3.459037	7.155354	16.349556	19.488665	22.031972	1.892755	2.544114	4.133515	4.951341	5.567529	6.145518	6.654858	7.305524	0.218553	0.300955	0.50889	0.629455	0.725302	0.808708	0.891936	1.001015	-11.045437	2.379915	
1480000	12	-1.9413043617	4.9732603017	34.9087868244	0.4034692212	3.2553415258	25.611602575	6.57394	8.204526	9.897423	12.01929	16.395399	18.243656	19.332805	20.377772	21.177848	22.094004	6.276399	7.732984	9.769074	13.828942	15.578499	16.774372	17.827659	18.614748	19.705635	0.253235	0.500243	0.978172	1.889683	3.493064	7.148988	16.324767	19.420547	21.999821	1.852702	2.474519	4.073898	4.877361	5.525577	6.151884	6.617442	7.355212	0.216947	0.297911	0.507814	0.631716	0.722661	0.81887	0.892257	1.007761	-11.029086	2.389635	
1520000	12	-1.8769446483	4.9931700029	38.7866084049	0.4417026129	3.3380230467	25.9324066919	6.363375	7.975655	9.652102	11.913674	16.510897	18.245799	19.585813	20.598928	21.486878	22.502663	6.120608	7.647815	9.616704	13.817168	15.688757	16.962142	18.038563	18.82858	20.032553	0.24828	0.506622	0.987561	1.911439	3.531469	7.2731	16.544404	19.682002	22.196826	1.780745	2.43206	4.030706	4.874733	5.556516	6.188383	6.667068	7.422171	0.208533	0.28556	0.499083	0.61926	0.71766	0.812312	0.901343	1.018569	-11.04228	2.381381	
1560000	12	-2.0608621773	5.0691690246	39.2644919255	0.405695549	3.0783577034	26.5747570629	6.651259	8.191369	9.85752	12.021698	16.415664	18.2284	19.547981	20.545749	21.439777	22.511591	6.455296	7.927272	9.871447	13.900208	15.684758	17.002501	18.083124	18.886116	19.995077	0.252845	0.500117	0.976375	1.880328	3.512916	7.238441	16.539793	19.73527	22.293832	1.991076	2.591863	4.215785	5.01495	5.618809	6.244781	6.683315	7.381508	0.229555	0.315098	0.528216	0.646085	0.738914	0.831443	0.8997	1.00669	-11.12748	2.357337	
1600000	12	-1.9346458695	5.0676093671	35.7788603668	0.403697419	3.1873179828	26.3623816093	6.427779	7.852854	9.532796	11.827586	16.209599	18.27211	19.531534	20.522298	21.411941	22.454974	6.134929	7.594532	9.644851	13.692193	15.576966	16.852005	17.969912	18.876981	19.933512	0.25353	0.501853	0.979066	1.886416	3.513135	7.230025	16.472415	19.655579	22.240223	1.857442	2.461961	4.100927	4.869208	5.579613	6.178285	6.664354	7.387703	0.21498	0.296953	0.503044	0.624784	0.71946	0.814257	0.897607	1.005452	-10.972929	2.381187	
1640000	12	-1.9599610681	5.1091914603	46.9970482026	0.513726531	3.1156630027	26.311670787	6.427715	7.90307	9.57179	11.727352	16.171211	17.976129	19.288767	20.420063	21.272656	22.414349	6.23766	7.657218	9.611465	13.672294	15.528757	16.800051	17.909212	18.942054	19.983884	0.261687	0.516221	1.013269	1.946909	3.584553	7.338156	16.642081	19.681932	22.141074	1.917669	2.565804	4.17643	5.017416	5.638193	6.314709	6.832876	7.525286	0.224195	0.306314	0.526076	0.65609	0.74661	0.83696	0.926327	1.047559	-11.20878	2.37626	
1680000	12	-1.9002334201	5.0158947544	48.5554014289	0.5394642684	3.2142974569	26.1171682688	6.51613	8.104544	9.710411	12.004613	16.515067	18.339073	19.478762	20.569016	21.357133	22.444541	6.237668	7.783086	9.785525	13.842376	15.640092	16.933417	18.026233	18.931871	19.958547	0.259585	0.514586	1.006229	1.929632	3.576304	7.307554	16.631191	19.714706	22.312371	1.832968	2.47455	4.104029	4.956193	5.628951	6.237537	6.773912	7.482965	0.214693	0.293535	0.508327	0.639426	0.736341	0.830046	0.910811	1.035409	-11.246129	2.370602	
1720000	12	-1.8637466179	4.9313044805	44.7907168928	0.5217232083	3.3464654019	25.5770244162	6.545364	8.162988	9.889738	12.105506	16.583573	18.41803	19.598129	20.539874	21.347944	22.26015	6.235173	7.743995	9.731587	13.967646	15.740474	16.955017	18.018415	18.782259	19.823943	0.260614	0.515399	1.007027	1.931455	3.582138	7.338879	16.54528	19.600753	21.97865	1.825856	2.468749	4.073421	4.930544	5.628663	6.218113	6.788323	7.564534	0.210954	0.294418	0.508612	0.630748	0.729738	0.825524	0.917901	1.04449	-11.213667	2.367668	
1760000	12	-1.9262220894	4.956563501	34.0311136433	0.4275644938	3.3924718636	25.2162576442	6.458737	7.993692	9.749385	12.024707	16.391327	18.202329	19.348718	20.378569	21.055618	22.119196	6.273796	7.844981	9.811455	13.87982	15.675819	16.964738	17.923967	18.64021	19.675887	0.262423	0.521003	1.016567	1.944871	3.594425	7.325387	16.399267	19.458839	21.855229	1.881042	2.551484	4.188124	5.035577	5.715097	6.283389	6.824824	7.522269	0.22135	0.306531	0.518684	0.650031	0.74888	0.843388	0.929652	1.049193	-11.036707	2.36879	
1800000	12	-1.8838553901	4.9624345489	48.6927227608	0.5525028586	3.362115601	25.7049885794	6.391066	8.00585	9.77926	12.097956	16.606071	18.338282	19.552863	20.579098	21.309636	22.338026	6.229593	7.717266	9.703976	13.91407	15.756486	16.930337	18.091836	18.869734	19.931839	0.259009	0.511726	1.009541	1.926553	3.575368	7.320861	16.571762	19.593847	22.130253	1.806249	2.471378	4.102369	4.963999	5.604795	6.22928	6.731964	7.487006	0.213919	0.295941	0.50999	0.631029	0.734454	0.826309	0.883433	1.040642	-11.281802	2.375034	
1840000	12	-1.873659346	4.9504822117	48.9542595793	0.5914164332	3.373174919	25.258241606	6.447536	8.019346	9.792225	12.083372	16.456866	18.298013	19.381082	20.3371	21.109745	22.113311	6.238247	7.739502	9.75507	13.964145	15.652604	16.914244	17.940923	18.650263	19.714092	0.264563	0.519799	1.020578	1.968275	3.622581	7.394334	16.542299	19.505968	21.801377	1.850672	2.501369	4.108604	4.990028	5.687121	6.280459	6.79834	7.570339	0.216132	0.294847	0.516024	0.639433	0.732551	0.833551	0.922606	1.056646	-11.320688	2.381404	
1880000	12	-1.8307540426	4.9631542568	57.5228845347	0.7210722935	3.3430485122	25.6325926942	6.426607	8.028728	9.713985	11.935934	16.467546	18.292611	19.537588	20.59305	21.350187	22.307453	6.179518	7.640683	9.658325	13.92038	15.703888	16.989158	17.945489	18.903902	19.864847	0.261306	0.521075	1.011878	1.941989	3.609957	7.390516	16.540817	19.641513	22.267202	1.805168	2.455198	4.056617	4.909296	5.572136	6.218423	6.786546	7.575697	0.209337	0.287732	0.502888	0.632516	0.728081	0.803084	0.914878	1.052379	-11.466113	2.344573	
1920000	12	-1.9409755766	5.0181643006	63.3815815351	0.6782037929	3.1544045308	26.35375278	6.670411	8.077612	9.767811	12.056936	16.422706	18.313061	19.52763	20.720157	21.519009	22.528145	6.250215	7.78252	9.712982	13.890585	15.652047	16.928832	17.994913	18.876497	19.952443	0.250688	0.495347	0.971591	1.86947	3.470801	7.156812	16.536787	19.785712	22.322992	1.830084	2.448872	4.086893	4.853395	5.534917	6.108065	6.619154	7.322681	0.21469	0.293848	0.497744	0.619341	0.714825	0.808788	0.8845	0.999854	-11.549729	2.351677	
