State	Model	DGPost	GDagSlide	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	logPrior	chiSquared	
14720000	11	-1.9957200652	4.9922062597	97.8029688486	0.2388566865	3.3887506176	25.5270115592	6.359945	7.992596	9.700431	12.030949	16.384361	18.268225	19.440358	20.398035	21.171217	22.253612	6.26625	7.799304	9.737772	13.909872	15.589032	16.942403	17.989688	18.752801	19.762948	0.256015	0.506951	0.996528	1.90914	3.539081	7.249574	16.420201	19.472415	21.955163	1.925666	2.584266	4.207206	5.016026	5.636313	6.23229	6.741973	7.386137	0.226572	0.306759	0.528306	0.642159	0.738312	0.833033	0.90829	1.031892	-11.734746	2.3773	
14760000	11	-1.8477278619	4.9501630443	90.7376540135	0.0673568344	3.3060192839	25.1599864311	6.513349	8.032584	9.812587	12.058611	16.272234	18.035446	19.313455	20.225699	21.061163	21.934174	6.254964	7.716064	9.705926	13.734373	15.550772	16.80644	17.882415	18.596497	19.654354	0.26368	0.524733	1.023556	1.971516	3.622297	7.372693	16.479851	19.302958	21.672937	1.807129	2.475368	4.085322	4.939089	5.659852	6.272696	6.79243	7.515754	0.214849	0.293601	0.509233	0.636519	0.735057	0.841645	0.929242	1.055452	-11.869673	2.37748	
14800000	11	-1.9221357457	4.9639610599	96.1572435947	4.0542711178	3.1699300427	25.6129055308	6.78722	8.310948	10.027955	12.128713	16.418	18.121783	19.465086	20.355738	21.136575	22.014568	6.364107	7.854409	9.789793	13.872841	15.626118	16.795831	17.881256	18.625544	19.799092	0.258783	0.509162	1.001504	1.926133	3.549729	7.278784	16.42369	19.43876	21.809057	1.874596	2.517201	4.09492	4.984954	5.611045	6.236173	6.737826	7.41303	0.216091	0.298472	0.515435	0.634556	0.731344	0.823051	0.910698	1.034164	-13.34379	2.387434	
14840000	11	-1.941986353	5.0319767756	96.4481681714	0.343597734	3.3181954468	25.6926796027	6.32903	7.83342	9.586757	11.818135	16.357918	18.131443	19.364394	20.423842	21.247982	22.240909	6.166296	7.614229	9.645229	13.790093	15.588551	16.843004	17.962985	18.725745	19.762217	0.259395	0.510557	0.997269	1.924862	3.564632	7.338151	16.494293	19.549781	21.931231	1.867663	2.504087	4.137712	4.995148	5.648997	6.259073	6.735003	7.485934	0.220452	0.302114	0.515943	0.639631	0.737528	0.833254	0.914974	1.033957	-11.689732	2.359682	
14880000	11	-2.0693468188	5.1040439362	99.2385249223	0.7947892591	3.1922553645	25.807664742	6.369438	7.84294	9.55837	11.731762	16.081978	17.981419	19.112728	20.148714	21.067663	22.06334	6.261901	7.770991	9.643516	13.781586	15.605643	16.808958	17.848338	18.708577	19.621358	0.25911	0.511101	1.006215	1.923661	3.562387	7.315781	16.375314	19.448148	21.870359	2.005897	2.658013	4.283441	5.136291	5.678175	6.284477	6.782766	7.433375	0.240039	0.324714	0.540738	0.660832	0.755655	0.841323	0.925175	1.026775	-12.068879	2.361796	
14920000	11	-1.8392426075	4.905973638	94.309899923	0.1850448475	3.3818847349	25.5181489771	6.547762	8.115696	9.870989	12.13529	16.669058	18.425852	19.582576	20.464993	21.289121	22.172121	6.264513	7.656186	9.676495	13.925504	15.763941	16.939476	17.992027	18.785297	19.76762	0.256398	0.511702	0.996688	1.917411	3.546976	7.272383	16.476578	19.663603	22.111781	1.787947	2.438911	3.995979	4.878107	5.523611	6.194017	6.701443	7.472269	0.206737	0.281496	0.496336	0.616789	0.717016	0.812385	0.904531	1.030032	-11.634944	2.388026	
14960000	11	-1.8734650013	4.9738967317	92.3144012805	0.0675776465	3.3860049644	25.7349191529	6.405225	7.953546	9.775722	12.023808	16.53824	18.527438	19.640779	20.666913	21.410197	22.449266	6.206081	7.745874	9.777749	14.034022	15.822263	17.235227	18.09278	19.077918	19.99217	0.266449	0.525363	1.037067	1.981216	3.669516	7.484297	16.656133	19.801565	22.204633	1.871998	2.539863	4.178994	5.038154	5.755116	6.381911	6.895811	7.652864	0.218441	0.297902	0.517968	0.647221	0.746878	0.848771	0.936213	1.075057	-11.875046	2.373552	
15000000	11	-1.828622385	4.9106987162	91.4823598308	1.0413659346	3.368421522	25.2046854321	6.567596	8.064426	9.869274	12.095296	16.609682	18.264799	19.316094	20.366824	21.165838	22.084987	6.187027	7.71783	9.77061	13.773808	15.68532	16.887811	17.886255	18.681912	19.663475	0.260907	0.503497	1.013555	1.946188	3.613407	7.331596	16.409282	19.448308	21.783696	1.813802	2.433494	4.071209	4.906834	5.550816	6.227598	6.733292	7.547476	0.207707	0.285712	0.497306	0.625487	0.730357	0.828765	0.916457	1.046739	-12.069429	2.379333	
15040000	11	-1.97253601	4.9739930249	95.6733611951	0.6393211799	3.3733169832	25.531632025	6.487511	8.031014	9.789694	12.075594	16.444754	18.303782	19.510959	20.610006	21.281803	22.193304	6.264155	7.781361	9.826416	13.988227	15.786611	17.008166	18.022582	18.784191	19.822746	0.260591	0.516962	1.015279	1.939474	3.588298	7.352318	16.483203	19.525474	22.015069	1.926289	2.60075	4.209317	5.071838	5.741043	6.300734	6.826687	7.488456	0.226035	0.310306	0.526901	0.650219	0.749018	0.847634	0.928778	1.041702	-11.924978	2.375017	
15080000	11	-1.9640512259	4.9994373702	96.3329988892	0.1452810217	3.2441244724	25.4660784283	6.541188	8.090242	9.800014	11.945079	16.27965	18.057769	19.275149	20.266182	20.956726	22.129958	6.285429	7.859989	9.756869	13.791314	15.608402	16.74025	17.883235	18.586972	19.6435	0.259404	0.491854	1.000619	1.923584	3.562566	7.247244	16.312485	19.421673	21.832634	1.896557	2.568194	4.141136	4.952304	5.607283	6.214632	6.743987	7.416987	0.22146	0.305675	0.524432	0.642878	0.742467	0.835049	0.911346	1.028365	-11.72906	2.377843	
15120000	11	-1.960647107	5.0790082353	99.4624140688	0.1538951245	3.102647135	26.3678074453	6.617877	8.024807	9.656105	11.895332	16.25761	18.238236	19.397955	20.443101	21.396305	22.467706	6.256411	7.675956	9.662396	13.786746	15.592986	16.914554	17.98437	18.914233	19.871698	0.259407	0.514742	1.004727	1.931979	3.601643	7.323715	16.608953	19.859484	22.256595	1.896768	2.533803	4.146887	5.005371	5.665708	6.268693	6.780398	7.461095	0.222445	0.306963	0.518454	0.642026	0.743596	0.835708	0.915445	1.033642	-11.686178	2.360557	
15160000	11	-1.9720249192	4.9726616603	98.8733960011	0.3297864872	3.1910442541	25.7568866789	6.685049	8.281877	10.019888	12.164302	16.458887	18.282339	19.41247	20.40708	21.277828	22.154742	6.440398	7.834301	9.941319	13.916566	15.644722	16.891787	17.927274	18.778214	19.781786	0.255308	0.504845	0.983209	1.909939	3.522974	7.248916	16.449828	19.490846	22.02446	1.900524	2.542466	4.132733	4.921678	5.615454	6.1945	6.726189	7.39869	0.219991	0.301712	0.51485	0.635239	0.729655	0.82296	0.904155	1.020831	-11.759294	2.367169	
15200000	11	-1.919573276	4.9967289855	96.514785621	0.0903255372	3.3044658942	25.8414697552	6.468005	8.08464	9.738406	11.988926	16.478189	18.273481	19.56042	20.675037	21.365077	22.413939	6.245671	7.73805	9.780122	13.909073	15.733299	16.948443	17.970155	18.835979	19.957987	0.258573	0.515977	1.003575	1.926773	3.58218	7.301165	16.639361	19.712468	22.152311	1.859093	2.50015	4.15264	4.986216	5.61296	6.237929	6.750892	7.48683	0.216345	0.298802	0.515867	0.636541	0.745609	0.831109	0.917505	1.036315	-11.813823	2.369726	
15240000	11	-1.9774656355	5.0527942595	99.0209765813	0.6637304737	3.2113835605	25.8382030927	6.481653	7.956194	9.589378	11.841852	16.183559	18.084106	19.298427	20.362046	21.260575	22.180559	6.23761	7.633465	9.737004	13.689389	15.510202	16.808143	17.774377	18.81206	19.77519	0.25726	0.509813	0.988102	1.904272	3.537682	7.210437	16.322306	19.464591	21.922941	1.878188	2.539931	4.123024	4.915808	5.603158	6.221098	6.710258	7.396898	0.223564	0.307754	0.51884	0.638059	0.733517	0.825289	0.907632	1.019822	-11.927304	2.368266	
15280000	11	-1.9349485181	5.008032111	93.1236075391	0.6029876448	3.1732662876	25.6792997229	6.596546	8.164658	9.885723	12.058191	16.317884	18.21442	19.338138	20.345886	21.138074	22.101688	6.417259	7.901739	9.858116	13.967644	15.690324	16.943428	17.96104	18.867605	19.889629	0.269523	0.529607	1.041843	1.977547	3.665847	7.464492	16.600373	19.600078	22.086337	1.942097	2.579763	4.214653	5.11342	5.793467	6.389609	6.876488	7.657819	0.229226	0.310928	0.532659	0.657503	0.761051	0.858085	0.942894	1.06629	-11.825153	2.381091	
15320000	11	-1.8919964389	5.013785722	100.5975633284	0.0792296187	3.1717407595	26.2788058875	6.57029	8.085536	9.727373	12.043019	16.357414	18.283081	19.46785	20.657372	21.492145	22.457029	6.203692	7.712051	9.603778	13.830335	15.609555	16.904882	17.942569	18.862874	19.945821	0.252378	0.497765	0.975347	1.873286	3.479973	7.169046	16.51447	19.737641	22.238264	1.802175	2.426019	4.016628	4.827293	5.51071	6.054316	6.649578	7.367899	0.20653	0.283396	0.491596	0.611902	0.711325	0.811008	0.884632	1.003087	-11.860905	2.374837	
15360000	11	-1.9652521258	5.0566926565	96.545548958	0.1686107389	3.1244155646	25.9765833393	6.59132	8.083557	9.79904	11.870909	16.244265	18.140712	19.294615	20.343278	21.309941	22.22149	6.396495	7.751926	9.7095	13.835925	15.636497	16.867709	17.880469	18.752959	19.87003	0.261779	0.52607	1.017753	1.953071	3.610944	7.423935	16.615983	19.566789	21.967604	1.927179	2.568667	4.193724	5.06127	5.726197	6.305815	6.832014	7.506213	0.228636	0.30946	0.533306	0.652699	0.75482	0.850905	0.928504	1.043194	-11.67021	2.338374	
15400000	11	-1.9505904947	4.9767306203	95.8773933086	0.0198115465	3.3550314194	25.3609033751	6.458987	8.022623	9.732237	12.003173	16.405871	18.158343	19.389465	20.335194	21.064083	22.05925	6.237936	7.715138	9.714686	13.863503	15.645983	16.835285	17.953615	18.604133	19.650539	0.256582	0.507877	1.002933	1.927849	3.540757	7.274726	16.367415	19.44069	21.897573	1.89628	2.543317	4.126995	5.033649	5.602769	6.2127	6.748412	7.446848	0.222954	0.301463	0.516226	0.639441	0.731256	0.826275	0.907951	1.032498	-12.860878	2.383398	
15440000	11	-1.9519174093	5.0634291256	97.6726072721	0.0590669847	3.1598013691	26.1911049716	6.50417	8.014625	9.679283	11.921891	16.248047	18.093854	19.512645	20.57688	21.361112	22.512638	6.264166	7.652653	9.706378	13.833831	15.701164	16.950366	18.043148	18.84968	19.983871	0.261492	0.517002	1.010871	1.931877	3.601185	7.360578	16.63392	19.624823	22.266013	1.917945	2.563826	4.171296	5.016813	5.658417	6.281082	6.821532	7.532201	0.222549	0.307108	0.523283	0.644875	0.742799	0.833895	0.92272	1.043192	-11.998589	2.38193	
15480000	11	-1.9518993459	5.0342129638	102.4185031975	1.9264500685	3.2467610977	26.2917279321	6.399233	7.976275	9.674265	11.969261	16.366742	18.254045	19.484951	20.667664	21.555845	22.482161	6.150021	7.637364	9.648731	13.750535	15.67885	16.943568	18.046813	18.814903	20.011548	0.250396	0.49432	0.974548	1.876118	3.473514	7.157317	16.495904	19.76914	22.231635	1.847899	2.46288	4.048788	4.8525	5.523321	6.105726	6.621844	7.330734	0.216126	0.292534	0.507009	0.621636	0.715699	0.804146	0.887924	1.00256	-12.623227	2.387787	
15520000	11	-1.9584375053	5.0133657554	100.6945094722	0.2037587888	3.2781206292	26.0196752697	6.443819	7.964177	9.676723	11.92128	16.447098	18.259926	19.499626	20.586715	21.377596	22.435825	6.199974	7.65563	9.689826	13.817612	15.708277	16.864418	17.992019	18.775268	20.009068	0.250368	0.4996	0.976644	1.894865	3.503686	7.163978	16.440089	19.555003	22.21295	1.843799	2.476531	4.085228	4.94459	5.511456	6.136503	6.705891	7.344085	0.217519	0.298144	0.506805	0.629639	0.716825	0.818434	0.89689	1.003629	-11.708213	2.38115	
15560000	11	-2.0790427941	4.978550697	100.139152419	0.0347324627	3.3779981452	25.2120650823	6.523261	8.026151	9.807843	12.051861	16.324045	18.087442	19.236438	20.358289	21.05429	21.893348	6.374909	7.811825	9.784903	13.901402	15.615444	16.788479	17.850632	18.501721	19.414119	0.25157	0.499391	0.971248	1.868635	3.463944	7.124031	16.260841	19.304102	21.681674	1.969472	2.622481	4.238847	5.015657	5.635865	6.15612	6.626932	7.254912	0.232442	0.314296	0.531133	0.649013	0.739742	0.823297	0.899203	0.976052	-12.530957	2.385763	
15600000	11	-1.8749117259	4.9363723063	95.8305322787	0.4134876019	3.3453107679	25.5669935193	6.522559	8.110599	9.831854	12.069228	16.488405	18.383885	19.539377	20.536096	21.250028	22.212453	6.200225	7.703896	9.708177	13.865244	15.615653	16.892802	17.943142	18.748353	19.74042	0.25675	0.505448	0.992494	1.904919	3.522637	7.250945	16.430831	19.591666	21.926787	1.812009	2.464166	4.030878	4.905433	5.544307	6.14393	6.694834	7.433361	0.209738	0.290046	0.497245	0.62265	0.713511	0.808352	0.896546	1.021552	-11.724718	2.381072	
15640000	11	-2.0060249519	4.9971138787	101.3091656712	0.2542476947	3.3761237957	25.8673969066	6.394524	7.977304	9.696895	12.017087	16.538208	18.380197	19.583911	20.632745	21.485204	22.467414	6.235603	7.789616	9.737544	13.94758	15.70084	17.011766	18.062272	18.888669	19.897921	0.251568	0.499506	0.970718	1.872716	3.482727	7.165132	16.45745	19.648848	22.135368	1.887941	2.536198	4.104757	4.948319	5.582447	6.163993	6.660654	7.313107	0.223882	0.303981	0.518404	0.633409	0.731834	0.820348	0.891053	1.007495	-11.766402	2.351099	
15680000	11	-1.9196974268	5.0378385722	98.7980106589	0.1374109704	3.1666483632	26.1748217995	6.468256	7.966815	9.717388	11.936196	16.315144	18.238973	19.486932	20.473759	21.379975	22.47716	6.248088	7.737332	9.74013	13.814109	15.635459	16.924898	17.968755	18.810167	20.037195	0.255578	0.50574	0.996636	1.910121	3.531906	7.260423	16.457504	19.622974	22.149973	1.838189	2.483786	4.054802	4.924213	5.598485	6.201808	6.738005	7.450048	0.215488	0.296114	0.505817	0.630563	0.727743	0.821086	0.906437	1.025305	-11.689842	2.370261	
15720000	11	-1.9186062328	4.9989542275	96.2452298842	0.0955026909	3.2860720428	25.940728177	6.495663	8.033412	9.733891	12.047693	16.456568	18.395438	19.626149	20.58488	21.528324	22.420118	6.294397	7.759273	9.765768	13.879838	15.738563	17.073163	18.113046	18.905374	20.057472	0.261146	0.518075	1.011105	1.940033	3.591344	7.360862	16.587442	19.736095	22.182015	1.880187	2.526656	4.11983	4.985235	5.672594	6.282073	6.808869	7.518743	0.217215	0.301103	0.520285	0.64029	0.73568	0.839885	0.918566	1.042577	-11.787694	2.374115	
15760000	11	-1.8058528426	4.9230963506	93.7620433626	1.6067426832	3.281817846	25.6989132128	6.625193	8.193153	9.914725	12.202808	16.554325	18.365587	19.593525	20.685956	21.256167	22.325588	6.21648	7.762614	9.714276	13.918915	15.655953	16.973096	18.034723	18.864281	19.889484	0.260027	0.51384	1.00371	1.927362	3.563541	7.332175	16.551688	19.620276	22.096156	1.771043	2.39346	3.973911	4.868812	5.530214	6.177091	6.767694	7.486725	0.203836	0.281671	0.490185	0.620268	0.714336	0.805957	0.908877	1.046668	-12.356584	2.369886	
15800000	12	-1.9385221052	4.9845436452	89.3566095563	4.0246510352	3.3267616724	25.6023505881	6.490274	7.976413	9.763667	11.987342	16.552218	18.237823	19.536637	20.517103	21.216224	22.282626	6.276602	7.747092	9.805238	13.829522	15.624801	16.948389	17.955813	18.830492	19.763457	0.259219	0.514844	1.01474	1.928157	3.579196	7.33909	16.416144	19.587407	21.995196	1.897669	2.546837	4.141575	5.001962	5.636975	6.267572	6.775839	7.481459	0.222159	0.303447	0.519702	0.643799	0.737763	0.830414	0.923079	1.042444	-13.273818	2.388765	
15840000	12	-1.8759493487	4.9342332794	89.1226206137	13.6994363427	3.3063395599	25.1418170175	6.625643	8.174492	9.909484	12.12709	16.387693	18.130928	19.292769	20.216143	21.027865	22.02296	6.339081	7.789325	9.815338	13.940884	15.621364	16.801512	17.884646	18.567709	19.539574	0.263833	0.507903	1.027093	1.968082	3.613901	7.372359	16.510495	19.369019	21.728594	1.860641	2.488671	4.136878	5.047535	5.65495	6.300739	6.836189	7.573259	0.218675	0.297591	0.517042	0.638047	0.747884	0.842705	0.927775	1.05343	-14.970376	2.389768	
15880000	11	-1.8332247946	4.9663574223	90.8457779676	0.4010278302	3.3040191878	25.4453584651	6.483349	8.002626	9.731353	12.037415	16.404278	18.224387	19.405656	20.346538	21.186173	22.100027	6.198115	7.666938	9.635663	13.87988	15.635952	16.866401	17.983727	18.839111	19.915173	0.265144	0.526718	1.031119	1.976281	3.623678	7.410298	16.454946	19.639203	22.050356	1.830369	2.460663	4.087607	4.965731	5.641467	6.259072	6.857171	7.637312	0.210999	0.291037	0.511525	0.638105	0.738406	0.839338	0.924643	1.069024	-11.624422	2.380577	
15920000	11	-1.994128426	4.9975058448	101.8912215405	0.2046621422	3.279318081	25.9973999446	6.531298	8.124526	9.761089	12.112264	16.419916	18.303745	19.523448	20.542524	21.39711	22.317954	6.312046	7.824184	9.794952	13.921765	15.657696	16.908445	17.938162	18.825162	19.769592	0.251261	0.496889	0.982205	1.879146	3.449309	7.129805	16.477888	19.605342	22.266087	1.910101	2.530518	4.092467	4.951935	5.558935	6.139145	6.664965	7.34227	0.221443	0.299589	0.516418	0.631605	0.72079	0.81025	0.889021	1.000391	-11.756791	2.387745	
15960000	11	-1.9626180515	5.0975210195	95.7843062144	0.6507786844	3.1456805585	26.209055172	6.417798	7.964863	9.556921	11.839307	16.236347	18.066055	19.335468	20.432495	21.288396	22.378633	6.276057	7.70883	9.682441	13.859958	15.728873	16.963535	18.105632	18.855094	20.04143	0.268484	0.51339	1.033928	1.991268	3.662775	7.498515	16.709184	19.706407	22.057887	1.962175	2.605191	4.265979	5.096334	5.781242	6.388336	6.910197	7.624765	0.230056	0.315936	0.540282	0.661931	0.766721	0.858984	0.945384	1.064279	-11.849137	2.371895	
16000000	11	-1.9919765553	5.1123158142	101.2466324713	0.4265241178	3.0707213483	26.5594929484	6.4776	8.002505	9.626598	11.785089	16.201378	18.17455	19.349815	20.539418	21.400629	22.576699	6.242552	7.669075	9.667717	13.791954	15.48325	16.905376	17.915723	18.860764	20.131978	0.257661	0.511548	0.990069	1.911428	3.549366	7.304751	16.666182	19.67398	22.182942	1.910851	2.55386	4.13277	4.988464	5.658529	6.237527	6.806385	7.509612	0.227162	0.309274	0.525519	0.645681	0.746487	0.826446	0.909944	1.037373	-11.764995	2.388685	
16040000	11	-2.1353005193	5.0305446895	106.1556027997	0.0783611355	3.2634159157	26.179151939	6.525272	8.072409	9.883141	12.195928	16.495654	18.419194	19.538308	20.659145	21.502295	22.416925	6.436083	7.864142	9.94614	14.030964	15.795558	17.101363	18.155587	18.961331	19.914429	0.249132	0.494424	0.968719	1.853364	3.44512	7.118421	16.473567	19.686435	22.309959	2.014042	2.653528	4.239103	5.071042	5.609072	6.199863	6.671938	7.254551	0.239538	0.321128	0.531673	0.647898	0.744076	0.820302	0.89035	0.988833	-12.111355	2.389777	
16080000	11	-1.8935734397	4.9874256732	93.9414349115	0.0435338926	3.2406246731	25.5672462994	6.468163	8.072966	9.854832	11.953844	16.3501	18.24734	19.377406	20.368554	21.160524	22.250094	6.304341	7.749357	9.764894	13.870815	15.509249	16.883836	17.920556	18.737821	19.778706	0.262946	0.517409	1.020975	1.954802	3.596468	7.342408	16.534825	19.503131	22.049162	1.857201	2.498782	4.131071	5.01119	5.668189	6.260178	6.800472	7.544836	0.215643	0.29675	0.508139	0.642534	0.744002	0.837553	0.927604	1.050774	-12.15037	2.380114	
16120000	11	-1.8435795319	4.966385865	92.4388572724	0.0254187261	3.3023054696	25.409688821	6.512745	8.051136	9.73071	12.065587	16.427221	18.115521	19.407012	20.290419	21.210716	22.017916	6.16041	7.652836	9.609617	13.769022	15.545169	16.868961	17.926699	18.647705	19.708059	0.264071	0.519803	1.017608	1.938978	3.594625	7.310107	16.481432	19.428043	21.814315	1.810319	2.464291	4.065255	4.914131	5.625283	6.229818	6.79639	7.527164	0.210182	0.289895	0.502642	0.630322	0.727505	0.824893	0.918354	1.04647	-12.521134	2.389731	
16160000	11	-1.8333466492	4.959992069	95.2305361715	0.1402884094	3.2358572889	25.9372283393	6.628849	8.19015	9.927166	12.194497	16.618654	18.420898	19.589833	20.569476	21.376044	22.319561	6.203064	7.719062	9.733732	13.787602	15.724983	16.97195	18.148085	18.876492	19.91176	0.258173	0.512311	1.005583	1.922343	3.569666	7.295071	16.629796	19.60623	22.241478	1.793296	2.418482	4.002004	4.887241	5.572644	6.184487	6.72996	7.52058	0.20894	0.285357	0.497127	0.623673	0.726113	0.819461	0.914788	1.027806	-11.632704	2.384903	
16200000	11	-1.8887232086	4.9401335527	96.8803924836	1.3488292926	3.3614669644	25.6672040743	6.502524	8.107657	9.85641	12.058041	16.518882	18.381956	19.687228	20.560029	21.43358	22.322814	6.245794	7.638303	9.782465	13.87992	15.763848	16.996741	17.93957	18.863195	19.765734	0.254723	0.502645	0.991272	1.899138	3.542127	7.190732	16.469456	19.537494	22.099341	1.817311	2.442795	4.06174	4.855761	5.523108	6.13985	6.70007	7.423482	0.211112	0.290256	0.498817	0.618865	0.720729	0.80937	0.891898	1.019761	-12.308081	2.342901	
16240000	11	-1.92648645	4.9431987589	94.9094004739	0.3590361239	3.3293915096	25.4608719364	6.552406	8.168573	9.879991	12.220021	16.582937	18.306701	19.457715	20.531762	21.255594	22.092253	6.317639	7.800511	9.880309	13.921764	15.76631	16.961255	18.080351	18.740754	19.723384	0.259596	0.514915	1.009684	1.932561	3.579842	7.323377	16.537742	19.509765	22.057903	1.865296	2.529718	4.192954	4.985845	5.660521	6.24016	6.738834	7.479155	0.22113	0.301259	0.517346	0.635138	0.740331	0.832526	0.923279	1.035672	-11.725014	2.363427	
16280000	11	-1.9378145981	4.9698601162	95.9584017666	3.0649353301	3.3683541705	25.5186643336	6.492981	8.110269	9.805395	12.08298	16.393172	18.328423	19.470527	20.554725	21.282255	22.217204	6.259361	7.723883	9.816678	13.902236	15.799032	16.923955	17.91379	18.691039	19.74506	0.259647	0.510312	1.005129	1.933079	3.552967	7.265698	16.463769	19.538045	22.0585	1.891451	2.49882	4.142376	4.971067	5.578929	6.270325	6.792871	7.468601	0.221884	0.302196	0.517177	0.640002	0.742514	0.833503	0.914089	1.035186	-13.046404	2.378559	
16320000	11	-1.9492268503	4.9291380171	100.5432215315	0.7160076205	3.3584374734	25.8823312373	6.543337	8.109461	9.990473	12.205075	16.669986	18.601763	19.839867	20.681723	21.532245	22.381747	6.307804	7.793304	9.865026	14.009624	15.833276	17.106743	18.051023	18.923695	19.931375	0.252256	0.494586	0.973159	1.882726	3.478186	7.211191	16.458315	19.490337	22.272909	1.862169	2.489886	4.099911	4.915548	5.53491	6.165325	6.668486	7.321723	0.214793	0.294451	0.505848	0.624926	0.717003	0.80764	0.888214	1.004984	-12.017668	2.38224	
16360000	11	-1.9016320341	4.9700921151	94.6270268738	0.1008445183	3.1579723324	25.6636409184	6.721022	8.256748	9.967823	12.122132	16.398585	18.283615	19.374129	20.458856	21.230679	22.187197	6.372206	7.883237	9.886707	13.94417	15.69883	16.864781	17.95127	18.695884	19.782796	0.261898	0.520155	1.016551	1.94017	3.586196	7.269083	16.496509	19.398146	22.005297	1.871943	2.523268	4.137687	4.950413	5.642261	6.241303	6.811414	7.473344	0.217303	0.298552	0.516637	0.635127	0.741769	0.839465	0.928618	1.040775	-11.763691	2.361222	
16400000	11	-1.9147200405	5.0293821	98.4305249403	0.1372679774	3.1394637331	26.2047676692	6.634853	8.126513	9.850807	12.040943	16.448435	18.168131	19.455509	20.651465	21.349547	22.577526	6.299854	7.759983	9.60332	13.788578	15.577668	17.012722	17.914717	18.898181	19.991493	0.256906	0.509686	0.996611	1.925398	3.570647	7.295098	16.571031	19.747077	22.148377	1.857532	2.489815	4.091238	4.925223	5.622829	6.22505	6.746312	7.469514	0.215153	0.294893	0.511888	0.633886	0.732675	0.824099	0.912594	1.028037	-11.68634	2.383165	
16440000	11	-2.0353691509	5.0679794689	105.3430492494	0.0532497221	3.0037171218	26.4881060496	6.721078	8.203303	9.832221	11.969286	16.297956	18.084307	19.395791	20.381977	21.250563	22.334877	6.436181	7.898166	9.80534	13.810706	15.48596	16.824871	17.873087	18.747002	19.788188	0.250337	0.495308	0.969511	1.867043	3.456297	7.096023	16.429982	19.527212	22.220905	1.914315	2.546642	4.13752	4.922526	5.587392	6.131978	6.625601	7.273437	0.222083	0.306735	0.512832	0.63442	0.723799	0.811665	0.882263	0.98956	-12.184409	2.365481	
16480000	11	-2.0242066217	5.0556889035	102.3387907517	4.5833259727	3.2073530559	26.0993085854	6.436017	7.95038	9.713882	11.869138	16.338107	18.254376	19.377927	20.470258	21.31964	22.311679	6.257356	7.72009	9.699741	13.81103	15.683521	16.819108	17.917	18.779184	19.871765	0.253421	0.498116	0.976647	1.87318	3.500084	7.183028	16.466446	19.548487	22.154012	1.920143	2.576707	4.155038	4.95318	5.652092	6.166821	6.682574	7.352053	0.225357	0.304947	0.516615	0.636506	0.73418	0.817644	0.896713	1.004038	-13.568555	2.370107	
16520000	11	-1.9790976568	5.0055827181	97.2843141051	0.2944019748	3.2586206212	25.6730366788	6.539571	8.072284	9.822341	12.004548	16.377447	18.228455	19.382127	20.364378	21.241133	22.205629	6.313988	7.815095	9.78857	13.868494	15.589226	16.850144	18.003328	18.6931	19.730764	0.259346	0.511167	1.002867	1.932024	3.554884	7.265416	16.41194	19.525662	22.000432	1.898538	2.587116	4.181183	5.025858	5.701626	6.228983	6.761574	7.405553	0.226268	0.30857	0.520889	0.650129	0.744267	0.834155	0.921333	1.029488	-11.719887	2.386539	
16560000	11	-1.9593796339	5.0713010544	99.9688068825	0.0379299917	3.1305042986	26.3842286806	6.501683	7.969625	9.699326	11.937549	16.322514	18.177824	19.53511	20.471242	21.378071	22.443735	6.289513	7.6767	9.71474	13.867133	15.619163	17.017964	18.044503	18.901991	19.987279	0.257896	0.508337	0.997185	1.920594	3.56976	7.311532	16.608936	19.760543	22.349503	1.885956	2.569118	4.121762	5.000671	5.621129	6.216867	6.768863	7.470533	0.219012	0.307433	0.513986	0.647182	0.736603	0.824971	0.918802	1.03279	-12.291408	2.355851	
16600000	11	-1.9902359639	5.0550452982	99.7516237938	0.9081761766	3.1260837905	26.177232073	6.593622	8.114842	9.786707	11.973471	16.33563	18.146566	19.395974	20.550692	21.318526	22.343803	6.300493	7.805115	9.868542	13.822797	15.594786	16.936638	17.976523	18.804256	19.894553	0.257569	0.509258	0.997666	1.926039	3.558403	7.28095	16.557353	19.514623	22.116234	1.926894	2.586924	4.176084	5.011689	5.652255	6.230517	6.751414	7.463157	0.225482	0.305808	0.525017	0.646431	0.742837	0.833238	0.916898	1.028263	-12.091287	2.350185	
16640000	11	-1.9359013557	5.0191480774	97.1807321924	0.6874344376	3.3458627227	25.956371541	6.308938	7.923995	9.663234	11.911211	16.511926	18.280162	19.597345	20.686154	21.489033	22.37766	6.194587	7.703042	9.640417	13.891398	15.745209	16.976719	18.080856	18.965605	20.00251	0.259887	0.515444	1.007646	1.94706	3.579684	7.33971	16.641607	19.79015	22.229733	1.87878	2.538836	4.1403	5.034216	5.661918	6.258953	6.810283	7.498803	0.219628	0.298987	0.518537	0.640618	0.741597	0.837778	0.915021	1.037282	-11.906276	2.377397	
