State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	chiSquared	
4540000	5	-4.0145709322	1.7742229386	16.1754984803	1.4355596414	2.9412937152	125.2842640583	19.56795	16.435002	14.080554	30.011578	25.599616	22.451481	39.65792	34.46503	30.307074	48.555155	42.593769	60.473976	54.086448	48.58863	75.122103	68.506971	63.803947	98.609399	94.400891	90.716377	-10.11104	4.487061	
4550000	5	-4.0243683894	4.576226305	19.7761845829	1.4862476789	2.5529179295	126.0675809872	19.631057	16.432015	14.189822	30.384268	25.447031	22.720987	39.768202	34.164246	30.565644	48.661496	42.594455	60.892282	54.041468	49.214367	74.986186	68.720157	63.953248	99.698466	94.79133	90.239645	-11.237559	4.568739	
4560000	5	-4.0421910535	3.1794504025	22.0207860737	1.4926672754	1.8854659433	127.5315832371	19.331828	16.318656	14.074439	30.105693	25.581238	22.734	39.510198	34.295793	30.265842	48.989053	42.667513	60.618522	54.120541	49.105577	75.171805	69.027031	63.984189	99.673834	95.64087	91.635167	-10.261335	4.54909	
4570000	5	-4.0694699531	2.2866763963	31.6349879259	1.6536025672	2.1848008103	128.2016161757	19.443437	16.393835	14.134535	30.062968	25.671893	22.498765	39.446193	34.446497	30.413271	48.387463	42.767678	60.933232	54.490497	49.489429	75.939482	69.552793	64.556568	100.872698	95.568668	92.15933	-10.410324	4.533826	
4580000	5	-3.9427466516	4.3300998019	28.151427883	1.6992907187	0.1637293561	125.7885783517	19.356667	16.086406	13.8421	30.034854	25.348344	22.031304	39.487442	33.959383	30.065114	48.234965	42.327002	60.217466	53.535368	48.322302	74.876049	68.557199	63.356378	98.770924	94.017008	90.329987	-11.206144	4.625785	
4590000	5	-3.8986758817	0.7643828566	24.8977446601	1.7501195846	2.6929837174	124.9831912007	20.006578	16.463532	14.163915	30.746383	25.732458	22.73899	40.032565	34.622814	30.440134	49.743102	42.785691	61.087091	53.988871	49.165319	75.300675	68.950611	63.569507	99.482543	94.611881	90.221502	-11.063417	4.614764	
4600000	5	-3.9746049162	4.7796924295	29.1212463603	1.722675029	2.8127386802	127.8405785833	19.717226	16.519596	14.098537	30.614695	25.89695	22.657333	39.731019	34.534198	30.288324	49.134759	42.809763	61.290708	54.409033	49.716983	75.957812	69.15838	64.436746	100.51137	95.972144	90.944618	-11.76189	4.621048	
4610000	5	-3.9620993617	4.2049162667	31.2322700681	1.8268210568	2.5077153654	125.1879579839	19.877667	16.60656	14.265507	30.51434	25.682667	22.634738	40.102855	34.260863	30.338314	48.857279	42.960618	60.915646	54.189249	49.349851	75.437583	68.556243	63.628703	98.98866	94.356716	90.196573	-11.197273	4.560743	
4620000	5	-3.8878339573	2.4610244651	35.3124523196	1.9286586899	1.855799197	127.2441679963	19.424539	15.993981	13.639483	30.077508	25.206285	22.019759	39.61642	33.644114	29.499854	48.56604	42.157523	60.732577	53.659589	48.667997	75.057977	68.578283	62.967699	99.850767	95.000667	90.39546	-10.523871	4.613626	
4630000	9	-3.8947477544	-0.5982011604	39.2710763492	2.0110274637	2.3257897569	129.4068956399	19.380111	15.911836	13.798219	29.936592	25.184783	21.835539	39.534901	33.582583	29.524058	48.476485	42.025895	60.799846	53.319371	48.566142	74.96971	68.346007	62.730569	100.187656	94.720118	90.485241	-13.931816	4.618844	
4640000	5	-3.9823323823	-0.2440139922	43.7683099732	2.0744512758	2.6556165775	127.9875818545	19.522453	16.311908	14.036652	30.39679	25.505023	22.229022	39.848427	34.334048	30.02145	48.775833	42.355952	60.55177	54.13979	49.11825	75.552656	69.378476	63.815748	100.570764	95.336399	91.627581	-12.781207	4.433615	
4650000	5	-4.0687237738	4.4620287808	47.5277057872	1.9775075749	0.8508535656	130.7581415249	19.117725	16.048915	13.949964	29.795999	25.406306	22.351225	39.412803	33.653019	30.31981	48.371607	42.22596	60.615671	54.228462	49.391826	75.718692	69.268163	64.586659	101.9472	96.67163	92.644248	-11.851408	4.605692	
4660000	5	-4.1289580584	3.5800018947	46.1342634774	1.9983252798	1.6060719264	126.2320594945	19.362382	16.395605	14.392974	29.918591	25.798604	22.764827	39.615488	34.441131	30.589293	48.608272	42.639547	60.272683	54.204603	49.56535	75.103439	69.167295	63.870227	99.243449	94.921646	91.388551	-11.090352	4.614741	
4670000	5	-4.0307330851	2.5074684685	45.9760946122	2.1243188076	3.129346693	126.9497584018	19.496374	16.273469	14.078296	30.24705	25.587575	22.481331	40.03992	34.375668	30.2488	48.668988	42.640402	60.879774	54.29084	49.565976	75.596913	69.090075	64.095014	100.133362	95.411965	91.389927	-10.801974	4.606197	
4680000	5	-3.7659268379	2.1895303726	5.6167883873	1.472240448	0.4373552501	127.5164413452	20.4256858826	16.5256919861	13.9502487183	31.1170883179	25.8197345734	22.408082962	40.8304252625	34.3373298645	30.2034244537	50.1960945129	43.0946731567	62.4944190979	54.3837738037	48.9951019287	76.8687896729	69.1856002808	64.3552780151	100.8486404419	95.4169540405	91.208656311	-9.83403	4.621842	
4690000	5	-3.7137629148	3.7179794344	4.9868010312	1.4654965407	1.0308918173	128.3711215285	19.9396228906	16.311922625	13.6139272809	30.9313116779	25.2922512251	21.9821364124	40.3482863334	34.1268940205	29.5097788883	49.9832091066	42.7107477488	61.9885194901	54.0806125914	48.1325815036	75.9911667952	69.1378411315	63.6559629336	101.0121218796	95.3419220406	91.2317802434	-10.211345	4.554768	
4700000	5	-3.7446550918	2.7916300605	6.5166180438	1.4658078355	1.1800506464	129.0415157288	20.0812020981	16.0913793741	13.6799489111	30.8300800717	25.2549468177	22.0988404661	40.4742735172	34.138864085	29.6092901779	49.6932471947	42.6230619483	61.9023922494	53.6493403451	48.5403297677	76.7371285632	68.9768002201	63.4813892124	101.2146454546	95.9893184098	91.0749071991	-9.836872	4.624646	
4710000	5	-3.7928046189	2.4727296001	9.6229084163	1.4659617927	1.4943307979	127.8534424223	19.6453276327	16.1500449181	13.7097327938	30.3364933316	25.2314342536	21.8118796344	39.9114000424	33.778727963	29.4642939782	49.1889902479	42.1846961905	61.4748859688	53.6248014246	48.22132027	75.9659805429	68.40886859	63.6112663186	100.6849785009	95.535385194	90.7688626755	-9.839855	4.505013	
4720000	5	-3.8083429337	1.9633136427	11.9480314724	1.4604472374	2.2120399475	130.1786864662	19.440339	16.006969	13.678612	30.112142	25.200456	21.69902	39.479701	33.587869	29.404036	48.762788	41.846036	61.325208	53.465152	48.366061	76.184068	68.619326	62.856528	101.007055	95.564795	91.281545	-9.978491	4.599015	
4730000	5	-3.8660478443	1.2503472122	11.5515470332	1.4732337263	2.0698822356	127.5509119605	19.931255	16.404193	14.068619	30.438277	25.677347	22.2972	40.346776	34.197763	30.165594	49.158605	42.646344	61.520473	54.702897	48.876458	76.451696	69.298133	64.035919	100.551355	95.918692	91.354336	-10.308749	4.503244	
4740000	5	-3.8507450053	1.4815426875	6.8930783186	1.3505047611	1.1992691221	128.3096315691	19.40533	15.861993	13.576462	29.851657	24.874159	21.860418	39.314096	33.461503	29.096712	48.234736	41.816959	60.549243	52.743489	47.906102	75.44902	68.077002	62.76708	100.132512	94.580586	90.323785	-10.049913	4.619497	
4750000	5	-3.8807647908	1.7951801828	2.3013934105	1.2776128509	2.282379018	129.2002115574	19.32396	15.840144	13.650275	29.942959	25.153047	22.041723	39.869322	33.693898	29.42382	48.782608	41.833724	60.561857	53.202194	48.508806	75.922384	68.999979	63.250176	100.67529	95.311219	91.663875	-10.044042	4.592489	
4760000	5	-3.8304513277	2.1528841988	0.4358141086	1.3306545227	1.4246192666	125.1113171622	20.006032	16.24661	13.85888	30.633487	25.733524	22.036078	40.104941	34.360362	29.832612	49.133028	42.198883	61.303922	53.747225	48.590199	75.883118	68.045606	63.231795	98.769162	94.354973	90.010536	-10.906724	4.563408	
4770000	5	-3.7800764366	3.451653197	0.8551389066	1.3704047774	1.9317212498	126.4167919621	20.066782	16.289753	13.92149	30.809624	25.836333	22.239316	40.455155	34.303611	30.092653	49.648418	42.452109	61.367594	53.925678	48.488829	76.283374	68.948872	63.040154	99.733663	94.977029	90.663528	-10.63435	4.618674	
4780000	5	-3.8558326202	2.3985220463	4.0509900612	1.3657960643	0.8851737469	126.4700896707	20.002517	16.163605	13.859424	30.767427	25.665996	22.137518	40.449454	33.91946	30.239422	49.475374	42.727561	61.163988	54.095391	48.945476	76.202374	69.221357	63.552414	99.555107	94.89126	90.977673	-9.794114	4.567653	
4790000	5	-3.8026091549	3.3113201281	4.7568858612	1.3822655418	2.984371906	126.8761323757	19.557225	16.029155	13.683572	30.620593	25.314851	21.779376	40.025376	33.666241	29.424688	48.945294	42.104332	61.102877	53.491807	48.341917	75.078873	68.322905	62.845089	99.242466	94.856938	90.721554	-9.951279	4.513839	
4800000	5	-3.881089009	4.4853598921	3.6829944897	1.3334342733	2.6001647758	127.7249339779	19.791896	16.348018	13.987687	30.677426	25.445187	22.424946	40.276916	33.953774	30.049304	49.295234	42.608061	61.376173	54.397738	48.738304	76.181905	69.374584	64.095603	101.308517	95.393534	91.38296	-10.87309	4.553048	
4810000	5	-3.8964860503	1.7729541847	3.389631325	1.318046133	1.0190268806	126.9641696824	19.64888	16.259409	13.995682	30.486552	25.675815	22.204827	39.987891	34.293677	30.416813	49.259233	42.29161	60.967393	54.241319	48.846122	75.530723	69.073677	63.220249	99.841092	95.157677	91.155151	-9.954054	4.596701	
4820000	5	-3.862366714	2.5882434547	0.9945629452	1.2942457883	1.4886604774	126.2270086487	19.583746	16.084894	13.784496	30.185452	25.271129	22.132057	39.843063	34.076082	29.72437	48.708848	42.083656	60.555807	53.189253	48.349849	74.949524	68.253991	63.096003	99.200354	93.867651	89.937742	-10.273396	4.605843	
4830000	5	-4.0141721131	4.9001974908	0.7276369301	1.236374698	3.110848373	126.8921031618	19.851528	16.491801	14.245181	30.662206	26.02874	22.780051	39.840752	34.765602	30.975887	49.340131	43.248086	61.009925	54.496142	49.724064	75.876851	69.609123	64.349259	100.473225	95.677649	91.953172	-12.045734	4.616976	
4840000	5	-3.9694196928	1.8363185129	1.1629677472	1.222705369	3.3319304315	128.5919562059	19.457042	16.007478	13.691049	29.974305	25.35699	22.299004	39.514079	34.024431	29.893532	48.641642	42.345679	60.693088	53.569937	48.921638	75.55914	69.247254	63.694207	100.897101	95.440779	90.844128	-10.312781	4.609751	
4850000	5	-4.0829837275	0.0671920775	4.0833078086	1.2282827518	0.8789756711	128.6913056267	19.71012	16.49807	14.295151	30.304893	26.044661	22.836205	39.707447	34.695403	30.891764	48.984569	42.920396	61.14774	54.896149	50.03967	75.951894	70.112102	64.592935	100.506103	96.453176	92.217384	-11.401227	4.614959	
4860000	5	-4.0886425093	2.8370168593	6.2989139301	1.2059352105	2.5693110475	128.2953209325	18.997611	15.988347	13.915656	29.262515	25.359756	22.284456	39.275819	33.696771	29.991777	47.90296	42.279222	59.779228	53.55461	48.689325	75.000142	68.062739	63.846031	99.404784	95.233956	91.68636	-9.786679	4.580047	
4870000	5	-3.9347444096	2.4240839204	0.023128319	1.2375207258	2.5325478906	125.4645475249	19.455484	16.134714	13.894833	30.183244	25.601339	22.088548	39.377679	33.962217	29.802123	48.330252	42.068655	60.388334	53.497743	48.498063	75.408325	68.289132	63.187417	99.235561	94.45702	90.06381	-14.77165	4.624939	
4880000	5	-3.9952560969	1.8792495489	1.3368508991	1.2078428478	1.464383753	130.0662577049	19.366433	16.059937	13.787431	29.827583	25.298681	22.071726	39.728567	34.265558	29.970734	48.673501	42.757885	60.788669	54.113141	49.344491	76.205637	69.365955	64.303329	101.278	95.83562	92.542251	-10.239251	4.601677	
4890000	5	-4.0494460491	2.5874921363	3.3734893892	1.2444624946	2.7484420533	126.4091169305	19.807475	16.530738	14.236102	30.441994	25.896734	23.000842	39.829537	34.617912	30.984824	48.944819	43.009427	60.996642	54.620921	49.704139	75.37029	69.217159	64.25921	99.562498	95.114042	91.296801	-9.811739	4.595228	
4900000	5	-4.0222737984	3.4182280184	6.2347529189	1.3038867152	2.1041790214	123.4376979318	19.691234	16.477915	14.429095	30.020006	26.10355	22.557029	39.768299	34.544689	30.510058	48.60459	42.713879	60.161618	53.884897	49.07782	74.409409	68.361715	63.908662	98.000418	94.033549	89.838764	-9.970451	4.541826	
4910000	5	-4.0162480237	2.8835747786	9.8836549754	1.335256061	1.5710874174	126.9316400991	19.553232	16.388936	14.226164	30.306416	25.756934	22.638081	39.993025	34.341031	30.621955	48.746961	42.75517	60.982373	53.885835	49.067868	75.610937	69.267833	64.407435	99.91037	94.992681	91.261729	-9.862128	4.545356	
4920000	5	-3.9532900215	1.5506552011	0.558046992	1.245761994	1.9278419423	128.039416124	19.653577	16.239219	14.187793	30.530812	25.664849	22.354027	39.917067	34.123503	30.023136	48.896181	42.759809	60.943483	54.135836	49.303257	75.817817	69.23018	63.615358	100.547799	95.71787	91.2086	-10.927307	4.554253	
4930000	5	-3.9607828833	2.3306018497	3.8508050814	1.2656033064	1.5172287862	126.0675392331	19.256218	16.139446	13.917848	29.893877	25.181439	22.311045	39.428671	34.006201	29.740586	48.412062	42.348011	60.401965	53.08539	48.10765	74.767567	68.587078	62.986151	98.897275	94.403704	90.537008	-9.775742	4.601933	
4940000	5	-4.0377860757	2.4522695733	1.8882243081	1.1924637516	1.4585256524	128.074182854	19.229143	15.986552	13.999279	29.835879	25.363969	22.116952	39.505015	33.929684	30.126219	48.188735	42.269338	60.322288	53.856646	48.89846	75.006895	69.1129	63.863594	99.670843	95.334636	91.366614	-9.965859	4.513712	
4950000	5	-4.1179527665	2.9596922258	3.9752046706	1.1865578502	0.1889309505	127.8007989861	19.321688	16.261081	14.196639	29.880014	25.556287	22.617648	39.221437	33.893308	30.426983	48.428729	42.681767	60.541116	54.502283	49.762507	75.354972	68.923783	64.012579	99.788197	95.499445	91.525029	-9.841801	4.602894	
4960000	5	-4.1596620592	2.6625779172	1.1068739674	1.1220888819	3.0002629735	129.5603560531	18.920608	16.199598	14.097239	29.460534	25.336813	22.378805	39.063508	33.83587	30.34906	47.824955	42.669782	60.166499	53.870505	49.521669	74.655071	69.299807	64.681244	100.625942	96.205363	92.244588	-10.242029	4.496442	
4970000	5	-4.1697473456	2.8848706642	0.9743606117	1.1389710658	0.621660602	125.0322881398	19.278606	16.21007	14.19345	29.514413	25.668121	22.746966	39.002607	34.26226	30.343282	47.950291	42.814481	59.961394	53.84891	49.230264	74.171414	68.728874	64.039797	98.17501	93.954364	90.678832	-10.317855	4.605042	
4980000	5	-4.0915355696	1.4793820878	1.4895113714	1.179200865	2.3774644284	125.4211103781	19.283334	16.344353	14.190758	29.723755	25.5889	22.641049	39.149343	34.13578	30.483243	48.174887	42.289375	59.862638	53.486482	49.044527	74.617447	68.478155	63.307874	98.511559	94.07582	90.576986	-10.332117	4.59592	
4990000	5	-3.9320740896	-0.325440336	0.3880276241	1.2669701463	2.4698433665	126.5358074149	19.816689	16.401743	14.020047	30.504058	25.70213	22.271838	40.345031	34.50866	30.43183	49.341828	42.94079	61.178178	54.193139	49.297842	75.78142	68.958216	63.77289	99.84146	94.662601	91.479767	-13.13823	4.559984	
5000000	5	-4.0087882776	2.6169287384	2.4005231215	1.2044227949	0.4085993389	131.2000833913	19.285058	15.955231	13.799774	29.863055	25.368387	22.176507	39.325816	33.758304	30.048833	48.659867	42.494051	60.922107	53.741971	48.880781	76.24719	69.33644	63.815303	101.966928	96.789549	92.554648	-9.915019	4.623611	
5010000	5	-4.1205570196	0.9117763523	1.835647543	1.1572815545	2.2806406057	126.8036908421	19.04357	16.106865	14.068434	29.476937	25.474915	22.554627	38.8035	34.163739	30.339723	48.037531	42.092032	59.87627	54.041077	48.948697	74.493122	68.801549	63.599663	98.791342	94.857651	91.65446	-10.652785	4.58795	
5020000	5	-4.1813921663	1.009874859	2.4844744909	1.1385955658	1.1028027229	128.8134786729	19.165209	16.094745	14.290636	29.603707	25.798866	22.813228	39.26854	34.349212	30.636818	48.114073	42.509931	60.098092	54.222194	49.843686	75.02993	69.219387	64.800806	100.156308	95.94545	92.42775	-10.496289	4.570111	
5030000	5	-4.1640528798	1.5487012126	2.9635065733	1.1421062958	1.3768994093	128.5606000049	19.074189	16.227596	14.106954	29.524659	25.479556	22.418908	39.006744	34.037045	30.556559	48.015103	42.314246	60.419657	54.046891	49.32185	75.232169	68.857778	64.255458	100.046652	95.800466	91.58951	-10.085774	4.601914	
5040000	5	-4.1734823844	2.665088389	2.3137484624	1.108186562	2.3299242785	129.0439632514	18.769655	15.824855	13.787371	29.129395	24.967504	22.185076	38.611154	33.251185	29.945071	47.703409	41.772978	59.363467	53.442987	48.670297	74.710254	68.443129	63.793672	99.398069	95.396846	92.126262	-9.907696	4.60049	
5050000	5	-4.2222429796	3.874615474	0.6630567933	1.118803127	1.0957838085	124.512145631	19.268005	16.506034	14.495185	29.808591	25.756767	22.892688	38.968211	34.240799	30.8219	48.293944	42.501657	59.74593	53.784525	49.802782	74.175958	68.626751	64.108575	97.791859	93.911967	90.907952	-11.047565	4.560455	
5060000	5	-4.1124719765	2.8681618518	0.3411319522	1.1453216262	2.470764883	127.2737090604	19.109229	16.232584	13.982287	29.780434	25.397997	22.41331	39.117782	34.101124	30.339514	48.160788	42.597897	60.11338	53.808306	49.270776	74.796515	68.578341	63.884451	99.181899	94.836609	91.394078	-11.129018	4.589954	
5070000	5	-4.0610614136	6.6309170953	3.6690005677	1.185965645	1.3253078919	130.0643617158	18.975778	15.87711	13.75999	29.542055	25.082674	22.047481	38.950966	33.614796	29.796046	48.187063	42.083695	60.115862	53.827713	48.80202	75.302683	68.629032	63.7332	100.802952	95.948616	92.533465	-14.414734	4.56721	
5080000	5	-3.9468260267	0.80443794	0.3726531937	1.2062620113	2.6729322059	130.7341308189	19.11389	15.976264	13.612121	30.074753	25.246779	22.186698	39.381111	33.601343	29.474815	48.580003	41.880292	60.960983	53.558867	48.66807	75.678017	69.097048	63.931766	101.635948	96.705119	92.331613	-11.806933	4.528204	
5090000	5	-3.9384118562	2.9639573884	4.0619406339	1.2922098703	0.8260259229	126.4927435565	19.5393	16.204395	13.918711	30.184914	25.373339	22.240164	39.678736	34.128586	30.015451	48.681789	42.624488	60.560067	53.644566	48.482185	75.486826	68.373578	63.284028	99.646313	94.135688	90.637161	-9.830591	4.629262	
5100000	5	-3.8732808259	2.203867912	2.9465917911	1.3399479994	1.3205383413	124.4568316026	19.836788	16.41077	14.082854	30.828604	25.583485	22.252859	40.285074	34.28807	30.029665	49.196328	42.284337	60.487589	53.732069	48.560382	75.268278	68.879911	63.324926	99.08389	93.855351	90.211901	-9.848415	4.509279	
5110000	5	-4.0575742872	1.6788402068	8.805673562	1.2937628731	0.3115304754	127.0216628694	19.319706	16.420203	14.172676	30.029889	25.616063	22.626387	39.7077	34.428073	30.442854	48.734753	42.730306	61.060652	54.321792	49.595617	74.946385	68.91449	64.184677	100.161366	95.130268	91.62464	-9.98146	4.60031	
5120000	5	-4.0465551724	3.9734138984	5.462384798	1.2404476765	1.4916615884	128.6768702973	19.324665	16.1507	14.05897	30.099571	25.564357	22.499572	39.285939	34.085988	30.367804	48.724706	42.16564	61.048071	54.193598	49.074997	75.776595	69.262611	64.230651	100.402028	96.120621	91.664374	-10.355772	4.588053	
5130000	5	-4.1138122106	0.3466321759	1.0360736266	1.1508026044	3.20798299	128.6410804234	19.101718	16.082507	14.131931	29.580974	25.575359	22.629683	39.280504	34.217845	30.312928	48.098085	42.579622	60.366818	54.21414	49.322442	74.975476	69.468666	64.296144	100.670858	95.695717	92.111984	-11.517187	4.623147	
5140000	5	-4.1417521781	0.9755640237	0.5096129387	1.1461158465	1.173745892	126.0085862991	19.299499	16.325978	14.254317	29.622042	25.733991	22.659255	39.203835	34.22569	30.685543	48.114693	42.40437	60.095642	54.024033	49.514536	74.446755	68.654848	64.192592	98.55537	94.611639	91.325268	-11.367366	4.452307	
5150000	5	-4.0082088464	4.3160374777	3.8396783119	1.2151661842	1.7813185375	129.845426109	19.046375	16.047904	13.809658	29.613263	25.172701	21.922514	39.119315	33.496061	29.933481	48.353512	42.004911	60.445409	53.609272	49.025734	75.761745	69.093609	64.010693	100.966709	96.158827	92.166825	-10.683458	4.513087	
5160000	5	-4.0557943647	2.2726506827	8.6557798782	1.2647443363	2.9340154864	128.5643645072	19.173979	16.121985	13.962177	29.846115	25.292247	22.250259	39.644237	34.060488	30.016964	48.501662	42.28325	60.185725	54.209337	49.147034	75.029339	69.054896	63.797216	100.671894	95.235389	91.517095	-9.810394	4.626335	
5170000	5	-4.051251608	2.378181433	7.7514868207	1.2718323874	2.3427797257	125.8723756048	19.374864	16.158853	14.026087	30.082382	25.347711	22.553867	39.206974	33.854031	30.302136	48.175043	42.723425	60.401322	53.490195	49.272505	74.921236	68.499113	63.770107	99.621672	94.201204	90.496121	-9.767232	4.628027	
5180000	5	-3.955634873	1.9732618385	1.2688404159	1.2213133789	0.9341466642	130.0494520937	19.140583	15.96566	13.808515	30.00862	25.457798	21.935271	39.583302	34.081279	29.669491	48.482629	41.992451	60.812011	53.808412	48.475315	75.737628	69.146846	63.848923	100.551016	95.949739	91.806507	-10.232814	4.617125	
5190000	5	-4.0162968611	2.3748413196	1.5487817768	1.2265033727	3.287609568	127.1833318185	19.662307	16.412861	14.200202	30.41424	25.746919	22.64256	39.786964	34.363331	30.443669	48.826325	42.788994	60.89019	54.154468	49.213747	75.303742	69.313301	63.970165	100.046304	94.981313	91.012477	-10.056514	4.510744	
5200000	5	-4.0219379959	2.0227241105	2.5218662436	1.2602991937	1.1080262694	124.4161511019	19.834306	16.609661	14.359123	30.610488	25.885069	22.847851	40.196967	34.774522	30.613175	48.919634	42.792902	60.600178	54.379602	49.531547	75.189738	68.488433	64.079263	98.640831	93.949794	90.680809	-9.925225	4.610432	
5210000	5	-3.9081383162	0.3908449798	0.2814535475	1.2462221505	0.9369767006	130.6861336069	19.45332	16.065807	13.777777	29.925283	25.401611	21.977734	39.881146	33.988289	30.150878	49.116754	42.275881	61.434847	53.613018	48.673204	76.726077	69.440034	63.868446	101.52861	96.679352	92.915089	-12.512429	4.536647	
5220000	5	-3.9627154869	1.3239684172	3.7187436152	1.2579078669	2.1619443648	128.7386923971	19.414317	16.035421	13.882612	29.983482	25.333104	22.290724	39.594688	33.760237	29.827806	48.703073	42.426187	60.840688	53.503074	48.699715	75.961144	68.913102	63.52909	100.962374	95.225055	91.491296	-10.170295	4.580083	
5230000	5	-3.8915574519	0.8563762435	1.0616570973	1.2667915815	0.415562529	126.4913134136	19.461015	15.882545	13.645616	30.003073	25.276503	21.926503	39.602033	33.75017	29.458975	48.366046	41.837267	60.44332	53.406006	48.401682	74.933464	68.367937	63.362886	99.906739	94.472607	90.013584	-10.958041	4.593476	
5240000	5	-3.9240164974	3.7072422312	1.9630296738	1.2326625486	2.3265392118	128.6472684766	18.948357	15.77447	13.547277	29.448336	25.108839	21.553895	39.23642	33.28772	29.40304	48.073261	41.566569	60.112775	53.438445	48.201299	74.799855	68.331932	63.421315	99.81022	94.917442	91.821352	-10.340187	4.555562	
5250000	5	-3.9072888139	1.2583926321	0.3333645011	1.234229493	2.3177118824	131.4285003896	19.359601	15.951513	13.534389	30.199777	25.193048	22.04038	39.749896	33.652949	29.49985	48.767839	42.390252	60.921655	53.845405	48.40221	76.027798	69.212368	63.89892	102.09177	96.629444	92.415663	-11.562627	4.550674	
5260000	5	-4.0110923219	3.8483824348	1.3898456891	1.2031216565	3.2027220069	130.9061356108	19.371192	16.131042	14.037396	30.194256	25.35369	22.383054	39.65916	34.079624	30.161537	49.054519	42.675772	61.236682	54.347492	49.669315	75.99699	69.688348	64.443758	101.764389	96.689137	93.049708	-10.618198	4.578633	
5270000	5	-4.0505519636	0.6917241388	0.3516121625	1.183308395	1.5322545905	127.6976267985	19.364882	16.313819	13.971573	29.994544	25.724992	22.209275	39.560595	34.096146	30.164028	48.598635	42.605145	60.633544	54.058578	49.615613	75.273463	69.124232	63.706369	100.416642	94.94438	90.974177	-11.953482	4.621899	
5280000	5	-4.0931651926	-0.0022305049	9.7779085119	1.2729738709	1.011662101	126.22364519	19.301715	16.196116	14.113126	29.927243	25.68772	22.33149	39.404017	34.170474	30.449499	48.394904	42.897511	60.566521	53.996441	49.173732	74.408923	69.090795	64.041139	98.764126	94.950099	90.756332	-11.497179	4.582178	
5290000	5	-4.1553488733	3.1974921389	10.7057801218	1.2563150499	1.0657794292	126.0650829574	19.246469	16.273626	14.325712	29.904077	25.822656	22.708257	39.249742	34.491061	30.514949	48.482224	42.269565	60.309393	53.957801	49.305831	74.844955	68.873119	64.60376	99.006587	94.94904	90.879363	-9.96091	4.608278	
5300000	5	-4.026887862	1.0317376601	5.8301696476	1.2452180348	0.7744727821	128.6323442199	19.315677	15.968617	13.828581	29.754766	25.418517	22.303854	39.588505	33.856549	29.711983	48.390784	42.39356	60.659532	53.842649	48.662429	75.462237	69.130033	63.801228	100.019034	95.587106	91.157943	-10.345431	4.574994	
5310000	5	-4.110311843	2.6810521447	1.9921050591	1.1755209367	3.1362656751	126.9326294836	19.253796	16.286513	14.167745	29.760408	25.563494	22.437989	39.412456	34.464047	30.725502	48.473781	42.422632	60.413073	54.408989	49.444303	75.011742	69.0235	64.114556	98.97245	95.095157	91.698152	-9.956314	4.592916	
5320000	5	-3.9677679765	1.287774401	1.5949491777	1.2400633418	0.9108950114	128.6557038286	19.398822	16.047658	13.823799	30.201078	25.384563	22.08632	40.113914	34.155687	30.113835	48.942712	42.793791	61.299478	54.134602	48.788399	75.989664	69.056541	64.076072	100.091051	95.807519	92.338168	-10.444533	4.615281	
5330000	5	-3.8767336591	1.4570398949	7.7130211017	1.3607271823	2.1547928493	129.7624536492	19.48731	15.944928	13.673245	30.284249	25.319189	21.946725	39.92985	33.796466	29.611662	48.869694	41.967667	61.129719	54.104445	48.166038	75.597038	69.142756	63.619362	101.924535	96.228879	91.855016	-10.095071	4.516583	
5340000	5	-3.837800288	1.8593307421	3.7415255287	1.3765285697	2.0066437611	127.6636547115	19.967298	16.444157	14.076058	31.040698	25.630202	22.239874	40.457017	34.378077	30.242654	49.796923	42.895493	61.462494	54.260512	49.142687	76.57421	69.325606	63.51021	100.684783	95.490814	91.733254	-9.927924	4.622804	
5350000	5	-3.9265590115	4.5619190401	8.3067698696	1.3530927482	1.350987887	128.0248925205	19.578021	16.152441	13.779287	30.219981	25.522677	22.18603	39.907186	33.935736	30.056479	49.101606	42.27325	60.720413	53.822937	48.769376	76.130751	68.979583	63.521487	99.737676	96.137566	91.357392	-10.946714	4.502533	
5360000	5	-3.7976514815	4.466450855	6.8244240354	1.4018185646	0.9664624049	126.8080532989	19.582335	15.957355	13.659327	30.368651	25.033105	21.582162	39.67549	33.543782	29.412078	48.741058	41.760339	60.994822	52.892462	47.754431	75.099547	68.271337	62.572527	99.406655	94.908423	89.980354	-10.815126	4.540249	
5370000	5	-3.8958772033	4.1698993202	14.2605934863	1.4522950969	1.7533151444	128.5561977473	19.470058	16.050908	13.574876	30.324056	25.298102	22.001312	39.612621	34.05746	29.769273	49.228383	41.907302	60.891373	53.726685	48.324203	75.290351	67.946941	63.323138	100.916277	95.492846	91.081253	-10.695043	4.590725	
5380000	5	-3.9713365768	4.5435118267	9.0079874449	1.3387084844	0.7690679853	129.5450666175	19.610362	16.260857	14.139273	30.309282	25.615255	22.290695	40.229067	34.395906	30.357377	48.958756	42.817566	61.068685	54.791579	49.328747	76.273587	69.501359	64.320616	101.328639	96.493435	92.501284	-10.954367	4.60537	
