State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	chiSquared	
0	5	-4.0438236238	3.5361423613	7.4771613437	1.2673503897	2.7927967556	125.3159665426	19.1763113842	16.0815660984	14.0103544303	29.6468687936	25.4492496986	22.3149665518	39.292016011	33.7877603338	30.046092543	47.9015157279	41.7568753005	59.802206888	53.3990274704	48.7739281517	74.2815773571	67.964067196	62.985092831	98.5388905808	94.0489058705	90.5304074739	-10.041272	4.604576	
10000	5	-4.0572502696	3.245165939	10.7628260518	1.2968506831	3.0406350232	129.3007180402	19.3619541978	16.052764564	14.0499493629	29.8833366879	25.7626733032	22.5078670109	39.5506547361	34.1302502163	30.2155363872	48.9218373485	42.4745505349	60.691219173	54.2579354563	49.1768356699	75.4035405504	69.178864383	64.304415243	100.5067455238	95.5716656439	92.0418764632	-10.001599	4.548027	
20000	5	-4.0553081873	5.1579483643	7.6807757556	1.2465853018	0.3426814286	130.7750260398	19.1867808243	16.057908608	14.0259825131	29.8539836333	25.4767684611	22.2127153643	39.1715883244	34.0598155107	30.2170585904	48.6471213285	42.2877906899	60.6994908993	54.6022918308	48.9911188596	76.1740569813	69.4133191797	64.5291647779	100.9222505038	96.483738777	92.7926907227	-11.70918	4.612072	
30000	5	-4.0249521576	1.8204567606	0.9187165428	1.1615898241	0.9181651869	131.8395552488	18.894705223	15.9553257397	13.5733582125	29.4959168386	25.0639349748	21.7862844378	38.9258330574	33.3989531132	29.9274911157	48.5963922844	41.9610792927	60.4453694615	53.5738374823	48.4580364209	75.6585026832	69.4480621668	64.0755390517	101.8782872134	96.1783450871	92.9099622005	-10.471942	4.606436	
40000	5	-3.9641790838	4.1872983759	1.5391118928	1.2464173595	3.2787385532	126.5433704384	19.4181691213	16.2460260309	14.0163812316	30.1320311188	25.3918731574	22.3197301417	39.7484794748	34.1964864166	30.0810167528	48.5738862613	42.3206543442	60.3284772992	54.092164797	49.1852269998	75.124788955	68.8899933933	63.8721331447	99.5132456543	94.0115303171	90.8680842681	-10.814499	4.584918	
50000	5	-4.1051305661	2.909219357	2.0073933161	1.180748979	0.213007987	126.1087794738	19.3123197414	16.3662466427	14.1273648347	29.9404053082	25.5512454754	22.5493010571	39.2382092116	34.6419448477	30.575412362	48.3434094026	42.5113158467	60.0640302769	53.8984640629	48.9369570583	74.9706709881	68.7853116447	63.8948334454	98.5719838465	94.5374385795	91.3181443746	-9.983118	4.545215	
60000	5	-4.0927038553	3.7123759615	1.7825942499	1.1656799021	1.4970536928	127.5199586821	19.1944922845	16.1071818096	13.9926886113	29.7588278851	25.3689583857	22.4805654703	39.2488127938	33.9288807367	30.1444287348	47.9602887058	42.5982538116	60.0997632024	53.8822813064	49.3492141348	75.0951330357	68.7557970645	63.6850062275	99.4356821662	95.1198342075	91.4366991969	-10.382473	4.58502	
70000	5	-4.0244569341	1.7346283364	0.6232006428	1.1966614759	3.2084482404	128.9997291087	19.424904623	16.1602712987	13.9372191774	30.0476197646	25.4283380923	22.5884107191	39.8650106135	34.1514196589	30.289657822	48.6345852245	42.84663054	60.9226658921	53.9801601472	49.2945330222	75.9442973659	69.6576957346	64.3108881138	100.833100116	96.2662028525	92.0988309921	-10.76059	4.575777	
80000	5	-3.8949247752	2.5044668706	1.252235282	1.2717967615	0.787175437	129.2620431558	19.5570423895	16.1204898096	13.7187816699	30.2708306413	25.302917204	21.9799848238	40.0452824115	33.8904725042	29.8263828285	49.2658343392	42.4384862731	61.0651041039	54.3436221993	48.7303436185	76.1976219165	69.4001954476	63.4257121133	100.9254055596	95.6835393184	92.0427302772	-10.16842	4.592174	
90000	5	-3.9454815816	3.2372002946	5.6674579939	1.3007951536	2.3234724348	127.4962982871	19.5249707961	16.0712783872	13.8398620939	30.1182462822	25.2497741135	21.9781775088	39.8939689854	33.754686897	29.821742704	48.6130799835	42.292174796	60.9450678806	53.6190916127	48.7545040238	75.6563856939	68.6125016061	63.9007257936	100.1968436452	94.5466086023	90.5654964126	-9.906054	4.562323	
100000	5	-3.7982508896	0.4807430835	6.527997312	1.4003085146	3.3427686051	127.9081516769	19.5818958284	16.0004859041	13.6913834783	30.1263189409	25.2481590256	21.8445660564	39.8370225754	33.6299381643	29.431763594	48.9476634263	41.8215748105	60.7459850601	53.4614353186	48.2028929936	75.6030073666	68.1717288913	62.8574296876	99.7400125329	94.4379520514	90.838308732	-10.881418	4.522186	
110000	5	-3.7863444616	1.3911171765	6.8598129031	1.4429022453	0.3603550932	125.7903032185	19.7048009942	16.1989761124	13.8536130244	30.4512514951	25.4246579041	21.7868634614	40.1102566435	33.8877291246	29.3534789748	49.1495831291	42.1632284547	60.9295747389	53.4247655204	48.0322119399	75.3345945862	68.3954965286	62.5993767461	99.7734278861	94.1465901428	90.3654345372	-10.111489	4.541901	
120000	5	-3.7862956232	2.7303806746	4.6758371393	1.4215477278	0.1061249511	125.789148708	20.0829230642	16.2385029681	13.7299397638	30.8679852313	25.4848252571	22.1850861461	40.5392803787	33.937505544	30.1014180561	49.7597728675	42.3202964641	61.1718059706	53.6783761506	48.6313904305	75.7590181201	68.5589806321	63.1623505709	99.3453408612	94.6905677834	89.9308636653	-9.795966	4.611082	
130000	5	-3.7704532331	0.9162397086	2.2978876687	1.4013850169	0.5157096163	124.675756689	20.1584659747	16.2699379362	13.9365026248	30.9774332617	25.4770127918	22.1932213496	40.20082661	34.1938178936	29.997452754	49.62871931	42.5050550792	61.109875223	53.7916541204	48.5158496679	75.5762976513	68.5120806729	62.9771821458	98.846015314	94.4525161911	89.5559260544	-10.585906	4.621037	
140000	5	-3.8568225114	5.2642362804	3.6907375919	1.3653833689	0.5230045558	127.6563515469	20.0295716447	16.5558279789	13.9623081446	30.8361654763	25.9506291782	22.5815487142	40.4200950403	34.1195432847	30.2027013703	49.5628988887	42.7467426696	61.7222329009	54.6079870919	49.4166291876	76.4029573188	69.4783272709	64.1619976659	100.295890983	95.4038376968	91.4116971179	-11.88328	4.522853	
150000	5	-3.9485113476	2.3153543155	3.7468228146	1.283979495	1.7738784586	127.0782201054	19.6020167094	16.1128231699	14.1154542545	30.1189056826	25.51868925	22.4543005346	39.8388028104	34.0791926005	30.0374171873	48.6891792938	42.4572402699	60.7087331818	53.8824010391	48.9784488799	75.6067483347	68.8238806955	63.5110326857	100.0311074716	94.6934899477	90.8380052748	-9.798118	4.587194	
160000	5	-3.8418222116	5.7593858585	1.3239737714	1.3209555601	1.1322823621	128.3481742948	19.7653997659	16.37143033	13.8779317544	30.5530431017	25.6203286092	22.1920092152	40.2326851054	34.3059913049	29.8202830805	49.26579231	42.7440225651	61.2198033174	54.193451093	48.6572860561	76.3659424636	69.1872551062	63.925551314	100.6374663948	95.9395636108	91.5036005319	-13.016409	4.501179	
170000	5	-4.0138976618	5.8920318806	0.1002137157	1.1817193586	2.1498514007	128.9256179648	19.1453540788	16.1434363939	13.852548655	29.6123242001	25.2766294923	22.2042530299	39.1327019208	33.8815450704	30.0945656963	48.3328733952	42.1957528965	60.5554671755	53.8295654626	48.9298823393	75.3853609257	68.7369655759	63.8249100579	100.6028912945	95.4760121248	91.6361961476	-15.602076	4.559032	
180000	5	-4.0613114416	1.7032949326	0.2177584596	1.1815801488	1.3852995571	127.1338404183	19.3180439454	16.2545257007	14.1287254683	30.0276508093	25.5814098951	22.4302337573	39.6680588192	34.3186120773	30.4019437247	48.5080024266	42.5532636252	60.8084567614	54.0360704196	49.6492481742	75.1161915471	68.8956304507	64.2075225476	100.2245214995	95.6305283197	91.3917193086	-11.720859	4.572167	
190000	5	-4.0227904185	0.3293021295	3.1154599462	1.2022232849	2.5118721538	130.1539509393	19.1183657649	15.9909540784	13.8015318791	29.6515615593	25.2620915907	22.2731326912	39.6846976342	33.8082855501	29.9212958047	48.4794214684	42.253570889	60.4272104985	53.7374889385	48.6454455878	75.6434785451	69.4559285859	64.0740413649	101.2468337214	96.3529346402	92.2399956183	-11.106649	4.578033	
200000	5	-3.9423540665	4.6874653506	4.3993729873	1.2975615662	2.4408545928	126.7847892431	19.6230207631	16.1649146146	13.9270145723	30.2565070194	25.4874205192	22.2866464337	39.8139911854	34.4258197274	29.9839943423	48.7543115913	42.4836166558	60.7565259433	54.0193266344	48.9452009629	75.5036426973	68.8719297682	63.370388343	99.6000879963	94.9700176677	91.0556376654	-11.062352	4.542413	
210000	5	-3.9392278148	1.6805601322	1.7555485353	1.2594373572	2.3372982171	126.528009824	19.5146301976	16.3133659936	13.8979763049	30.2578937182	25.4616276711	22.3195255409	39.764293345	34.208223431	29.9378552752	48.6591941877	42.5551904972	60.544346984	53.6462513039	48.7722249095	75.3180025142	68.4065932255	63.4477610482	100.0729797492	94.7492618198	90.4757076516	-10.169526	4.580796	
220000	5	-3.9917549764	2.0412391951	3.9505994678	1.2765541004	2.7105474493	127.2391275475	19.6356881547	16.4429562989	14.1986725345	30.4911521373	25.7088986576	22.4908294744	40.1427831136	34.6745903313	30.429547005	49.117572684	42.9042143425	60.7376269439	54.1690078618	49.1902040839	75.6206052464	69.4532399546	63.849757192	100.4798649122	95.4456099938	91.6531483506	-9.846935	4.557396	
230000	5	-4.0294818454	2.0474383819	10.3045773958	1.3005374906	2.6652154948	128.7092081142	19.2089674811	16.092066936	13.8858027181	30.0082653269	25.3363302172	22.3499968183	39.1687485653	33.7244813107	30.0427362771	48.4061553387	42.4024696144	60.1699006428	53.7259985344	48.9286324023	75.2254230005	69.1094258082	64.3197396654	100.6336725902	95.9859546613	91.6545368475	-9.887069	4.441071	
240000	5	-4.1857852452	4.2570918253	14.3871968707	1.2602051373	0.4574971805	127.0020771342	19.0303946773	16.1702960231	14.0838098699	29.089015655	25.4269992046	22.5954150457	38.5985820857	34.089863498	30.4418916057	47.5293941352	42.307856593	59.7798559804	53.4465664021	49.3999948981	74.6833796894	68.1797431591	64.4074158953	99.2820141575	94.5911558171	91.0435347519	-10.750433	4.624802	
250000	5	-4.0996196143	3.5463705622	10.7855794608	1.2371135582	1.336290762	129.8637619387	18.8688953175	16.0383819879	13.8207760023	29.1942401943	25.1158977666	21.8156415755	38.8574068283	33.7884860132	29.8787697872	47.7600483081	41.8949791766	60.0859503703	53.5666212632	48.9991166027	75.1901414366	68.7307853944	63.5307631278	100.3434280838	96.411453412	91.6289383773	-10.134819	4.625744	
260000	5	-4.1076278934	4.2827959888	0.4323089999	1.1805541736	3.1231308205	125.0550266777	19.4726474046	16.5877292333	14.4127729988	30.2325294173	25.6696639786	22.9387254173	39.8302323097	34.5438626622	30.6105152877	48.6538075388	42.735011856	60.5618153877	54.2513897198	49.6943246539	74.9313813504	69.088751471	64.543390698	99.0487274178	94.6799414688	90.7385142931	-11.734857	4.611131	
270000	5	-3.9974936004	4.324075425	1.0547311515	1.212459042	1.7368879837	129.0501083978	19.4553034903	16.1799811065	14.0524822845	29.9896892179	25.4869245545	22.2931725947	39.8372306054	33.9862063122	29.9326241707	48.8129640891	42.5618978387	60.8923149336	54.1845497078	49.1240599154	75.744287416	69.3894350978	64.0795320798	100.5105600094	95.7538158801	91.5353428986	-11.154934	4.511414	
280000	5	-4.1100941886	3.7768134372	2.1120711474	1.1822060895	1.2612623633	126.0536244443	19.3269536033	16.3330344925	14.2330648964	29.7634508732	25.7414111273	22.636615311	39.4565974112	34.2380699633	30.5133151764	48.4863257138	42.693753081	60.0393309985	54.06886955	49.4151970935	75.0752054777	68.6107250972	64.1066225082	99.406102863	94.5614207095	91.167969099	-10.362145	4.608215	
290000	5	-4.1328703996	3.0564695184	0.0421685928	1.1368456727	0.8883531247	126.4112474833	19.171676996	16.2306563013	13.961160131	29.597867014	25.5239428824	22.4642951855	39.0051774203	33.8472676522	30.169106659	48.186448773	42.3418163231	59.8076904868	53.6270417572	49.1612169674	75.0921284857	68.5782694545	63.6011842411	98.8927144014	95.1345423855	90.6493398508	-13.839644	4.61574	
300000	5	-4.1609650608	2.1042059662	2.027737527	1.1523090606	2.4130663937	128.7269319025	19.3289495093	16.4160057776	14.3155000316	29.9384437031	25.707931054	22.838935102	39.3584314809	34.1374423729	31.1057616459	48.1096948474	42.6577730321	60.6714309703	54.6168138411	49.8934915174	75.7787960404	69.9118493447	64.7570966728	100.6594163003	95.6824320356	92.7689340102	-10.005634	4.579799	
310000	5	-3.9703660904	2.8575017252	2.1712319883	1.2496646823	1.4393905207	128.4027314505	19.3880198597	16.2412697971	14.0387002126	30.2315097102	25.5227973086	22.2804732508	39.8642177315	34.2350915583	30.021908578	48.8269893949	42.836121585	60.9143901747	54.2912507304	49.0030057152	75.7272470432	69.5644424708	64.0318098161	100.6070013434	96.1717617664	91.77615241	-9.963776	4.587702	
320000	5	-4.1070410845	4.7939835518	1.8061896447	1.1360206917	2.4719947065	129.9034432691	18.97487391	15.7697495896	13.8878697593	29.4059073701	25.005259242	21.9380823113	38.5544939381	33.6787901181	29.6744648891	47.6982153014	41.6731256846	59.8760650592	53.5849110121	48.5967806596	74.9817264035	68.6694027501	63.8417987974	100.732268817	95.6124529217	92.0850897631	-11.414492	4.504222	
330000	5	-4.1144706624	4.86318581	1.9339360022	1.1923578111	3.3461764475	125.9283826332	19.5853592191	16.5072025816	14.3276343826	29.9014562669	26.0433427622	22.9845596682	39.8007782786	34.636679936	30.7794582991	48.4563566413	42.8375088099	60.5164630412	54.2269075874	49.8916511364	74.8771955173	68.9293681332	64.6324686492	99.2010905574	94.2144164229	90.8278346756	-11.469463	4.614248	
340000	5	-3.975552345	0.7983416061	1.6470556284	1.2176765285	2.9054420267	129.0828623429	19.3383981851	15.8838039156	13.8376666927	29.9001747213	25.4004157703	21.9402704208	39.2609862649	33.6342299625	29.631035179	48.3575745636	42.2834532335	60.6014486576	53.7472549677	48.6925793076	75.3523523794	68.7621347495	63.6224100364	100.9621305833	95.344375081	91.3688428564	-10.810133	4.51347	
350000	5	-4.0034487428	0.1168770459	2.3403304412	1.2441284018	3.3498039783	126.4322755676	19.5878309132	16.4482941018	14.0599940102	30.1092358389	25.5511867327	22.7129517594	39.8955575633	34.4783610475	30.6210741111	48.85151099	42.8506009424	60.6840885984	54.0458349565	49.1837280979	75.2220001955	68.9762230168	63.9480298375	99.3966492003	94.1981968523	90.9762661492	-11.426575	4.607956	
360000	5	-4.0151213563	2.2562903786	0.7050558921	1.2305811569	2.3328935047	126.2664731382	19.721308462	16.3143850298	14.4010706567	30.4403570239	25.9764336175	22.7224167551	39.7720296924	34.7123995095	30.4141429699	48.999484709	42.9371029822	60.712492002	54.328370264	49.8487721363	75.1309431361	69.4307117048	63.8933514318	99.6594344989	94.9043231168	91.4132279627	-10.517587	4.556495	
370000	5	-3.9686957699	1.2147059886	0.7234662104	1.225579112	0.9372843929	130.3126639356	19.4886453417	16.1303951741	13.9410119351	30.1273805653	25.6608532551	22.1674233315	39.6767778574	34.2586137428	30.1324315279	48.9195729212	42.5895283641	61.2917744593	54.4103604115	49.2270176794	76.3033950157	69.7538794851	64.0093194412	101.0465211259	96.8702684477	92.2276294171	-10.954524	4.612896	
380000	5	-3.9195348867	-0.0297062408	7.9904235071	1.3851022705	2.5508425655	124.7908356576	19.9043400378	16.3714479919	14.2185646913	30.5402477801	25.8137592275	22.5520769762	40.1905693605	34.6118541816	30.2793112394	48.9859052047	42.4875126494	60.8065991887	53.8256176039	48.6267364289	75.3320308314	69.0735879263	63.5904323005	98.9371974351	93.4555882066	90.1500018056	-11.508055	4.602111	
390000	5	-3.7659268107	2.1895302751	5.6167884	1.4722405018	0.4373552356	127.5164451436	20.4256863074	16.5256921188	13.9502490463	31.1170884789	25.8197352367	22.4080837375	40.8304247735	34.3373290931	30.2034248842	50.1960952101	43.0946746784	62.4944191668	54.3837719527	48.9951017302	76.8687912261	69.1855968458	64.3552769239	100.8486405977	95.4169552315	91.208654554	-9.83403	4.621842	
400000	5	-3.8059212045	1.2431731821	3.7406734106	1.3871145616	1.9151154392	125.0557329241	19.9590550461	16.2155697256	13.8417559232	30.6897981523	25.3281958657	22.1222256472	40.2185818547	34.079548651	29.6229833647	49.0084191775	42.2199722912	61.0565318733	53.5050711971	48.2553360927	75.2327961569	68.1040858806	62.9446988441	98.57015758	93.8464657646	89.7292870191	-10.217539	4.539904	
410000	5	-3.7852339499	3.8280045989	3.3780254937	1.3690467771	2.9164760011	129.3128621179	19.7669437225	15.9336892294	13.6306158057	30.5120087874	25.3705485042	21.9871119998	39.9181119021	33.6791413564	29.5923117025	49.2329495099	42.1532170257	61.2704026437	53.5414845992	48.4910516038	76.2912864055	68.6623882802	63.2182771098	101.8780228712	95.5475102758	91.3763766211	-10.31418	4.58141	
420000	5	-3.7919389225	1.2758463623	0.6567025061	1.3623203968	1.2177948797	127.7568961564	19.9926210743	16.4622086998	14.0575855944	30.9699284418	25.8887757288	22.0671394024	40.4322688291	34.4792478954	30.3773413281	49.929818838	42.6129395153	61.9168890869	54.2314331956	49.0818641093	76.3943477904	69.6056650557	63.7759901442	100.8831908326	96.1478408674	91.2713466217	-10.987245	4.620797	
430000	5	-3.8079251648	3.511696777	5.1977725139	1.3948416583	3.0677009023	127.1817639605	19.7235498566	16.2680725563	13.8445324667	30.3307839088	25.4963622793	22.126873147	40.3333426248	33.9267832112	30.0018808648	49.3211710026	42.3915494737	60.8099316401	53.7521761664	48.5268208888	76.3247107628	68.9568315181	63.2551958023	99.8791678622	95.2427379188	90.6714551339	-10.053863	4.62297	
440000	5	-3.783644299	1.9912824115	4.6852761625	1.3891863183	0.6816757565	126.8907687167	19.4707463289	15.988416858	13.6462045838	30.3555828982	25.2476516921	21.9079250122	39.6802827753	33.6868400453	29.4540466268	48.8685206142	41.8975319095	60.7345389861	53.4557626919	48.0425582005	75.2744987976	68.4281704767	62.8102046925	99.6775654672	95.0077945747	90.5072074396	-9.8446	4.592813	
450000	5	-3.7812238612	2.4842577663	4.8855655932	1.3924989841	0.5977423517	128.7590965795	19.6892529858	16.0324367154	13.6244773375	30.4177892349	25.3666649404	21.8235951571	39.866482171	33.7077631043	29.820952113	49.2729147945	42.0672602662	61.434299239	53.5220816886	48.4716428938	76.0067192741	68.9323518288	63.0521309149	100.4608361203	95.3437919802	91.7186446172	-9.790789	4.441034	
460000	5	-3.9866665247	0.5391160057	7.8244324492	1.3061623045	3.1435932973	129.0055125894	19.5391830021	16.1483470923	13.9413839543	30.0260582366	25.6056875348	22.4636905642	39.7915948254	34.1973893087	30.0392211725	48.8074325402	42.6788359585	61.1713340953	54.4859059113	49.2198022241	76.0110595076	69.3393795423	64.3190397912	101.5115329482	95.6883631152	92.0551512848	-10.833436	4.595721	
470000	5	-4.1306174673	2.5919672663	12.0159883499	1.2731847136	2.5334730746	127.7620932919	19.1009787153	16.242755726	14.045563991	29.8013568114	25.3229841644	22.5957246907	39.411300245	34.1123119564	30.5309037721	48.1520393619	42.7469639104	59.9646676533	54.0823072326	49.3306206853	74.8380508664	69.5147242706	64.0857361825	99.8360544143	95.7267544346	91.6503149487	-9.870492	4.614847	
480000	5	-4.0140355603	3.0942985398	7.7221491	1.2933269743	3.300748992	124.9556588231	19.3538637441	16.1447553519	13.9582332955	29.9729246299	25.4473270529	22.3042499683	39.3136632478	34.0167742088	30.2309932764	48.3074258005	41.9188232983	59.8927341393	53.7810507762	48.147147862	74.2955005874	68.2125212314	63.4889076992	98.4113538338	93.6410901413	90.1114053794	-9.850124	4.612208	
490000	5	-3.9302053061	4.3378341753	2.3143653609	1.2367824823	1.7015444667	130.3443801217	19.2170707652	15.8352282571	13.551106792	29.8743266093	25.0124476585	21.8019851408	39.2371526693	33.2990360035	29.5572552807	48.5965388599	42.0072388654	60.6049748992	53.5257707834	48.3039770856	75.5543820539	68.9642415203	63.0380049592	100.7738372345	96.1434781054	91.6511235942	-10.822986	4.586391	
500000	5	-3.9641309992	1.9922714613	0.6625421799	1.2398408466	3.0315861458	128.192011953	19.5623078614	16.1818210365	14.060735154	30.4811579283	25.7448652135	22.3159093736	39.7503640832	34.029448522	30.2872818861	48.9351915706	42.9888813877	61.2677040519	53.8873725151	49.5676195124	75.8913520404	69.3289293262	63.6542623184	100.4244955565	95.6952988247	92.0570137374	-10.625157	4.549533	
510000	5	-4.0127801851	6.5384099115	7.2341499796	1.3083111987	2.4070774342	126.8728464063	19.6100380627	16.440254254	14.167346453	30.4057224741	25.9749003976	22.5611671285	39.849902306	34.3158154748	30.7057628084	49.109738713	42.851341727	61.2145178938	54.2772299201	49.3365122669	75.8635886392	69.1603779708	64.0816737905	99.1039627307	94.9224265958	91.4825088007	-14.18582	4.621814	
520000	5	-4.0041339035	-0.3422513846	15.5982432985	1.3499618512	1.8516553646	130.6804148103	19.0398138707	15.6849806924	13.5918071624	29.5616623388	24.8030777828	21.8677067332	38.9358123348	33.5467512116	29.4815296172	48.268096699	41.8655034339	60.1454025735	53.759716653	48.6908722169	75.0031590219	68.8760127566	63.1332528498	100.8809937426	96.2663679825	92.3639369424	-12.14769	4.59111	
530000	5	-4.0263625009	2.0638314513	15.6310562992	1.4045132998	3.2085464943	127.4658597366	19.4476815636	16.3456998747	14.1346825657	30.1059728042	25.5413057367	22.5851347018	39.6711963504	34.0681182554	30.2441228845	49.0268863725	42.6552478276	60.8637512965	54.1112299091	49.3561865275	75.2333831267	69.2863031307	63.5676177939	100.4021698298	95.5124788955	91.2054900425	-10.018361	4.577387	
540000	5	-4.0177911968	2.1817108405	12.9830887405	1.3687038549	2.0920249937	128.7260592944	19.4765034399	16.417722284	14.1310895026	30.1101337257	25.5731294744	22.6259247577	39.7929307283	34.4339523433	30.4922774865	48.9349272178	42.8319458905	60.6767778008	54.4414136696	49.6037863642	76.2698306713	69.5984279855	64.3752025729	100.3726100636	96.4346526008	92.3600136692	-9.937024	4.57579	
550000	5	-4.1163695453	0.1047933908	16.1379977017	1.357857115	2.7404539122	126.4501243653	19.408487462	16.3177041153	14.217281842	30.0260179719	25.6327320767	22.6505000868	39.5312883396	34.3976536016	30.5749089749	48.5875321432	43.0008866781	60.5610538988	54.407303839	49.7400102382	74.8777127237	69.0688228648	64.258649126	99.0905578282	94.7346890569	91.3933693424	-11.52178	4.609481	
560000	5	-3.9441670895	4.2747100725	9.2294281052	1.3675022897	1.5976082163	126.7497423337	19.4928373771	16.3367322294	14.1112270452	30.4243337103	25.4854796153	22.4471063576	39.7358687347	34.183509631	30.0119762994	49.1365212461	42.6030725439	60.6225517985	53.9005874809	48.9523621713	75.7807891141	68.9110612777	63.7324861831	99.622839279	94.8344328275	90.9023866038	-10.659588	4.620694	
570000	5	-3.8191688457	0.8195948653	2.870950028	1.3642128421	2.8836099179	126.9415538173	19.8283090564	16.2039837328	13.7771153145	30.5762633026	25.5106824132	22.3349738383	40.2807004027	34.2490937332	29.8424998938	49.3939011011	42.3971286956	61.3852382029	53.9565666585	48.6690528645	75.9268363413	69.0290320957	63.5044835109	100.2637717468	95.1895339066	90.6016648359	-10.618663	4.628638	
580000	5	-3.8490281265	3.8773759273	2.5227225111	1.3257387725	0.0666786178	126.5340186077	19.733244039	16.0094025529	13.7887357451	30.3520552664	25.4561683686	21.816401943	39.9174691546	34.0639769626	29.6239081953	48.750779062	42.2209888709	60.9132839329	54.0219699855	48.3342834676	75.5474422136	68.8484716252	63.0281567108	100.3059044673	94.4365688862	90.4911440649	-10.385992	4.603897	
590000	5	-3.9825959127	1.6738402101	5.4114804351	1.3023257484	2.6552659079	126.0937634949	19.6198664187	16.3372041592	14.1356517752	30.1594572697	25.8471282677	22.5883317513	39.9147843576	34.2513262678	30.5779154238	48.5285432804	42.624916243	60.6626127518	54.0387293603	48.7257505904	75.4875119071	69.389219549	63.5718212753	99.6751683899	94.3674555161	90.8357293479	-9.943062	4.609282	
600000	5	-4.0549324179	4.6555716828	6.1345657833	1.2627913705	1.5958454574	124.9891776088	19.4182850425	16.3091585575	14.2190038102	30.1803939609	25.676592363	22.4915333899	39.4942834947	34.5366770881	30.4138214953	48.5979338568	42.475258541	60.1061913123	53.8731886291	49.3854366757	74.5116883393	68.0577753276	64.0983546845	98.0212470559	94.402521192	90.2752410168	-11.000659	4.623255	
610000	5	-3.9456819943	2.5732737852	6.2138879232	1.2918221207	0.8027405747	127.2841250368	19.3297523055	15.9449333582	13.7412497526	29.6701533851	25.0528805005	21.8737258608	39.1553847509	33.5343034467	29.4880436578	48.2932363933	41.7473149853	60.1623549008	53.2183115229	48.4732201653	75.2325343269	68.4209688765	63.276878146	99.3193612267	94.792748105	90.6972581177	-9.751836	4.457005	
620000	5	-4.1152828107	1.4478205839	14.8586490828	1.2778982277	0.6462761391	129.8422713309	18.9107053673	15.7466963582	13.8768450943	29.2670910817	25.1133338037	21.8662936969	38.8915430074	33.7278916725	29.7335469061	47.83493922	42.000786421	59.9741639898	53.6572827504	49.0092097886	74.6534626391	68.9077734756	63.7817678106	101.2198875518	95.1270402559	92.1321946713	-10.237109	4.627176	
630000	5	-4.1564937478	2.1456671524	19.3449135591	1.381430874	1.737140183	125.7684484085	19.3692505	16.3273665591	14.2720916572	29.8338604147	25.7661183551	22.6081913344	39.2971634899	34.5290901883	30.8748611013	48.2873340067	42.6395955938	59.9445479212	53.933429051	49.5748912436	74.4545401338	69.0211726765	63.9926597347	98.8744601001	95.1166941742	90.596395993	-10.084707	4.603705	
640000	5	-4.0728218053	3.7270052275	19.723822985	1.3739514421	0.476788684	128.486665715	18.9501687099	15.7893328235	13.76715297	29.4247706857	25.0623194139	21.9447416329	38.5381522873	33.6361942249	29.9604856799	47.7947611577	41.6656659248	59.7514249836	53.4502366188	48.7966709443	74.7789769793	68.1700047993	63.5048146852	99.3290518532	94.6933164939	91.8741955183	-10.459138	4.586911	
650000	5	-4.0976998816	1.1842563216	19.9519596802	1.4140891193	2.1782282704	129.0676145461	19.4210978819	16.2590195978	14.1682440819	29.9886541399	25.814170651	22.7835969328	39.6795114669	34.6183980909	30.5160656999	48.4619918821	42.8198697756	60.8335451335	54.6093470613	49.5139600385	76.2551270137	69.125524502	64.6606140537	100.460157418	96.8961945586	92.8926753959	-10.559377	4.609302	
660000	5	-4.1398227136	3.8134390334	21.4323922439	1.3591183629	0.0924653798	131.608519335	18.9012468204	15.9783392383	14.0178395381	29.5086131484	25.3488654962	22.3241488426	39.2224696324	33.8713232382	30.1500329276	48.2455139009	42.3388260283	60.5101253974	54.1005532625	49.237063058	75.6264309406	69.3701754874	64.8268812882	100.9796772548	96.7535445284	93.1838178162	-10.59723	4.611694	
670000	5	-4.1726822818	2.0058827586	21.1578453814	1.3600340815	1.228530504	129.0202747411	19.089209326	15.9998850352	14.2247742967	29.7603391946	25.3927259891	22.6838884092	38.9347417539	34.0748103903	30.468399479	48.3863254445	42.5584574806	60.134322835	54.1922421079	49.442762157	75.1727704281	69.2582480226	64.4992589898	100.6671580091	95.8009957279	92.5528029094	-10.176938	4.619869	
680000	5	-4.2646386123	0.9477447608	23.2915017886	1.2974862477	2.4743370689	131.7361370808	18.7070713523	16.0666228398	14.2388432815	29.2410810184	25.2554934977	22.7551632288	38.6299921522	33.7336552497	30.0918996372	47.9654539707	42.290309319	59.8573889132	53.7766738534	49.7771458716	74.8518424223	69.5037995522	65.567658776	101.4259581757	97.3406186731	93.4161244369	-10.831395	4.547764	
690000	5	-4.2650722556	2.6434217391	23.7878979153	1.2975687542	2.6141270401	129.7768499302	18.6887673093	15.9161527857	13.8795755674	28.9176462615	25.1336236556	22.260449677	38.2090318197	33.4439407681	30.285734892	47.1601819981	41.7770752401	59.3072042101	53.5515981775	49.1604694525	74.4948378123	68.769584347	64.0506339624	99.7604728505	96.020219339	92.7235496802	-10.174063	4.544606	
