State	Model	DGPost	GDagSlide	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	logPrior	chiSquared	
21900000	12	-5.3264576992	4.5126149165	39.5613432654	0.7223324265	3.3561768335	28.6079851237	13.409967	15.413258	16.773084	18.092831	21.913124	23.315453	24.429108	24.854364	25.703107	12.361707	12.73029	13.059122	13.315216	13.498086	-16.745679	0.679557	
22000000	12	-5.3686165013	4.642768184	55.12950288	1.1214016463	3.0288172078	28.8312823558	13.212828	15.281986	16.411294	17.837519	21.441966	22.685849	23.729836	24.418125	25.258597	12.119482	12.61344	12.925145	13.135963	13.530595	-17.167331	0.687951	
22100000	12	-5.0214128359	4.6595707505	75.8221722601	4.3924604338	3.1254550248	29.7145002948	13.248018	14.931146	16.501166	17.761402	21.707253	23.26768	24.509769	25.1936	25.766061	12.179578	12.742611	13.125099	13.499926	13.580266	-17.880677	0.642683	
22200000	11	-5.1573794428	4.5890409709	72.5185479483	2.2191918414	3.2473879368	28.2520868566	13.069742	14.981196	16.447031	17.751738	21.479624	22.765751	23.818342	24.55251	25.166571	12.537353	12.974083	13.485444	13.77734	13.810329	-17.495324	0.70323	
22300000	11	-5.7118165324	4.8100981883	82.4089321774	0.3761914803	2.6403827946	30.481167184	13.393183	15.171987	16.314605	17.621771	21.425975	22.667576	24.15798	24.7964	25.942881	12.378226	12.79842	13.265732	13.534319	13.808182	-17.653525	0.701712	
22400000	11	-4.6316924831	4.5833860146	70.78081196	0.0743799314	3.0269454478	28.0777457896	13.58804	15.346725	16.517151	17.745222	21.293082	22.669413	23.562912	24.362009	24.943262	12.367905	12.81188	13.308069	13.691051	13.975109	-15.605629	0.676954	
22500000	11	-4.7831452345	4.5607429155	79.9847917761	0.0127194856	3.2846445207	28.8481395064	13.199015	15.135987	16.609259	17.89966	21.919782	23.161049	24.043079	24.974693	25.442151	12.058915	12.690445	12.955482	13.239395	13.514415	-17.408384	0.662325	
22600000	11	-5.5925014606	4.5666687779	82.1278974143	0.0235325122	3.206741227	28.9744009774	13.436483	15.311558	16.813038	18.162784	22.000317	23.249048	24.081023	24.832612	25.756294	12.134244	12.773679	13.067275	13.320766	13.436028	-18.544052	0.700155	
22700000	11	-5.9663066689	4.6317207323	73.5973716441	0.237549215	3.2257827505	28.2784542476	12.897031	14.791192	16.094524	17.496209	21.37643	22.605123	23.61527	24.492602	25.13577	12.557064	13.029657	13.460073	13.760962	13.75345	-18.291313	0.700128	
22800000	11	-4.6877286577	4.4948010135	76.1999254862	0.1212645029	3.370943625	28.4341710357	13.287459	15.457421	16.75427	18.053693	22.082756	23.269046	24.121877	24.759083	25.393093	12.240575	12.718957	13.129572	13.421417	13.78392	-15.69235	0.684156	
22900000	11	-4.5849091779	4.5626313472	71.5515110569	0.0412493159	3.335293258	28.2137487719	12.889975	15.035307	16.366478	17.651745	21.547202	23.033101	23.826329	24.695333	25.004773	12.357916	12.935347	13.376982	13.761308	14.072224	-15.870601	0.670527	
23000000	11	-3.9465183691	4.5727547484	70.724823555	1.4161816129	3.1499081783	28.2657930143	13.084082	15.10293	16.264614	17.671633	21.260788	22.658314	23.618785	24.467537	25.162488	11.97564	12.652722	13.221304	13.577479	13.878263	-14.827099	0.703034	
23100000	11	-4.9660520198	4.6622676637	76.5591767517	1.4556979529	3.0738582654	28.9317672556	13.09403	14.981159	16.346779	17.65417	21.396564	22.888628	23.845008	24.553155	25.61953	12.250291	12.730958	13.27545	13.658372	13.805746	-16.710462	0.679787	
23200000	12	-4.1882213221	4.6005724409	61.013742324	2.3152912427	3.1864924149	28.6379466666	13.018478	14.916558	16.313743	17.651936	21.407094	22.862019	23.969695	24.59872	25.31778	12.056476	12.631553	13.24558	13.662433	13.882701	-15.503207	0.678474	
23300000	12	-4.0492350596	4.5010858206	15.9668051318	0.5158920567	3.2714802527	27.8888715943	13.235807	15.348684	16.470154	17.737788	21.420425	22.843088	23.819228	24.337765	24.947397	12.095962	12.69393	13.195758	13.584995	13.812905	-13.7361	0.649368	
23400000	12	-3.8557657	4.4664476146	14.4429473619	0.5171951703	3.3710139213	27.9015899871	13.245337	15.147604	16.587995	18.05728	21.648959	23.000363	23.890854	24.473086	25.18647	12.127872	12.76745	13.299969	13.598837	13.895309	-13.427584	0.661427	
23500000	12	-4.7426353772	4.5451461961	2.5460879181	0.4132785922	3.3222966465	28.7443434815	13.28458	15.10442	14.99263	18.166083	22.044831	23.188899	24.287387	25.147976	25.690263	12.656553	13.171162	13.621143	13.917628	14.199776	-14.880317	0.543882	
23600000	12	-3.9732021322	4.7579624645	4.1278768959	0.3976741925	2.7097877031	29.8954023865	13.144763	14.837901	16.102531	17.361278	21.245545	22.822534	23.936991	24.683798	25.528644	11.618873	12.332411	12.88667	13.300979	13.669975	-13.171018	0.692293	
23700000	12	-4.5872699841	4.5989185096	23.7596245469	0.5444646768	3.2952868963	28.8785826619	12.848185	14.8527	16.386082	17.809702	21.738882	23.135509	24.16567	24.870737	25.570554	12.2324	12.844316	13.14338	13.476216	13.87909	-14.756002	0.677059	
23800000	12	-4.1038561049	4.4950409682	7.3077473891	0.4383143183	3.2179342106	28.5333642831	13.605533	15.491095	16.9184	18.166912	21.755473	23.280985	24.227234	24.733938	25.481663	12.17709	12.905165	13.298868	13.679871	13.933337	-13.643818	0.697446	
23900000	12	-5.2463098251	4.6853072147	4.8295713881	0.3987108011	3.0418421214	29.3681880721	12.969758	15.005939	16.375916	17.524767	21.566967	23.02895	24.285503	24.794711	25.780579	12.337318	12.858676	13.268335	13.579117	13.747793	-15.660257	0.677914	
24000000	12	-4.4513725066	4.5197438555	3.7361195742	0.3997479815	3.2958580314	28.390157539	13.286994	15.218996	16.571409	17.939318	21.75915	22.972593	24.162954	24.65821	25.280191	12.173948	12.732924	13.165005	13.512365	13.700117	-14.25622	0.646417	
24100000	12	-4.3946904379	4.5261683545	4.361816223	0.4272842805	3.1475640301	27.9686427653	13.555581	15.276914	16.635846	17.832491	21.518938	22.804636	23.689298	24.481937	25.121922	12.344403	12.87844	13.442391	13.799429	13.95464	-14.144129	0.686236	
24200000	12	-4.7570831873	4.5295825449	15.4934054987	0.4926316615	3.2558611716	28.0434939819	13.26698	15.15839	16.482066	17.968394	21.574492	22.787027	23.640837	24.403384	25.128442	12.285261	12.846647	13.322566	13.60661	13.828574	-14.977838	0.669778	
24300000	12	-4.1430176129	4.6241721872	5.5079058061	0.4264805667	3.1720284376	28.3653180144	12.804975	14.727157	16.019005	17.402707	21.246119	22.735992	23.760007	24.49796	25.213177	12.042256	12.67524	13.208564	13.637453	13.830979	-13.576275	0.68624	
24400000	12	-4.7987287098	4.6890015016	7.9768565144	0.4072977988	2.8286029151	29.716867393	13.54679	15.344386	16.656537	17.867758	21.525467	22.964824	23.89939	24.807863	25.822843	12.107503	12.692752	13.056235	13.447784	13.678888	-14.721075	0.704326	
24500000	12	-4.9407833494	4.7833399339	5.9423768044	0.4104503749	2.6088350919	30.0626490083	13.333536	15.337553	16.305316	17.619665	21.123972	22.607748	23.85918	24.581064	25.598828	12.22985	12.747593	13.211974	13.516071	13.876836	-14.924292	0.704802	
24600000	11	-4.0716005082	4.5965146931	71.9609527349	0.3184713121	3.0249964289	28.4102077492	13.438982	15.125559	16.472188	17.648227	21.417611	22.574146	23.63509	24.32397	25.245109	11.977442	12.615439	13.220174	13.452545	13.821324	-14.37132	0.697808	
24700000	11	-4.2611024706	4.6110637465	75.0158407946	0.1434550778	3.0831956709	29.2956847051	13.280798	15.138617	16.485564	17.975463	21.681796	23.079275	24.207163	24.928817	25.858646	12.185788	12.858833	13.361548	13.661046	13.962029	-14.725031	0.693446	
24800000	12	-4.7822233573	4.5471086121	61.2528151587	3.9208721623	3.2598030012	27.8837963067	13.264984	14.991624	16.334677	17.950982	21.652283	22.690286	23.967997	24.345034	25.086142	12.599374	12.991059	13.614029	13.857108	14.128602	-17.221732	0.69196	
24900000	12	-4.0205472635	4.507121605	46.1376165652	1.1183764286	3.3884179725	28.254260973	13.053244	15.057575	16.440091	17.764244	21.823698	23.05836	24.080999	24.727728	25.202558	12.007392	12.744959	13.202302	13.601406	13.918358	-14.551702	0.64655	
25000000	12	-5.2810966658	4.7330006011	0.8331444485	0.3745537454	2.8272792607	29.5362116827	13.298157	14.986613	16.462068	17.510037	21.321936	22.669682	23.902957	24.701145	25.584628	12.268552	12.777081	13.131696	13.458191	13.743721	-16.331328	0.692709	
25100000	12	-4.8345026442	4.6343914996	17.4978082609	0.5140719312	3.0628505995	28.7773764487	13.352689	15.110708	16.372069	17.741355	21.564115	22.842123	23.902939	24.552323	25.369062	12.468615	12.973191	13.327923	13.784213	13.99479	-15.073344	0.638207	
25200000	12	-4.4865906479	4.5792537096	30.440917016	0.6852962822	3.0859133732	28.2964789466	13.206304	15.060837	16.540574	17.831903	21.429232	22.815952	23.794887	24.338371	25.060208	12.270001	12.866181	13.270861	13.665836	13.844852	-14.798489	0.663157	
25300000	12	-4.4664985708	4.6515057066	1.5730983644	0.3951810601	3.2471294305	28.7950062214	12.720898	14.593467	16.104022	17.510429	21.37227	22.940822	24.066873	24.872359	25.334785	12.176901	12.805537	13.238424	13.622743	13.760611	-14.416509	0.67731	
25400000	12	-4.1332591616	4.5325969351	1.6382660793	0.3881657817	3.2882120819	27.9667752859	13.086117	14.87797	16.399851	17.646904	21.495316	22.787209	23.770959	24.341177	25.056678	11.779825	12.410731	12.970623	13.307128	13.541811	-13.9221	0.692006	
25500000	12	-4.9587370211	4.6704789693	5.0799888901	0.3919981692	3.0951287018	28.7756765015	12.86061	14.97371	16.10764	17.533406	21.35157	22.672072	23.793483	24.510092	25.407184	12.019977	12.610859	12.993414	13.297718	13.556222	-15.059615	0.698587	
25600000	12	-5.2113868987	4.6415531796	1.6041602082	0.3947445263	3.0884589403	28.2503708779	13.09213	14.826555	16.259613	17.501975	21.204522	22.545709	23.569101	24.191979	25.051923	12.375286	12.915371	13.288971	13.583338	13.839161	-15.922615	0.680486	
25700000	12	-4.8319486432	4.6859199501	10.7331631872	0.443491375	2.9447586847	29.6607153668	13.45707	15.101353	16.513486	17.881351	21.685908	23.089803	24.334827	25.066211	25.917623	12.355194	12.893688	13.392397	13.669045	13.975494	-14.848851	0.683414	
25800000	12	-4.7669305524	4.6174654644	4.9106600749	0.4252187962	3.0300872322	28.4181223732	13.29534	15.15991	16.401021	17.823934	21.341657	22.638872	23.799389	24.156637	25.217521	12.450495	12.971935	13.428542	13.780337	14.007871	-14.745343	0.691762	
25900000	12	-4.8041203273	4.5705718254	9.5960637128	0.4180975323	3.1278109562	28.2335804463	13.261481	15.254538	16.536017	17.721719	21.508225	22.764169	23.623619	24.397505	25.178053	12.015404	12.51368	13.018127	13.280803	13.434277	-14.88017	0.698973	
26000000	12	-4.0960186323	4.6088926678	4.3286677417	0.4284976425	2.920916711	28.7499546982	13.550017	15.322587	16.522219	17.655634	21.414242	22.739906	23.822632	24.570933	25.452533	12.186797	12.731959	13.348905	13.728635	13.954848	-13.527303	0.695992	
26100000	12	-4.399789419	4.7131395616	1.171008263	0.4010836599	2.7787887608	29.4105379518	13.317498	15.167477	16.436532	17.607054	21.399136	22.725851	23.737697	24.592026	25.379134	12.216943	12.806053	13.29007	13.711733	13.951633	-14.384431	0.689755	
26200000	12	-4.3919355498	4.6467077693	5.6145283127	0.4020976302	2.9915634623	29.5282294741	13.399919	15.214182	16.520866	17.984731	21.633729	23.147128	24.233631	24.9392	25.952735	12.017167	12.613778	13.152872	13.524224	13.724979	-13.972128	0.689652	
26300000	12	-4.4016818584	4.6284109341	2.7883980961	0.3914572461	3.136016027	28.5919870686	13.031678	14.802713	16.28018	17.443273	21.387859	22.645061	23.954281	24.580465	25.244338	11.932178	12.598697	13.086075	13.429817	13.686063	-14.114175	0.69014	
26400000	12	-4.5589082762	4.6307584179	16.7689208755	0.4937745092	3.1729707668	28.8557906814	12.899361	14.829924	16.329997	17.770877	21.4682	22.91069	23.993589	24.734646	25.445919	12.131642	12.841104	13.336577	13.576851	13.869551	-14.510503	0.688987	
26500000	12	-3.9625315679	4.5198951489	27.5372445271	0.6040164928	3.1792490099	28.4089251812	13.368718	15.287384	16.617922	17.908694	21.732401	23.037764	24.088613	24.546268	25.339409	11.762629	12.421499	12.976358	13.345413	13.634749	-13.833433	0.684493	
26600000	12	-4.5857201893	4.5537006243	1.8477513968	0.3975344894	3.2467112962	27.9745006162	13.117469	15.051637	16.366385	17.906197	21.358296	22.654127	23.709468	24.220746	24.996539	12.164796	12.794886	13.236495	13.497859	13.68792	-14.676904	0.668536	
26700000	12	-5.9487001222	4.5403660636	21.0324570386	0.5392735096	3.2784362059	27.9079590433	13.273041	15.357051	16.494046	17.978709	21.726329	22.732766	23.769157	24.374204	25.078867	12.632688	13.024984	13.315618	13.624704	13.846284	-17.756859	0.687684	
26800000	12	-4.2762346479	4.6503188244	1.2675425723	0.3972059952	3.0777926568	29.1261066942	12.986638	14.970496	16.22849	17.661549	21.416064	22.829136	24.083243	24.801919	25.671812	12.150088	12.820901	13.32112	13.688407	13.922756	-14.173904	0.701082	
26900000	12	-4.2813055229	4.4513107422	3.4861961554	0.4105499201	3.3291322163	28.0520856383	13.480683	15.427254	16.785948	18.253304	21.791465	23.024954	24.157157	24.542296	25.177313	12.235405	12.782748	13.33669	13.680226	13.906181	-14.043694	0.70412	
27000000	12	-4.356049302	4.5611095998	22.90789073	0.5624775037	3.2056378257	28.2115990764	13.229326	15.074103	16.452796	17.629433	21.374103	22.646684	23.840835	24.506786	25.200737	12.041787	12.61218	13.224683	13.493928	13.698117	-14.365956	0.694046	
27100000	12	-5.604708705	4.5090324826	29.3353431372	0.6057728927	3.3164460883	27.7501586465	13.204134	15.148382	16.546418	17.746956	21.352218	22.72695	23.360212	24.388756	24.910913	12.468326	12.792404	13.13354	13.342586	13.578255	-17.154432	0.692411	
27200000	12	-4.6699761545	4.5954314263	48.6508384534	0.9822551013	3.1667940713	28.6571296959	13.219923	14.94021	16.447593	17.651915	21.574057	22.939981	23.931758	24.662142	25.52325	12.013637	12.561926	13.007647	13.347657	13.585763	-15.587495	0.654277	
27300000	11	-5.3050932539	4.6524817133	76.2445468567	0.5626894444	3.0394984857	28.4824987263	13.070293	14.923664	16.142048	17.482674	21.211367	22.469353	23.48603	24.546963	25.178974	12.228045	12.760078	13.103509	13.470234	13.710378	-16.916027	0.703533	
27400000	11	-4.2516465243	4.5528462079	74.2982053173	0.0107334104	3.0995388137	28.4836882385	13.475803	15.34045	16.762627	17.902641	21.477267	22.848111	23.808117	24.515029	25.36742	12.0115	12.727574	13.14952	13.390866	13.639724	-16.560606	0.702088	
27500000	11	-3.9836728397	4.4974532136	69.952219864	3.6970136596	3.3812631493	28.1830839054	13.156827	15.075608	16.424543	17.941271	21.715476	23.020796	24.16977	24.662249	25.198289	12.096407	12.872343	13.281841	13.672802	13.971527	-15.846419	0.628699	
27600000	12	-4.0398765232	4.4680892083	55.5120676978	1.7512013292	3.1504705385	28.3356306441	13.788786	15.610264	16.915958	18.174741	21.804814	23.265457	24.079445	24.71025	25.471835	12.179594	12.72417	13.24347	13.520783	13.872673	-15.076506	0.696879	
27700000	12	-4.859726033	4.5718118747	2.3321510974	0.3802454392	3.0998860025	28.5116177243	13.443496	15.185855	16.627265	17.911793	21.522161	22.75615	23.982945	24.549999	25.230262	12.160916	12.595458	13.053824	13.320512	13.460261	-15.097939	0.677185	
27800000	12	-4.7864033878	4.6482685426	1.52647435	0.3903279659	3.0770031963	29.4982692955	13.281862	15.036606	16.545131	17.842293	21.712976	23.245542	24.298646	25.17037	25.908952	12.432435	12.907352	13.378462	13.780414	13.974526	-15.040599	0.703357	
27900000	12	-4.0954741273	4.6238741184	7.0491750667	0.4289329794	3.0682059623	29.0721269535	13.225535	14.931583	16.489592	17.710134	21.664195	23.04408	24.085659	24.917998	25.804126	11.887778	12.705888	13.079548	13.587322	13.872664	-13.488473	0.693267	
28000000	12	-3.8841555536	4.575057771	4.7755618287	0.4257179805	2.969649476	28.5473073913	13.584158	15.204415	16.504976	17.885521	21.459581	22.79164	23.816938	24.462552	25.342083	11.867799	12.541283	13.122366	13.550625	13.93192	-13.198014	0.678622	
28100000	12	-5.949660049	4.6790995859	16.2620323997	0.4224867102	3.118507137	29.4869145489	13.05635	14.965144	16.276698	17.562105	21.673228	22.956348	24.025081	24.774488	25.778753	12.055703	12.454551	12.864394	13.045547	13.284873	-17.449761	0.691333	
28200000	12	-5.1570562085	4.6534275767	1.0439783859	0.3500134754	3.0915779806	29.3486415204	13.050484	14.924288	16.37585	17.801172	21.615213	23.007998	24.088778	24.784555	25.639838	11.915987	12.452411	12.814605	13.125692	13.252442	-15.979363	0.701295	
28300000	12	-4.6242345537	4.7696854164	10.8865765524	0.4367324314	2.5534163321	30.3202935372	13.718759	15.296005	16.561148	17.774903	21.35445	22.778875	23.951401	24.757515	25.621882	12.062226	12.683907	13.147095	13.522622	13.836013	-14.366243	0.683513	
28400000	12	-4.4042610008	4.5457836458	5.5644814639	0.4094477296	3.1878114139	28.1116711006	13.168921	15.28585	16.579299	17.697164	21.561171	22.775856	23.645772	24.312155	25.031436	12.030511	12.576184	13.083328	13.364818	13.582288	-14.109586	0.70267	
28500000	12	-4.1673311986	4.6676195739	30.2939458395	0.678230157	2.8357592467	29.2293114117	13.399471	15.171392	16.491273	17.70495	21.338314	22.797189	23.956853	24.616015	25.528024	12.136549	12.678955	13.336332	13.699219	14.053926	-14.125179	0.703841	
28600000	11	-3.6678966533	4.5851131008	68.4570074872	0.3893187218	3.1084189118	28.6188640461	13.060358	14.879116	16.242491	17.637028	21.366762	23.002485	23.887048	24.913898	25.265011	11.934055	12.715675	13.325509	13.930039	14.233924	-13.727498	0.696444	
28700000	11	-4.0792018916	4.6531511265	73.0535343293	0.1838102812	2.9902287982	29.151247951	13.107901	15.018053	16.394524	17.575166	21.383603	23.059996	24.117692	24.800395	25.643446	12.043567	12.729226	13.402291	13.786367	13.977611	-14.319048	0.686619	
28800000	11	-4.5698218996	4.7611477335	76.4362937652	0.7370835351	2.7746227227	29.6417116251	13.101229	14.809072	16.088098	17.603901	21.270532	22.641217	23.850937	24.649137	25.663135	12.169357	12.786264	13.248029	13.626844	13.97826	-15.419234	0.691884	
28900000	12	-4.2937704835	4.5444238059	55.3613487039	1.3875987821	3.2456129076	28.5678040586	13.212768	15.21842	16.614804	17.732658	21.721103	22.980134	23.961482	24.782883	25.414501	11.914359	12.552096	13.029965	13.390884	13.630135	-15.251927	0.701456	
29000000	12	-4.4546529244	4.6169052999	65.5481909572	2.2274803157	2.9673436272	28.9654022058	13.370299	15.203694	16.509143	17.813099	21.513766	22.934521	24.02251	24.817467	25.561127	11.833209	12.514895	13.03124	13.270367	13.520321	-15.981382	0.68216	
29100000	12	-3.8588165087	4.5836345968	49.7879759709	1.277714464	3.1003315467	28.3072352059	13.049537	14.92582	16.232848	17.473252	21.342222	22.661094	23.727873	24.514545	25.126885	11.815411	12.459276	12.978921	13.417217	13.71351	-14.346822	0.703591	
29200000	12	-4.0451412376	4.5881314279	37.5394781575	0.771840975	3.1973964818	29.0276399843	12.982346	15.069766	16.295529	17.67062	21.681181	23.093868	24.210197	25.116584	25.791267	12.045403	12.689739	13.217998	13.599311	13.856375	-14.167747	0.701345	
29300000	12	-4.4580290454	4.5102428915	30.7755957431	0.6464487319	3.313666642	27.9280880528	13.142002	14.977905	16.517477	17.979548	21.542276	22.708973	23.80401	24.319749	25.047758	12.09075	12.634375	13.046664	13.393961	13.575163	-14.800079	0.693249	
29400000	12	-4.8802230818	4.602256011	27.684897059	0.5716671031	3.1431408057	29.0042948884	13.346726	15.144545	16.535453	17.895062	21.654321	22.997808	24.056733	24.769124	25.723679	12.205021	12.795021	13.228777	13.50037	13.669106	-15.415626	0.659857	
29500000	12	-4.7192916171	4.6074223832	3.4350902353	0.3956963004	3.11576926	29.0279646459	13.164531	15.191759	16.526489	17.900801	21.57452	23.085213	24.166138	24.817103	25.615211	12.224982	12.763197	13.186787	13.610564	13.841783	-14.687088	0.679175	
29600000	12	-3.9740020768	4.682752075	0.6134371392	0.3880102251	2.8659280837	29.4960709049	13.321001	14.867978	16.267964	17.708975	21.44898	22.883211	23.844392	25.021577	25.523998	11.792301	12.403683	13.023736	13.486203	13.771944	-14.078673	0.688833	
29700000	12	-5.0344340982	4.624557453	0.7690162664	0.3613118502	3.2465363195	29.4243891377	13.001075	14.971587	16.581187	17.967039	21.933207	23.35365	24.354748	25.026257	25.837131	12.140593	12.689679	13.064186	13.351519	13.576699	-15.943388	0.700946	
29800000	12	-4.1083608688	4.4592701602	0.3866898333	0.3957624563	3.1996313098	27.7532160875	13.487994	15.443405	16.718549	18.066543	21.559815	22.841399	23.637416	24.178986	24.951895	12.117203	12.615093	13.199331	13.468808	13.703583	-14.928465	0.698382	
29900000	12	-5.6375545814	4.619561558	20.6888991655	0.5352908016	3.0676219046	28.6265329445	13.397394	15.23976	16.563809	17.949293	21.552956	22.830943	24.027874	24.572354	25.484898	12.602725	13.087544	13.435673	13.765722	13.902908	-16.911946	0.695525	
30000000	12	-4.2311366533	4.6238609727	22.2455871732	0.5478654623	2.8984058998	28.8064025101	13.561018	15.270904	16.416895	17.713214	21.365564	22.755728	23.715201	24.557636	25.140191	11.96656	12.594071	13.129955	13.417556	13.765502	-14.054352	0.634834	
