State	Model	DGPost	GDagSlide	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	logPrior	chiSquared	
11300000	12	-4.8562012042	4.7046040467	4.7223379896	0.3858818501	2.8754988262	29.8404825928	13.406959	15.222763	16.530656	17.727075	21.39223	22.921138	23.934229	24.980236	25.662919	12.067086	12.579124	13.063513	13.386059	13.63039	-14.815192	0.694292	
11400000	12	-4.4022867555	4.5553839014	0.5906747978	0.3747790273	3.2656921549	28.3309466159	12.995071	14.999665	16.319981	17.779659	21.657564	22.842203	23.639315	24.620015	25.215905	11.917578	12.45803	12.975907	13.313832	13.597044	-14.976309	0.702984	
11500000	12	-5.0044104593	4.5459629316	0.4127039255	0.3857475835	3.3160277932	28.0797301926	13.127972	15.097424	16.41389	17.824568	21.517143	22.722448	23.853409	24.551667	25.023714	12.38967	12.905674	13.282928	13.623592	13.782087	-16.468098	0.666257	
11600000	12	-3.9968852925	4.4993999376	0.653848105	0.3831512809	3.2307047647	27.8018964433	13.434189	14.917904	16.380196	17.713057	21.393971	22.594056	23.52759	24.355838	24.950533	11.746407	12.403252	12.862886	13.249383	13.57797	-14.260792	0.694287	
11700000	12	-4.900273908	4.5690789979	6.0085375913	0.4189485368	3.2013382212	28.5347657261	13.288842	15.309142	16.768152	17.881151	21.667503	23.036683	24.034796	24.586907	25.250832	12.38248	12.955596	13.294396	13.609242	13.895303	-15.045382	0.67862	
11800000	12	-3.975880258	4.5731233156	4.0308605414	0.4340812965	3.0938226804	28.7196604264	13.257679	15.281736	16.651463	17.851975	21.856543	23.193942	24.034343	24.712812	25.516209	12.232962	12.902398	13.42843	13.831742	14.117963	-13.373232	0.698132	
11900000	12	-5.2400577402	4.5650161853	13.8354103809	0.444392716	3.3724477248	28.5888225802	13.105433	14.922464	16.480345	17.819774	21.83577	22.97821	24.043987	24.919043	25.502331	12.283477	12.752284	13.182691	13.492135	13.630477	-15.879731	0.675272	
12000000	12	-4.8085110916	4.543087152	4.3998466592	0.3902738257	3.2632945443	28.3381514739	13.181326	15.026147	16.589576	17.981928	21.505239	22.878602	23.73258	24.661725	25.243923	12.161327	12.712425	12.998746	13.338586	13.543186	-14.892195	0.686214	
12100000	12	-4.8445035595	4.6511300926	25.4905026792	0.5478420906	2.8234179479	29.1933315639	13.563927	15.290398	16.736504	17.891917	21.57502	22.843627	23.825237	24.652202	25.344257	12.17426	12.634603	13.108728	13.30625	13.689659	-15.242668	0.691234	
12200000	12	-4.5673373829	4.6626082145	1.3364353225	0.4027017705	3.0763585584	28.5547927858	12.890143	14.666414	16.235076	17.474275	21.34642	22.648454	23.716749	24.344576	25.121825	12.274877	12.885816	13.353475	13.682213	13.915683	-14.680203	0.703207	
12300000	12	-4.2972525504	4.545861792	3.6572869541	0.431742973	3.2151350851	28.0285956316	13.119242	15.100665	16.444362	17.709624	21.62029	22.762351	23.614371	24.393975	25.031008	12.341701	13.03399	13.442042	13.780526	14.145523	-13.97569	0.702142	
12400000	12	-5.0385309561	4.5337505922	11.8827313993	0.4605717105	3.3280114372	28.4544116735	13.253549	15.290245	16.618465	18.049616	21.85795	23.092403	24.19355	24.730852	25.314771	12.52745	13.015571	13.485531	13.747865	14.008358	-15.457016	0.688415	
12500000	12	-5.2210474011	4.6563940375	6.4292519797	0.4009423676	3.1428030829	29.0981955605	12.983202	14.748898	16.355811	17.69805	21.59054	22.930818	24.114278	24.809298	25.447595	12.253288	12.735506	13.192445	13.451423	13.706265	-15.622475	0.661813	
12600000	12	-4.6366632269	4.6307332389	5.3191488949	0.3997187711	3.1775172083	29.2258873421	13.099421	15.038944	16.475196	17.67345	21.728062	23.109993	24.181012	24.885355	26.035106	12.178034	12.668082	13.168921	13.392979	13.682342	-14.449955	0.704255	
12700000	12	-4.0056892623	4.5257277738	19.0829696384	0.5819332943	3.2023729307	27.9589303886	13.261944	15.164122	16.459411	17.97301	21.493181	22.858147	23.668135	24.449849	25.197026	12.173425	12.96376	13.435329	13.80137	14.198129	-13.73766	0.694644	
12800000	12	-4.4171958298	4.7218562794	0.4300187914	0.3904793913	2.9273621047	29.311306451	12.952032	14.86332	15.961054	17.381225	21.329665	22.86267	23.876006	24.571323	25.622077	12.065567	12.704088	13.25438	13.562132	13.986563	-15.109461	0.646103	
12900000	12	-4.1187609313	4.5454918511	17.3264522312	0.5017472112	3.1992116432	28.1103402494	13.111728	15.223531	16.509727	17.54747	21.526879	22.794238	23.659994	24.328649	24.997367	11.877583	12.534208	13.019738	13.354605	13.634754	-13.821759	0.69738	
13000000	12	-4.2924369464	4.5649074493	7.8361024515	0.4370128822	3.0627590893	28.5985671663	13.486308	15.348064	16.622574	17.898618	21.627942	22.826171	23.960246	24.551253	25.229635	12.174977	12.727356	13.209351	13.640883	13.786115	-13.90389	0.673792	
13100000	12	-4.9821002943	4.4722314197	17.4865818208	0.5056887398	3.3315806065	27.4217264147	13.343655	15.286449	16.657846	17.965584	21.47368	22.69546	23.534657	24.159039	24.708646	12.32422	12.729363	13.187264	13.329187	13.546151	-15.549037	0.692427	
13200000	12	-4.7800948674	4.658424981	16.4735466128	0.4996329381	3.01073163	28.9401111422	13.236147	15.09198	16.256468	17.616469	21.460687	22.865301	24.00262	24.632817	25.718739	12.37643	12.889365	13.325785	13.709252	13.859511	-14.912699	0.645982	
13300000	12	-4.515398342	4.520259678	7.818041149	0.4249358662	3.2393565034	27.9169437008	13.244195	15.188086	16.473055	17.822135	21.519076	22.835019	23.839628	24.286685	25.017733	12.076023	12.549784	13.092425	13.388295	13.578523	-14.358434	0.644708	
13400000	12	-6.0988715056	4.6416525021	5.7008922508	0.3881960268	3.0973055021	28.7218886557	13.126297	15.006011	16.179907	17.652302	21.514745	22.589716	23.684634	24.682601	25.263152	12.238514	12.691864	13.132753	13.23141	13.516632	-17.701606	0.663191	
13500000	12	-3.7753811057	4.4551244515	13.3948058124	0.5098196386	3.1350744906	28.0373253035	13.739647	15.473623	16.691662	18.16061	21.609374	22.848911	23.935526	24.517306	25.18813	12.062168	12.77896	13.219496	13.696365	13.957985	-13.286807	0.693002	
13600000	12	-4.8811327484	4.5520813918	54.7844843686	1.3432839184	3.2790991797	28.3024894628	13.214718	15.142724	16.657856	17.801361	21.595618	22.771972	23.980615	24.700255	25.270805	12.164807	12.73132	13.065836	13.324111	13.677899	-16.33792	0.704034	
13700000	12	-3.9330855231	4.5500084802	56.0809905115	1.6605986656	3.0915505273	28.4611891779	13.345564	15.237842	16.600711	17.836538	21.669159	22.886919	23.774853	24.576104	25.288866	11.85908	12.526953	13.031479	13.462579	13.771224	-14.775838	0.70159	
13800000	12	-4.6521662096	4.5124129996	59.2781230061	1.8032832732	3.2610103305	27.8922332104	13.365726	15.191191	16.648116	17.884631	21.575652	22.695193	23.60417	24.31901	24.960024	12.102551	12.633639	13.092628	13.252035	13.487155	-16.212747	0.692826	
13900000	11	-4.2396291208	4.6648537267	71.1201778675	0.0033279656	3.0124862363	28.9452560194	13.174816	14.839899	16.225641	17.519524	21.342962	22.736786	23.797439	24.66337	25.544026	12.247297	13.048929	13.344455	13.920216	14.199383	-18.082628	0.699182	
14000000	12	-4.7919969697	4.5411624301	47.8690752011	0.9145699491	3.3765803215	28.4235236574	13.05029	14.964198	16.449124	17.76036	21.781973	22.946841	23.927521	24.452584	25.181994	12.086501	12.545688	12.901768	13.267303	13.416586	-15.832301	0.653726	
14100000	12	-4.7090995839	4.6302714523	32.7356837573	0.6371906324	3.0250538894	28.9760150761	13.228848	15.12892	16.419557	17.910338	21.578009	22.820587	23.905048	24.874434	25.697542	12.057764	12.720025	13.053971	13.352302	13.75541	-15.175183	0.702452	
14200000	12	-4.6794768255	4.6810872674	1.1429193999	0.3670025767	3.1040275507	29.2189605472	12.882409	14.765171	15.991985	17.377998	21.341697	22.877561	24.018597	24.670139	25.59322	11.937095	12.507293	12.938759	13.256567	13.528325	-14.935897	0.659321	
14300000	12	-4.6772045864	4.6138586232	0.5651346365	0.386437073	3.0903896762	28.9288685574	13.311469	15.204208	16.563448	17.829146	21.758407	22.811092	23.993668	24.844525	25.472646	12.286217	12.92083	13.343442	13.637136	13.874447	-15.473416	0.701712	
14400000	12	-5.0130059105	4.60409329	3.4036070965	0.3749083002	3.0152822921	29.1690967525	13.603226	15.46695	16.703907	18.018574	21.824618	23.066779	24.018877	24.829951	25.590892	12.085238	12.63674	13.009366	13.259094	13.460663	-15.274123	0.68096	
14500000	12	-5.1882546866	4.6094500633	0.8901892764	0.3796457527	3.2552293687	28.3019837596	12.81088	14.847276	16.262331	17.61334	21.534507	22.829251	23.640828	24.485722	25.149656	12.283575	12.744947	13.142793	13.503727	13.662043	-16.209269	0.682901	
14600000	12	-4.5604035293	4.5910879719	5.562821223	0.424335561	3.1231843761	28.7031883014	13.194372	15.242176	16.385986	17.845721	21.685433	23.024494	24.077882	24.734309	25.578965	12.39711	12.917123	13.414405	13.664696	13.948438	-14.358423	0.655065	
14700000	12	-4.5001907953	4.558391759	10.3069496037	0.4478099637	3.2344261477	28.3980965423	13.153437	15.096813	16.538784	17.719569	21.663737	22.792365	24.090846	24.545591	25.41918	12.161529	12.847095	13.284016	13.604057	13.800965	-14.330366	0.689723	
14800000	12	-5.6325425335	4.5985991038	29.1258531822	0.5616568896	3.1862549583	28.2848521461	13.058975	14.936071	16.347673	17.672833	21.252284	22.561174	23.780553	24.41781	24.950588	12.138779	12.603398	12.963023	13.184751	13.257421	-17.090345	0.69895	
14900000	12	-4.5097740961	4.6211766264	46.0772186491	1.0059458532	3.0294017771	28.4919436812	13.136799	15.066019	16.328903	17.587239	21.247814	22.760434	23.684142	24.556251	25.030261	12.13749	12.702859	13.209929	13.433523	13.757908	-15.237646	0.647221	
15000000	11	-4.0236767759	4.5372265179	69.9540782989	0.032221475	3.1640121456	27.8022725759	13.246695	14.957821	16.332272	17.746626	21.375497	22.467944	23.618593	24.302664	24.844679	12.105023	12.709651	13.130867	13.476991	13.745766	-15.056688	0.681435	
15100000	11	-5.120045642	4.653101064	76.3259732402	0.2134427235	3.2012528872	29.1036666204	12.869531	14.765968	16.311449	17.646587	21.913704	23.158585	24.128699	24.758002	25.512162	12.470546	13.022093	13.455996	13.801671	14.079759	-16.339839	0.678988	
15200000	12	-6.2386104675	4.5954252676	43.7404324848	0.7586970605	3.0237471303	28.7239829523	13.492847	15.442578	16.693805	18.073822	21.415212	22.858956	23.908485	24.413853	25.213977	12.112937	12.584402	12.922698	13.174536	13.243206	-18.94106	0.695628	
15300000	12	-4.9895796012	4.69005097	68.728030029	1.8727909144	2.969619503	29.9362976714	13.362475	14.89278	16.555928	17.717337	21.761657	23.168549	24.298625	25.021618	26.04413	11.99306	12.586346	12.959993	13.270121	13.441378	-16.843462	0.684386	
15400000	11	-4.1815175032	4.6077184665	69.7883175936	0.0322447051	2.914747158	28.3208980711	13.421305	15.302138	16.485048	17.648696	21.090667	22.567832	23.589106	24.326639	24.799986	12.188935	12.874602	13.342499	13.623372	14.018331	-15.247923	0.696951	
15500000	11	-3.6850659301	4.5003378018	65.5104083927	0.6124936905	3.241051641	27.8202797363	13.19332	15.080161	16.385129	17.750734	21.549033	22.77173	23.747899	24.489033	25.02016	12.007534	12.72507	13.364056	13.795701	14.229568	-13.956855	0.702614	
15600000	11	-4.8931855389	4.680927876	79.6957545312	0.1161071547	3.1227832857	29.3274183491	12.843752	14.729928	16.182519	17.498179	21.470155	23.001978	24.339984	24.95017	25.860086	12.125351	12.65966	13.127426	13.42365	13.687944	-15.96067	0.697547	
15700000	11	-4.7280321259	4.6188613847	76.0718855537	0.0089745422	3.2140550999	28.2199236449	12.879071	14.742856	16.034266	17.502883	21.238416	22.718442	23.608493	24.411437	25.185669	11.991271	12.489178	12.974375	13.288214	13.555414	-17.631199	0.680487	
15800000	11	-4.8988159789	4.7080728156	79.106284846	0.034629241	2.7504514925	29.6646159456	13.547272	15.268855	16.482845	17.735521	21.419826	22.780573	23.870225	24.640698	25.580654	12.216352	12.727322	13.224562	13.516801	13.738407	-16.547391	0.661586	
15900000	11	-4.6745885294	4.5943435329	75.0554578846	0.7638634131	3.2225941605	28.5690223002	12.990278	15.042622	16.394909	17.673779	21.576015	22.89766	23.934878	24.586677	25.53307	12.171743	12.721914	13.220511	13.607307	13.808821	-15.77809	0.694275	
16000000	11	-5.4785045886	4.6660149268	75.2209595938	1.8270959124	2.9649155514	28.7093687065	13.257219	15.110026	16.483688	17.654259	21.267863	22.689502	23.494291	24.469524	25.140541	12.449136	12.954171	13.423113	13.663655	13.795974	-17.988751	0.698316	
16100000	11	-4.3250432979	4.493783565	71.7328144083	0.2190864929	3.2316900422	27.709870003	13.35694	15.446225	16.595985	17.803799	21.378572	22.663653	23.726678	24.38352	24.762283	12.069303	12.61419	13.141008	13.468787	13.684707	-14.89982	0.703892	
16200000	11	-4.65788497	4.5364722591	72.1521282144	0.0509310544	3.0430050773	28.4633552382	13.710053	15.621226	16.870777	18.076276	21.577502	23.128796	24.011694	24.65221	25.280879	12.489794	12.935265	13.330899	13.713432	13.900111	-15.908142	0.695495	
16300000	11	-3.8882242353	4.490775461	70.7921047166	4.2217825625	3.3597324183	28.2333205078	13.139393	15.185125	16.490904	17.866205	21.637868	23.044131	24.172629	24.858405	25.464346	11.94552	12.675194	13.279489	13.667681	13.895889	-15.857594	0.693918	
16400000	11	-4.3266629349	4.6913876467	75.8006428814	0.0086458284	2.7917035936	29.5814124951	13.5142	15.27111	16.523208	17.658221	21.390769	22.861086	24.082223	24.733786	25.817398	12.241531	12.770231	13.287236	13.690273	13.958109	-16.842534	0.698636	
16500000	11	-4.978904017	4.5536769928	74.548318945	0.0987195056	3.28406565	27.7932805931	12.945548	14.926726	16.355521	17.735113	21.385271	22.651956	23.690581	24.084251	24.828949	12.153866	12.677168	13.083784	13.346675	13.461153	-16.265888	0.683158	
16600000	11	-4.338259246	4.5858095172	74.4619838885	0.0445959681	3.1239115646	29.0389089454	13.31485	15.273496	16.651602	18.000237	21.901809	23.069685	24.213642	24.859982	25.597996	12.280567	12.934576	13.394081	13.595559	13.922101	-15.361551	0.694795	
16700000	11	-4.3000063777	4.4728584502	68.5372858796	1.1708550003	3.273658503	27.5777654176	13.440783	15.360686	16.750348	17.753298	21.58415	22.763098	23.570597	24.266521	24.776585	12.318935	12.915498	13.461264	13.567842	13.923515	-15.389579	0.697711	
16800000	11	-5.0708934113	4.6553196694	79.1529056147	0.1967756422	2.880060922	28.9079321269	13.440913	15.240374	16.58562	17.618929	21.187322	22.639921	23.76262	24.466537	25.28739	12.053418	12.58581	13.013283	13.225191	13.563851	-16.267502	0.704488	
16900000	11	-4.0899511225	4.6620076216	73.221697428	0.160227631	2.9223333173	28.977041247	13.260361	15.016762	16.316803	17.614852	21.335199	22.706528	23.803059	24.667977	25.465989	12.06686	12.592634	13.294472	13.561592	14.000145	-14.347133	0.699576	
17000000	11	-4.0929342158	4.6325332086	71.8034383645	0.0070244609	3.0596417104	28.4676231224	13.137797	14.793636	16.218061	17.377845	21.316242	22.597308	23.734366	24.451036	25.286868	11.994127	12.580159	13.168449	13.625874	13.849121	-16.729585	0.697146	
17100000	11	-5.3701988466	4.5939447584	77.7888549213	0.8295857393	3.0845732982	28.6908052744	13.415435	15.215304	16.683481	17.977157	21.594549	22.736956	23.940739	24.644497	25.199814	12.221208	12.723306	13.138044	13.467703	13.534093	-17.301844	0.69803	
17200000	12	-3.920981106	4.5729581932	50.6481949969	1.7067746241	3.111095856	28.2548766459	13.220214	15.095404	16.392677	17.732017	21.453905	22.77507	23.743264	24.30677	25.157155	12.219954	12.862175	13.557913	13.836907	14.231306	-14.687539	0.700618	
17300000	12	-4.858662101	4.7561242455	36.9088997183	0.661908029	2.7020845344	29.8646129455	13.363329	15.091255	16.19324	17.558611	21.25917	22.64672	23.730731	24.578896	25.570213	11.930528	12.466403	12.871609	13.272287	13.622372	-15.440755	0.679688	
17400000	12	-4.8798124105	4.6065995569	23.5688809318	0.5204470185	3.0194930856	28.9276903692	13.563792	15.294594	16.638598	17.922199	21.622316	22.821922	23.933427	24.828742	25.416853	12.151551	12.598619	12.996792	13.349051	13.656273	-15.305611	0.692619	
17500000	12	-5.3349530017	4.5550879279	0.6523856169	0.3545295355	3.3166644567	28.7733146382	13.112084	15.199683	16.686208	17.99289	21.812416	23.192755	24.287404	24.815879	25.569178	12.100669	12.615742	12.948266	13.205451	13.425722	-16.776947	0.700352	
17600000	12	-4.6606617038	4.617186338	18.8875486671	0.4925884104	2.9773621897	28.7635670492	13.421682	15.224151	16.606388	17.860208	21.555412	22.700289	23.912586	24.378254	25.450931	12.103311	12.687915	13.034917	13.258294	13.604067	-14.758151	0.688936	
17700000	12	-4.2534065321	4.5401571175	3.8018399194	0.3996684202	3.3528569848	28.9020504291	13.099789	15.04245	16.455072	17.950061	21.936777	23.252468	24.33201	25.051245	25.867529	12.086625	12.66951	13.213549	13.510668	13.794297	-13.868451	0.694039	
17800000	12	-6.208107396	4.7166477738	9.3032528439	0.4043731746	3.0352490182	29.3377126519	13.037211	14.874869	16.107753	17.406176	21.232873	22.60266	24.107589	24.778796	25.634322	12.269769	12.6125	13.052682	13.368756	13.577578	-17.942304	0.699164	
17900000	12	-4.4729714651	4.5931941017	0.6541089717	0.3784228437	3.0618422134	28.2683113981	13.268411	15.128144	16.388033	17.715527	21.289539	22.586177	23.663042	24.482471	25.168125	12.027875	12.57312	12.923467	13.293919	13.488406	-14.996182	0.696838	
18000000	12	-3.8167492409	4.5360357862	61.0735234249	2.4173177513	3.1145557319	28.666828427	13.322652	15.104711	16.521516	18.008203	21.821306	22.951092	24.024834	24.753811	25.442147	11.806195	12.522529	13.055236	13.479812	13.805506	-14.989173	0.697637	
18100000	12	-4.0921949337	4.4299243072	0.4267580006	0.4135035651	3.394297062	27.3089214957	13.438365	15.088207	16.589379	17.776437	21.559451	22.663612	23.594983	24.085572	24.817986	12.229061	12.835986	13.289236	13.729978	14.010473	-14.863472	0.682912	
18200000	12	-4.5850801816	4.7476085217	7.0490506777	0.4085082573	2.9142895633	29.8213037753	12.99167	14.896236	16.026894	17.428566	21.399559	22.905361	24.137526	24.980101	25.961951	11.913236	12.639109	13.140346	13.416377	13.783089	-14.248439	0.685422	
18300000	12	-5.6005346676	4.8199926224	1.8441138695	0.387306296	2.6185213475	30.5598452865	13.487439	15.221094	16.45408	17.604351	21.16373	22.875105	24.131261	24.907239	25.909963	12.360805	12.921673	13.398389	13.649924	13.978373	-16.572905	0.698336	
18400000	12	-4.5353577243	4.5637340201	1.5469854842	0.3814786908	3.1088118616	28.6104236342	13.384999	15.175119	16.571911	17.911296	21.546928	22.870352	23.762321	24.774343	25.442295	12.110593	12.630638	13.107243	13.405054	13.665313	-14.630359	0.68763	
18500000	12	-6.0625470446	4.5233842958	11.6759529638	0.4487891104	3.2500486392	27.7465982377	13.356799	15.242198	16.586406	17.937782	21.305675	22.612144	23.66388	24.193694	24.809386	12.54972	12.912012	13.340456	13.395972	13.603522	-17.831329	0.685996	
18600000	12	-3.9044527812	4.5983936072	1.3209040373	0.4264251562	2.9972156837	28.766521494	13.296509	15.263738	16.408869	17.750663	21.536005	22.866969	24.040383	24.790917	25.334026	12.196259	12.944889	13.474667	13.889677	14.278567	-13.588621	0.700993	
18700000	12	-4.6942841608	4.5866282415	36.7979702709	0.7637604888	3.314608941	28.3108957399	12.805419	15.000775	16.328116	17.615064	21.684528	22.852169	23.86359	24.626135	25.349968	12.27373	12.807841	13.19966	13.504252	13.803293	-15.340456	0.702891	
18800000	12	-4.6924999854	4.5426443056	13.9272100435	0.4554915344	3.296638949	28.2630894677	13.120993	15.098293	16.400115	17.833836	21.470217	22.738441	23.82563	24.435712	25.253706	12.189308	12.676925	13.122225	13.231883	13.640084	-14.782446	0.667699	
18900000	12	-4.0192150536	4.6453043708	2.4175445761	0.3844873052	2.9712687895	29.0733947052	13.123086	15.020829	16.349631	17.645181	21.513156	22.983151	23.958939	24.503824	25.52384	11.722783	12.360497	12.880536	13.270618	13.566639	-13.460875	0.685026	
19000000	12	-3.8454874574	4.5080022263	8.3611462386	0.4431987715	3.3559205248	28.4665582918	13.013808	15.003461	16.480965	17.811535	21.787192	23.141205	24.302249	24.887376	25.465561	11.922645	12.604688	13.204561	13.555097	13.766766	-13.21553	0.684762	
19100000	12	-4.8852282386	4.5032837317	10.9780276748	0.4462695184	3.3049758265	28.1255621451	13.340861	15.308321	16.805721	17.954716	21.594658	22.946134	23.963196	24.475097	25.086077	12.363384	12.865827	13.32219	13.536539	13.680268	-15.151978	0.680961	
19200000	12	-4.9954352489	4.4998796802	2.341978418	0.3912578267	3.3085951018	28.206462631	13.398367	15.382376	16.715018	18.182315	21.911199	23.026706	23.829465	24.640177	25.145046	12.478744	12.949194	13.300761	13.518318	13.749282	-15.458247	0.676209	
19300000	12	-4.6355106498	4.709798602	1.4598386263	0.394148049	2.8925543299	29.3449549013	13.248074	14.911208	16.425332	17.458413	21.324024	22.753126	23.880786	24.511521	25.572026	12.204703	12.850059	13.320607	13.676495	13.923833	-14.715056	0.682668	
19400000	12	-4.4179248695	4.5522382335	4.5753919028	0.3898259929	3.3650797642	28.465738499	12.919015	14.909324	16.344856	17.797273	21.661421	22.977333	23.884842	24.703542	25.338718	11.845519	12.527986	12.924322	13.30042	13.491402	-14.126962	0.690273	
19500000	12	-4.629312411	4.6120034078	2.7640682861	0.3951515677	3.2193224479	28.5019037598	12.970201	14.830092	16.271208	17.639056	21.494998	22.708469	23.746691	24.521066	25.442286	12.186852	12.691494	13.186304	13.532396	13.766603	-14.562721	0.703108	
19600000	12	-6.6996688992	4.6381674845	0.3964976428	0.3511390655	3.1718393083	29.2293017505	13.064071	15.020048	16.525655	17.708017	21.702313	23.029925	24.128784	24.887662	25.75277	12.234571	12.685165	13.022066	13.226043	13.386074	-20.513762	0.696128	
19700000	12	-4.2577346197	4.6528987643	0.4253174628	0.3787376669	3.026432735	29.4773131382	13.14804	15.044407	16.411265	17.724842	21.515822	23.109721	24.230999	24.907709	25.78988	11.994079	12.607495	13.079934	13.506052	13.708675	-14.882872	0.67159	
19800000	12	-4.0398605317	4.7222195434	1.6884815123	0.4240111975	2.6844860314	29.1638118873	13.439882	14.947048	16.206246	17.552268	21.161575	22.546898	23.748513	24.354654	25.467065	12.188886	12.824134	13.416802	13.869319	14.124557	-13.582931	0.695356	
19900000	12	-4.5660202645	4.5113559297	4.193136863	0.3965411717	3.201440477	28.1801352965	13.475566	15.346269	16.757067	17.989275	21.715949	22.972535	23.567406	24.373814	25.1313	12.030351	12.620452	13.125195	13.412272	13.65425	-14.463303	0.686749	
20000000	12	-4.7093825718	4.6046916313	1.3222063014	0.3955316554	3.1280673434	28.3666550601	13.073292	15.084382	16.458588	17.508455	21.405512	22.71391	23.694053	24.612262	25.272756	12.318034	12.928542	13.253807	13.50357	13.804543	-15.011025	0.696039	
20100000	12	-3.6402060536	4.502687609	8.1164701644	0.4616952728	3.2134471183	28.0251153309	13.270167	15.126661	16.461672	17.7575	21.60383	22.773292	23.545116	24.294565	24.978435	11.732713	12.525916	13.050219	13.618013	13.838486	-12.915406	0.703245	
20200000	12	-3.9182868591	4.6205684581	5.5937605821	0.4414296088	3.1575504948	28.9540283699	12.9872	14.868033	16.233031	17.552501	21.648871	22.98568	24.296849	24.651261	25.577708	12.060126	12.846086	13.360263	13.84563	14.136408	-13.205176	0.674068	
20300000	12	-4.4776690206	4.6244081166	7.0936641281	0.4165254308	3.0265102263	29.1971133722	13.379544	15.205776	16.488529	17.934794	21.681591	22.897466	24.087851	24.79352	25.715486	12.188823	12.66317	13.242718	13.547883	13.83186	-14.161657	0.693122	
20400000	12	-6.2419757107	4.8236203508	8.3002249418	0.4009749886	2.5829376387	30.3676452227	13.499689	15.031006	16.345391	17.395598	21.121213	22.658372	23.859583	24.749415	25.876057	12.19233	12.661291	13.130422	13.392333	13.566112	-17.927207	0.692137	
20500000	12	-3.6502131156	4.5660235513	4.7174205254	0.4535015525	3.1511461059	28.5765055371	13.190112	14.985158	16.334583	17.698985	21.578786	22.881596	24.177478	24.771143	25.255591	11.942256	12.785494	13.458985	13.851674	14.245914	-12.857942	0.686756	
20600000	12	-4.2624984133	4.5687950386	0.8120191057	0.4129037805	2.9163257777	28.0388398393	13.754675	15.421481	16.547843	17.945213	21.201227	22.575118	23.547153	24.296386	24.919842	12.285328	12.933623	13.339366	13.726634	14.042897	-14.50943	0.703625	
20700000	12	-6.4953975561	4.6123315338	2.6494648498	0.3656674161	3.3860106587	28.847548723	12.689146	14.811557	16.312382	17.753379	21.642319	23.143492	24.356234	24.834416	25.658293	12.33672	12.72896	13.053233	13.290265	13.381468	-18.874601	0.697627	
20800000	12	-4.7262690009	4.666417634	0.0695878581	0.4038674013	3.0684417009	28.7240019879	13.014713	14.954758	16.130763	17.500772	21.434594	22.857497	23.845239	24.498333	25.483404	12.537855	13.058606	13.541591	13.861371	14.130716	-17.86882	0.676061	
20900000	12	-4.4330914257	4.5789944233	0.4764574276	0.3763108786	3.1016176218	29.1303303894	13.459066	15.375787	16.749181	17.9661	21.882604	23.175065	24.12047	24.888725	25.500107	12.016785	12.678423	13.172806	13.37972	13.766565	-15.174134	0.677978	
21000000	12	-4.2709094264	4.5317926505	4.1223443209	0.4183113925	3.1948240427	28.2237161232	13.332082	15.163566	16.470812	18.079029	21.753821	22.909593	23.71415	24.560556	25.115297	12.140178	12.716086	13.309051	13.601116	13.814239	-13.913854	0.652569	
21100000	12	-4.9262664531	4.6004652004	3.424437456	0.3794421508	3.1457982376	28.9085119522	13.190356	15.225698	16.525583	17.914731	21.683341	22.892077	24.089215	24.779018	25.497043	12.02613	12.601656	13.055916	13.319777	13.568856	-15.101676	0.6996	
21200000	12	-5.1530240769	4.5545817292	17.2536246924	0.4652925623	3.3404049339	28.1758799865	13.067195	14.938746	16.474681	17.690119	21.408644	22.786129	23.935879	24.513187	25.226926	12.091895	12.51664	12.967961	13.308443	13.369571	-15.783016	0.695347	
21300000	12	-4.3654322558	4.5712613289	1.8686159319	0.414667031	3.1792458823	27.6705609007	13.208042	14.997968	16.263237	17.471071	21.187028	22.531377	23.429448	24.257154	24.662518	12.263022	12.867282	13.366392	13.696567	13.863895	-14.258692	0.675638	
21400000	12	-4.6071698562	4.5050992536	27.4026408746	0.6198031916	3.1729020924	27.7269978848	13.527992	15.317111	16.667589	17.940999	21.326143	22.621366	23.481369	24.118443	24.816455	12.233913	12.760953	13.174963	13.403709	13.711864	-15.015115	0.699357	
21500000	12	-3.9065172441	4.6228912032	15.7716765098	0.5289656183	2.8474556283	28.9896340124	13.577605	15.402059	16.538511	17.778649	21.49617	22.856263	24.112336	24.662844	25.433974	12.134114	12.754277	13.484031	13.775109	14.10292	-13.371221	0.692667	
21600000	12	-4.4586626861	4.6757131028	28.2886611663	0.5931661195	2.9419544372	29.6778795033	13.321446	15.164106	16.421396	17.827253	21.7086	23.096743	24.133855	25.13146	25.985231	12.129371	12.701321	13.221166	13.575011	13.776404	-14.548474	0.692468	
21700000	12	-4.7763129448	4.5197012372	1.0292275513	0.3752598237	3.2308574737	28.1733947404	13.523724	15.264342	16.726437	17.947414	21.552159	22.811331	23.621611	24.545195	25.147028	12.048384	12.669917	13.123623	13.37565	13.588112	-15.355045	0.692007	
21800000	12	-3.4259767477	4.5382734215	31.9985764881	0.7877317291	3.2779515564	28.8404546014	12.882759	14.946759	14.680778	17.898008	21.769813	23.193113	24.416877	24.946932	25.957496	11.790147	12.51932	13.328868	13.778164	14.260973	-13.178949	0.625667	
