State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	logPrior	rho
14850000	12	-1.860164651	4.8980200709	55.0928163749	0.673891017	3.3767470805	25.2669683628	6.678666	8.188015	9.938928	12.258557	16.502044	18.35747	19.545943	20.432201	21.154839	22.146236	6.229725	7.868166	9.870519	13.963597	15.748592	17.001243	17.834068	18.833079	19.694812	0.261894	0.517388	1.012667	1.950594	3.583274	7.328218	16.385141	19.374506	21.890854	1.838329	2.443523	4.0567	4.95339	5.60268	6.22129	6.738463	7.493249	0.210314	0.291277	0.50737	0.63273	0.73068	0.825301	0.910637	1.052428	-8.703564	2.356912
14900000	12	-1.9705811278	4.9772240749	53.9044693559	0.5972303006	3.3657081163	25.2456767735	6.399428	8.001189	9.657291	12.022827	16.290746	18.213456	19.233926	20.256275	21.047917	21.777641	6.257474	7.690449	9.727234	13.814927	15.553963	16.854259	17.85678	18.6782	19.539697	0.256672	0.504958	0.994965	1.908999	3.523619	7.214638	16.350364	19.275837	21.745204	1.892869	2.549989	4.166925	4.992415	5.623682	6.214946	6.716967	7.401861	0.222522	0.307207	0.515239	0.643947	0.737801	0.82862	0.912502	1.033008	-8.679538	2.340864
14950000	12	-1.978620299	5.0429085296	64.1314622664	0.727319652	3.1085392543	26.0855980903	6.727556	8.115241	9.801563	11.950321	16.418439	18.071012	19.45667	20.305028	21.145298	22.325325	6.319286	7.853547	9.683183	13.860286	15.574794	16.778265	17.802823	18.825691	19.867416	0.256229	0.505378	0.996148	1.899755	3.52609	7.250624	16.497748	19.546306	22.106617	1.893114	2.568892	4.159311	4.983695	5.581641	6.192658	6.725805	7.433517	0.22556	0.303221	0.514349	0.62552	0.72516	0.824928	0.906011	1.023636	-8.84168	2.376595
15000000	12	-1.9766782594	4.9918423319	61.595535375	0.6810211818	3.3659648425	25.9906453486	6.366618	7.984181	9.689754	12.052172	16.486461	18.594301	19.707516	20.598593	21.521191	22.592814	6.314143	7.700879	9.860256	13.946795	15.772142	17.006746	18.162772	19.038149	20.009815	0.255699	0.504579	0.98761	1.912461	3.533221	7.265581	16.619903	19.705219	22.149147	1.892828	2.52052	4.183958	4.941112	5.66257	6.234717	6.728435	7.421557	0.221696	0.302312	0.518305	0.63915	0.7314	0.819762	0.891333	1.023356	-8.808463	2.380004
15050000	12	-1.9318839599	5.0189486023	65.1509815596	0.7881498497	3.3274151333	25.8236234996	6.278376	7.881639	9.633897	11.838081	16.379792	18.264406	19.42973	20.497228	21.333493	22.295699	6.138951	7.668832	9.664149	13.772895	15.600323	16.853941	17.802869	18.888279	19.76598	0.257037	0.509305	0.990548	1.911655	3.525822	7.260087	16.592918	19.542146	22.01321	1.856326	2.527387	4.097426	4.9771	5.572354	6.201897	6.726011	7.457086	0.219232	0.299123	0.509433	0.63094	0.731033	0.829603	0.901708	1.03516	-8.872189	2.389729
15100000	12	-2.0866403263	5.1028519883	67.8312206691	0.6909566245	3.1025410023	26.6719373273	6.543718	8.035603	9.734929	11.869383	16.500852	18.08234	19.430066	20.477116	21.580183	22.488489	6.372839	7.696384	9.808019	13.851657	15.589181	17.035236	17.982308	18.97558	19.945809	0.250091	0.497611	0.974495	1.880378	3.457253	7.114966	16.545202	19.686003	22.380358	1.959412	2.633238	4.18809	4.985282	5.652131	6.183851	6.686658	7.367741	0.233336	0.319615	0.525505	0.635502	0.732049	0.822872	0.891196	0.997365	-8.912954	2.348204
15150000	12	-2.0093697114	5.1378918648	70.0859185548	0.8170843331	3.0482502267	26.6753555744	6.4671	7.990393	9.559921	11.740302	16.103261	18.06612	19.308285	20.384497	21.347716	22.450665	6.24715	7.666536	9.631485	13.736338	15.570548	16.854218	17.820047	18.874314	20.066031	0.257004	0.504594	0.992226	1.917907	3.520199	7.257309	16.485753	19.704706	22.265419	1.926216	2.533554	4.195912	5.051432	5.627797	6.2428	6.757017	7.45237	0.226112	0.309177	0.521311	0.643142	0.744187	0.826013	0.910462	1.026669	-8.938949	2.380639
15200000	12	-2.0375899414	5.0542783762	73.9995867641	0.88788923	3.2494279314	26.2313866437	6.494045	7.928903	9.63926	11.863219	16.464072	18.13934	19.469435	20.591219	21.365699	22.530155	6.254669	7.702062	9.740468	13.898719	15.653951	16.950751	17.887913	18.857323	19.965168	0.250459	0.495574	0.979745	1.877921	3.471878	7.097036	16.450234	19.721369	22.438402	1.911512	2.560647	4.148167	4.978204	5.571349	6.181185	6.675012	7.304868	0.229835	0.306078	0.520805	0.634616	0.736554	0.815205	0.888707	0.999119	-9.094139	2.38988
15250000	12	-1.9872644794	5.1090007761	74.3981493805	0.8769144453	3.1512739321	26.967140102	6.424024	7.893456	9.615469	11.835451	16.285175	18.21636	19.690212	20.773115	21.720205	22.829881	6.194487	7.583668	9.672555	13.944388	15.837624	16.989492	18.131179	19.048246	20.361362	0.252027	0.500503	0.978471	1.882748	3.538716	7.220898	16.721257	19.945681	22.503914	1.873583	2.522664	4.137668	4.927201	5.582516	6.19412	6.698603	7.390616	0.218138	0.30186	0.516565	0.626719	0.722463	0.816935	0.895042	1.006417	-9.011211	2.386428
15300000	12	-1.8472483352	5.0271998938	75.2030663339	1.3482670172	3.1572755308	26.016196816	6.447572	8.06892	9.71443	11.929049	16.333262	18.251103	19.39726	20.509307	21.263814	22.43101	6.28057	7.616807	9.66795	13.70409	15.690058	16.920987	17.835772	18.824931	19.871816	0.262263	0.516497	1.012894	1.959419	3.581882	7.413082	16.738939	19.656813	22.06584	1.832122	2.421658	4.104433	4.92225	5.598863	6.231198	6.82292	7.550736	0.208911	0.292097	0.501449	0.626981	0.734394	0.832069	0.918668	1.05343	-9.234903	2.375368
15350000	12	-2.059575189	5.0593324187	84.5369758635	1.2038738395	3.3130606476	26.0801765374	6.304639	7.828206	9.510026	11.752463	16.321621	18.306011	19.452883	20.444011	21.337069	22.215197	6.193761	7.554326	9.674704	13.760952	15.516977	16.877521	17.870482	18.823605	19.839578	0.243735	0.485095	0.951013	1.830906	3.392402	7.060524	16.356116	19.411629	22.102889	1.896317	2.550379	4.112124	4.875128	5.516651	6.144108	6.556738	7.206339	0.225016	0.306601	0.505772	0.625558	0.720886	0.80182	0.875175	0.974819	-9.407614	2.379881
15400000	12	-1.8446757069	5.0380064676	87.6192932365	3.1495077822	3.0522332869	26.2742748799	6.56238	8.102471	9.759503	11.96517	16.332638	18.130308	19.327976	20.591437	21.258471	22.523938	6.229736	7.661842	9.632356	13.702961	15.561466	16.993209	17.975676	18.977837	19.950243	0.261207	0.514537	1.019652	1.934938	3.603963	7.338461	16.624682	19.631239	22.271212	1.816565	2.436508	4.052456	4.933778	5.609345	6.203955	6.758162	7.595409	0.213081	0.288762	0.50232	0.627788	0.722362	0.826483	0.91364	1.049952	-10.097828	2.343924
15450000	12	-1.9498975725	5.1006391036	78.8689527441	1.3062132783	3.033227283	26.4666165406	6.580093	8.015729	9.658338	11.853546	16.326107	18.058522	19.346121	20.223006	21.360333	22.34074	6.25023	7.631402	9.665118	13.697935	15.609693	16.911276	17.938722	18.799932	19.991109	0.261805	0.517256	1.010264	1.937532	3.605797	7.303287	16.611714	19.624312	22.232775	1.910413	2.543287	4.171498	5.021244	5.667091	6.249097	6.783187	7.511169	0.22343	0.304122	0.521406	0.638219	0.746899	0.837795	0.928519	1.036282	-9.288546	2.378587
15500000	12	-1.9561908098	5.006095236	76.0857317524	0.9720775031	3.2813808608	26.2277113425	6.432799	8.015065	9.787419	12.028138	16.459833	18.29814	19.57344	20.810762	21.406892	22.656612	6.223579	7.713606	9.728858	13.872304	15.691862	17.026639	18.003159	18.939242	20.058026	0.248701	0.491878	0.966048	1.861943	3.436099	7.169572	16.493257	19.611374	22.299654	1.848806	2.471468	3.992262	4.896242	5.481817	6.130938	6.598951	7.311801	0.216	0.287299	0.499543	0.621209	0.71334	0.804843	0.887273	0.993682	-9.124133	2.385905
15550000	12	-1.9752111004	4.9998003622	68.3787162581	0.9066353764	3.3708766433	25.5398413854	6.435017	7.873635	9.612884	11.949182	16.50417	18.131403	19.43955	20.404172	21.132608	22.19072	6.263232	7.723944	9.795119	13.880759	15.72677	16.917642	17.918663	18.806627	19.898852	0.259017	0.512674	1.005334	1.927148	3.575645	7.288215	16.351183	19.413288	21.904693	1.895229	2.54948	4.182849	5.006183	5.697678	6.277245	6.748072	7.529707	0.227001	0.310317	0.524573	0.654929	0.74147	0.832553	0.913309	1.02799	-9.034933	2.355656
15600000	12	-1.8540442125	4.9195426337	69.9832927133	0.93562548	3.2191626671	25.8126623592	6.708956	8.330614	9.961844	12.170818	16.553184	18.409376	19.55291	20.459917	21.38062	22.299463	6.302646	7.750604	9.761367	13.944023	15.704116	16.892621	17.919903	18.864022	19.736336	0.25511	0.500551	0.984377	1.873664	3.486914	7.202806	16.453015	19.533849	22.058989	1.787351	2.416736	3.963624	4.904664	5.429005	6.041269	6.68376	7.385433	0.201336	0.284192	0.490221	0.605458	0.7059	0.800822	0.888063	1.008731	-9.013645	2.378075
15650000	12	-1.9341868837	4.9406263472	61.315997229	0.7296054144	3.3903298047	25.4430952205	6.518118	8.069784	9.876866	12.093876	16.667758	18.382405	19.52433	20.382335	21.222703	22.179511	6.302345	7.74074	9.677043	13.955986	15.79542	16.858324	17.871348	18.938894	19.733977	0.255622	0.506216	1.000469	1.916803	3.53006	7.292204	16.470933	19.425512	22.004377	1.859223	2.494859	4.181525	4.960447	5.632602	6.199614	6.718308	7.443015	0.21845	0.304144	0.501601	0.633435	0.730802	0.828698	0.910191	1.031582	-8.843885	2.347037
15700000	12	-1.8671616309	5.0230826145	82.3682948476	2.9847156808	3.166932344	25.6078162813	6.456828	8.100124	9.786459	11.954001	16.166541	18.011375	19.191593	20.314774	21.038988	22.123859	6.278741	7.720597	9.683764	13.81255	15.516928	16.901981	18.020641	18.696815	19.881968	0.270873	0.528193	1.052206	1.996942	3.669978	7.482633	16.65314	19.62553	21.850543	1.873603	2.522497	4.165853	5.071083	5.64724	6.386822	6.876799	7.627946	0.219222	0.301028	0.524802	0.648609	0.759194	0.848518	0.94944	1.065469	-10.029697	2.357222
15750000	12	-1.8877936469	4.9680291522	81.3257380669	2.4051592854	3.3042786644	25.2057948481	6.485906	8.036598	9.852527	12.011613	16.373417	18.090952	19.243834	20.232205	21.043833	21.921001	6.293712	7.692072	9.706966	13.7041	15.516527	16.851461	17.855948	18.642122	19.766076	0.264993	0.523787	1.024618	1.958524	3.612175	7.366379	16.457091	19.330606	21.772165	1.851101	2.485216	4.131107	4.991453	5.671603	6.306468	6.750832	7.543887	0.218378	0.296355	0.521101	0.640407	0.739752	0.838999	0.925041	1.049093	-9.861462	2.382295
15800000	12	-1.7941324884	4.889063571	79.5174547478	2.2439085097	3.386532129	25.5629651029	6.594942	8.139829	10.026592	12.250619	16.740798	18.463951	19.610974	20.685983	21.520026	22.422575	6.280619	7.784705	9.751861	14.100078	15.855621	17.1402	18.031251	19.012908	19.977541	0.264471	0.525526	1.037266	1.958973	3.651939	7.39218	16.674554	19.6645	22.058811	1.802935	2.436842	4.057956	4.927489	5.61151	6.245171	6.846484	7.624017	0.207851	0.287386	0.49272	0.631748	0.7421	0.832861	0.924538	1.058234	-9.745588	2.373167
15850000	12	-1.7947576944	4.9759113852	84.9722380042	3.1253651776	3.1432627551	25.7856796049	6.666564	8.230021	9.753534	12.067165	16.346242	18.221784	19.480616	20.369707	21.176656	22.382377	6.176445	7.709189	9.669587	13.716539	15.678772	16.888472	17.853948	18.813579	19.89754	0.259879	0.511852	1.001703	1.925078	3.592387	7.336839	16.5462	19.448779	21.892927	1.734637	2.373423	4.003012	4.811443	5.565432	6.21428	6.717306	7.527775	0.201989	0.282776	0.483913	0.610858	0.719316	0.816928	0.905603	1.058859	-10.069253	2.376257
15900000	12	-1.8561969086	4.9606685953	90.7037108808	5.0087679965	3.3693801605	25.6700030003	6.420515	7.983251	9.694015	11.987463	16.573382	18.273836	19.522965	20.463884	21.31097	22.269581	6.108087	7.607394	9.589599	13.780571	15.723229	16.935002	17.960488	18.869368	19.783488	0.256221	0.507698	0.998382	1.90576	3.54364	7.254786	16.421344	19.676883	22.078623	1.790097	2.415239	4.003178	4.864181	5.540632	6.152303	6.7283	7.438192	0.205474	0.284471	0.490523	0.617699	0.714576	0.809254	0.898091	1.028748	-10.721997	2.366033
15950000	12	-2.0977855758	5.0424576424	91.3227937718	2.0976253511	3.1547297764	25.9133005581	6.678064	8.098131	9.86898	11.993004	16.464566	18.080128	19.255249	20.264809	20.982475	22.156969	6.398029	7.835334	9.833028	13.825855	15.543976	16.842634	17.82374	18.809969	19.586214	0.251391	0.494865	0.968782	1.863763	3.480286	7.240944	16.253975	19.380435	21.90371	1.971353	2.668167	4.189716	4.989875	5.642719	6.152284	6.63535	7.260516	0.236341	0.316482	0.534817	0.648789	0.735832	0.817216	0.90058	1.003641	-9.951299	2.374208
16000000	12	-1.99269309	4.9778162168	90.195755233	2.3575722823	3.3626834416	26.0706092489	6.50952	8.136003	9.814326	12.154495	16.692936	18.406662	19.732565	20.809688	21.658166	22.560009	6.263521	7.785769	9.899747	14.039274	15.889288	17.00293	18.209596	19.10957	20.011915	0.235799	0.503027	0.986999	1.884502	3.492475	7.271865	16.589737	19.76318	22.244537	1.904849	2.546628	4.128788	4.94923	5.632081	6.205577	6.677827	7.390646	0.218153	0.300839	0.513392	0.630956	0.731129	0.821424	0.906312	1.009697	-9.988213	2.381798
16050000	12	-1.9830969016	4.971330266	81.7613537233	1.5110422354	3.3170529072	25.7906306486	6.504199	8.17825	9.853439	12.185835	16.524164	18.499001	19.663793	20.602672	21.380667	22.209364	6.386752	7.837139	9.884146	13.987438	15.755046	17.08499	17.963894	18.886209	19.833278	0.255024	0.508222	0.992584	1.900595	3.513213	7.293623	16.454412	19.505125	22.02346	1.909488	2.56774	4.174724	4.937596	5.561272	6.299694	6.719282	7.415246	0.226517	0.306601	0.518242	0.647382	0.740344	0.830175	0.908765	1.025774	-9.529895	2.363179
16100000	12	-1.9373094543	4.9958590541	75.4482188777	1.1476536656	3.3331086454	25.9646783286	6.418509	8.038264	9.76865	11.992752	16.545574	18.438513	19.755647	20.796188	21.386369	22.452243	6.228104	7.71656	9.709814	13.895664	15.690985	17.089677	18.118056	18.869918	19.901302	0.257066	0.507687	1.005819	1.920967	3.563208	7.298486	16.585329	19.759942	22.246867	1.88793	2.499578	4.123339	4.972379	5.60991	6.242053	6.731543	7.445191	0.218849	0.301641	0.511883	0.634061	0.728462	0.820843	0.906738	1.02421	-9.215776	2.372383
16150000	12	-1.9692815672	5.0145070242	80.690650343	1.4321034012	3.2215640849	26.0726078896	6.497129	8.106104	9.804743	12.028056	16.542691	18.136275	19.528283	20.526169	21.502212	22.50849	6.369015	7.898208	9.765828	13.785454	15.780336	16.99545	17.983225	18.864193	19.989286	0.258533	0.513204	1.002509	1.925658	3.529133	7.286513	16.618441	19.694684	22.192864	1.909558	2.531405	4.193697	5.025307	5.626832	6.252222	6.789468	7.50635	0.22277	0.303055	0.520943	0.641135	0.741392	0.832916	0.912925	1.024571	-9.437918	2.387946
16200000	12	-2.0277623528	5.0925053242	76.1111974358	1.1267745271	3.1782605129	26.0319776063	6.502638	7.930577	9.645708	11.875085	16.122774	18.04051	19.173086	20.433586	21.240645	22.270442	6.249188	7.71261	9.653451	13.743009	15.617507	16.95156	17.891968	18.669964	19.818487	0.259918	0.516221	1.008784	1.940815	3.553495	7.318103	16.640918	19.624489	22.146239	1.951046	2.59726	4.225292	5.064783	5.72982	6.287383	6.854966	7.533933	0.235745	0.31321	0.531117	0.655172	0.749734	0.84419	0.933664	1.031191	-9.237237	2.372304
16250000	12	-1.8876131016	4.9186506727	76.7474426073	1.5777752475	3.3975530736	25.1033614065	6.446681	8.074403	9.908938	12.153787	16.484591	18.317509	19.384398	20.413358	20.965513	21.915333	6.247882	7.878617	9.828191	13.893501	15.731946	16.726979	17.833279	18.758452	19.539252	0.26145	0.51927	1.018333	1.93671	3.567298	7.306842	16.397302	19.473554	21.728656	1.81547	2.468446	4.145999	4.957185	5.606649	6.184649	6.706681	7.483929	0.215027	0.294266	0.516151	0.63902	0.733789	0.828897	0.921652	1.040572	-9.482808	2.375934
16300000	12	-1.8026504775	4.9614063379	78.9905621942	2.6129115309	3.3105265111	25.4105854809	6.511207	8.097867	9.769861	12.06135	16.374119	18.215654	19.446439	20.555308	21.197571	22.238252	6.246193	7.645232	9.661736	13.954636	15.677742	16.948964	17.913171	18.835934	19.981353	0.270035	0.531086	1.046614	1.994748	3.719937	7.482564	16.683093	19.458819	21.818255	1.82894	2.444202	4.101192	4.975969	5.717781	6.358806	6.932684	7.683903	0.207117	0.292577	0.512774	0.641744	0.7509	0.851829	0.944027	1.087251	-9.850478	2.388438
16350000	12	-1.9796440686	5.0898400951	76.8527693284	1.3157293182	3.2332315004	25.7734457161	6.286874	7.742759	9.548906	11.564442	16.119499	17.972838	19.311541	20.289556	21.217618	22.16749	6.134083	7.625994	9.625638	13.714562	15.615925	16.885141	17.871557	18.711664	19.707101	0.263707	0.522209	1.008733	1.938719	3.60784	7.348344	16.4246	19.49635	21.883165	1.899975	2.566908	4.164382	5.046176	5.738934	6.354479	6.883295	7.512678	0.227786	0.312042	0.531498	0.651016	0.751302	0.850429	0.922431	1.047897	-9.316426	2.333927
16400000	12	-1.9696813011	5.0120971975	67.6725120108	0.8545309657	3.3568520765	25.5572674653	6.383688	7.922112	9.615873	11.803014	16.348062	18.117618	19.36076	20.298378	21.155387	22.166202	6.190319	7.652536	9.683883	13.745307	15.708585	16.844741	17.910265	18.691647	19.843313	0.258388	0.507019	1.000902	1.894189	3.547103	7.237201	16.370338	19.499312	22.016093	1.89421	2.542356	4.195606	4.926618	5.615514	6.21033	6.679751	7.367151	0.221285	0.302516	0.516071	0.637726	0.736916	0.826064	0.90969	1.025148	-8.983283	2.344751
16450000	12	-1.8726798962	4.9413594945	72.0856313118	1.3213420658	3.3527062391	25.2678148169	6.511636	8.075954	9.915467	12.101187	16.501874	18.289997	19.429032	20.436855	21.169963	22.079378	6.284041	7.801517	9.849573	13.987151	15.687317	17.002596	17.877052	18.722603	19.657998	0.26438	0.519168	1.029663	1.975612	3.647117	7.397284	16.606514	19.49729	21.880543	1.848043	2.483827	4.163391	5.022264	5.695696	6.289272	6.845706	7.621486	0.220823	0.297761	0.519848	0.644714	0.743513	0.843663	0.9382	1.062283	-9.271595	2.340841
16500000	12	-1.8108758312	5.0424942183	84.687247506	3.2719952186	3.0885224029	26.3036906914	6.567417	8.038611	9.759857	11.972862	16.2972	18.136992	19.519176	20.665494	21.356865	22.532983	6.172849	7.730894	9.618969	13.868693	15.605329	16.898305	18.100721	18.979184	20.036479	0.268231	0.530905	1.035133	1.980323	3.687395	7.548057	16.835921	19.864499	22.18797	1.823594	2.461797	4.080417	5.010367	5.653702	6.317299	6.903578	7.666327	0.212084	0.291553	0.511087	0.641493	0.741972	0.840531	0.935895	1.074794	-10.081149	2.389353
16550000	12	-1.9539090455	4.9749121014	87.3998101218	2.2514234776	3.3640604162	25.8120815584	6.424361	8.012928	9.748203	12.097435	16.557544	18.34587	19.656194	20.582046	21.381441	22.328629	6.228018	7.684689	9.849974	13.903808	15.772448	17.003899	18.056601	18.804901	19.909858	0.256403	0.502858	0.983816	1.905142	3.498062	7.229057	16.459045	19.696978	21.970947	1.871705	2.506813	4.077075	4.97723	5.624087	6.217983	6.635263	7.354251	0.220062	0.294713	0.510929	0.631852	0.725826	0.820189	0.906524	1.022469	-9.894131	2.38572
16600000	12	-1.9859454403	5.0848249712	90.3040017001	2.8005430731	2.9759777418	26.4922032742	6.698014	8.326977	9.944284	12.07642	16.241099	18.098843	19.399374	20.384919	21.256645	21.1651	6.400424	7.92102	9.713744	13.783105	15.584848	16.819013	17.818756	18.824477	19.99769	0.260218	0.515508	1.014747	1.934163	3.590843	7.318627	16.629583	19.605541	22.093191	1.952745	2.570306	4.227918	5.08552	5.634958	6.308396	6.823412	7.526973	0.229175	0.313107	0.537894	0.654127	0.745984	0.832995	0.92259	1.041272	-10.089078	2.307679
16650000	12	-2.0047673642	5.0450718796	78.8064890409	1.3256893203	3.3866380056	25.9660265306	6.304088	7.795714	9.490525	11.773567	16.398643	18.262805	19.560655	20.516981	21.452712	22.418397	6.223415	7.658919	9.794017	13.96379	15.770929	17.055015	18.077572	18.892536	20.05595	0.25868	0.517386	1.010267	1.937834	3.611951	7.337337	16.648698	19.709405	22.160791	1.954273	2.622001	4.21199	5.062923	5.774971	6.271956	6.79351	7.477154	0.230657	0.318862	0.537459	0.660484	0.753705	0.844719	0.918788	1.047626	-9.37913	2.367829
16700000	12	-1.9324188075	5.0133842095	86.4572048853	1.878808346	3.2847669372	26.3054404663	6.372906	7.976944	9.751935	11.944661	16.553862	18.552997	19.812728	20.841748	21.645712	22.654598	6.176755	7.681214	9.719787	13.798431	15.828855	17.083047	18.194058	19.102845	19.954985	0.256879	0.501959	0.987005	1.891421	3.526955	7.254561	16.583606	19.734171	22.314524	1.853501	2.483037	4.136781	4.92165	5.591188	6.237062	6.718741	7.41297	0.218625	0.294889	0.503688	0.632105	0.726385	0.822642	0.901145	1.016141	-9.676454	2.364861
16750000	12	-1.8472991071	5.0493161129	74.7951709832	1.1631064804	3.0189524707	26.4957433184	6.738217	8.141728	9.787596	11.95669	16.315014	18.247044	19.438555	20.608311	21.483118	22.444185	6.237115	7.680456	9.654856	13.76782	15.567964	16.975591	17.978793	18.791007	20.017216	0.258007	0.511738	1.000198	1.925714	3.597212	7.315996	16.646316	19.749634	22.212249	1.78473	2.422447	3.983787	4.909248	5.531486	6.236161	6.723728	7.493954	0.210626	0.288437	0.501538	0.62168	0.716898	0.812673	0.911435	1.039903	-9.108574	2.347735
16800000	12	-1.7742263702	5.0003947702	58.1351333125	0.7891497257	3.1752059971	25.9574748778	6.460968	8.085446	9.676931	11.927281	16.352068	18.182063	19.386198	20.463197	21.328817	22.340205	6.193173	7.645363	9.701944	13.766824	15.634898	16.972068	17.818377	18.955364	20.083281	0.266549	0.524819	1.036567	1.977275	3.667229	7.444027	16.804073	19.748534	22.127129	1.783966	2.412124	4.037584	4.942772	5.655531	6.275416	6.837507	7.715375	0.207021	0.283043	0.504661	0.633014	0.732863	0.839139	0.927042	1.07316	-8.674372	2.388346
16850000	12	-2.0196937821	4.9784191673	64.8559877778	0.672236927	3.368038124	25.7046711155	6.466415	7.995109	9.757423	12.02037	16.412934	18.355104	19.380434	20.538336	21.24747	22.24794	6.22649	7.729149	9.807566	13.891088	15.630404	16.900105	17.878869	18.626623	19.715686	0.246671	0.486217	0.958115	1.833332	3.426497	7.042512	16.367348	19.257709	21.901409	1.879626	2.532118	4.109708	4.862152	5.459584	6.08423	6.522377	7.245592	0.220979	0.300829	0.51291	0.620814	0.716973	0.802192	0.882955	0.982479	-8.890593	2.371021
16900000	12	-1.9089708226	5.0156081808	73.7082777785	1.0210336149	3.1165581238	26.3279077554	6.701039	8.225796	9.899737	12.014466	16.488992	18.297701	19.424642	20.727893	21.384056	22.431714	6.384079	7.806251	9.862303	13.925939	15.626046	16.967127	17.989271	18.738847	20.003683	0.256262	0.504462	1.002029	1.915976	3.529349	7.254845	16.439527	19.588413	22.203017	1.849068	2.469703	4.062606	4.926438	5.613926	6.194656	6.744973	7.452745	0.213997	0.288685	0.510549	0.630261	0.721945	0.814527	0.892831	1.020941	-9.083102	2.362459
16950000	12	-1.988380788	4.9699703405	69.2796525611	0.786637417	3.2775626613	25.9126855186	6.656417	8.127282	9.949148	12.168486	16.659191	18.421698	19.581992	20.578226	21.309571	22.321147	6.260629	7.911469	9.819861	13.922953	15.738962	16.915257	17.99373	18.839328	19.903395	0.251212	0.497672	0.965619	1.874908	3.446729	7.127938	16.409114	19.578274	22.193384	1.871332	2.490122	4.075367	4.920646	5.549719	6.140453	6.619484	7.262011	0.219722	0.298547	0.508013	0.622582	0.715883	0.799948	0.885786	0.987018	-8.988402	2.376354
17000000	12	-1.9470251657	4.9824838672	46.2496257667	0.4844321583	3.0982960064	25.9526069356	6.848257	8.329287	10.046616	12.245299	16.386179	18.24345	19.309063	20.57741	21.200759	22.08502	6.425204	7.915798	9.833035	13.875701	15.697203	16.85673	17.84639	18.688706	19.731171	0.254198	0.504519	0.980239	1.885449	3.495105	7.167523	16.390933	19.535344	21.901287	1.867943	2.501164	4.120437	4.931204	5.558158	6.16969	6.623189	7.373607	0.215276	0.293802	0.509407	0.626322	0.717979	0.816744	0.899809	1.015093	-8.46537	2.379686
17050000	12	-2.009358446	5.0011342128	37.2683016998	0.4014929917	3.1739648735	25.9054983736	6.645217	8.243191	9.873382	12.051841	16.356064	18.231918	19.425272	20.414157	21.344375	22.360908	6.399535	7.786792	9.905627	13.831202	15.650864	16.876744	17.861886	18.727069	19.671638	0.249249	0.497396	0.969297	1.876593	3.451675	7.19972	16.29148	19.584318	21.932224	1.890631	2.502262	4.103306	5.001763	5.5392	6.166221	6.671451	7.322226	0.223812	0.303528	0.505442	0.629199	0.723844	0.810529	0.884456	0.999425	-8.326	2.389462
17100000	12	-1.8638739304	5.002423615	29.0891711067	0.3819107305	3.2518287799	26.215882769	6.49955	8.057942	9.831986	12.040073	16.579695	18.313171	19.584332	20.754465	21.531521	22.491364	6.133947	7.639226	9.70285	13.861606	15.656157	17.033596	18.105329	18.987059	20.037121	0.255413	0.512915	0.993673	1.925335	3.556418	7.338002	16.555531	19.751999	22.442279	1.837607	2.431844	4.032592	4.913792	5.607077	6.202716	6.761367	7.434209	0.208422	0.286065	0.492751	0.623732	0.721015	0.810133	0.905505	1.027582	-8.058494	2.387995
17150000	12	-2.0264700741	4.9974499897	31.3161418092	0.3558933259	3.2039678234	26.0344450926	6.640212	8.271754	9.829935	12.070691	16.549127	18.253811	19.347413	20.523722	21.409539	22.361086	6.376779	7.87758	9.847458	13.936002	15.626108	16.907866	17.941281	18.766438	19.731455	0.246397	0.487718	0.94682	1.837392	3.422129	7.120821	16.412031	19.553711	22.098476	1.904088	2.526153	4.057054	4.907464	5.502364	6.077102	6.556195	7.254414	0.218405	0.301916	0.503069	0.618903	0.716538	0.806239	0.875232	0.98599	-8.219731	2.360557
17200000	12	-1.9730999677	5.0134249562	12.4246468731	0.2918704188	3.2977164358	26.1601763677	6.447372	7.968248	9.748622	12.026532	16.41627	18.400374	19.613613	20.659174	21.413748	22.390104	6.315564	7.580427	9.66508	13.869194	15.737045	16.961297	18.01106	18.880631	19.98645	0.252418	0.495324	0.971438	1.873611	3.464665	7.157338	16.597179	19.789921	22.255005	1.843154	2.498115	4.092799	4.898959	5.557726	6.156787	6.67846	7.34278	0.221231	0.300766	0.505632	0.633314	0.718029	0.810333	0.88582	1.007137	-7.796524	2.370396
17250000	12	-1.8955481324	5.0323350999	15.7889421025	0.3177530075	3.1596742609	26.1794332676	6.482753	8.048647	9.924414	11.84772	16.392015	18.244873	19.440974	20.562375	21.365709	22.492309	6.208715	7.633094	9.696742	13.758444	15.535839	16.801992	18.148163	18.909162	19.869743	0.260306	0.508528	1.000449	1.90506	3.545928	7.283	16.625348	19.571562	22.250736	1.879901	2.480337	4.051489	4.925663	5.622386	6.209491	6.687227	7.444303	0.21224	0.291818	0.508258	0.628283	0.717105	0.824976	0.904497	1.033378	-7.795943	2.341691
