State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	logPrior	rho
500000	12	-1.9464098817	5.0176917665	62.0131338534	0.8174429707	3.394868371	25.4071473783	6.304096	7.823889	9.624439	11.844862	16.321889	18.171826	19.314807	20.429617	21.252605	22.296837	6.228927	7.683369	9.725876	13.9822	15.805259	16.90093	17.965451	18.782223	19.788804	0.266322	0.530762	1.033805	1.985045	3.616725	7.404069	16.528198	19.337281	21.859676	1.9316	2.580428	4.250223	5.086122	5.748787	6.303096	6.909054	7.644884	0.223449	0.307618	0.533856	0.65554	0.756176	0.856587	0.932503	1.052824	-8.876377	2.368718
550000	12	-1.8505319331	4.9469232975	54.7762436253	0.6524591889	3.3740340034	25.5794613935	6.512634	8.126424	9.804897	12.018087	16.550419	18.425713	19.538497	20.604997	21.403498	22.292476	6.155691	7.718614	9.714438	13.785721	15.681384	16.993026	18.034875	18.699343	19.786395	0.259335	0.515522	1.005327	1.916282	3.576037	7.323024	16.500701	19.547654	22.209937	1.819409	2.416154	4.058648	4.939471	5.601862	6.232325	6.742394	7.469696	0.209136	0.290395	0.499733	0.627051	0.727278	0.815237	0.90794	1.041946	-8.640319	2.387301
600000	12	-2.0194421258	5.0967669353	63.8056464261	0.7145075351	3.1140935371	26.0225913237	6.483477	7.924693	9.623964	11.636868	16.064894	17.996655	19.135833	20.35071	21.196065	21.999321	6.30429	7.686461	9.621505	13.652829	15.447289	16.757365	17.735074	18.575652	19.795782	0.256912	0.507499	0.999516	1.910736	3.537027	7.233176	16.472542	19.519078	21.952244	1.93802	2.595496	4.195762	5.005459	5.634197	6.239669	6.78645	7.398885	0.226943	0.3082	0.531754	0.650041	0.741553	0.832822	0.907407	1.022477	-8.840304	2.3634
650000	12	-1.9976794205	4.9972384953	63.9490680959	0.7467978883	3.3950357472	25.7152763349	6.387787	7.881092	9.763395	12.044086	16.403402	18.306182	19.704778	20.693083	21.327087	22.320733	6.241417	7.842184	9.779852	13.993992	15.767049	17.095237	18.073623	18.769372	19.84134	0.255018	0.510604	0.999754	1.896572	3.525346	7.331081	16.442058	19.636919	22.264157	1.900237	2.592684	4.174672	5.062435	5.670812	6.288733	6.767464	7.433197	0.225544	0.305706	0.525977	0.64181	0.742833	0.827386	0.909314	1.025929	-8.89946	2.38284
700000	12	-1.9822890181	5.0302195078	67.5416543683	0.8637418067	3.2406650935	25.6125806081	6.431482	7.975739	9.65361	11.836406	16.204363	18.051049	19.197569	20.350171	21.095183	22.117496	6.200778	7.714169	9.626165	13.710459	15.628999	16.740096	17.743461	18.706585	19.58208	0.258135	0.506953	1.003356	1.929347	3.5339	7.276806	16.496337	19.387256	21.722606	1.933907	2.566277	4.181151	4.99498	5.617612	6.197877	6.760612	7.466481	0.22455	0.307596	0.525699	0.648864	0.746862	0.826984	0.919185	1.030812	-8.987367	2.35951
750000	12	-1.8763661431	5.0198137976	52.1022104273	0.5752516946	3.0734829037	26.1589565516	6.645195	8.189467	9.857091	11.995441	16.417977	18.295492	19.427291	20.307276	21.166683	22.349268	6.289966	7.781258	9.619197	13.805766	15.543083	16.953079	17.837986	18.762736	19.927818	0.25762	0.510988	1.0033	1.912778	3.561293	7.286558	16.430534	19.567185	22.128512	1.808103	2.464668	4.043852	4.881014	5.525499	6.189112	6.703259	7.441813	0.209923	0.292159	0.497696	0.623684	0.733045	0.814655	0.916657	1.026593	-8.522327	2.37915
800000	12	-1.9617972283	4.9915104159	60.2261837022	0.6824501876	3.183311345	25.7425012954	6.638456	8.092289	9.899591	12.102315	16.408518	18.107469	19.305295	20.334602	21.20736	22.081217	6.357831	7.841244	9.794368	13.867111	15.766698	16.888976	17.977769	18.719013	19.695839	0.256414	0.509312	0.993702	1.914609	3.564915	7.256506	16.259485	19.370318	22.037402	1.895465	2.535645	4.12179	4.974175	5.639604	6.247983	6.722496	7.432696	0.219036	0.302623	0.515359	0.640668	0.741032	0.834119	0.90604	1.030698	-8.786569	2.325882
850000	12	-1.9845041988	4.9856039361	74.0510935154	0.9000835332	3.2140700862	26.0262188381	6.652713	8.23236	9.917914	12.064541	16.527073	18.352868	19.445896	20.644344	21.303768	22.213758	6.366089	7.754529	9.819652	13.82019	15.596151	16.884535	17.981495	18.786116	19.804794	0.247489	0.490825	0.961303	1.842466	3.433562	7.076182	16.360886	19.600482	22.067527	1.865633	2.540235	4.040325	4.88928	5.460531	6.142341	6.575374	7.26913	0.217432	0.297852	0.504477	0.622938	0.717573	0.801038	0.875319	0.993067	-9.09717	2.388472
900000	12	-2.0136519357	5.005761723	57.1750939842	0.5856257326	3.2920385245	26.1446952416	6.523149	8.087959	9.851068	12.10638	16.456352	18.493072	19.646988	20.674939	21.533775	22.408083	6.359856	7.76929	9.85476	14.047787	15.970294	17.012707	18.142075	18.913383	19.842683	0.255453	0.500705	0.988928	1.894342	3.517565	7.190704	16.624839	19.821781	22.270602	1.914112	2.592558	4.212267	5.012741	5.668949	6.253468	6.664455	7.398488	0.224789	0.305692	0.519714	0.639913	0.730954	0.827754	0.897501	1.014704	-8.712346	2.356831
950000	12	-1.9878750045	4.988466254	73.6336908984	0.9178442948	3.179934977	25.8737315934	6.742537	8.197789	9.898419	12.079273	16.379706	18.215223	19.43789	20.291615	21.213699	22.313094	6.354576	7.777035	9.884649	13.787376	15.652773	16.804764	17.872566	18.793426	19.684691	0.251168	0.495554	0.965985	1.836576	3.486637	7.178619	16.263721	19.422249	21.953845	1.89604	2.508619	4.102356	4.935796	5.526548	6.157823	6.609848	7.299618	0.218854	0.295697	0.505469	0.627056	0.713767	0.808771	0.887466	0.995312	-9.108204	2.385132
1000000	12	-2.0015169386	5.1200793388	65.4778208599	0.69904152	3.0568107008	26.6764181163	6.538505	7.964541	9.616719	11.850412	16.085892	18.005431	19.280885	20.570576	21.391347	22.590693	6.215292	7.673544	9.627049	13.803185	15.505536	16.782354	17.913718	18.928285	20.036697	0.253613	0.504111	0.97871	1.890036	3.49316	7.257338	16.591668	19.779229	22.231034	1.921507	2.51609	4.144235	4.957249	5.602215	6.159297	6.775932	7.452005	0.223156	0.300371	0.512238	0.636084	0.729541	0.816505	0.904394	1.014221	-8.811796	2.364321
1050000	12	-1.9152222577	5.0229101983	60.4471627674	0.6289675662	3.0901089937	26.2887501608	6.703796	8.121472	9.906275	11.966884	16.304972	18.230923	19.396654	20.572354	21.342611	22.297022	6.275821	7.75916	9.716085	13.63359	15.535223	16.922189	17.903465	18.631067	19.794927	0.250195	0.489442	0.967168	1.873776	3.498792	7.103777	16.369955	19.624512	22.206762	1.799017	2.419002	3.982667	4.801447	5.475882	6.134849	6.620949	7.275582	0.206406	0.28718	0.497534	0.611712	0.703903	0.798292	0.884437	0.993043	-8.688374	2.369335
1100000	12	-1.9394507212	4.9829105412	44.9144440483	0.5054779585	3.3009474464	25.2233601335	6.405941	8.063957	9.738905	11.963961	16.164612	18.065616	19.118159	20.20508	21.035977	21.955829	6.227957	7.766863	9.717988	13.864977	15.602151	16.789088	17.749954	18.563959	19.545207	0.260166	0.513887	0.998446	1.917375	3.565131	7.290926	16.347462	19.270289	21.678282	1.86893	2.521192	4.135337	4.941331	5.598797	6.21911	6.787777	7.444081	0.222849	0.299583	0.482803	0.637165	0.747389	0.830706	0.910919	1.034766	-8.471353	2.363682
1150000	12	-1.8952747022	5.0213859223	49.4213707813	0.5717782239	3.123283869	26.087905996	6.60994	8.169799	9.826325	12.133412	16.49028	18.123771	19.598672	20.632792	21.413134	22.399526	6.39796	7.851323	9.753039	13.9207	15.678843	17.002232	17.99861	18.979226	20.036259	0.267941	0.520956	1.025759	1.937301	3.611163	7.41576	16.675745	19.721014	22.107725	1.866196	2.500076	4.156861	5.045175	5.724149	6.334335	6.905795	7.575889	0.218146	0.298297	0.51668	0.648739	0.748718	0.829562	0.931379	1.050627	-8.500168	2.382962
1200000	12	-1.8721707365	5.0519910733	52.1269184086	0.6160931125	3.1847212982	25.8254432525	6.347465	7.953928	9.632204	11.779835	16.124488	17.992867	19.237791	20.279654	21.140788	22.281677	6.17605	7.668425	9.537321	13.631722	15.537319	16.78381	17.93991	18.729611	19.864804	0.264809	0.519474	1.016394	1.968238	3.594485	7.333405	16.577433	19.469235	21.910282	1.851412	2.502302	4.091427	4.994724	5.658161	6.23928	6.825517	7.571932	0.21817	0.293573	0.513912	0.636458	0.734135	0.844634	0.925125	1.063477	-8.537551	2.384145
1250000	12	-2.0062270565	4.994171953	53.4425403138	0.5842514594	3.2272459762	25.7034600105	6.626032	8.134012	9.841837	11.989299	16.452538	18.183733	19.527452	20.621177	21.380207	22.1256	6.359745	7.952605	9.943805	14.009832	15.756418	16.972699	17.981119	18.774831	19.764585	0.256657	0.513258	1.006341	1.93956	3.574767	7.334623	16.481652	19.693903	21.971827	1.965653	2.628088	4.232976	5.126964	5.742609	6.283107	6.828298	7.487872	0.23099	0.315252	0.533309	0.657817	0.754825	0.8444	0.923216	1.031717	-8.674066	2.342672
1300000	12	-1.8397727669	4.9999438846	41.3985968199	0.4873305623	3.0953326738	25.9385286612	6.662112	8.200095	9.802792	12.054014	16.289451	18.18976	19.365739	20.370511	21.292352	22.309542	6.282035	7.738976	9.732129	13.790242	15.498224	16.818964	17.864081	18.89416	19.898819	0.260418	0.514414	1.008168	1.947013	3.57489	7.339038	16.529811	19.573566	22.104336	1.788781	2.426077	4.031915	4.881548	5.600837	6.198855	6.807564	7.482593	0.210533	0.284051	0.49084	0.628431	0.72832	0.820569	0.905507	1.054602	-8.30451	2.376762
1350000	12	-2.0136885218	5.1011445072	31.9905451446	0.3770945625	3.1786958513	26.1476508881	6.305141	7.844442	9.560361	11.608313	16.159133	17.974751	19.259065	20.302001	21.295069	22.304083	6.245063	7.624223	9.652325	13.650347	15.608602	16.840457	17.846615	18.865602	19.72711	0.255822	0.51169	0.989056	1.905227	3.511137	7.229427	16.357813	19.498969	21.983588	1.956673	2.573064	4.167662	4.913791	5.650479	6.181947	6.760412	7.400108	0.223918	0.309084	0.522845	0.642315	0.738529	0.830253	0.903782	1.01851	-8.179319	2.312802
1400000	12	-1.8027861118	4.9585561303	74.9927233764	1.5103809182	3.1914219694	25.6527428831	6.63002	8.235005	9.861868	12.119158	16.530596	18.211084	19.387846	20.456868	21.117052	22.186041	6.253386	7.714258	9.761021	13.874035	15.659013	16.900823	17.962718	18.758339	19.814175	0.263807	0.519703	1.016261	1.949784	3.643879	7.379656	16.697992	19.569413	22.053424	1.779082	2.432837	4.029252	4.920838	5.589571	6.249105	6.792856	7.534418	0.207617	0.286923	0.500318	0.624463	0.721456	0.830273	0.923299	1.042578	-9.327928	2.35414
1450000	12	-1.9727343353	5.0728600366	97.3812268467	5.1271552014	3.1441491683	26.4502721194	6.463557	8.02389	9.685764	11.843023	16.321705	18.078064	19.464445	20.511947	21.391558	22.5726	6.215292	7.681454	9.696423	13.785857	15.541764	16.90399	17.925777	18.857805	19.881822	0.252615	0.502282	0.975273	1.87345	3.496555	7.229305	16.570464	19.619237	22.123723	1.887459	2.531616	4.130999	4.908267	5.575936	6.177857	6.727622	7.368899	0.220415	0.300104	0.506279	0.625433	0.724011	0.819393	0.903469	1.00893	-10.831186	2.344718
1500000	12	-1.9387393028	4.9311340824	89.3947632303	2.4407046617	3.365355805	25.6629702145	6.572295	8.091402	9.936457	12.215979	16.522306	18.540083	19.653683	20.486192	21.290716	22.253737	6.269745	7.754211	9.77393	13.911298	15.857312	16.95437	17.95667	18.787836	19.84744	0.249267	0.496623	0.970737	1.862652	3.426016	7.102399	16.360646	19.441946	22.00276	1.808027	2.442762	4.057555	4.867286	5.516645	6.0857	6.627839	7.275358	0.209578	0.288067	0.503251	0.612084	0.711725	0.803398	0.886735	1.000334	-10.00544	2.367921
1550000	12	-1.9314489581	5.0054660152	86.0948012834	2.3010345945	3.2294754119	26.201559007	6.531285	8.045704	9.918584	12.123284	16.601719	18.521632	19.753396	20.756802	21.549779	22.451035	6.383349	7.795254	9.773549	14.006755	15.78158	17.190663	18.083601	18.997038	19.978748	0.260098	0.513597	1.006479	1.938777	3.602877	7.371504	16.737341	19.855821	22.234756	1.870815	2.551769	4.17563	4.970556	5.706419	6.278982	6.897316	7.55579	0.221883	0.301003	0.512739	0.649362	0.749866	0.834797	0.918505	1.044163	-9.858352	2.382745
1600000	12	-1.964785258	5.0525351394	98.0961535399	16.7586265445	3.3072006046	25.959742227	6.287011	7.835296	9.442287	11.856371	16.467703	18.204516	19.353957	20.536751	21.356732	22.261504	6.136935	7.503423	9.642225	13.783834	15.616762	16.886522	17.959567	18.956771	19.997851	0.24041	0.506306	0.988489	1.898718	3.54555	7.21242	16.540084	19.5348	22.102357	1.878118	2.490788	4.12862	4.893752	5.523652	6.205862	6.657264	7.410811	0.219392	0.297758	0.511634	0.630979	0.728407	0.821731	0.895131	1.026375	-12.606774	2.357845
1650000	12	-1.9571927945	5.0676355849	88.5175271767	2.8275696496	3.1170433589	26.167793148	6.510882	8.031825	9.65218	11.906932	16.190526	18.110957	19.363698	20.395893	21.305223	22.422998	6.300672	7.64622	9.726668	13.70807	15.502417	16.960472	17.960803	18.895125	19.931062	0.260662	0.514696	1.013898	1.957614	3.579513	7.313471	16.579923	19.67313	22.094616	1.910949	2.546258	4.152336	5.064684	5.695759	6.305227	6.831349	7.524644	0.225686	0.301973	0.52475	0.651268	0.74448	0.839687	0.920488	1.034962	-10.072412	2.381805
1700000	12	-1.9625762624	5.0653867574	92.9954765905	3.5606458604	3.1343014327	26.2768379968	6.526563	8.049049	9.726256	11.869917	16.351339	18.303852	19.427489	20.562394	21.53517	22.482819	6.244561	7.669196	9.727727	13.765223	15.591627	16.93463	17.969161	18.879167	20.016581	0.255097	0.508023	0.991219	1.903014	3.546578	7.304456	16.554351	19.639279	22.260165	1.896305	2.492003	4.180565	4.934961	5.607552	6.195448	6.745492	7.538177	0.221871	0.299294	0.516945	0.63178	0.728409	0.820442	0.906738	1.025517	-10.361335	2.356916
1750000	12	-2.0279576909	5.0930860695	96.3149892533	9.7488023624	3.1816790693	26.1459290074	6.508337	7.859449	9.599441	11.799044	16.20375	18.116836	19.399772	20.298507	21.30704	22.417729	6.251952	7.745269	9.681843	13.861063	15.711684	16.92692	17.925853	18.771125	20.006464	0.261728	0.517559	1.011346	1.933988	3.61717	7.351096	16.704498	19.721388	22.216609	1.972342	2.637292	4.267844	5.05908	5.781608	6.276584	6.882232	7.487976	0.232264	0.321957	0.535488	0.658753	0.752989	0.844634	0.925649	1.030834	-11.748168	2.389109
1800000	12	-2.0900788326	5.0970055672	101.6280013592	5.7182853089	3.0378870749	26.5028829735	6.596646	8.134026	9.796169	11.904611	16.283647	18.006102	19.304826	20.499092	21.340357	22.467323	6.3255	7.792002	9.811423	13.774674	15.53848	16.820997	17.968219	18.881165	19.910848	0.251397	0.492076	0.975106	1.864003	3.463444	7.11672	16.468667	19.596949	22.093691	1.967263	2.616221	4.181215	5.001516	5.602643	6.203039	6.73623	7.250559	0.229592	0.316864	0.526395	0.643987	0.738124	0.82105	0.89625	0.995063	-11.095052	2.353993
1850000	12	-1.9097807093	5.0249524251	94.6562186381	16.28112313	3.2893220274	25.8087346806	6.442647	7.883782	9.476342	11.853316	16.382153	18.251833	19.456049	20.353918	21.233917	22.363166	6.172963	7.707934	9.611005	13.642377	15.640816	16.878639	17.907478	18.783338	19.727464	0.259599	0.510784	1.0102	1.910122	3.568726	7.251957	16.614985	19.570709	22.119966	1.861313	2.490012	4.100041	4.899854	5.622647	6.193772	6.803996	7.451123	0.216518	0.299276	0.506523	0.634955	0.734954	0.833315	0.914041	1.038547	-12.498508	2.386841
1900000	12	-1.9471365448	5.0282099264	86.4241563723	2.8351872554	3.3592594849	25.6428446661	6.29448	7.760705	9.574925	11.763164	16.365553	18.306349	19.46651	20.477029	21.297699	22.353118	6.185358	7.703006	9.575375	13.80185	15.728471	16.999641	17.92037	18.75961	19.824109	0.260875	0.516399	1.011937	1.951882	3.602723	7.376829	16.528276	19.561689	22.005253	1.911004	2.524199	4.197242	4.997138	5.659259	6.265282	6.773251	7.542481	0.222551	0.303956	0.52529	0.649724	0.749322	0.844944	0.925211	1.036759	-10.077388	2.353239
1950000	12	-1.8988104483	4.969351477	80.0537270573	1.5369380739	3.2340273032	25.822243839	6.657016	8.189661	9.948631	12.156623	16.430165	18.262091	19.501741	20.520008	21.37841	22.396714	6.290806	7.8051	9.767079	14.013041	15.651418	16.904656	17.966253	18.818097	19.787873	0.257934	0.509258	0.993922	1.917773	3.534598	7.257147	16.434161	19.564479	22.188057	1.819392	2.487192	4.106024	4.938225	5.560987	6.208179	6.808996	7.442141	0.21298	0.295001	0.509838	0.623044	0.730782	0.825431	0.902156	1.026745	-9.457843	2.370511
2000000	12	-1.9635393915	5.0590158491	95.4327566602	3.6243101275	3.1023309453	26.6196880868	6.630101	8.08952	9.800976	12.040594	16.438782	18.270606	19.621582	20.620767	21.407383	22.560045	6.319322	7.767788	9.746935	13.956134	15.620491	16.945959	18.096779	18.991449	20.102474	0.252649	0.502922	0.972501	1.879425	3.510609	7.255869	16.616751	19.872534	22.429626	1.855917	2.515439	4.128312	4.902737	5.591549	6.200444	6.670268	7.371725	0.220105	0.299582	0.507646	0.629112	0.728303	0.814449	0.889987	1.011844	-10.400458	2.349373
2050000	12	-2.026720151	5.0898803823	89.6332037566	2.3511226551	3.1313735044	25.9340552395	6.468567	7.863552	9.518669	11.787124	16.041767	18.017774	18.992305	20.184095	21.014039	22.051395	6.242566	7.748362	9.722613	13.722114	15.40179	16.733838	17.826255	18.585533	19.491123	0.254178	0.503467	0.992467	1.904142	3.512765	7.223167	16.354606	19.487345	21.820606	1.930706	2.595102	4.181213	5.004716	5.669179	6.199212	6.702083	7.359494	0.226399	0.311394	0.52441	0.647329	0.743079	0.826808	0.899062	1.008628	-9.956224	2.376011
2100000	12	-1.8794786004	4.8910771044	90.2612074639	14.855700843	3.313443458	25.2030286797	6.75251	8.255674	10.011745	12.322519	16.598225	18.327142	19.375981	20.413796	21.079215	22.065432	6.449358	7.883771	9.771649	13.985857	15.666325	17.006149	18.038119	18.719526	19.731185	0.264155	0.51886	1.017805	1.964061	3.614817	7.401166	16.472664	19.456789	21.821752	1.877811	2.510832	4.122676	4.960359	5.638252	6.281717	6.837317	7.548809	0.217881	0.294407	0.511203	0.635728	0.73228	0.833087	0.926227	1.047182	-12.370762	2.371859
2150000	12	-1.9991449045	5.0718397912	88.6682833248	2.2224550291	3.1619251534	26.1805706136	6.481582	7.986915	9.615235	11.990672	16.310801	18.122732	19.354303	20.486813	21.27105	22.251195	6.283362	7.651873	9.742619	13.797898	15.492794	16.974334	18.036304	18.733906	19.908945	0.256493	0.505515	0.989755	1.911098	3.538006	7.309821	16.627746	19.618938	22.143061	1.910658	2.565049	4.15541	4.989648	5.677417	6.240351	6.686425	7.37083	0.226153	0.306072	0.519937	0.644512	0.738553	0.830253	0.920784	1.02558	-9.874532	2.359541
2200000	12	-1.9539039628	5.025524791	79.8550957785	1.3467393039	3.2545826223	26.2684834129	6.542445	8.037561	9.839803	12.005662	16.530375	18.300948	19.546548	20.820467	21.387433	22.538981	6.275104	7.695968	9.79745	13.887515	15.777449	16.999907	18.14752	18.953288	20.10304	0.258899	0.508441	1.00552	1.907255	3.580006	7.263055	16.638851	19.745549	22.302066	1.891571	2.53679	4.130213	5.022805	5.658394	6.294838	6.731498	7.509358	0.222606	0.301686	0.514584	0.646757	0.742979	0.826109	0.914754	1.026321	-9.362427	2.3784
2250000	12	-1.9349374578	5.1042268841	81.5379845037	1.4015906628	3.1161960303	26.5151238666	6.368213	7.944957	9.559086	11.574563	16.264236	18.130225	19.395314	20.509035	21.457055	22.700355	6.115451	7.605677	9.534964	13.696987	15.514047	16.825043	18.050117	18.763798	19.921686	0.257335	0.510367	0.984697	1.897949	3.554687	7.275412	16.764742	19.776444	22.194424	1.847668	2.493075	4.028301	4.902457	5.599911	6.212885	6.73042	7.455045	0.215667	0.298801	0.512075	0.633848	0.718474	0.819813	0.903392	1.024244	-9.351732	2.371418
2300000	12	-2.0718618251	5.0345891585	79.4279971238	1.1027423003	3.3614924363	25.7710482626	6.378975	7.767317	9.562623	11.837392	16.470641	18.150934	19.393465	20.468189	21.263872	22.16246	6.313073	7.724553	9.741186	13.824675	15.67179	16.834848	17.860746	18.782541	19.659732	0.248584	0.49418	0.972804	1.85403	3.461407	7.135347	16.294963	19.415742	21.966423	1.925139	2.616361	4.169255	5.017795	5.619595	6.150845	6.630568	7.295603	0.229631	0.311298	0.520535	0.641712	0.734738	0.806352	0.893198	1.000679	-9.328259	2.382097
2350000	12	-1.8962665627	4.9865017041	89.0383496787	5.9348229872	3.3368423495	25.4099487281	6.507929	7.897625	9.638838	11.978104	16.390322	18.13935	19.335503	20.287933	21.103615	22.079435	6.150666	7.710845	9.764113	13.81484	15.554713	16.871038	17.8692	18.768986	19.780432	0.26305	0.519783	1.019841	1.939368	3.578748	7.404936	16.436477	19.45943	21.927449	1.877199	2.514141	4.127894	4.991952	5.67109	6.31152	6.732309	7.489023	0.217657	0.29253	0.513847	0.643745	0.735532	0.83547	0.93258	1.046188	-10.944998	2.371418
