State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	rho
0	5	-3.8488328352	3.802361499	7.326913027	1.4067625644	0.7523512254	126.2566126661	19.6947782586	16.2029051511	13.9065432577	30.4051553196	25.6392276444	22.1846771832	40.3218725144	34.1466103518	29.8533834807	49.0721027216	42.5864679517	61.0805512154	54.0180102536	48.867696797	75.347730354	68.6700899452	62.9036233084	99.3725106625	94.7634284589	90.6998921553	-10.239255	4.628613
1	5	-3.852135647	2.2806531127	0.8345895584	1.2949249359	2.0787776084	126.4666794717	19.5886290196	16.1846724637	13.7238248829	30.2605198052	25.2558675534	21.721760043	39.7532984024	34.0347637946	29.8565022838	48.7508602596	42.119546469	60.7892170591	53.5804056334	48.4797310787	75.2351691831	68.6509108143	63.0978788847	99.0802602591	94.0529000651	90.0378826691	-10.394016	4.595107
2	5	-3.9011985782	2.8016017688	2.7557208087	1.2662425544	2.7808137709	130.8793776862	19.3371791207	15.9040190972	13.6338399012	29.8971538807	24.9791983643	21.7148482288	39.6310302247	33.6641459885	29.6795221746	48.8272811873	42.0181713778	61.020699767	53.9469071699	48.6870387475	76.2114895046	69.1583239541	63.6760766976	101.3536716791	96.2154271006	92.2212783045	-9.897255	4.581288
3	5	-4.1616572506	3.922897721	4.0932030291	1.1558117112	2.8234887123	129.7000903316	19.0961122757	16.1318089166	14.2480972928	29.7567714029	25.5199933055	22.5056727284	39.0449331035	34.0630578662	30.5087530108	48.2184044847	42.5340544731	60.1679808176	53.8960547633	49.2977735465	75.1918467665	69.240824806	64.5215576679	100.9137011124	96.520334071	92.45470395	-10.345005	4.497768
4	5	-3.998389968	0.645951682	2.3692543314	1.2199242827	3.3398865973	129.3330590833	19.316313496	15.9633843647	13.8957337036	29.9661713925	25.4219344438	21.9561980493	39.4368171059	33.9555888218	30.0602380777	48.6247292491	42.7002446327	60.6909414099	53.9637211946	48.9464348639	75.1869675601	69.3730925158	64.0372531175	100.996911061	95.6441877061	91.3890533754	-10.830725	4.590462
5	5	-4.0242320284	3.0569365708	0.4674407461	1.2065647611	2.28643812	126.5282077547	19.6443266407	16.2112153512	14.1416646038	30.1876635864	25.7858935411	22.6039062579	39.7926787903	34.0061725392	30.4947851444	48.5412242482	42.7009290813	60.6398241419	54.2301867319	48.8678281593	75.4022600894	69.020593415	63.6513206253	99.3562479175	94.8591575179	90.7871394343	-10.894916	4.577909
6	5	-3.820501013	2.2009986619	1.6025557448	1.3489280689	2.9729608678	127.0153993978	19.8770011955	16.3764070902	13.9073608035	30.8677386063	25.5935092859	22.1373466898	40.3822702816	34.3417770745	30.0023004032	49.3406075646	42.7143457886	61.5086969601	53.8953238778	48.653044395	76.3861918225	69.5179870198	63.3815195649	100.278981532	95.7559495592	90.9501424096	-10.075396	4.600053
7	5	-4.0942387827	2.9475076622	11.8471342986	1.2765027688	1.9124986099	127.7252717725	19.0868512356	15.9469260044	13.8492516291	29.4028055863	25.3535848892	22.2840656512	38.9191407694	33.6954177393	30.1346388234	47.8905816405	42.4215954203	60.2129639789	53.4761332769	48.8516613115	74.5509943275	68.4747597461	63.7856025473	99.1643489781	95.442657879	90.9663855949	-9.908583	4.57585
8	5	-4.0717529776	3.5610424488	17.8200707015	1.3553560852	0.7124681753	130.3869773619	18.9984471933	15.9063474578	13.7608537144	29.597552448	25.140844602	22.1221194077	39.1628425259	33.9769079937	29.9763474215	47.9287363874	42.2071612682	60.5492652926	53.768913497	49.0162653606	75.3494551464	69.1781649351	64.1764238067	101.0062025929	96.1605038919	92.1809278757	-10.330344	4.622368
9	5	-3.8023088696	2.4168530584	2.7617771542	1.3882790048	1.1309114081	125.8561367117	20.0488373147	16.3098387775	13.8805839188	30.9022377289	25.7408990425	22.1265549619	40.2877969785	34.2637790175	29.9102845658	49.5688629887	42.5907406508	61.4946723522	54.1818303909	48.698380006	75.6605610268	69.3058622758	63.3945343584	99.8531779659	94.8682587224	90.3029955383	-9.865891	4.557265
10	5	-4.147606162	1.4399565179	20.1412661641	1.3442181137	3.1341966632	130.6038119524	18.9595595973	16.1385014397	14.0085224586	29.8015326874	25.3267475602	22.5292985254	39.318730646	33.9696813639	30.419649447	48.253531275	42.4346997393	60.3703863702	53.8964092503	49.696476971	74.9799655758	69.4695774094	64.6027632083	101.6331522513	96.7934821678	93.0610726973	-10.394995	4.547391
11	5	-4.2646386123	0.9477447608	24.1316118687	1.2974862477	2.4743370689	131.7361370808	18.7140890205	15.9323548744	14.1311949231	29.1002806118	25.0767806088	22.3576875506	38.5938472229	33.7044818381	30.2040640821	47.1929926343	42.2915861133	60.0446985192	53.7802251234	49.787926403	75.0604095174	69.4561861856	64.593092299	100.7308334829	96.7162821482	93.5368981731	-10.846481	4.583612
12	5	-4.1704821317	4.050391467	27.0486869718	1.4214705804	2.4414742094	129.3657180216	18.8229594108	16.0191997116	13.9842213706	29.113952412	25.3479173652	22.2006140925	38.729508157	33.8236980038	30.155242244	47.6795211349	42.1712053076	59.9092272839	53.7174261534	49.1585409024	74.8590394942	68.76310566	64.3143915096	100.0708825986	95.439309731	92.0385360234	-10.900901	4.604623
13	5	-4.0867282715	2.4986358897	33.540388867	1.6309870346	3.3368068365	127.6851307773	18.8880633454	15.8926240881	13.8990088076	29.5094845537	25.1037743749	22.2279899371	38.8730781227	33.6923801542	30.0016107446	47.8789170143	41.7858073434	60.0048944949	53.2842684472	48.6224221714	74.9191491728	68.1034251718	63.882019837	99.326177336	95.6625810057	91.3901408157	-10.418415	4.626758
14	5	-4.0967718932	0.8810381105	31.167890507	1.5729294612	2.6156526964	128.9508831811	19.1070968998	15.9650464902	14.0283258795	29.5973688467	25.3695715133	22.3795268162	39.0920525757	34.1677727277	30.3139507165	47.9443082649	42.2432571687	60.2826931678	53.7596183388	49.3922474856	75.1693502979	68.7699097019	64.1776043137	99.7491521763	95.6886142688	91.9931268095	-11.07602	4.551804
15	5	-4.044873021	1.161654725	32.9071552021	1.7088876783	2.3084952088	127.8750061802	19.4066030167	16.2497538573	14.2174311986	30.0375339353	25.626739996	22.4631514958	39.8038553936	33.9908868108	30.5878287674	49.0400990404	42.9374702681	60.5298258889	54.0921913711	49.4378875202	75.5414773557	69.0078472291	64.8039778917	100.4247903992	95.3836378451	91.3921979649	-10.918318	4.616375
16	5	-3.7454399945	3.0578327063	34.0480781699	2.1810142325	2.8080092916	127.4377980434	19.8943878768	16.3170046645	13.996410431	30.8764709966	25.5669382647	22.1395588365	40.5216725719	34.0605931418	29.502637199	49.8099343929	42.8132589331	61.4219577816	54.0188444367	48.6431524291	76.3888985236	69.5066030216	63.4283729747	100.6180276016	95.4004027432	91.1184885259	-10.667359	4.607536
17	5	-3.9035676093	-0.0214372686	36.7501506358	1.924860422	0.5346893812	128.4838711946	19.4149806884	15.9854514367	13.733976344	30.0618163595	25.2072497444	21.8459755101	39.3289518138	33.7121220006	29.7704594885	48.6756881084	42.3681419851	60.6163822069	53.6272861968	48.3670412418	75.7347375072	68.6768465399	63.0524239994	100.8370242482	95.3100882107	91.0880558758	-12.27904	4.622062
18	5	-4.0891214501	3.0146774062	40.1405590247	1.8303946884	3.1326131147	127.0186269131	19.1695595665	16.2180757542	14.2215199136	29.6218659439	25.610529244	22.4598308539	39.3655528877	34.021123917	30.4784057098	48.2538224321	42.6344980378	60.3691793856	53.9863870003	48.9688500723	75.0295412744	68.8025589878	64.1684265117	99.936315837	94.9030624744	91.2613219887	-10.679883	4.629611
19	5	-3.7702794718	4.0951237851	45.6625881668	2.5515429317	3.085471148	128.7958521481	19.869576	16.059759	13.861951	30.853225	25.307966	21.799681	40.280553	33.830399	29.76522	49.564506	42.549301	61.545017	53.786204	48.590472	76.067851	69.10951	63.455337	101.57578	95.575794	91.285067	-11.60962	4.552718
20	5	-3.8007281197	5.3074347028	41.9005610272	2.3981051299	2.9417501328	127.127141326	19.990809	16.378063	13.936979	30.955329	25.656099	22.02781	40.548854	34.166923	29.79189	49.445158	42.792191	61.44403	54.300526	48.999207	75.917558	69.124472	63.856534	100.311404	95.026033	90.776628	-12.929029	4.512255
21	5	-3.8693796979	3.637633633	41.1538159922	2.1436171652	3.2432076242	128.1462837646	19.575484	15.921094	13.661515	30.095182	25.311777	22.115228	39.860903	33.50186	29.882884	49.132843	42.574919	61.427563	53.943434	48.502718	75.668536	69.22904	63.042799	99.615476	95.567089	91.384765	-11.059283	4.601228
22	5	-3.7784647143	2.492667079	32.1830757848	2.08112814	0.7515067994	125.4539740853	19.996248	16.370826	13.874219	30.576974	25.4625	22.102859	40.329025	34.156874	29.861727	49.611641	42.25318	61.079788	53.98482	48.905574	75.755688	68.691776	63.364158	99.360296	93.637393	90.005562	-10.498354	4.603851
23	5	-4.0025779424	3.8281244938	35.0202871333	1.81845143	1.274819498	127.2917081835	19.580789	16.12685	14.322492	30.457161	25.659249	22.722239	39.826444	34.194544	30.595399	48.517096	42.370235	60.642834	54.555577	49.163599	75.245499	68.964782	64.120133	99.871965	94.897489	91.26856	-10.977208	4.593941
24	5	-3.9678745814	2.3388168092	26.6230011591	1.5944474821	1.2487412691	130.5993700036	19.262727	15.992517	13.860456	30.004282	25.451829	22.109581	39.469452	33.833527	29.884595	48.709639	42.48228	61.106243	53.508792	49.019087	76.081566	69.202977	64.038979	101.619246	96.549398	92.079548	-10.285886	4.603015
25	5	-3.9247228959	3.1595426137	26.4794950244	1.7405635539	2.2169650546	128.0116053548	20.009823	16.440305	14.25634	30.879229	26.088842	22.779632	40.627661	34.559638	30.643106	49.674606	43.053004	61.907035	54.662883	49.559403	76.065201	69.77013	64.459248	100.949438	95.706053	92.474078	-10.425888	4.595352
26	5	-3.9853552074	2.0284216479	30.1912951989	1.7027068168	2.9455222345	126.1320500107	19.384338	16.217667	13.99413	29.89596	25.251657	22.142776	39.533562	33.835268	29.818947	48.658319	42.370576	60.09292	53.593259	49.027144	75.154927	68.181253	63.084288	99.330806	94.117364	90.603356	-10.411978	4.597903
27	5	-4.0109458318	4.185680979	33.0655257317	1.789741597	0.9581639669	126.6578713884	19.690949	16.393771	14.222084	30.53184	25.985963	22.634046	39.999028	34.56684	30.497572	49.228849	42.869863	60.928064	54.562678	49.37301	75.607219	69.390298	64.895773	99.784426	95.06949	91.602618	-11.22042	4.541785
28	5	-3.9145977909	1.3844523557	31.8369363813	1.8401063178	1.2079714169	127.9841735743	19.662781	16.2305	14.021714	30.716972	25.772811	22.270931	39.931574	34.247971	30.093141	49.155108	42.922956	61.253661	54.325823	48.999172	75.902524	69.055827	63.933204	101.196903	95.609705	91.984951	-10.778344	4.561877
29	5	-3.8469223332	0.8831058049	30.3022423144	1.8678212529	1.7461270582	128.7012002704	19.690318	16.257883	13.736842	30.465846	25.583994	22.346488	40.129545	34.000574	30.151863	49.295632	43.014694	61.248742	54.173611	48.802744	76.315764	69.4432	64.020998	101.225728	96.156395	91.650302	-11.126777	4.625583
30	5	-3.9656355527	3.2710112613	29.2644906807	1.6827236202	0.8480010527	130.1139088895	19.511677	16.319945	13.94692	30.151684	25.697546	22.220231	40.233021	34.376502	30.025953	48.905582	42.773413	61.446313	54.090033	48.976292	76.290022	69.065893	64.306724	101.054082	96.47811	92.336165	-10.521821	4.523041
31	5	-3.8611120606	1.4791117948	27.9230641568	1.7402452019	0.5705059115	128.6621495659	19.386599	15.944521	13.568045	30.328159	25.317161	21.757136	39.45398	33.733831	29.33958	48.618181	41.945387	61.084358	53.574872	48.46853	75.410527	68.646193	63.095396	100.056572	95.842572	90.992211	-10.605677	4.536758
32	5	-4.0783727482	1.1189708276	29.7992450287	1.5494971585	2.8521499374	129.7399459861	19.048971	15.946539	14.005027	29.733074	25.353723	22.307034	39.018959	33.930285	30.105641	48.248976	42.340074	60.307932	53.726555	49.686415	75.560759	69.129041	64.283527	100.567874	96.340265	92.105176	-10.850773	4.624591
33	5	-3.9374271868	1.5268585876	34.5074263196	1.9049960594	0.0090382267	125.3042792093	19.479191	16.175808	13.864043	30.24448	25.510677	22.408536	39.761147	34.074746	30.060543	48.917102	42.385407	60.929828	53.457079	48.39026	75.318654	68.562529	63.408081	99.317049	94.503816	90.663566	-10.750217	4.615537
34	5	-3.8082866128	2.6184582301	26.9693126936	1.8427706617	0.1650040283	127.442385464	19.757058	16.326074	13.726152	30.481822	25.29135	22.249604	40.208734	34.281173	29.610835	49.409829	42.232739	61.544642	54.387363	48.555777	76.190646	68.63555	63.294927	100.751893	95.468114	91.266043	-10.334753	4.614431
35	5	-4.0690889573	1.8222873341	43.218037955	1.8948072103	2.5793444147	130.5681748711	19.377375	16.264701	14.02697	30.151372	25.530705	22.584749	39.596025	34.120995	30.472291	48.486156	42.836875	61.4116	54.444842	49.648529	75.814119	70.089991	64.734579	101.981451	97.126854	92.644697	-10.836024	4.600495
36	5	-3.8038891045	3.8031507048	43.6534105448	2.3851391706	0.844230689	127.1840741686	19.641175	16.06757	13.623614	30.513727	25.305202	21.999084	40.266075	33.861297	29.721831	49.118424	42.163659	60.779297	53.832761	47.913914	75.219795	68.41464	63.010544	99.808718	94.55471	90.718027	-11.278796	4.593612
37	5	-4.1432875654	4.1739246124	37.6845766769	1.7029368677	2.9525689109	126.4211451776	19.151963	16.247349	14.130545	29.719949	25.450665	22.518478	38.825825	34.244948	30.364053	48.064567	42.331686	60.035273	53.710981	49.001929	74.888811	68.665995	63.993901	98.675459	94.183815	90.93448	-11.282026	4.621177
38	5	-4.0043698732	1.8884646348	18.4071244992	1.4617343066	3.140297411	128.6004161732	19.652047	16.080729	14.004124	29.900721	25.506769	22.428586	39.897429	34.158702	30.570132	48.760287	42.866071	61.148401	54.294766	48.984475	75.678483	69.250932	64.302622	100.735449	96.327288	91.878581	-10.154321	4.489904
39	5	-3.8805564838	4.2152734884	4.6587800423	1.3428337354	0.1490236228	126.0177833354	19.675641	16.18165	14.081538	30.264175	25.626179	22.196236	39.787606	34.216685	30.129185	48.895134	42.199598	60.509015	53.415866	48.922256	75.343945	68.893724	63.531721	99.605258	94.395287	90.09675	-10.559137	4.539875
40	5	-4.0754585883	1.609469408	1.234640439	1.1913851616	1.1131405439	128.8392038288	19.6196	16.38742	14.299409	30.08874	25.827362	22.744889	39.803725	34.510055	30.495731	49.073012	42.82475	61.139163	54.479333	50.017325	76.227151	69.609317	64.933242	100.775289	96.58775	92.409691	-10.393033	4.539052
41	5	-4.1197118259	3.9129960292	5.1938948795	1.2094917544	0.0713651846	125.6724323882	19.278595	16.143943	14.2512	29.887084	25.668702	22.568125	39.418194	34.182355	30.519961	48.125664	42.562245	60.252372	54.074165	49.174831	74.687712	68.947319	64.273356	98.647707	94.956784	90.991533	-10.288679	4.57672
42	5	-4.1785203009	3.9596603646	3.0848125809	1.1501468645	1.3032881151	128.3178397667	19.32243	16.337884	14.085083	29.678494	25.648425	22.78362	39.164885	34.384155	30.767711	48.171722	42.745159	60.382587	54.251107	49.879745	75.65362	69.173837	64.638571	100.420768	95.760018	91.822425	-10.414932	4.624422
43	5	-4.0634944075	1.0244793906	8.8743785422	1.2586927783	0.7889583065	127.558253524	19.093407	16.064601	14.097011	29.683732	25.394765	22.390457	39.085715	33.645055	30.062574	47.936429	42.171915	59.89506	53.685494	48.740497	74.574383	68.792005	63.335404	99.54646	95.029362	91.253756	-10.376663	4.528801
44	5	-4.1097814553	3.2995158796	5.5977050819	1.1877765901	0.3887142415	131.3449824668	19.095491	16.043517	13.985954	29.816656	25.44199	22.366736	39.015142	34.140745	30.058458	48.325199	42.185773	60.739254	54.218412	49.709088	76.054053	69.350464	64.666388	101.431801	97.059788	93.026252	-9.959675	4.604276
45	5	-4.1257415063	1.3924029146	1.1202963136	1.1666987449	3.084958972	127.4708243888	19.352745	16.444278	14.356073	30.116638	25.930172	22.91011	39.201023	34.528196	30.839102	48.379205	42.738321	60.676487	54.524169	49.940625	75.599037	69.391784	64.766197	99.988433	95.637968	92.391108	-10.552113	4.581968
46	5	-4.1259223632	0.9630079855	5.6251874584	1.1814230018	1.4253351895	127.394205522	19.047259	15.954373	14.005487	29.284048	25.470935	22.250811	38.691814	33.546429	30.254393	47.616893	42.197371	59.825103	53.50254	49.16115	74.470841	68.240066	63.914788	98.855469	94.398034	91.083619	-10.386641	4.580246
47	5	-3.9958290213	1.038456038	11.2692862863	1.3945995643	0.0088143158	123.9871834345	19.691592	16.595504	14.269344	30.242963	25.776693	22.698527	39.983051	34.394436	30.562858	49.122302	42.526955	60.748622	54.100841	49.002846	74.45134	68.701363	63.616168	98.494285	93.910921	90.391812	-10.419024	4.508765
48	5	-3.9845944234	2.5951571913	10.137478442	1.3453391694	0.7310669574	126.1551564384	19.505292	16.160961	13.985813	30.129322	25.449692	22.40347	39.833411	33.923765	29.880637	48.654996	42.245865	60.453362	53.814651	48.548948	75.271628	68.613184	63.345857	98.936586	94.348427	90.484413	-9.817181	4.583931
49	5	-4.2081145175	1.800119506	16.2548629134	1.2924561254	1.4922617598	125.4792369306	19.198645	16.247105	14.28065	29.591508	25.767893	22.980438	38.778021	34.225453	30.353571	47.916243	42.567461	59.93547	54.123476	49.423705	74.192321	68.635316	64.382968	98.340859	94.607021	90.695116	-10.094206	4.619296
50	5	-4.0010143371	2.6857095109	0.6775522694	1.2163717795	2.8853758236	129.5719226313	19.554686	16.389093	14.119946	30.314979	25.497145	22.590979	39.75921	34.312505	30.337742	49.315427	42.824586	60.847469	54.632439	49.382981	76.370969	69.481708	64.499714	101.682572	96.141496	92.512755	-10.560159	4.615158
51	5	-4.0647290952	3.9776821854	0.929179155	1.181940079	0.7415879052	127.7693871753	19.416559	16.153374	14.125057	30.113245	25.537671	22.692026	39.357811	34.303394	30.450189	48.369745	42.412593	60.356722	54.065566	49.314944	75.750078	69.629558	64.093695	100.517208	94.959802	91.747612	-10.911976	4.597735
52	5	-4.1118828588	2.2793374902	1.4156402745	1.1599258128	1.6246551511	129.1955221573	19.256325	16.262542	14.154131	29.938937	25.527183	22.51618	39.345037	34.246457	30.433337	48.205583	42.631628	60.598289	54.396229	49.45155	75.775513	69.470795	64.720326	100.477098	96.467881	92.169046	-10.12085	4.546212
53	5	-4.0933304858	2.2665560097	5.5309894008	1.203402268	0.5470811759	125.8435201925	19.078257	15.936229	13.993248	29.581664	25.353067	22.309041	38.962496	33.646443	30.019661	47.942136	42.009255	59.411019	53.238459	48.884372	74.216363	68.273642	63.483518	98.78937	94.352563	90.525213	-9.749722	4.623148
54	5	-4.0834102885	5.8103064518	1.876849569	1.166623076	0.5903262696	126.9776135667	19.015043	15.994113	13.953938	29.598447	25.203519	22.10048	38.861268	33.782922	29.574903	48.067288	42.172793	60.058355	53.590423	48.81037	74.695494	68.475581	63.825614	100.038076	95.194845	91.043034	-12.918997	4.570769
55	5	-3.9152745481	1.0551328413	0.5928920698	1.2337287181	2.9980948537	128.1684784314	19.261958	15.85874	13.751005	29.758811	24.927592	21.878257	39.460386	33.483392	29.97519	48.212515	42.012061	60.330957	53.275376	48.311224	74.976085	68.658968	63.378634	99.902802	94.849128	91.298881	-11.185895	4.483857
56	5	-4.0119996156	1.7423931871	2.2554098533	1.2407715836	0.5927733067	124.2523870651	19.562311	16.214811	14.201157	30.109557	25.446053	22.59949	39.46218	34.127529	30.316697	48.449816	42.293539	60.385191	53.56665	49.128764	74.143292	68.364671	63.431961	98.496713	93.555595	89.923537	-10.038702	4.563534
57	5	-3.9740406617	4.5680104589	2.2548028423	1.2554228613	1.592442198	128.9069226335	19.620179	16.31383	14.11334	30.394991	25.814394	22.642036	39.801579	34.270653	30.254106	49.268153	42.936485	61.530101	54.489772	49.068837	76.302407	69.618376	64.430826	100.871999	96.204918	92.065777	-11.081849	4.62032
58	5	-4.0426797652	1.3419809804	1.8085390924	1.2115154704	1.3282872349	127.0081888519	19.552086	16.160978	14.336759	30.194558	25.70281	22.630629	39.716423	34.203941	30.52037	48.389336	42.701521	60.790044	54.065816	49.19283	75.210493	69.187593	64.067076	100.331599	95.703869	90.843306	-10.346415	4.575244
59	5	-4.0821610999	2.6408084102	0.7272948516	1.1456842259	0.7201854199	128.8730712844	19.158862	15.968496	13.723521	29.638396	25.164379	21.988255	39.140258	33.718168	30.157084	48.275399	42.408981	59.993935	53.757329	48.527252	74.971263	68.842855	63.709223	99.937184	95.722451	91.730766	-10.484275	4.489917
60	5	-3.9352251496	1.4963176821	0.5931594139	1.2233965695	2.4607005254	125.9538985663	19.31364	16.000834	13.79121	29.839169	25.001622	21.797495	39.328613	33.484052	29.756511	48.095352	41.438223	59.685056	53.414873	47.850825	74.318464	68.099348	62.884718	98.852367	94.725924	89.516821	-10.871346	4.605482
61	5	-4.1210897163	2.9033694664	5.1664569031	1.1879087181	3.0319904648	127.4454067284	19.314108	16.043921	14.161551	29.872185	25.347139	22.579767	39.186152	33.672208	30.440663	47.792965	42.785723	60.238088	53.883619	49.229567	74.185994	68.752108	64.178779	100.327923	95.370195	91.222721	-9.798863	4.427613
62	5	-3.9643856401	0.0374374414	1.54327478	1.2124314807	1.1204362567	128.5733549497	18.998126	15.982479	13.881978	29.982662	25.035689	21.908312	39.202096	33.516395	29.758995	48.147939	41.825773	60.35938	53.658831	48.395051	75.265856	68.161127	63.329708	99.337817	95.828274	91.66623	-11.684366	4.570614
63	5	-3.9815501971	3.3022451037	1.1950440905	1.1967150101	3.1511920906	131.2664691448	19.265131	15.986956	13.713738	29.743947	24.966536	21.915937	39.487728	33.752793	30.034964	48.241126	42.267718	60.860696	53.2366	48.592761	75.842409	68.66063	64.595157	102.098276	97.038619	92.803788	-10.369734	4.35761
64	5	-3.9699237944	3.123412458	1.6514653136	1.274660497	0.6246855712	124.5177333735	19.75834	16.59484	14.302146	30.48561	25.733555	22.660653	40.408253	34.760496	30.667145	49.23614	42.839395	60.959916	53.856213	49.41862	75.909804	68.920803	64.269432	98.918039	94.393314	91.047635	-10.116574	4.620884
65	5	-4.0191549293	2.6456748074	17.6825202719	1.4204129305	1.5124164518	129.5539336054	19.464765	16.111317	13.955691	30.033908	25.561945	22.297907	39.366283	34.09313	30.736644	49.001935	42.866234	60.707689	54.553629	49.259214	75.434227	69.183253	64.279618	100.521137	95.98142	92.63546	-10.038249	4.492337
66	5	-3.8471790509	5.3958543601	13.5307700397	1.4987061789	2.3196514981	125.7684799652	19.837955	16.070794	13.807853	30.254085	25.444432	22.109309	39.675928	33.861127	29.936323	49.257054	41.881712	61.245315	53.615603	48.56801	74.992321	68.382244	62.644408	98.716926	93.693503	90.265916	-12.17957	4.53062
67	5	-3.8165947358	1.9603389579	3.8017817363	1.3252372491	2.4026556748	131.7748201601	19.460021	15.963877	13.436065	30.301543	25.012864	21.587588	39.865866	33.734501	29.434084	48.873749	42.393751	61.491582	54.088527	48.838872	76.647603	69.233478	63.806426	102.144983	97.048207	92.820181	-9.903728	4.613269
68	5	-3.9299988399	3.6147290133	1.2745485923	1.2725709324	0.9444062597	128.7592941333	19.806039	16.506596	14.104883	30.533623	25.88977	22.550074	40.560329	34.752599	30.191864	49.873092	42.997125	61.468155	54.334996	49.406836	75.889677	70.133896	64.863078	101.649548	95.961965	92.400085	-10.499404	4.528681
69	5	-3.9923033128	4.3461194573	1.6144527345	1.2289819611	3.3122094287	127.7232123632	19.537872	16.423448	13.958821	30.387072	25.802814	22.387113	39.363116	34.327081	30.558682	49.459892	42.581256	60.68637	54.238558	49.159118	75.627496	69.131843	64.010812	100.336312	94.645803	91.454024	-10.95473	4.597732
70	5	-4.0354340446	2.8165851263	1.4917991096	1.2166531019	1.4866549509	127.0035815146	19.484724	16.470779	14.232712	30.628645	25.699981	22.697444	39.83008	34.231214	30.190278	49.041885	42.563642	60.850883	54.631528	49.375175	75.314178	69.789283	64.192346	98.944138	95.347891	91.334301	-10.095153	4.541675
71	5	-3.976905356	3.0944260314	0.2677840649	1.2299336278	3.1683084539	125.9487173009	19.602668	16.192821	14.193911	30.406143	25.791921	22.305668	39.774599	34.281549	30.136323	49.045355	42.345727	60.856226	54.218228	48.650138	74.847059	69.580508	63.893485	99.056346	95.032616	90.607452	-11.417491	4.486736
72	5	-3.781261574	1.3453333976	1.1284485088	1.3506482916	0.8917979243	126.6294355633	19.912681	16.022086	13.681105	30.772768	25.30655	21.988303	40.011113	34.034139	29.633237	48.797625	42.069226	61.069377	53.898216	48.540457	75.822172	68.413641	62.754538	99.747365	95.114674	90.459555	-10.575485	4.553344
73	5	-3.8907231414	1.8911467704	2.0054767139	1.2781901645	0.7687874193	127.3598529384	19.653189	16.238306	13.856853	30.091354	25.13161	22.316363	39.585085	33.681274	29.937333	49.104078	42.310306	60.763244	53.99222	48.309891	74.885056	68.025393	62.847764	100.196366	95.530132	90.370334	-10.042058	4.495202
74	5	-3.9080702357	0.7375156837	6.0300086962	1.3225090126	0.0048130723	129.9149346163	19.626151	15.824803	13.725272	30.233842	25.482044	22.477287	39.707122	34.211787	29.841274	49.184605	42.044632	61.064984	53.892923	48.766757	76.238223	69.020436	64.031623	101.193152	95.402526	92.102076	-10.62373	4.587947
75	5	-3.820519468	1.0487472816	0.6291832235	1.3219064615	3.273578015	126.568959222	19.757516	16.092635	13.828049	30.565096	25.335346	22.326557	39.763315	34.272192	30.019148	49.640586	42.346296	60.509428	53.6641	48.49171	75.588297	68.844859	63.016049	99.756562	94.653608	90.942683	-11.155901	4.589124
76	5	-4.0373415576	5.1933545223	1.9280926478	1.2043203539	0.9477396049	129.7217187976	19.543349	16.193723	14.20047	29.818078	25.917716	22.465758	40.015982	34.049491	30.539207	48.76731	42.495047	61.0744	54.383766	49.72839	76.008615	69.726572	64.822822	100.612624	95.942608	92.763048	-11.941434	4.426131
77	5	-4.1290770936	0.5264822215	0.5601839419	1.123358564	2.8756913764	129.0056980026	19.130558	15.908688	13.970168	29.660471	25.079816	22.634542	38.975639	33.863935	30.287582	47.848862	42.782648	60.273897	53.798446	49.382728	75.292794	68.871017	64.20599	100.751835	95.734958	92.584894	-11.728958	4.58241
78	5	-3.8618469494	2.2797851773	0.5516777876	1.2855167352	1.3071537853	125.1385895602	19.790045	16.155135	13.624152	30.394979	25.596102	21.675355	39.646427	33.953084	30.332625	48.359884	42.159928	60.45329	53.66024	48.163583	75.424087	68.348929	62.878358	98.530768	93.67174	89.872584	-10.676251	4.616795
79	5	-3.8785717162	0.8476627669	9.786652664	1.4142932429	1.7261255871	128.3671355602	19.752491	16.245526	13.957836	30.452515	25.438644	22.119315	39.903592	34.238291	30.087828	49.042881	42.913874	60.995705	54.112064	49.014904	75.841594	69.676544	63.14321	100.818709	96.11175	91.25078	-10.577704	4.550133
80	5	-3.8920668815	0.265523216	7.1145003374	1.3772838161	2.4887053757	125.1536230758	19.626031	16.245134	13.952202	30.370297	25.34142	22.182831	40.125313	34.444094	29.914939	49.055076	42.144643	61.06514	53.766389	48.247397	74.560529	68.822875	63.279354	99.985839	94.051782	90.05217	-11.113591	4.611196
81	5	-3.9585617052	1.5383809678	9.1398635732	1.3363127641	1.8814500632	126.1262937823	19.337559	16.139475	13.774172	29.825417	25.190884	22.108566	39.475155	33.965787	30.141584	48.154639	42.284556	59.885347	53.516947	48.756915	75.31758	68.684924	63.349233	98.910098	94.690096	90.805155	-10.038327	4.557714
82	5	-4.0022800365	2.715905272	1.6141173878	1.2160691892	2.9092415187	128.8846737433	19.296277	16.292433	14.065293	30.177641	25.702708	22.561009	39.801531	33.986539	30.128867	48.372036	42.401414	60.709097	54.11223	48.869082	75.740534	69.381612	64.155529	100.859616	95.622815	91.549217	-10.05353	4.588468
