State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	logPrior	rho
2077	5	-4.2324305017	2.822351204	6.8709366732	1.1533453374	1.7447961908	129.1733581205	19.021574	16.316117	14.1877	29.681908	25.606503	22.645743	39.263296	34.055731	30.980222	48.139273	42.884362	59.71049	54.015293	49.782374	74.970642	69.493139	64.573722	100.74425	95.813471	93.074196	-9.816075	4.557374
2078	5	-3.9410219372	0.6784967165	2.121624931	1.2664278538	2.5212873121	125.9559920502	19.713938	16.071872	13.82352	30.09838	25.535916	22.328438	39.997062	33.664305	30.289876	48.662933	42.272361	60.392609	54.314842	48.731138	75.16905	69.463813	63.299955	99.853053	94.570791	90.446659	-10.811337	4.569443
2079	5	-3.6340483336	2.2132043933	0.5476434961	1.4193884227	0.7635440828	128.1535699961	19.847856	15.903123	13.509502	30.54262	25.231997	21.047122	40.241717	33.541669	29.004089	49.45441	41.38018	61.453338	53.270855	47.577937	76.031284	68.918524	62.289133	100.363691	94.679531	90.885654	-10.748825	4.568779
2080	5	-4.1639479714	3.8347230924	4.6018991854	1.19826181	3.3088840341	125.2125137847	19.594938	16.652144	14.456051	30.016395	25.98884	23.027147	39.476448	34.555927	31.043647	49.058389	43.012713	60.231444	54.282719	50.266341	74.907995	69.408335	64.071398	99.136206	94.589018	92.05581	-10.245473	4.497156
2081	5	-3.8369592271	2.5372543034	6.4207680653	1.3945493754	3.0065470437	126.7389074714	19.835034	16.145104	13.986044	30.619357	25.764614	22.10801	39.85048	34.22023	29.800742	48.708871	42.580338	61.334014	53.735811	48.430589	76.332116	68.614661	63.92999	99.846513	94.949927	90.834322	-9.773253	4.492024
2082	5	-3.8498852089	4.9029256588	5.915258068	1.3213610657	0.2088305734	130.9007847028	19.17155	15.820169	13.491697	30.102063	24.745499	21.459509	39.405919	33.341932	29.354768	48.811584	41.950626	61.013913	53.534503	48.245029	75.834986	68.941503	64.169634	101.993493	96.43921	92.027315	-11.340942	4.59961
2083	5	-4.1352776123	1.1342046289	2.563951864	1.1541703131	1.2499438314	127.18542291	19.209976	16.11573	14.287591	29.606393	25.546666	22.386647	38.656413	33.853339	29.928647	48.134482	42.142756	60.276018	53.961905	50.074159	74.909789	68.810802	64.045292	99.263987	94.935524	91.5983	-10.367093	4.434548
2084	5	-3.7337037038	3.9255681471	31.1867467824	1.9862118415	3.1915587377	130.9169225722	19.840249	15.914279	13.527701	30.573474	25.358761	21.507036	40.710144	33.463903	29.473064	49.747982	42.212634	62.236893	53.054441	48.039295	76.454623	68.593573	63.657799	101.644323	96.751154	91.357643	-11.036619	4.587772
2085	5	-4.1320633707	0.6022881161	24.4995231019	1.4528901407	1.9209914271	127.5632375203	19.195597	16.249842	14.214705	29.755419	25.465444	22.778136	39.260604	34.200276	30.46036	48.402469	42.603426	59.777151	53.987087	49.310934	75.00513	68.915355	64.508307	99.622972	95.058012	91.605469	-11.164275	4.555854
2086	5	-3.9742488943	2.3576853322	1.8431938341	1.2663842727	1.8178346983	127.304970155	20.0443	16.746953	14.256493	30.410886	25.716165	22.562052	40.356405	34.893633	30.337303	49.670559	43.115437	61.044395	54.646586	49.549242	76.033824	69.779045	64.51093	99.819683	94.46452	91.960967	-9.9947	4.40996
2087	5	-3.9012208564	2.8084802125	12.0303234914	1.3959073187	0.4707959893	128.0685202627	19.339556	16.046819	13.883926	30.023079	25.371559	21.973153	39.332718	33.732687	29.627825	48.472834	41.865927	59.986222	54.083982	48.300588	75.263539	68.396753	62.501023	99.786781	95.427761	91.282065	-9.894279	4.545414
2088	5	-4.1969286585	3.9420646724	32.6286697753	1.6131334484	0.0747315203	124.4220930939	19.401698	16.472306	14.830556	29.944671	26.314683	22.833368	39.118321	34.626215	30.847457	48.289065	43.012035	59.998876	54.421603	50.041096	74.232295	69.084291	64.313976	98.239706	94.078623	91.358389	-10.964628	4.622886
2089	5	-3.9298798149	5.4275328822	0.7450245357	1.2244388495	1.555750461	126.6069197287	19.149919	15.93424	13.763078	29.886268	25.26597	21.500794	39.236645	33.527934	29.324633	48.031252	42.237227	60.339272	53.001974	48.035492	74.950149	67.964213	62.996966	99.534187	94.925448	90.595689	-12.755934	4.60754
2090	5	-4.0447871973	0.2921412705	0.693580609	1.2021624379	2.9958366168	123.346255841	19.365938	16.302329	14.26428	30.001545	25.70307	22.628566	39.344549	34.104981	30.223129	48.127622	42.435817	59.902626	53.699457	49.199726	73.792413	67.647965	63.147048	97.490585	93.005084	90.534409	-11.797105	4.62585
2091	5	-4.2177993748	3.0070870179	21.5468764111	1.3169850937	1.2089585058	127.1451711688	18.814047	16.035038	14.011786	29.341717	25.397308	22.402476	38.649907	33.841983	30.527575	46.863999	42.238329	59.46355	53.273297	48.801398	73.846757	68.751684	64.296354	97.672289	94.110027	91.573368	-10.162731	4.591459
2092	5	-3.9710740678	2.132692247	23.7136407743	1.5149334132	1.5507607622	130.8897140897	19.157311	16.147907	13.750116	29.728784	25.118683	22.094463	39.690747	33.372372	30.251388	48.529136	42.134332	60.940343	53.876489	49.09384	76.084427	69.231123	64.287365	101.076421	96.157272	92.217928	-10.228373	4.565143
2093	5	-3.9777982184	0.4841157645	18.8516483567	1.492890738	0.2675451423	126.3198434918	19.611271	16.152856	14.074824	30.336987	25.343369	22.426624	39.665084	34.2835	29.808425	48.956957	42.925589	60.788512	53.68453	49.148372	75.405867	68.411294	63.735865	99.383093	94.616491	91.064929	-11.145786	4.525695
2094	5	-4.0074323984	0.4355709821	0.0955505514	1.17657446	0.3659685484	129.4609789088	19.174686	15.835723	13.623979	29.629082	25.412511	21.888756	39.434753	33.913122	29.674299	48.522107	42.076149	60.187452	53.75144	48.987614	75.455837	68.496585	63.49946	100.513639	95.885079	91.779273	-13.708467	4.628521
2095	5	-4.2049611618	4.0936310244	2.8107988667	1.1251130682	2.4879142573	128.330830708	19.124136	16.062409	14.319365	29.561673	25.48772	22.723498	38.840063	34.191081	30.571651	48.06188	42.579741	59.665994	54.315677	50.213019	74.921969	68.983418	64.879294	99.236938	96.570731	92.538383	-10.544096	4.514503
2096	5	-4.0438799138	0.6647065639	6.5179622265	1.2174764642	0.3929152064	130.163864422	18.955659	15.986551	13.6329	29.484185	25.234468	22.132957	39.123508	33.320636	29.52412	47.989433	42.165409	60.25617	53.657448	48.651482	75.481541	69.342063	64.138249	101.50744	95.598738	92.533912	-10.677951	4.527981
2097	5	-4.1331145723	1.3497616993	3.0637348691	1.1403595976	2.8642129836	127.9165438826	18.986136	15.722017	13.908535	29.356762	25.19988	22.31264	38.584468	33.568606	30.121625	47.691699	42.04739	59.421309	53.349862	49.088899	74.04415	68.554005	63.681439	99.561296	95.864247	91.024114	-10.172467	4.604743
2098	5	-4.2507060217	2.7330181817	4.212843914	1.1128752785	1.507909111	129.080652416	19.02467	16.286608	14.157029	29.336249	25.705007	22.648506	38.572903	34.289281	30.027528	48.194011	42.599301	60.216104	54.553471	50.078871	75.005328	69.646363	64.933169	100.315429	95.420643	92.161655	-9.811215	4.612768
2099	5	-3.972353323	2.632592329	5.9480025168	1.2929019699	2.4150665062	127.2881392369	19.641688	16.359084	13.91898	30.225311	25.381479	22.331129	39.960051	34.024624	30.304809	48.462036	42.944726	61.056713	54.130051	49.35001	75.310486	69.620241	63.556935	99.891822	94.749705	91.661713	-9.763627	4.407878
2100	5	-4.206908744	2.2893474284	20.1708213276	1.3378699697	3.3131571453	127.1762590033	19.205051	16.245139	14.363565	29.583591	25.788124	22.898269	38.927356	34.070136	30.841766	48.000905	42.55649	60.378	54.131227	50.078219	74.514215	69.510679	64.490998	99.530079	95.23679	92.158197	-10.087176	4.48142
2101	5	-3.7404927039	2.4773396322	8.4773179549	1.5323800606	3.180472148	125.1444419374	20.113963	16.49768	13.887768	30.925579	26.013577	22.180098	40.67232	34.09247	30.477678	49.406772	42.898255	61.640779	54.329727	48.664975	75.458661	69.064992	62.86624	98.452541	94.784137	90.714625	-9.822459	4.544159
2102	5	-3.9385544322	2.1816304064	6.5226391172	1.3574658011	3.2681685759	127.0128104607	19.953781	16.737204	14.304602	30.593507	26.121234	22.575085	40.565681	34.659931	30.462921	49.712278	43.093816	61.404761	54.729812	49.284154	75.806504	69.182535	64.395279	100.619509	94.906784	92.530714	-9.808426	4.420242
2103	5	-4.033392483	2.2933836594	3.7638328934	1.2224082023	0.4640647806	125.5970125641	19.359114	16.27158	14.201652	29.838874	25.16236	22.367621	39.076725	33.797385	29.963923	47.851381	42.310521	59.945972	53.747169	48.765709	74.725303	68.505026	63.185452	98.330985	94.585342	90.845271	-9.776127	4.386122
2104	5	-4.0311273761	4.7739373931	2.7360028449	1.1827604971	3.3842270353	134.2987444822	19.225481	15.993616	14.018304	29.97899	25.463484	22.156745	39.195411	33.728805	29.814279	49.092414	42.485137	61.109377	54.097933	48.905325	76.663439	70.563744	64.779893	103.253422	98.862811	95.009659	-11.299598	4.58071
2105	5	-4.0052683432	0.075530912	0.4942608435	1.154781489	1.4073037116	131.6132797391	18.95377	15.751143	13.751858	29.053443	24.977215	21.931447	38.944749	32.975947	29.547877	47.835216	41.902633	60.006014	52.828997	49.09112	75.038754	68.396108	63.270968	101.692436	96.42616	91.747979	-12.370991	4.612433
2106	5	-4.088015896	2.6005572375	4.3507891406	1.1565408495	2.5577263373	129.5971691327	18.646677	15.874422	13.723611	29.18192	24.924898	21.97146	38.63911	33.549624	29.688476	47.881914	41.533715	59.775136	53.036848	48.173078	74.429343	68.504461	63.490236	99.411102	95.754483	91.952777	-9.766542	4.618706
2107	5	-4.2158492715	1.4040056979	23.1102234611	1.3305674664	2.5333262831	127.9790483968	18.792614	16.129349	13.942922	29.112038	25.128004	22.682584	38.352737	33.946992	30.064114	47.93815	41.902741	59.731947	53.486567	49.537176	74.512062	68.458125	63.967715	98.978573	94.876502	91.921131	-10.461165	4.627347
2108	5	-3.9390364602	2.8989912501	1.3379434749	1.2729621257	0.521234377	126.0576085622	19.955452	16.460862	14.325092	30.564097	25.767975	22.620985	40.115878	34.528257	30.084474	49.079752	42.721837	60.870982	54.259273	49.23053	75.65887	68.539346	63.931543	99.585269	95.313169	91.020319	-10.157826	4.372397
2109	5	-3.9749748635	3.3413001472	13.4644213492	1.3486901331	0.8068113577	127.5962844186	18.942752	16.106017	13.632372	29.498196	25.175499	21.454218	38.735845	33.651702	29.834715	47.764556	41.261948	60.082711	52.434132	48.305884	74.519051	68.174683	62.88262	99.131754	94.261654	90.567729	-10.075309	4.591865
2110	5	-4.1520812733	2.2233223446	6.1440799993	1.1576232873	1.6263104074	131.229490678	18.994219	15.935391	14.075398	29.432478	25.251137	22.37968	38.825704	33.962328	30.215415	47.392576	42.200922	60.288775	54.616288	49.014479	75.420862	69.248845	64.533782	101.888719	96.807078	93.229641	-9.801751	4.605947
2111	5	-3.9543101514	2.3348533261	11.346551035	1.3782753607	0.5761110472	126.6832543668	19.663755	16.458409	14.008645	29.698264	25.576549	22.06067	39.552779	33.973308	29.823079	48.566191	42.217749	60.782051	54.239839	49.132076	75.996335	68.580517	63.278446	99.170198	94.257766	91.006252	-9.855338	4.412636
2112	5	-3.994930468	1.3346641918	20.1408542871	1.4596625229	3.2533316834	126.9955728346	19.300138	15.869691	13.715349	29.572609	24.984787	22.074462	38.990029	34.037727	29.965949	48.268281	42.140444	59.883	53.229618	48.163192	74.640595	68.279855	63.186598	98.892466	94.897004	90.62939	-10.432855	4.572625
2113	5	-3.9501222814	2.6021505894	21.2769669906	1.5021779678	2.7428397056	132.4053881034	19.448361	16.348649	13.782423	29.926934	25.366758	22.255893	39.774781	33.818708	30.432998	48.986792	41.900835	61.551501	54.303123	49.924287	77.018613	69.656853	63.832453	102.807509	98.013898	93.929549	-10.154527	4.60729
2114	5	-3.8255027285	0.8742168218	21.7452150469	1.6790052852	0.2523217013	127.4158442926	19.75681	16.08925	13.819092	30.665225	25.543852	22.2278	39.880481	33.75379	29.890872	49.041193	42.751773	61.190417	53.407292	48.017961	76.078062	69.035369	63.934405	100.725958	95.478767	91.144616	-10.87937	4.454603
2115	5	-3.9076621427	2.2554892547	33.0843824031	1.8630877324	1.9094634476	125.9019030578	19.461518	16.096724	13.932579	30.457019	25.474511	21.990341	39.385554	33.713303	30.005807	48.364655	42.161466	60.320194	53.312675	49.19684	75.218365	68.375788	62.711023	98.912453	94.050543	90.532502	-10.466708	4.604256
2116	5	-3.9413377891	3.7254769505	31.6959972245	1.7162078252	1.6334542104	129.0302170249	19.259462	15.779147	13.612168	29.55985	25.22049	21.471365	39.189979	33.714447	29.424601	48.090416	42.18203	60.382345	53.516385	48.327323	75.517813	69.015343	64.103152	99.739155	95.51446	90.810383	-10.805637	4.550734
2117	5	-3.9809221573	-0.3468567407	50.8190439607	2.245312731	0.2592477444	127.4452139361	19.370317	15.807514	13.654714	29.639873	25.137612	21.872898	39.08671	33.496003	29.836974	47.761547	41.813049	59.975591	53.081667	48.837796	74.696779	67.467244	62.885323	99.730095	93.873795	91.325653	-13.098966	4.466406
2118	5	-3.9203373464	3.4691319369	35.7184113001	1.9893933495	0.6943228512	125.8640692849	20.039578	16.264419	14.117243	30.537663	25.976274	22.579212	40.234043	34.493912	30.280496	49.223786	43.190768	61.781396	54.474951	48.872193	75.296306	69.083629	63.791664	98.35409	94.55406	90.767745	-10.805321	4.580114
2119	5	-4.0227041635	-0.344736495	48.775988615	2.3942147374	3.1571620089	124.1254308794	20.07241	16.671977	14.3285	30.823397	26.103841	22.634045	40.075852	34.823576	30.707603	48.930707	42.932102	60.748376	55.087863	50.358697	74.734984	68.391515	64.638204	98.457749	93.979862	90.495436	-13.108885	4.556293
2120	5	-3.9289025627	-1.3445098355	40.058431654	2.0515683189	2.133373448	128.5690994659	19.682736	16.434021	14.016823	30.261092	25.57812	22.506871	40.362945	34.24828	30.630622	49.196074	42.76944	62.083149	54.895095	49.446711	75.659777	69.502592	63.865997	99.952249	97.239978	92.665945	-14.668778	4.494868
2121	5	-4.1642981958	1.1099173901	42.0354464392	1.6780065499	1.5338169027	130.1633528162	18.909551	15.923868	13.933734	29.255358	25.241729	21.863724	38.925828	33.293316	30.111544	47.649538	42.220409	59.823333	53.655708	49.21465	75.078262	68.648836	63.819336	100.836559	95.267691	91.935809	-11.144866	4.629131
2122	5	-4.0589938053	0.0896704087	41.4533017034	2.0055545502	1.5641959351	125.1852255605	19.98102	16.645904	14.43437	30.362652	25.888818	22.923823	40.030581	34.668853	30.507694	48.85212	43.240039	60.476915	54.487552	49.791933	75.266009	69.566821	64.627506	99.044127	95.420006	89.718192	-12.249019	4.59005
2123	5	-4.097199896	0.5991186112	24.3337703378	1.4954080777	0.7041302602	128.2092309812	19.577005	16.565991	14.283967	30.191243	25.762334	22.765928	39.707644	34.621718	30.552027	48.850406	43.100889	60.924705	54.691417	50.289166	75.469518	69.339307	64.683132	100.658777	95.928468	91.764153	-11.180845	4.58474
2124	5	-3.9584680373	1.1828137702	0.2529673615	1.2187339787	2.3538459598	127.6036451103	19.309592	16.011033	13.737955	29.5868	25.468953	21.99101	39.571701	34.204196	29.972907	48.824892	42.192347	60.361115	53.853243	48.696759	75.24735	68.893017	63.18979	99.775706	95.458183	91.491084	-11.854246	4.584137
2125	5	-3.8839864857	0.0657005729	4.7165395597	1.3759391757	2.7729011386	126.1459893014	20.225309	16.538584	14.189246	30.981933	26.224497	22.65501	40.753419	34.636237	30.473645	49.278186	43.176486	61.490942	54.617165	49.734369	76.108927	69.585276	64.094026	99.926747	94.16556	91.37278	-11.384072	4.623418
2126	5	-3.9280342019	0.3709087074	0.1822541715	1.21640564	1.8614571596	130.6261780305	19.172659	16.006656	13.780282	30.243204	25.01132	21.708329	39.527702	33.937413	29.766509	48.921337	41.876848	60.992125	53.799464	48.613811	75.818561	68.665815	63.727392	102.164884	96.460058	92.988054	-12.989291	4.549627
2127	5	-3.979345856	3.1523091354	2.8080878224	1.2514756113	2.9034041875	124.4019937285	19.471017	16.180236	13.897022	30.351783	25.646605	22.410364	39.271833	33.830133	29.962061	48.163416	41.825911	60.12759	53.615857	48.862792	74.273308	68.679301	63.046899	98.052353	93.629207	89.660725	-9.931335	4.600297
2128	5	-4.1147403428	0.8187277817	24.8608389542	1.4113557224	2.7606011411	130.8234575143	18.911414	15.850403	13.906388	29.101769	25.268041	22.199321	38.844086	33.852192	29.993523	47.967304	42.757805	60.162154	53.936186	48.556585	74.525035	69.097662	63.902612	100.38496	96.301954	92.622955	-10.967293	4.571305
2129	5	-3.9721162148	3.2364711439	6.3557513794	1.3255407368	2.0512975764	126.9442728542	19.868598	16.597152	14.233429	30.514825	26.236837	22.592776	40.450885	34.623203	30.641496	49.473699	43.277281	61.168412	54.231761	49.839499	76.082571	68.870042	63.987631	100.160024	95.786191	92.258433	-9.919008	4.537957
2130	5	-4.0256036287	3.9631006942	0.2830424819	1.1623480466	2.2923206808	131.3100003523	18.973956	15.928618	13.866432	29.604121	25.211802	22.028425	39.447447	33.570005	29.995768	48.35769	42.219525	60.339327	54.276392	49.297013	75.197053	69.671182	64.207854	101.770118	96.869018	92.763521	-11.875445	4.613229
2131	5	-4.0144287936	4.9296784322	3.0057684958	1.2023411755	1.9077241582	130.8149299453	18.998219	16.09841	13.871177	29.963356	25.272005	22.137413	39.559919	33.69961	29.765735	48.54681	42.618939	60.677254	53.737885	48.864449	75.745735	69.643178	63.959379	101.359729	96.449867	93.183278	-11.441605	4.554238
2132	5	-4.1095436771	0.3865379001	7.7803128558	1.2426597294	1.231113726	126.9736340485	19.362813	16.34604	14.347383	30.01585	25.867648	22.82747	39.714278	34.311517	30.438652	48.276572	42.777613	60.098462	54.241318	49.758094	75.240462	69.45841	64.607044	99.46601	95.122276	91.702935	-10.984554	4.529592
2133	5	-4.0048503974	4.1067524654	0.5195921717	1.1827041624	2.8242609294	132.7082999207	19.235756	15.989275	13.80975	30.017427	25.455669	22.316872	39.681869	33.299073	30.728751	48.930472	42.632391	61.180905	54.248966	49.298964	76.324889	70.045825	64.917074	101.905536	97.32733	94.079686	-11.466721	4.616024
2134	5	-4.1409186932	2.0203150478	1.0180922599	1.1307231511	1.0093753186	128.245677562	19.032832	16.084202	14.146886	29.428097	25.493401	22.385799	39.184244	34.203118	30.208386	48.109053	42.486257	60.205063	53.357673	49.423903	74.895255	69.359663	64.223141	100.318043	95.053774	91.876049	-10.330054	4.559372
2135	5	-4.1880135873	0.4119534047	1.5462490065	1.1380768048	2.1473887787	129.1031681309	19.373404	16.465763	14.553803	30.023425	26.26123	22.901922	39.343268	34.41103	30.961638	48.560626	43.312556	61.251585	54.58261	50.187518	74.967877	70.43946	65.244359	100.467184	96.859923	92.840872	-11.25862	4.54727
2136	5	-3.8682597271	1.8896036752	1.2546472672	1.282087525	2.8289184913	131.5783790176	19.886236	16.292158	13.903475	30.218466	25.330652	21.91923	39.894268	33.994856	29.930041	49.068069	42.734903	62.475386	54.398784	49.059718	76.831902	70.117089	64.034518	102.039172	96.824482	92.377484	-10.291565	4.469872
2137	5	-3.9175413467	3.2388397708	8.5912397041	1.4137747671	1.1231713532	122.6900992348	19.947013	16.67233	14.123977	30.458527	25.817468	22.711468	40.112621	34.356833	30.672326	48.824281	42.590156	60.875961	54.076787	48.41334	74.746471	68.848631	63.056759	97.698594	94.269669	89.267692	-9.927486	4.629199
2138	5	-3.9829536558	0.4067445279	6.1221022725	1.2382496071	1.7130387911	130.5564509918	18.966482	15.837708	13.708714	29.354238	25.208961	21.680959	39.184043	33.737385	29.683711	48.022852	42.12026	59.702386	53.705656	48.657631	75.117161	69.361429	63.616245	101.188824	97.142434	91.831242	-10.949414	4.625011
2139	5	-4.0217177423	-0.5002485415	0.8315450519	1.1954386368	0.4822946243	127.4931360024	19.479077	16.124007	14.034704	29.918503	25.2895	22.277764	39.512344	33.950737	30.087409	48.630257	42.28389	60.404506	53.984231	48.801247	75.143836	68.926014	63.885821	100.077191	95.350299	90.796693	-12.817121	4.456038
2140	5	-3.9623299338	2.7263985846	3.2885859319	1.2908163508	1.3308065026	127.3828773773	20.126337	16.494024	14.180444	30.60237	25.823949	22.524641	40.018578	34.259538	30.737071	48.911336	42.87746	61.582465	54.359954	49.195382	76.385908	69.310273	64.107328	100.503949	95.434662	92.466485	-9.83794	4.247418
2141	5	-3.8625825852	-0.3037677107	8.5868072019	1.3767681847	3.3197986169	128.440033174	19.431029	16.080586	13.4941	30.073129	25.388234	21.64305	39.996728	33.924152	29.577132	49.129957	41.892938	61.122446	53.609641	48.522288	75.497267	68.765321	62.935933	99.82277	95.191869	91.047341	-11.926412	4.598009
2142	5	-4.150420905	1.4709097705	32.8637111133	1.5631953478	2.3194127722	129.4344637164	19.135012	16.077124	14.089462	29.737293	25.483174	22.530796	39.193322	34.040393	30.374309	48.721164	42.572328	60.548379	54.259222	49.051186	75.227182	69.170984	64.6154	100.394499	95.771865	92.33784	-10.699971	4.57647
2143	5	-4.0843579553	2.2317210943	49.6745324439	2.1960887992	0.1184010146	126.3257048883	19.584007	16.563473	14.37469	30.319886	25.648728	22.990546	39.583097	34.339691	31.026953	48.914972	43.463825	61.071589	54.262212	49.438223	75.371059	69.212855	64.468253	99.581436	95.102848	91.548907	-10.912684	4.617132
2144	5	-4.0080783957	-0.2628504972	47.6995594525	2.267186244	1.7016557475	124.590881325	19.862937	16.347979	14.324625	30.478354	25.579013	22.491386	39.778322	34.533523	30.313833	49.067418	42.333869	60.497081	53.919121	49.341922	75.022389	68.524476	63.232654	98.547058	93.855059	90.236178	-12.9192	4.540174
2145	5	-3.9842390503	2.4695167199	71.6097171147	3.5977586337	3.3196253865	130.7070120397	19.758162	16.36216	13.897321	30.275732	25.56182	22.391247	39.693867	34.112435	29.949699	49.062083	43.0045	61.329033	54.309603	49.247138	75.868974	69.194957	64.646482	102.732376	96.308449	92.859461	-11.668918	4.305727
2146	5	-4.0245263436	2.8533212203	94.7923351381	7.9361562297	2.6162088287	128.4324568535	19.212633	15.90443	13.587561	29.267937	24.949985	22.015246	39.170304	33.696421	29.592141	48.228822	41.793366	59.580498	53.318159	48.381384	74.958175	69.120615	63.63943	100.508253	95.68152	91.618881	-12.922164	4.372485
2147	5	-3.9785704987	0.8301198693	82.7616486424	5.114002511	2.1576896642	130.1944726749	19.331974	15.999507	13.907385	30.109329	25.60205	22.414483	39.841828	33.968447	30.145571	48.310385	42.197718	60.730827	53.602156	49.167756	76.490747	69.079291	64.091803	100.881719	96.168251	92.420165	-12.945551	4.578698
2148	5	-4.0726724469	2.5505830245	89.6880677797	5.2406112164	0.8830588761	129.6176890135	19.006138	15.896514	13.719191	29.370314	25.523319	22.102516	38.997717	34.027973	30.470253	48.200045	41.895272	59.959606	53.447311	48.967298	74.999566	68.561034	63.8394	99.564296	96.376525	91.645507	-12.313074	4.619
2149	5	-4.2269144657	1.4141958381	85.9074893684	3.7748539786	3.2206705785	129.2451147359	18.979169	15.91447	14.157222	29.446303	25.106985	22.462728	38.591867	34.286787	30.21887	47.975936	42.283617	60.256052	53.652807	49.440459	74.629512	69.37537	64.619346	100.734563	94.484101	92.567267	-12.254799	4.570566
2150	5	-4.0447481179	2.0392868533	76.8917280464	5.0170379942	2.8440636411	123.0447101681	19.876511	16.51191	14.287285	30.585039	25.572705	22.845788	39.57926	34.768669	30.691524	48.631323	42.462692	60.804479	54.193042	49.333747	74.503133	68.363782	63.582032	98.102128	93.619579	90.309478	-12.115696	4.524815
2151	5	-4.0054950958	2.9984996265	50.3979478955	2.3068539994	1.9228138237	126.2527688447	19.511637	16.103406	14.108259	30.208217	25.721075	22.311167	39.441535	34.099492	30.375958	48.729129	42.159249	60.609863	53.63964	48.995585	74.634577	69.057829	64.114263	99.330536	94.247318	90.567663	-10.990116	4.459302
2152	5	-4.0180479298	2.3337275525	41.9993672714	1.9238267268	1.6266085084	129.3164048717	19.363689	16.11833	13.99187	29.639056	25.501185	22.295769	39.621692	34.08913	30.466005	48.582953	42.648924	61.326566	54.018393	48.868581	76.099909	69.239615	64.605315	100.821237	95.713908	92.3239	-10.685926	4.560819
2153	5	-3.914366489	0.7882007521	15.3518737071	1.4821734671	2.2861251719	126.9356965548	19.643268	16.336391	14.022552	30.569985	25.357685	22.343962	39.61677	34.496538	30.031226	48.674324	42.589768	61.105923	54.186709	49.145158	75.561072	68.702263	63.622143	100.451799	94.787651	90.78258	-10.757354	4.603909
2154	5	-4.0701553715	3.4307112758	26.3772219703	1.5275051221	0.2944471419	127.505240598	19.388401	16.117927	14.123802	29.932439	25.430255	22.655685	39.286879	34.002706	30.12256	48.510184	42.186423	60.585599	53.846784	49.169769	74.87597	69.578686	63.894271	98.857688	95.52854	91.028897	-10.474595	4.42791
2155	5	-3.9113131244	2.2066033895	16.1862433392	1.4559909916	0.2419502862	129.7083064219	19.509593	15.925463	13.739742	30.046282	25.494358	22.199458	39.66573	33.761612	29.663516	48.576817	41.955799	60.556979	54.111767	48.660193	76.146138	68.666997	63.824802	100.814297	96.788293	91.453758	-10.017813	4.515284
2156	5	-4.1861881011	0.8156987598	0.2271415738	1.103542285	3.332497293	129.8979814842	19.10472	16.194966	14.276212	29.80575	25.211589	22.940739	38.947566	34.390573	30.390697	48.265469	42.280819	60.078443	54.517349	49.73556	75.321061	69.923864	64.613148	101.057087	96.390728	92.808956	-12.297049	4.606649
2157	5	-4.1863001667	-0.0675523636	6.7558422686	1.1473083409	0.406822774	130.1051882215	18.84258	15.922597	13.912025	29.289328	25.139571	22.273568	38.975508	33.865632	30.304152	47.665924	42.191008	59.397712	53.430472	49.251966	75.278273	68.63288	64.804458	101.269053	95.421981	92.818058	-11.558418	4.61991
2158	5	-3.9686912252	3.4052031217	6.5093827866	1.2870331398	0.2936328285	130.4500533979	19.513247	15.962456	13.888936	30.019159	25.860215	22.332843	39.775082	34.181881	30.058225	48.842258	42.068601	61.601274	54.522521	49.031467	76.502183	69.945404	63.927907	100.964137	97.456826	93.126019	-10.007882	4.564488
2159	5	-4.0182994661	1.9969944548	1.0012939079	1.2066393408	2.6081905975	127.1845601272	19.394349	16.329628	14.156257	30.203315	25.562533	22.424918	39.245847	33.815525	30.380099	48.780623	42.688248	60.564748	54.237649	49.275195	75.604032	69.036213	64.099907	99.62057	95.184769	90.904039	-10.338521	4.605277
2160	5	-3.9462957876	2.0682690856	0.6555322673	1.2331647507	2.7807990746	127.4845954649	19.410784	16.187389	13.814208	30.311058	25.426087	22.303134	39.915814	33.959258	30.342394	48.698737	42.329776	59.948524	53.796663	48.768086	75.126173	69.014962	63.836653	100.084865	94.370322	91.673886	-10.598021	4.465614
2161	5	-3.9597553457	5.0911425712	5.4250504802	1.2677993036	0.8112661558	130.2097990665	19.30913	16.07815	13.90636	30.001362	25.44437	22.011144	39.652993	33.783674	29.880244	48.375039	42.651004	60.940447	53.886964	49.44589	76.710104	69.947852	64.338371	101.718535	96.009032	92.647952	-11.589568	4.60994
2162	5	-4.0030275403	2.2813279885	0.3408559252	1.1936738956	0.357408751	131.1557201426	19.343735	16.050649	13.868348	30.319589	25.520201	22.399718	39.915606	34.029634	29.969736	48.794439	42.597492	60.848451	54.025789	49.204487	75.951772	69.801787	64.451841	101.27669	97.106913	93.462973	-11.138534	4.441373
2163	5	-4.0281421846	-0.1336133094	8.7654969768	1.2512710535	2.5928222861	129.5210290301	19.023258	15.924399	13.801492	29.324776	24.931814	22.073757	38.799877	33.672316	29.496936	47.843008	41.716618	60.15959	53.660867	48.953185	75.268417	68.72571	63.547543	100.724884	95.895899	91.66191	-11.666561	4.559148
