State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	logPrior	rho
101	11	-1.9781939806	5.0651743205	102.532872387	0.1541332933	3.1733140101	26.3925393801	6.464902	7.986663	9.659336	11.878998	16.3832	18.250534	19.577114	20.544269	21.48581	22.538812	6.218547	7.706821	9.631963	13.820634	15.587835	16.98067	18.005152	18.877162	19.920047	0.252082	0.500913	0.97955	1.871504	3.485876	7.196912	16.471942	19.65306	22.363599	1.879712	2.524846	4.092444	4.921698	5.562314	6.187982	6.716612	7.344916	0.218596	0.298298	0.508066	0.623909	0.727527	0.81579	0.895267	1.003483	-11.733267	2.367663
102	11	-1.9534052547	5.0420070728	102.3127092149	0.0869362729	3.2404684776	26.300967311	6.418912	7.936581	9.643089	11.911074	16.382245	18.322603	19.599699	20.634271	21.487442	22.541143	6.219464	7.640602	9.643969	13.828966	15.61394	16.950016	18.046319	18.908917	19.855782	0.251398	0.496848	0.966987	1.877029	3.493996	7.155542	16.481217	19.655026	22.291788	1.847261	2.467632	4.038234	4.938027	5.508457	6.114183	6.660771	7.311055	0.21574	0.291683	0.507093	0.622998	0.71988	0.806493	0.886371	1.003132	-11.873935	2.357905
103	11	-1.9131782436	5.0838291675	98.5184705063	3.3374920611	3.0519760247	26.3965990849	6.526339	7.967523	9.674306	11.844527	16.177447	18.118985	19.438422	20.471484	21.331166	22.402268	6.280547	7.632265	9.596775	13.664443	15.510705	16.803538	17.937651	18.813135	20.034538	0.258427	0.50891	1.001808	1.927158	3.562129	7.300993	16.629024	19.584293	22.150125	1.870047	2.480917	4.122424	4.948073	5.613895	6.202677	6.792846	7.510224	0.218509	0.295607	0.512233	0.633563	0.735971	0.826845	0.914075	1.035881	-13.063345	2.380185
104	11	-1.9365875905	5.0529505212	97.839660912	2.026932273	3.119340606	26.1296625945	6.56923	8.038671	9.771629	11.924741	16.309326	18.123974	19.357758	20.451782	21.292717	22.348398	6.25855	7.727553	9.642766	13.844201	15.645701	16.745806	17.936841	18.796661	19.909816	0.260131	0.51209	1.012211	1.930317	3.585663	7.321277	16.567566	19.635792	22.05183	1.876289	2.519409	4.125211	5.002243	5.647407	6.270645	6.7611	7.491796	0.221036	0.300673	0.521052	0.643917	0.734634	0.832472	0.91481	1.036488	-12.608527	2.368863
105	11	-2.0427230918	5.0212799121	100.6732984884	0.179522294	3.2099788646	25.8639101799	6.632057	8.014209	9.871033	12.119562	16.37306	18.196654	19.423523	20.394937	21.196332	22.210882	6.352374	7.836802	9.921576	13.911164	15.719868	16.940755	17.965681	18.789887	19.769092	0.256014	0.503655	0.992415	1.913149	3.526205	7.248228	16.413786	19.513762	22.081829	1.971936	2.631736	4.228855	5.022754	5.70843	6.258437	6.734756	7.355305	0.231794	0.315741	0.525806	0.649297	0.737578	0.829344	0.90749	1.014478	-11.785474	2.370144
106	11	-2.0595605235	5.0632794244	102.9644740574	0.0255667084	3.3014136295	26.1221771851	6.318022	7.885239	9.549685	11.811084	16.339713	18.225241	19.543614	20.511713	21.434828	22.369025	6.249966	7.757259	9.734907	13.829396	15.67765	16.935587	18.040842	18.869527	19.879735	0.252552	0.499189	0.988203	1.889797	3.487714	7.197726	16.482414	19.537296	22.241878	1.946468	2.585307	4.21746	5.030661	5.706559	6.212914	6.701752	7.395304	0.230492	0.312463	0.524848	0.6459	0.737591	0.826608	0.900148	1.010774	-12.72019	2.354162
107	11	-2.0668974047	5.02496049	98.4164612953	0.9037901807	3.3776163974	25.3890737987	6.306104	7.924592	9.618823	11.847489	16.266548	18.153204	19.305351	20.375315	21.103846	22.038856	6.296541	7.769551	9.775917	13.838834	15.617972	16.817349	17.943189	18.67054	19.588622	0.257001	0.50787	0.991615	1.911644	3.544995	7.232955	16.427764	19.413555	21.796659	1.990197	2.632743	4.261329	5.114993	5.73454	6.280662	6.727007	7.391322	0.23497	0.31955	0.533629	0.655483	0.755942	0.833863	0.92088	1.022419	-12.174218	2.381515
108	11	-2.0214516735	4.9985086489	98.1148411752	13.7726949666	3.3269456192	25.4829663757	6.485008	8.003771	9.748092	11.967162	16.344581	18.180072	19.419129	20.416702	21.138257	22.174961	6.321098	7.78273	9.794782	13.828258	15.669104	16.894479	17.795959	18.697351	19.683945	0.256677	0.509057	0.991596	1.909529	3.527547	7.239513	16.423162	19.503204	21.915911	1.965483	2.575502	4.195276	5.012276	5.64896	6.25677	6.707254	7.397672	0.232524	0.314632	0.529136	0.651238	0.740085	0.830701	0.908528	1.025685	-15.135385	2.377901
109	11	-1.8575930645	4.9964315024	91.9754786096	0.0166070817	3.1677631364	25.7914600579	6.611738	8.186577	9.87413	11.992203	16.393028	18.234043	19.477532	20.497307	21.298083	22.293303	6.337913	7.754051	9.860454	13.938023	15.722584	16.938583	17.988862	18.836537	19.855342	0.266176	0.529416	1.031819	1.975956	3.676948	7.483199	16.717916	19.71972	22.05901	1.854885	2.492437	4.1307	5.013561	5.709336	6.331262	6.868697	7.670689	0.217802	0.298815	0.51774	0.645667	0.748467	0.853931	0.941508	1.071094	-12.906336	2.354391
110	11	-1.8824196605	4.9565407008	93.1073435383	0.1766514049	3.388137656	25.2807457131	6.418438	7.952721	9.696001	11.99625	16.392324	18.139266	19.385207	20.299123	21.073128	22.081065	6.21579	7.671441	9.665011	13.842272	15.634806	16.850914	17.933337	18.753876	19.661362	0.261363	0.518649	1.011384	1.941298	3.574492	7.342447	16.425802	19.450035	21.94121	1.849083	2.48266	4.112721	4.94015	5.662001	6.263182	6.797069	7.509927	0.216008	0.294631	0.504685	0.638033	0.737118	0.831896	0.914551	1.039941	-11.636548	2.344936
111	11	-1.8119013531	4.946330592	90.1631634696	0.5054208239	3.3418221072	25.2315967154	6.443132	8.013312	9.771263	11.970509	16.37103	18.121148	19.289811	20.337562	21.133179	22.101384	6.165456	7.664233	9.654785	13.804518	15.55127	16.816999	17.921128	18.703639	19.739884	0.264331	0.525517	1.026391	1.956621	3.629102	7.375139	16.391914	19.513708	21.889789	1.792076	2.432984	4.075085	4.89556	5.609453	6.260988	6.838789	7.568012	0.207137	0.283875	0.501137	0.625066	0.731647	0.830253	0.920961	1.060065	-11.683241	2.378101
112	11	-1.8856411194	4.9360814593	93.4686022019	0.018939535	3.3237837074	25.3743074618	6.580885	8.147717	9.875416	12.099301	16.576934	18.306627	19.421942	20.423988	21.26758	22.102415	6.292216	7.802025	9.732454	13.879422	15.624909	16.82232	17.935854	18.773416	19.665092	0.259888	0.515322	1.008322	1.946628	3.578426	7.327176	16.54494	19.397921	21.847209	1.835757	2.473016	4.100724	4.985043	5.60814	6.223765	6.741151	7.495409	0.215698	0.297529	0.513086	0.636319	0.736776	0.826082	0.921383	1.042525	-12.853816	2.351081
113	11	-1.8574804322	4.96271494	93.2333236952	0.5594732438	3.2845106856	25.4388582478	6.523392	8.03946	9.813291	12.037106	16.369067	18.213059	19.398827	20.311378	21.249531	22.121292	6.193513	7.723353	9.695213	13.792814	15.559935	16.820997	17.788007	18.716506	19.691666	0.260969	0.514345	1.010267	1.926336	3.564878	7.294382	16.509351	19.445755	21.944934	1.812619	2.454194	4.102415	4.928686	5.575799	6.203588	6.788262	7.48876	0.2121	0.291396	0.502327	0.629235	0.729509	0.824809	0.918259	1.043849	-11.767168	2.386128
114	11	-1.8541627307	4.9926240629	97.2023274765	0.1544751364	3.1586780775	26.0858157017	6.57884	8.169999	9.801244	12.085765	16.462587	18.31777	19.506084	20.565865	21.455966	22.469013	6.28134	7.719926	9.648871	13.784459	15.53848	16.875461	18.029069	18.999104	19.88442	0.249601	0.507957	0.990231	1.901383	3.559933	7.282315	16.517479	19.690451	22.264208	1.814583	2.395752	3.995956	4.853732	5.567263	6.172243	6.715984	7.46227	0.205667	0.283752	0.496893	0.617827	0.719153	0.811905	0.903338	1.03318	-11.629223	2.38942
115	11	-1.9464337011	5.0431555725	98.4827390213	0.1402086877	3.2077944921	25.9438058113	6.450108	7.977352	9.687464	11.805019	16.219338	18.195742	19.376066	20.39554	21.230621	22.362643	6.205038	7.748908	9.672804	13.800863	15.611317	16.823432	17.786057	18.719005	19.836397	0.257114	0.508011	0.99541	1.904874	3.540473	7.259549	16.420885	19.544466	22.054053	1.861109	2.526727	4.11516	4.972625	5.59417	6.196326	6.698306	7.390713	0.217814	0.298067	0.508346	0.63441	0.729109	0.819409	0.909642	1.026454	-11.707086	2.37851
116	11	-1.8530114358	5.0251152052	93.9064897222	0.0531969968	3.2935916331	25.6192062037	6.333836	7.814155	9.550321	11.752618	16.135622	17.98679	19.277979	20.358185	21.216745	22.1956	6.060831	7.526872	9.550404	13.64911	15.489292	16.81532	17.832267	18.761136	19.858033	0.25991	0.51231	1.005833	1.947109	3.588779	7.322134	16.527731	19.645096	22.028372	1.814412	2.43992	4.063953	4.930567	5.594039	6.209533	6.746224	7.497495	0.210209	0.288603	0.501069	0.632434	0.727734	0.820106	0.913367	1.041367	-11.974831	2.385957
117	11	-1.8724127509	4.9852931988	95.4181896719	0.0446686254	3.1381209168	25.7772077562	6.704415	8.208346	9.940765	12.079975	16.381864	18.127184	19.406267	20.354117	21.231583	22.259714	6.314483	7.700218	9.69583	13.73267	15.661058	16.809658	17.898097	18.683441	19.784771	0.258904	0.51526	1.005894	1.921781	3.586028	7.280116	16.498569	19.525267	21.949193	1.817363	2.433247	4.030505	4.931283	5.547089	6.191449	6.735658	7.471986	0.212553	0.291885	0.507113	0.629327	0.728189	0.822579	0.910158	1.029503	-12.126967	2.387318
118	11	-1.9811521164	4.9891121109	100.0795148121	1.013940701	3.2794697733	25.8129720822	6.548269	8.074855	9.795289	12.154598	16.508869	18.234197	19.486476	20.491829	21.171236	22.310241	6.295653	7.717618	9.766718	13.840043	15.706926	16.920041	17.998922	18.857295	19.808009	0.242708	0.502655	0.981148	1.890104	3.513112	7.17578	16.390659	19.549378	22.087525	1.894986	2.535519	4.135338	4.967543	5.581541	6.178814	6.751824	7.386492	0.219423	0.301237	0.511662	0.634865	0.734506	0.8178	0.897875	1.005832	-12.192042	2.383464
119	11	-1.9469093795	4.969954392	95.8384713908	0.1283925107	3.3685670119	25.3105535437	6.463465	8.029132	9.759256	12.010348	16.360522	18.136984	19.388581	20.319468	21.15304	22.001921	6.310224	7.781129	9.715901	13.837912	15.576419	16.815367	17.795288	18.626716	19.690503	0.25717	0.508257	0.994365	1.909492	3.559529	7.258886	16.406024	19.39001	21.809754	1.863709	2.538324	4.107308	4.945816	5.607025	6.204245	6.675541	7.388829	0.219114	0.301479	0.514906	0.6401	0.732044	0.822514	0.90974	1.025309	-11.754894	2.381842
120	11	-2.0084489737	4.9993632829	95.6089680921	0.1879479157	3.3658794566	25.2982633299	6.419002	7.960403	9.700784	11.946635	16.348253	18.162612	19.321051	20.355468	21.104295	21.901283	6.281012	7.806484	9.779226	13.83156	15.684286	16.923289	17.807233	18.732496	19.607977	0.2614	0.518075	1.011647	1.956687	3.587888	7.306405	16.332042	19.342775	21.844794	1.951994	2.597602	4.215843	5.085105	5.76703	6.3362	6.769621	7.492499	0.231147	0.317846	0.535044	0.655756	0.754783	0.848027	0.933199	1.042437	-11.732427	2.372062
121	11	-1.9592015458	4.9613560433	97.1639706737	0.0033331849	3.3789970378	25.4141569529	6.40617	8.064302	9.750281	11.942279	16.474855	18.271625	19.453137	20.383969	21.281023	22.007785	6.240849	7.74953	9.742856	13.891042	15.537667	16.847022	17.934574	18.693111	19.71255	0.254295	0.507908	0.99762	1.896857	3.519772	7.227071	16.408296	19.45228	22.073998	1.865248	2.531065	4.106999	4.942095	5.591501	6.153667	6.686667	7.373303	0.219898	0.300946	0.513257	0.63505	0.731942	0.821127	0.906842	1.018423	-15.238561	2.357038
122	11	-1.8907519483	4.9939567924	93.8511958826	0.4137104864	3.2292225057	25.4988188912	6.510902	8.028825	9.761843	11.979931	16.293384	18.184344	19.244352	20.278238	21.078047	22.088336	6.275276	7.688906	9.655205	13.773518	15.566452	16.839619	17.841879	18.68149	19.734365	0.261083	0.515979	1.012936	1.941133	3.589583	7.343484	16.441149	19.419974	21.827554	1.836059	2.506986	4.099163	4.965253	5.635005	6.254331	6.750268	7.496026	0.213534	0.295352	0.514938	0.636083	0.734207	0.83486	0.917046	1.050581	-11.687984	2.370431
123	11	-1.9541268047	4.9271948013	97.1402380076	0.6631740604	3.3337041719	25.4838437731	6.652423	8.257764	9.993932	12.226449	16.721735	18.449148	19.567083	20.465498	21.263237	22.104352	6.359588	7.840157	9.862212	14.003268	15.697436	17.067009	17.936004	18.801581	19.704418	0.256047	0.507384	0.991466	1.905505	3.514146	7.223885	16.393403	19.410618	21.95025	1.892823	2.532769	4.12251	5.017424	5.621034	6.199734	6.721745	7.348061	0.222796	0.301043	0.514393	0.630449	0.730196	0.823789	0.894542	1.021905	-11.967368	2.365755
124	11	-2.0148644083	5.0478500695	101.850599162	0.1684548365	3.2566257575	26.047951322	6.372911	7.931341	9.624936	11.867197	16.356627	18.185032	19.44469	20.582473	21.330441	22.484232	6.234774	7.671588	9.715857	13.788145	15.608317	16.936699	17.922732	18.770565	19.821242	0.253177	0.49504	0.978789	1.882333	3.502122	7.199001	16.492469	19.583256	22.126046	1.903792	2.542885	4.149933	4.973122	5.590464	6.177351	6.670514	7.337897	0.22433	0.30753	0.515216	0.639134	0.733903	0.818877	0.89891	1.005107	-11.76149	2.38172
125	11	-1.9561701047	5.0262946722	102.0315397273	0.0118615586	3.2174501384	26.0864534144	6.537182	7.930921	9.652769	11.977359	16.327884	18.230959	19.453352	20.502048	21.296443	22.418015	6.227212	7.64237	9.61568	13.781378	15.654871	16.864542	17.883042	18.842454	19.90102	0.24293	0.493795	0.971072	1.862667	3.457904	7.09282	16.351249	19.543834	22.216057	1.841816	2.469903	4.081337	4.879942	5.517643	6.096583	6.630146	7.300513	0.215634	0.293336	0.500649	0.62219	0.713306	0.806884	0.88242	1.000876	-13.424558	2.381533
126	11	-2.0418393237	4.9897206857	101.6032092788	0.0817929545	3.3699896045	25.8656433176	6.451093	8.090223	9.763584	12.027378	16.584154	18.434211	19.654095	20.635056	21.53308	22.343586	6.307034	7.851868	9.867424	13.990395	15.72073	17.00587	18.028258	18.873918	19.897195	0.252568	0.499451	0.984303	1.879267	3.507888	7.171038	16.499042	19.62196	22.091477	1.960194	2.58426	4.202338	5.020909	5.663775	6.20672	6.659576	7.363427	0.225609	0.311028	0.523048	0.639982	0.729736	0.824408	0.90099	1.010055	-12.001143	2.382247
127	11	-2.062584687	4.9966860719	101.5370027161	0.1423186581	3.3061771899	25.7381669984	6.535952	8.10216	9.779402	12.000592	16.519994	18.359133	19.470209	20.524376	21.292495	22.302641	6.377743	7.860828	9.829069	13.914852	15.687414	16.89697	17.976026	18.783252	19.774273	0.253038	0.498013	0.974749	1.877965	3.4984	7.181517	16.351992	19.544513	21.997731	1.947409	2.607613	4.209145	5.027585	5.658774	6.200273	6.683387	7.359595	0.231914	0.313928	0.528929	0.649045	0.732819	0.818718	0.89791	1.007601	-11.856805	2.385602
128	11	-2.0290970251	5.0751604997	97.6117352185	0.0749855583	3.2446108284	25.8611926416	6.389089	7.922893	9.568349	11.798474	16.251896	18.146848	19.384898	20.43095	21.303877	22.217393	6.309274	7.749797	9.821992	13.812295	15.609064	16.905758	17.874706	18.887281	19.807445	0.263384	0.520652	1.020559	1.952925	3.576679	7.355893	16.547075	19.560327	21.909737	2.002774	2.642269	4.274608	5.116673	5.744348	6.331281	6.814853	7.528223	0.2333	0.32065	0.539893	0.667082	0.753635	0.849345	0.933679	1.045591	-11.948684	2.388906
129	11	-1.9688666148	5.0071161072	98.9526670335	0.0089117199	3.2304377394	25.7533044267	6.516	8.02879	9.807458	11.982101	16.332595	18.105488	19.49153	20.359334	21.179264	22.12337	6.307717	7.76486	9.732231	13.82628	15.58498	16.797598	17.863279	18.719064	19.77068	0.2537	0.505023	0.988057	1.889227	3.494811	7.229333	16.405641	19.504531	21.919324	1.884673	2.527067	4.083137	4.959738	5.566362	6.161979	6.672246	7.391241	0.222949	0.302101	0.510416	0.636515	0.724796	0.817931	0.906372	1.013073	-13.775399	2.35641
130	11	-1.9620425341	5.009403697	96.8765665255	0.0793131107	3.1041916863	25.9060697311	6.826503	8.263968	9.960827	12.075325	16.391935	18.175886	19.387319	20.381515	21.299102	22.248227	6.499037	7.883827	9.881169	13.929728	15.620138	16.927796	17.930517	18.838517	19.966469	0.262296	0.515085	1.010405	1.945328	3.613586	7.354322	16.492319	19.57037	21.992615	1.936697	2.595077	4.218085	5.037147	5.692714	6.294427	6.796123	7.502258	0.224943	0.307033	0.524873	0.642813	0.748569	0.838109	0.924471	1.036995	-11.89354	2.377953
131	11	-1.9388330498	4.9420410825	97.8957192981	0.0137736585	3.3314605319	25.4862555598	6.58107	8.106152	9.814619	12.126601	16.506428	18.214553	19.439869	20.434985	21.267081	22.23664	6.341304	7.833497	9.690088	13.899612	15.645604	16.85554	17.901222	18.719112	19.631437	0.254573	0.500804	0.985703	1.886487	3.496322	7.180001	16.436616	19.321309	22.004314	1.836079	2.491993	4.078386	4.907296	5.528054	6.159691	6.671962	7.353259	0.21373	0.29456	0.507838	0.63214	0.721832	0.810109	0.892386	1.008337	-13.26345	2.355347
132	11	-1.8761957052	5.00514922	92.7357678373	0.6056897488	3.3124210236	25.733380085	6.422565	7.917991	9.702424	12.004878	16.431497	18.151252	19.421773	20.586696	21.381788	22.323707	6.22841	7.67031	9.645819	13.825577	15.649763	16.952095	18.183015	18.883185	19.972269	0.265155	0.525203	1.034446	1.975829	3.675084	7.457213	16.693962	19.600265	22.141503	1.860921	2.520886	4.142178	5.003212	5.704346	6.330838	6.859654	7.599877	0.216373	0.299731	0.517668	0.6456	0.746902	0.846267	0.930452	1.064258	-11.776955	2.377047
133	11	-1.8742658942	4.9932860937	92.0769358058	0.4305839664	3.227655874	25.7006078416	6.564562	8.081028	9.801618	12.034433	16.440647	18.307348	19.485347	20.392775	21.368241	22.283602	6.269442	7.802141	9.766672	14.002656	15.670424	16.903344	18.033987	18.901591	19.842502	0.266764	0.527535	1.038468	1.988142	3.680109	7.45657	16.704083	19.727641	22.072973	1.875404	2.526436	4.15385	5.072755	5.710054	6.348557	6.895695	7.652931	0.218669	0.292719	0.525554	0.64791	0.75406	0.844315	0.945675	1.069483	-11.664176	2.383332
134	11	-1.8474571154	5.0193159117	95.5262039892	0.0953646227	3.139623337	26.3086806099	6.524125	8.141667	9.809215	12.101239	16.414588	18.306705	19.629623	20.6609	21.488802	22.598096	6.275324	7.747567	9.681985	13.933354	15.651206	16.977198	18.155416	19.019398	20.154307	0.262552	0.521552	1.019918	1.958351	3.616202	7.353236	16.778968	19.832445	21.709357	1.817866	2.480784	4.077843	4.93996	5.658993	6.255308	6.804423	7.591007	0.210347	0.288388	0.50191	0.630775	0.729954	0.833303	0.920002	1.052877	-11.707415	2.361693
135	11	-1.8511549142	5.0090464987	94.4858857164	0.0213758709	3.0865195654	25.9444961723	6.696236	8.215621	9.930106	12.01944	16.300838	18.149649	19.349242	20.426028	21.328393	22.308679	6.307337	7.790162	9.674776	13.790078	15.555597	16.925716	17.897249	18.749022	19.926776	0.260946	0.518769	1.012651	1.94578	3.606916	7.332576	16.483196	19.567242	21.958622	1.828388	2.462156	4.042846	4.913579	5.633581	6.21837	6.773214	7.547552	0.210223	0.288987	0.503871	0.632633	0.733436	0.829384	0.923418	1.04488	-12.666026	2.357181
136	11	-1.9211480761	5.0223053314	98.0855703736	0.1625666442	3.1749366876	25.8799649855	6.527225	8.077712	9.803823	11.960975	16.270705	18.053906	19.292625	20.288098	21.193513	22.215706	6.24636	7.743273	9.663703	13.77645	15.578248	16.772589	17.814314	18.694314	19.835025	0.256193	0.506115	0.997562	1.912126	3.52077	7.244074	16.434131	19.52326	22.082835	1.844546	2.499541	4.076756	4.935953	5.572604	6.11522	6.722644	7.428735	0.214814	0.291671	0.507121	0.633278	0.727252	0.823406	0.909512	1.018666	-11.671817	2.385268
137	11	-1.9074014188	4.9751142238	95.943993342	0.0283534984	3.2534758618	25.6831391037	6.551965	8.158425	9.832346	12.079826	16.407374	18.273296	19.421087	20.513409	21.301889	22.265105	6.295796	7.767742	9.769623	13.895407	15.641169	16.907645	17.932919	18.779358	19.787223	0.258837	0.513395	0.998173	1.928668	3.570646	7.285106	16.403589	19.51846	22.108774	1.85731	2.499317	4.090048	4.948942	5.625883	6.220852	6.727629	7.507102	0.215962	0.293952	0.50806	0.637082	0.727463	0.829488	0.909472	1.029684	-12.499604	2.384008
138	11	-1.9978742276	5.0132002309	95.8252895784	1.6038959267	3.3219174485	25.507191641	6.43571	7.922086	9.706832	11.974162	16.328601	18.092054	19.416177	20.444394	21.100627	22.21999	6.298348	7.766612	9.7755	13.841612	15.813128	16.878835	17.913978	18.749257	19.71395	0.262177	0.516787	1.016626	1.936174	3.601759	7.351101	16.535254	19.484464	21.993306	1.935258	2.601979	4.231093	5.070147	5.707463	6.327753	6.815977	7.539376	0.230209	0.314686	0.535373	0.65444	0.755232	0.845112	0.925747	1.038548	-12.479844	2.38708
139	11	-1.9753649752	5.0453322969	97.1092803548	0.0104912254	3.2057408272	25.9696778599	6.496882	7.962066	9.662975	11.884025	16.348535	18.185742	19.464377	20.481818	21.368885	22.40071	6.29028	7.750336	9.716971	13.86392	15.72547	16.930961	17.947711	18.807659	19.848368	0.261385	0.51754	1.019198	1.954126	3.614818	7.391118	16.691721	19.674465	22.131126	1.957932	2.564504	4.196624	5.051423	5.698919	6.29066	6.870103	7.520876	0.22837	0.310664	0.530108	0.652951	0.754278	0.843946	0.92453	1.044116	-13.536	2.366783
140	11	-1.9322330662	5.0709018373	97.9888433787	0.0604759684	3.0156931114	26.4079804945	6.631753	8.181152	9.844987	11.939705	16.31217	18.048543	19.320453	20.372986	21.243605	22.518058	6.354159	7.838197	9.745509	13.820934	15.537501	16.82073	17.911605	18.885508	19.994181	0.262032	0.517975	1.019863	1.941707	3.594042	7.377865	16.666967	19.724012	22.148705	1.885439	2.532233	4.180425	5.034839	5.648276	6.284731	6.809196	7.509465	0.221477	0.301863	0.52238	0.642091	0.738432	0.832536	0.931259	1.045911	-11.965297	2.386628
141	11	-1.9848185321	5.014081735	100.3280003731	0.3936039684	3.2053911411	25.9603798443	6.547251	8.058261	9.809007	12.069546	16.453393	18.219197	19.5456	20.447668	21.25233	22.28492	6.270494	7.796023	9.819272	13.812427	15.706647	16.922593	18.046672	18.724792	19.898605	0.255229	0.504505	0.980469	1.890227	3.519364	7.17443	16.492169	19.560435	22.125304	1.896677	2.55236	4.107883	4.95886	5.589029	6.184932	6.681396	7.336953	0.219975	0.302721	0.513776	0.635193	0.736299	0.822138	0.904131	1.016557	-11.789495	2.371847
142	11	-1.9526336033	5.0215003434	98.9672361574	0.2434106011	3.2330445647	25.836310891	6.451464	7.922772	9.699916	11.939853	16.361233	18.037126	19.427034	20.424734	21.324075	22.265887	6.198786	7.675167	9.720261	13.845716	15.521722	16.806693	17.878683	18.796215	19.777816	0.255715	0.50538	0.986126	1.887142	3.51785	7.236638	16.398777	19.468997	21.904142	1.872453	2.484868	4.134067	4.92199	5.571582	6.206436	6.666543	7.381077	0.218026	0.295903	0.508785	0.637179	0.726205	0.819463	0.904803	1.02204	-11.687739	2.341886
143	11	-1.9949771392	5.0495333065	101.9125979524	0.1010507484	3.2130552274	26.2799680288	6.450865	7.989288	9.68627	11.972978	16.441535	18.286513	19.553303	20.562899	21.439108	22.604595	6.237456	7.73735	9.739925	13.923697	15.718042	16.933495	18.033636	18.971053	20.006401	0.252913	0.506453	0.989291	1.90635	3.513415	7.238111	16.556808	19.63498	22.265085	1.898965	2.534258	4.151122	4.97211	5.64362	6.192547	6.689184	7.338642	0.223855	0.30771	0.518067	0.640495	0.730074	0.820522	0.900306	1.009395	-11.849317	2.360433
144	11	-1.9797665197	5.1349936901	99.0065518096	0.0733222272	3.0322552007	26.5130880737	6.394393	7.910822	9.589872	11.683559	16.119448	17.949633	19.241333	20.394154	21.276742	22.423862	6.307998	7.645355	9.701101	13.766427	15.445203	16.935064	17.839295	18.876187	20.016071	0.263166	0.518796	1.01709	1.941359	3.603703	7.419175	16.652742	19.671081	22.22544	1.923238	2.586579	4.228812	5.093057	5.723222	6.315248	6.853371	7.543975	0.229961	0.307371	0.529618	0.660714	0.749048	0.841347	0.931021	1.051192	-11.891168	2.388172
145	11	-2.051149431	5.107648229	102.2445093124	0.1215256029	3.0948148908	26.5007929765	6.54816	8.064363	9.691345	11.880829	16.292177	18.160765	19.332076	20.518096	21.365316	22.446014	6.308909	7.825635	9.750949	13.896771	15.69088	16.97546	17.893343	18.810754	20.056059	0.257824	0.493816	1.000421	1.926486	3.544034	7.31334	16.606861	19.686591	22.229598	1.998209	2.624497	4.238032	5.083966	5.71136	6.322461	6.757468	7.43336	0.233633	0.314453	0.532895	0.657775	0.74697	0.840536	0.920786	1.027541	-11.817559	2.379542
146	11	-1.9458856003	5.1026545231	97.2213828446	0.1782837837	3.1944881601	26.2430962032	6.315612	7.883135	9.454559	11.672365	16.148313	18.080417	19.324332	20.505977	21.437231	22.458553	6.123083	7.644875	9.604857	13.784214	15.561839	16.980667	18.055439	18.906351	19.992809	0.263804	0.520867	1.015704	1.969932	3.626102	7.421369	16.558882	19.868933	22.181858	1.907315	2.565607	4.174863	5.047601	5.6692	6.278575	6.791765	7.521228	0.224439	0.30144	0.526705	0.649046	0.747086	0.846582	0.927808	1.046485	-11.628721	2.356825
147	11	-1.8875581944	5.0724534125	98.5526616892	0.2351740311	3.0148123891	26.2609193894	6.594305	8.047128	9.749697	11.917764	16.121756	17.971529	19.202742	20.314223	21.252745	22.265041	6.24973	7.583355	9.614446	13.726199	15.403217	16.746102	17.77775	18.701154	19.83496	0.255766	0.505559	0.992357	1.895867	3.531711	7.288037	16.487269	19.551425	22.020922	1.811093	2.443357	4.049285	4.838739	5.562126	6.179967	6.686494	7.424055	0.211746	0.294193	0.501862	0.602687	0.721058	0.816834	0.899087	1.024065	-11.597371	2.383204
148	11	-1.9387522337	5.1001339202	97.171954902	0.5188236921	2.9685686668	26.4908667486	6.672881	8.157895	9.823838	11.881859	16.081394	18.024	19.262397	20.367808	21.245177	22.31857	6.385021	7.823286	9.71968	13.725487	15.542326	16.846216	17.908738	18.909677	20.019903	0.266227	0.523068	1.030838	1.966975	3.636282	7.423952	16.671959	19.804892	22.102448	1.913385	2.592067	4.186256	5.050129	5.701595	6.358996	6.901392	7.620091	0.224051	0.30772	0.52581	0.65122	0.752079	0.848502	0.933321	1.054631	-11.749453	2.384234
149	11	-1.9387805782	5.0991099569	96.2570509141	0.8094206287	2.9685925679	26.4908667486	6.66714	8.177723	9.850801	11.585824	16.172711	18.022221	19.450957	20.41771	21.331817	22.477341	6.404855	7.795567	9.733202	13.829285	15.612683	16.784264	18.047806	18.897038	20.212249	0.266733	0.527354	1.034249	1.980652	3.675528	7.469723	16.643526	19.810387	22.195864	1.924438	2.600217	4.210126	5.063208	5.779494	6.426729	6.930802	7.661091	0.226492	0.31133	0.532028	0.658098	0.760862	0.851764	0.945594	1.074092	-11.93	2.378983
