State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	logPrior	rho
0	11	-1.914041907	5.0166267912	97.235304056	0.7319864057	3.2404052825	25.9602062023	6.431685	7.975366	9.719942	12.003379	16.359018	18.286372	19.548453	20.488143	21.363133	22.391463	6.159261	7.811942	9.771679	13.867817	15.589876	16.962438	17.965459	18.85868	20.007827	0.258201	0.509566	1.000715	1.911628	3.579424	7.331683	16.546031	19.666252	22.253946	1.844286	2.495979	4.111294	4.967587	5.620183	6.213127	6.760706	7.46244	0.215589	0.297252	0.510571	0.632574	0.708181	0.819617	0.909809	1.034509	-11.919323	2.382638
1	11	-1.9208812132	4.9836472281	99.3797237414	0.0086704851	3.3852322224	26.0484936165	6.346902	7.955721	9.730201	12.016923	16.584775	18.545814	19.792036	20.802417	21.561961	22.582494	6.199956	7.667555	9.670014	13.976161	15.835851	17.021462	18.172529	18.95789	20.013031	0.253576	0.500373	0.985876	1.887768	3.532386	7.23207	16.597142	19.759361	22.210167	1.829623	2.452305	4.028539	4.909355	5.602704	6.15221	6.694782	7.416339	0.215688	0.292341	0.500113	0.624751	0.71904	0.812261	0.8977	1.011883	-13.781702	2.386223
2	11	-1.9648271594	5.0176309232	96.835831095	0.0845266188	3.2437403822	25.97242557	6.499922	8.078512	9.892185	12.073088	16.446269	18.30509	19.501226	20.606888	21.338243	22.411222	6.371813	7.783221	9.862487	13.983758	15.702047	17.015171	18.073415	18.917928	19.99829	0.262146	0.517971	1.020779	1.950969	3.594206	7.382001	16.62889	19.804041	22.157649	1.910192	2.565151	4.205424	5.044087	5.716523	6.296485	6.893814	7.541927	0.226952	0.311154	0.530616	0.650805	0.747879	0.844558	0.926617	1.050274	-11.864264	2.381203
3	11	-1.9816293169	4.9651587663	95.977497849	0.0166303871	3.3834723161	25.4961921965	6.438909	8.075457	9.804985	12.109288	16.536087	18.291578	19.530072	20.405217	21.273331	22.187763	6.3235	7.827875	9.882796	14.003004	15.750713	16.944781	18.05228	18.791554	19.825686	0.261038	0.515255	1.006483	1.938058	3.578611	7.299592	16.528367	19.491725	21.894347	1.938814	2.590186	4.228518	5.049089	5.713063	6.299305	6.813676	7.500201	0.22678	0.310312	0.52944	0.653002	0.747214	0.840262	0.9177	1.038792	-13.06528	2.37573
4	11	-1.8922863381	4.9918441652	96.6536959018	14.1991810347	3.1573367859	25.6100576183	6.657706	8.114548	9.730877	11.990806	16.198574	18.080586	19.288368	20.26621	21.068686	22.100761	6.24597	7.701348	9.674808	13.705936	15.476373	16.776677	17.708055	18.589298	19.567798	0.254335	0.50719	0.984121	1.902638	3.506838	7.250478	16.40013	19.276693	21.793575	1.794838	2.461146	4.022574	4.884217	5.520285	6.141745	6.639975	7.346613	0.211582	0.289968	0.4997	0.620174	0.715098	0.807609	0.895205	1.021576	-15.067662	2.386481
5	11	-1.9557722852	5.0456196568	97.531138494	0.0305256459	3.3312206484	26.1380060532	6.316653	7.779025	9.608927	11.880063	16.400971	18.330806	19.641881	20.716704	21.549569	22.515502	6.177655	7.659136	9.655051	13.894485	15.760904	17.068618	18.153066	19.148518	20.06819	0.260435	0.516562	1.013005	1.941332	3.612673	7.399749	16.644303	19.815082	22.37281	1.894662	2.55942	4.215439	5.044563	5.729914	6.323517	6.82975	7.552101	0.223832	0.306917	0.524654	0.649038	0.753944	0.846959	0.924802	1.039114	-12.44647	2.37497
6	11	-2.016027265	5.0356404346	100.6464640175	0.3753331005	3.2860516607	25.8150209076	6.388401	7.917037	9.669132	11.869351	16.297637	18.196143	19.367083	20.422384	21.137439	22.207543	6.240417	7.688242	9.688259	13.800138	15.625321	16.879416	17.932071	18.743566	19.768467	0.252192	0.501732	0.982418	1.886684	3.519484	7.195908	16.350394	19.465493	21.942181	1.9236	2.568373	4.155372	4.978443	5.627225	6.189354	6.685955	7.345374	0.22524	0.305558	0.519319	0.640542	0.732899	0.819627	0.90316	1.009504	-11.80043	2.33658
7	11	-2.0560510774	5.0405255058	101.1634959258	1.3297570782	3.2334279757	25.6135153592	6.467324	8.027067	9.680445	11.834822	16.232794	18.003524	19.251342	20.264538	21.131192	22.072685	6.316961	7.770053	9.769362	13.778558	15.52482	16.825975	17.756724	18.545015	19.585095	0.250396	0.499307	0.979383	1.870236	3.490522	7.12333	16.328598	19.203982	21.731328	1.986713	2.614058	4.195384	5.007016	5.613728	6.171782	6.647263	7.315181	0.229092	0.312127	0.519245	0.642685	0.733029	0.821151	0.896948	1.006589	-12.420534	2.385327
8	11	-1.9922169587	5.0551967699	98.124926833	0.0664123129	3.2514060281	25.8224292216	6.36751	7.924275	9.616694	11.857602	16.239646	18.073548	19.315741	20.413668	21.283115	22.326499	6.266131	7.649699	9.690504	13.847039	15.622411	16.83785	17.958941	18.776529	19.731731	0.259822	0.513021	1.00359	1.925287	3.542045	7.298491	16.494732	19.555182	22.085137	1.937031	2.585508	4.175752	5.005028	5.696004	6.257929	6.771744	7.473731	0.227021	0.308299	0.52712	0.649833	0.749612	0.838909	0.917958	1.031499	-11.988283	2.379149
9	11	-1.8551539698	5.0173451623	95.8917996101	1.5552524885	3.211191014	26.0486972328	6.447158	8.006902	9.800475	12.003177	16.392884	18.18199	19.458881	20.493876	21.470902	22.315003	6.150757	7.589042	9.634494	13.780126	15.602986	16.907649	18.032907	18.844523	20.038414	0.25867	0.512232	1.005176	1.926067	3.579845	7.329944	16.705718	19.730287	22.192707	1.802548	2.446365	4.055906	4.939349	5.550487	6.240793	6.762743	7.53973	0.208819	0.286046	0.500648	0.624957	0.723651	0.826243	0.906637	1.042185	-12.327435	2.381928
10	11	-1.8714831711	5.0614775235	94.860209304	0.0172050539	3.1969121198	26.0935650221	6.352499	7.845395	9.591421	11.752093	16.277127	18.083915	19.446788	20.491501	21.419367	22.43423	6.135994	7.571157	9.549625	13.713185	15.583231	16.850916	17.960882	18.907404	20.03396	0.263599	0.520377	1.018492	1.948643	3.639862	7.398636	16.680637	19.604156	22.03511	1.84784	2.491821	4.115429	4.934174	5.677289	6.282362	6.855856	7.610424	0.213922	0.29498	0.512268	0.642065	0.746361	0.836798	0.919544	1.051274	-12.868283	2.389834
11	11	-1.9638625388	4.9921273574	97.7712558628	1.8063020947	3.3475851619	25.8176478638	6.403759	8.027469	9.788634	12.039672	16.492008	18.393104	19.592882	20.635422	21.407326	22.378724	6.28125	7.783166	9.83733	13.967909	15.759375	17.038584	18.055886	18.887412	19.909551	0.250254	0.512282	1.003044	1.927522	3.547407	7.285288	16.501302	19.627691	22.117536	1.903233	2.57143	4.183288	5.015714	5.692612	6.27668	6.757786	7.441247	0.224011	0.305853	0.520509	0.63735	0.735174	0.829642	0.91161	1.029881	-12.569297	2.369901
12	11	-1.9817936051	5.035152958	98.3900076777	0.2462068232	3.1627441235	25.9561561965	6.517241	8.114324	9.853303	12.018723	16.2918	18.12496	19.377681	20.276972	21.248047	22.273182	6.361248	7.788168	9.813655	13.869822	15.655774	16.910222	17.923881	18.802577	19.816943	0.257754	0.511407	0.998842	1.919196	3.56842	7.278948	16.445114	19.60502	22.126523	1.928268	2.581583	4.177032	5.014957	5.698723	6.268862	6.7783	7.474627	0.223897	0.308614	0.523807	0.644056	0.743767	0.833794	0.915435	1.026785	-11.697322	2.376029
13	11	-1.9965556061	5.0545505958	100.2373585538	0.0447755922	3.2303772888	25.8657315111	6.405331	7.882358	9.583992	11.851227	16.193315	18.109381	19.379857	20.362827	21.242744	22.222187	6.239154	7.734856	9.665898	13.724569	15.58441	16.788067	17.797583	18.76876	19.702586	0.255667	0.504164	0.983543	1.893931	3.522613	7.156251	16.385414	19.568943	21.991858	1.884423	2.543248	4.124036	4.958088	5.60989	6.193071	6.704376	7.363348	0.223547	0.302895	0.515582	0.629931	0.732298	0.817078	0.903508	1.010412	-12.231507	2.380669
14	11	-2.0183785074	4.9776864239	100.3266180384	0.0133440231	3.2841924124	25.8336109757	6.586129	8.227233	9.974834	12.117177	16.46583	18.293116	19.688806	20.630399	21.385904	22.464116	6.393692	7.855789	9.909977	14.054564	15.810458	17.056484	18.075459	18.84517	19.917884	0.254026	0.50464	0.987796	1.89866	3.531323	7.208922	16.386342	19.53871	22.025245	1.939953	2.593096	4.183074	5.031321	5.675626	6.189241	6.702243	7.426909	0.226312	0.309339	0.523459	0.645637	0.73945	0.828686	0.908629	1.009374	-13.357382	2.368435
15	11	-2.0835356581	5.0381683226	104.1061931246	0.0466789341	3.2482522808	26.0475408717	6.477122	7.962173	9.749032	12.038464	16.37465	18.216091	19.445711	20.491186	21.420697	22.32329	6.372951	7.813854	9.876267	13.910069	15.731906	16.917032	17.960228	18.794674	19.826052	0.251728	0.493719	0.968453	1.872495	3.476427	7.137121	16.47067	19.474393	22.067529	1.971162	2.614373	4.209935	5.057938	5.634847	6.19314	6.703002	7.255383	0.232417	0.31649	0.527392	0.639035	0.736354	0.825457	0.896246	0.995205	-12.316885	2.368305
16	11	-1.9682445209	5.0433570247	101.5485263889	0.0105695188	3.2183904084	26.2419348342	6.439092	7.988769	9.713122	11.874689	16.407639	18.191924	19.467434	20.6764	21.501107	22.494219	6.246529	7.673408	9.655189	13.852213	15.640306	16.88626	18.034155	18.840333	19.952124	0.252131	0.501219	0.983439	1.879249	3.519868	7.177972	16.524588	19.587607	22.318796	1.870791	2.521336	4.080986	4.947227	5.591466	6.161262	6.676144	7.369806	0.220072	0.300403	0.505295	0.625873	0.724707	0.81333	0.887598	1.013574	-13.555917	2.370286
17	11	-1.996491435	5.0089501719	102.475473142	0.0218199404	3.2215644882	26.197577719	6.574388	8.10726	9.853031	12.090275	16.524319	18.412425	19.527658	20.680285	21.448723	22.567015	6.339882	7.818487	9.799319	13.950496	15.76556	17.050832	18.016038	18.851087	19.943165	0.252675	0.500421	0.976009	1.874703	3.489313	7.183168	16.533222	19.72517	22.278194	1.887311	2.526682	4.121588	4.948579	5.598057	6.15293	6.628307	7.342034	0.221697	0.300466	0.513023	0.635177	0.730795	0.813008	0.891589	1.00348	-12.829655	2.371147
18	11	-1.9568848563	4.9947412151	99.6214580899	0.0207983756	3.2906578112	25.9293061065	6.477188	8.107834	9.807448	12.013615	16.517547	18.291682	19.601988	20.614392	21.530338	22.45895	6.271233	7.715647	9.772487	13.897758	15.668283	16.963835	17.981664	18.8309	19.91862	0.255325	0.501687	0.982539	1.885371	3.535917	7.250384	16.508702	19.620827	22.120396	1.867908	2.498395	4.118895	4.954113	5.609144	6.168969	6.696204	7.368758	0.218413	0.298909	0.510348	0.633728	0.729914	0.820943	0.902134	1.021007	-12.830026	2.380285
19	11	-1.8906730128	4.9859242968	97.0162982573	21.937338243	3.3080537293	26.0323846675	6.424517	8.053144	9.752238	12.055061	16.548425	18.385675	19.668312	20.688709	21.473121	22.485311	6.204885	7.708749	9.678901	13.945231	15.687264	17.07384	18.027828	18.994435	20.055986	0.258478	0.511746	0.994434	1.9234	3.556709	7.335706	16.567806	19.739351	22.326478	1.843434	2.435046	4.105965	4.941407	5.610656	6.184631	6.776644	7.506269	0.212295	0.290046	0.507579	0.624506	0.728342	0.81946	0.908789	1.034168	-15.819733	2.366873
20	11	-1.9210331879	5.041927229	97.7097785648	0.2085239103	3.0747628163	26.2502226246	6.638451	8.167224	9.805684	12.030086	16.332289	18.191258	19.428304	20.47458	21.194856	22.352111	6.363217	7.833626	9.792538	13.758421	15.600078	16.906747	17.960362	18.920054	19.910789	0.258621	0.5147	1.012109	1.934822	3.581148	7.319687	16.580427	19.710028	22.147177	1.877655	2.505166	4.122837	4.987172	5.656071	6.244378	6.777985	7.484042	0.219072	0.296105	0.511573	0.639637	0.740408	0.83577	0.912411	1.038986	-11.631362	2.349077
21	11	-1.9369189556	5.0298152614	99.3307285259	0.5322460914	3.1899322756	26.310054857	6.522567	8.049264	9.753306	12.007118	16.448381	18.335154	19.476058	20.641552	21.539067	22.563978	6.264724	7.749001	9.754333	13.94764	15.729965	16.999564	18.088258	18.939916	20.120499	0.258874	0.51201	1.001675	1.914979	3.564748	7.297269	16.621999	19.765302	22.402286	1.860622	2.525689	4.117376	5.003103	5.59252	6.218318	6.735172	7.505748	0.215569	0.298161	0.509972	0.638551	0.729115	0.825716	0.904471	1.026195	-11.812182	2.379266
22	11	-1.9509825602	5.0442121975	100.7891108174	0.0213371215	3.1176541107	26.5480831538	6.65208	8.127824	9.823028	12.032216	16.494343	18.38593	19.574529	20.732296	21.617409	22.71158	6.346394	7.758461	9.792045	13.970226	15.651708	17.09425	18.092111	18.997006	20.075851	0.258001	0.506193	0.996356	1.91814	3.537854	7.272428	16.644326	19.866586	22.35902	1.888621	2.508949	4.136876	4.938175	5.648255	6.243168	6.736308	7.492152	0.221372	0.303058	0.517889	0.639397	0.738048	0.823356	0.907884	1.023983	-12.773499	2.366372
23	11	-1.9853132234	5.1167885069	100.6869407366	0.015467256	3.0300390856	26.7183775096	6.542152	8.067918	9.695838	11.840272	16.298746	18.204014	19.42315	20.571223	21.409114	22.666444	6.316346	7.720487	9.754262	13.808805	15.658586	16.971811	18.100021	18.972638	20.051124	0.258942	0.517844	1.012799	1.940317	3.584894	7.388091	16.701312	19.818255	22.320571	1.918071	2.599967	4.223682	5.042533	5.715386	6.31105	6.803184	7.540952	0.228116	0.310368	0.525967	0.649036	0.740976	0.839086	0.919586	1.040926	-13.086631	2.379607
24	11	-2.055089865	5.088703554	102.5064371459	0.3192544397	3.2031199231	26.3976222913	6.422457	7.97477	9.675316	11.883722	16.339415	18.271647	19.583827	20.510063	21.458145	22.553466	6.303018	7.766966	9.760774	13.960872	15.728058	17.082017	18.049282	18.907293	20.078282	0.256495	0.507309	0.996042	1.908619	3.548714	7.266279	16.638013	19.741041	22.383165	1.96411	2.631707	4.222799	5.087991	5.690727	6.283316	6.790463	7.492436	0.233204	0.317279	0.53541	0.654261	0.747759	0.835622	0.910044	1.020019	-11.784625	2.381155
25	11	-1.8969355327	5.0086422016	98.4881617461	0.0124064953	3.1556327212	26.0996865962	6.592029	8.193044	9.790806	12.04346	16.350579	18.221146	19.550649	20.58983	21.397956	22.372068	6.269469	7.683464	9.732286	13.859099	15.607487	16.92745	17.937069	18.85499	19.87224	0.254355	0.505896	0.991755	1.90565	3.517089	7.241135	16.383251	19.606996	22.170779	1.834771	2.437107	4.045329	4.893074	5.550849	6.18366	6.713689	7.463391	0.212031	0.291692	0.501362	0.620401	0.718482	0.813981	0.900492	1.020254	-13.302264	2.362275
26	11	-1.9468027017	4.9936946854	98.4317196764	0.0182327603	3.3081110327	25.7567240608	6.405908	7.958373	9.702075	12.073659	16.413257	18.297842	19.453337	20.508382	21.313193	22.236145	6.277817	7.7041	9.752196	13.792947	15.715021	16.883997	17.925343	18.837006	19.749389	0.252901	0.505607	0.984989	1.910041	3.524517	7.195417	16.504128	19.616458	22.007317	1.849597	2.523702	4.118638	4.932665	5.567873	6.150481	6.673652	7.396685	0.216932	0.297271	0.512466	0.62812	0.730177	0.814996	0.895072	1.022045	-12.943572	2.377626
27	11	-1.8910119656	5.0038939203	94.3172144646	2.4751295973	3.1912395632	25.9188911918	6.555909	8.137547	9.785414	12.047355	16.392895	18.319914	19.442736	20.562236	21.279903	22.313037	6.348302	7.76381	9.74313	13.902734	15.647952	16.99763	17.973699	18.868865	19.978821	0.264222	0.523928	1.028201	1.960683	3.654352	7.372966	16.70977	19.716573	22.196985	1.876375	2.511191	4.156888	5.041378	5.66938	6.31142	6.846914	7.627586	0.21924	0.297293	0.518834	0.642417	0.751296	0.843829	0.934064	1.063009	-12.752501	2.387822
28	11	-1.93830701	4.9818793615	95.7731191006	0.9046152304	3.3060069614	25.7259238565	6.602498	8.082678	9.835043	12.10962	16.534781	18.314102	19.578257	20.582442	21.356164	22.284876	6.291396	7.773336	9.843961	13.909422	15.735767	16.945816	18.107646	18.798484	19.858312	0.260648	0.514468	1.006776	1.940146	3.596687	7.357798	16.631548	19.557533	22.099637	1.901382	2.543192	4.172861	5.035227	5.674416	6.300754	6.82705	7.513458	0.222714	0.301908	0.517714	0.640095	0.746297	0.83694	0.917877	1.037172	-12.058171	2.376364
29	11	-1.9588576899	4.9897195954	95.8420021157	0.0392304054	3.2869932617	25.7063580889	6.490013	8.076507	9.815875	12.038306	16.494842	18.22715	19.432781	20.551106	21.239938	22.268759	6.321623	7.789423	9.853961	13.893211	15.714537	16.969504	18.019641	18.81824	19.859763	0.260675	0.516188	1.009673	1.948509	3.605858	7.362648	16.514034	19.568746	21.991817	1.923953	2.572254	4.206738	5.072673	5.672994	6.346036	6.854023	7.485831	0.226237	0.306325	0.525279	0.653708	0.753205	0.843062	0.925849	1.050798	-12.285582	2.372438
30	11	-1.8822194941	4.9892039108	94.4086845596	1.628667553	3.2774818818	25.5469448951	6.475211	8.049622	9.682307	11.917759	16.394696	18.204901	19.422747	20.362932	21.180476	22.155034	6.164494	7.674282	9.584599	13.818414	15.686341	16.790445	17.816406	18.702705	19.759773	0.26045	0.514955	1.010138	1.925043	3.573238	7.279386	16.481839	19.513614	21.971114	1.84525	2.476141	4.079227	4.948706	5.586059	6.201979	6.743177	7.477857	0.213986	0.297629	0.505299	0.627369	0.736039	0.831354	0.92358	1.03247	-12.397266	2.384018
31	11	-2.060874608	5.0673530765	102.7244389084	0.1760250268	3.3312905402	26.1877382389	6.270408	7.841252	9.587678	11.880083	16.379148	18.363148	19.595993	20.695506	21.511164	22.461073	6.251195	7.692163	9.662688	13.993555	15.732931	16.974911	18.103781	18.955027	19.930429	0.256635	0.504451	0.990218	1.897722	3.509856	7.231384	16.546657	19.656567	22.326844	1.944046	2.608783	4.200283	5.012644	5.694163	6.215416	6.737323	7.424018	0.230338	0.316594	0.53035	0.647933	0.739377	0.827293	0.907236	1.017725	-11.791466	2.385242
32	11	-1.9134207817	5.0443863764	101.183653183	0.0153381675	3.1387414385	26.5332611602	6.586983	8.075878	9.740984	12.026057	16.360506	18.37093	19.58424	20.72718	21.552289	22.639078	6.214854	7.689102	9.605957	13.80355	15.596915	17.031858	18.108532	18.958367	20.132714	0.253434	0.500725	0.981453	1.886636	3.519661	7.251255	16.647385	19.707788	22.450529	1.8333	2.454556	4.028242	4.887312	5.548021	6.120505	6.693595	7.375304	0.2115	0.289708	0.500107	0.621647	0.721353	0.808116	0.897279	1.017075	-13.077361	2.376027
33	11	-1.9729771917	4.9762195478	98.6033284128	0.0258226549	3.2228493402	25.7286061723	6.630821	8.212306	9.882533	12.210786	16.386466	18.275337	19.457154	20.466624	21.256029	22.105566	6.354303	7.820794	9.774763	13.872881	15.730423	16.89514	17.944011	18.820488	19.794384	0.257556	0.504719	0.989036	1.889587	3.522194	7.229093	16.38405	19.568393	21.992392	1.896812	2.552868	4.129215	4.988185	5.643913	6.178665	6.674516	7.388136	0.221017	0.303247	0.501026	0.635019	0.707959	0.819774	0.908468	1.020193	-12.653547	2.385734
34	11	-1.8913179613	5.0180087242	96.3483048706	1.402217009	3.3451623877	25.8922003433	6.302118	7.847298	9.547036	11.857137	16.326491	18.291993	19.559337	20.610687	21.400831	22.434258	6.0874	7.590039	9.559355	13.837447	15.729295	16.993606	18.011148	18.912136	19.945498	0.258495	0.511151	1.00386	1.928037	3.589481	7.365887	16.593892	19.730845	22.146023	1.836124	2.473779	4.092134	4.952668	5.629269	6.25192	6.766749	7.51305	0.213511	0.291636	0.504949	0.635737	0.729628	0.822765	0.908114	1.034722	-12.285062	2.360149
35	11	-1.8858058981	4.9681766988	92.4613221226	0.3525614233	3.3848550005	25.5525594782	6.455772	8.009709	9.769409	11.954638	16.536823	18.294071	19.501055	20.557712	21.354108	22.28599	6.220466	7.704864	9.710159	13.939923	15.748023	17.042058	17.988518	18.799292	19.914721	0.256429	0.527865	1.030251	1.980654	3.638487	7.460111	16.615378	19.642629	22.20279	1.866898	2.523708	4.141783	5.038392	5.723846	6.298736	6.865679	7.582874	0.218065	0.299763	0.515902	0.64532	0.747442	0.846885	0.937094	1.05864	-11.649988	2.384918
36	11	-1.8754303273	4.9504837234	93.4083056558	0.0571822239	3.3176357702	25.4511120439	6.585315	8.108359	9.872407	12.132726	16.39127	18.306663	19.407011	20.415012	21.109433	22.140328	6.313131	7.695136	9.797346	13.830702	15.664266	16.853692	17.895922	18.740553	19.724757	0.262683	0.519826	1.011122	1.939884	3.586835	7.328575	16.517873	19.533743	21.874076	1.816085	2.480648	4.093714	4.999464	5.625664	6.236135	6.785276	7.486981	0.212061	0.292501	0.504041	0.635307	0.73694	0.829451	0.919772	1.01451	-11.992076	2.38732
37	11	-1.8202702772	4.9260414522	91.1791596944	0.3881952576	3.3147799359	25.4274228016	6.608439	8.107437	9.863781	12.125508	16.521481	18.312455	19.605002	20.414051	21.363935	22.171787	6.237722	7.745674	9.781436	13.89895	15.659757	16.969959	18.04158	18.858873	19.808944	0.265487	0.518723	1.029556	1.970506	3.637289	7.413791	16.490225	19.512464	22.006022	1.818503	2.48123	4.016102	4.940265	5.650037	6.301921	6.84443	7.565134	0.208748	0.291774	0.502512	0.635351	0.737179	0.83003	0.923548	1.058186	-11.63454	2.375951
38	11	-1.9388616198	4.9376013664	95.0801287132	0.2659156553	3.3399413472	25.4111253746	6.58268	8.188465	9.908927	12.17929	16.598439	18.235302	19.466861	20.487458	21.234357	22.200407	6.343874	7.875586	9.835268	13.995978	15.740649	16.864194	17.930065	18.823419	19.69863	0.25995	0.514909	1.004869	1.924563	3.600224	7.319777	16.432266	19.496321	21.94263	1.888598	2.542882	4.165796	4.995215	5.626823	6.253219	6.762977	7.459068	0.22017	0.302181	0.525151	0.642469	0.742841	0.829938	0.916166	1.038346	-11.702436	2.386
39	11	-1.9468282081	4.9849158358	96.3139193887	0.4120583527	3.3437481912	25.7733978514	6.483684	8.063147	9.748674	12.06899	16.483106	18.443686	19.612879	20.582516	21.342815	22.38204	6.293233	7.831234	9.812403	13.959485	15.798757	17.042608	18.09011	18.927737	20.055496	0.261158	0.515313	1.009725	1.933905	3.604743	7.31733	16.63858	19.754582	22.064957	1.901868	2.555061	4.173998	5.056499	5.676395	6.0644	6.826538	7.578144	0.219869	0.304351	0.524754	0.647331	0.744856	0.83376	0.921378	1.042196	-11.752787	2.362269
40	11	-1.9171969042	5.0159650177	94.5458387518	1.3670032094	3.3117954675	25.7264246934	6.386125	7.894857	9.645045	11.935339	16.376347	18.295379	19.406417	20.348917	21.34605	22.359482	6.207306	7.698442	9.771569	13.895847	15.749731	16.980564	17.952195	18.910769	19.899035	0.263487	0.520631	1.021057	1.952355	3.630182	7.384397	16.512402	19.609366	22.10626	1.888818	2.566221	4.189295	4.997473	5.690921	6.336039	6.839863	7.541298	0.220469	0.30341	0.52359	0.6491	0.745888	0.842975	0.92672	1.053267	-12.275441	2.377402
41	11	-1.9118976993	4.9565477161	95.1202269697	0.3107636697	3.3931245298	25.5369259234	6.443174	8.004316	9.781393	12.024946	16.66694	18.31299	19.625025	20.605651	21.368802	22.309733	6.202047	7.748958	9.730251	13.963613	15.708503	16.921869	18.041789	18.812235	19.905661	0.260072	0.514	1.011059	1.935186	3.570907	7.329585	16.542836	19.613537	22.014527	1.840517	2.513174	4.127854	4.949891	5.648358	6.282167	6.791833	7.486935	0.216374	0.295287	0.514771	0.637684	0.735709	0.826737	0.919847	1.035695	-11.682554	2.383049
42	11	-1.9249157245	5.0073721953	94.1807299579	0.3793567951	3.3298595346	25.7356772522	6.430172	7.961248	9.751703	11.981048	16.425158	18.291666	19.507239	20.653888	21.38507	22.336914	6.279114	7.733097	9.755453	13.942057	15.79415	17.020736	18.03449	18.887314	20.039485	0.264613	0.506724	1.032211	1.961245	3.629333	7.422855	16.649783	19.690571	22.085705	1.908225	2.541598	4.212477	5.077349	5.758808	6.335658	6.857455	7.602939	0.222805	0.306031	0.528615	0.648885	0.747367	0.848005	0.937841	1.051242	-11.685647	2.36673
43	11	-1.9403656158	4.9930879078	97.2153198678	0.0040194937	3.2455737069	25.537859545	6.511097	8.03819	9.782315	11.945238	16.294457	18.14469	19.230592	20.280808	21.077086	22.120194	6.241532	7.687673	9.714317	13.850164	15.551594	16.881163	17.751959	18.574525	19.674621	0.253934	0.505765	0.987621	1.891197	3.489204	7.225487	16.350485	19.390735	21.869056	1.843896	2.503357	4.072239	4.955236	5.579251	6.190924	6.702818	7.362281	0.216037	0.29369	0.507563	0.628082	0.728154	0.817853	0.909559	1.02084	-14.896592	2.356501
44	11	-1.9445650719	5.0268338512	96.4046794977	5.6440823935	3.2619705041	25.6597612997	6.432075	7.961267	9.677768	11.93779	16.266138	18.089545	19.272874	20.292039	21.183929	22.209463	6.296159	7.619732	9.673512	13.875498	15.586001	16.785179	17.873206	18.723713	19.654129	0.259054	0.508778	1.000623	1.930346	3.548742	7.268579	16.443806	19.611567	22.002063	1.893234	2.53414	4.129655	5.007507	5.634015	6.213552	6.772186	7.448331	0.22071	0.302962	0.518997	0.635247	0.741897	0.831163	0.909376	1.034814	-13.732655	2.385973
45	11	-1.9643511798	4.9975463825	99.4884023578	0.6043925355	3.3387777916	26.0149363985	6.424983	7.996578	9.708769	12.053004	16.517361	18.313552	19.633145	20.656421	21.509338	22.425887	6.253186	7.764697	9.791034	14.064773	15.7896	16.946734	18.131667	18.977946	19.968921	0.255103	0.502881	0.992017	1.897876	3.552401	7.284416	16.592854	19.795507	22.327522	1.872727	2.545735	4.133684	4.981558	5.632243	6.227664	6.750026	7.455369	0.221862	0.292041	0.515301	0.637548	0.734624	0.828396	0.903894	1.027967	-11.905854	2.359329
46	11	-1.9537354606	5.030674243	97.099742924	0.240740814	3.1592129708	25.8182611503	6.576686	8.06869	9.777251	11.933326	16.206945	18.137696	19.337832	20.369848	21.061598	22.166901	6.322166	7.790085	9.803276	13.76647	15.554418	16.806916	17.81508	18.809359	19.789481	0.259088	0.510436	1.006581	1.927863	3.574543	7.280756	16.509411	19.507872	22.012928	1.916695	2.535522	4.146836	5.012422	5.615393	6.23443	6.762593	7.478459	0.221402	0.302574	0.518616	0.646925	0.742539	0.834411	0.921027	1.036317	-11.667255	2.347045
47	11	-1.9536521932	5.0121065891	95.9913255823	1.9713164984	3.2210430009	25.7408918878	6.559369	8.05591	9.817808	11.974693	16.377269	18.216881	19.36131	20.457576	21.314123	22.245045	6.32246	7.830367	9.774116	13.918654	15.598895	16.89161	17.907584	18.818574	19.827075	0.262277	0.517688	1.010591	1.956804	3.604344	7.337539	16.533893	19.51652	22.054087	1.919043	2.563842	4.172304	5.045317	5.728811	6.297496	6.800151	7.542693	0.222382	0.306306	0.522315	0.647204	0.744495	0.835262	0.931011	1.039393	-12.610238	2.366006
48	11	-1.950875883	5.0451311252	93.6276277247	0.1306670143	3.1743450766	25.6265914599	6.532717	8.022137	9.801131	11.904165	16.190779	18.029938	19.212766	20.297395	21.138323	22.109721	6.358489	7.77565	9.731523	13.808691	15.587604	16.839449	17.884689	18.747614	19.758282	0.266073	0.524364	1.027303	1.990742	3.634841	7.408305	16.448683	19.494126	21.830709	1.95067	2.591464	4.220723	5.115192	5.738189	6.349284	6.866694	7.581927	0.224675	0.313257	0.534916	0.655846	0.764698	0.859548	0.941179	1.065538	-11.686801	2.386357
