State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	logPrior	rho
374	11	-3.9100740916	4.4889450582	68.3344831169	0.0141468002	3.2558354819	27.9229543809	13.303148	15.066784	16.593216	17.813258	21.749563	22.861309	23.887964	24.499388	25.111907	12.08486	12.831828	13.223147	13.609196	13.963937	-15.669678	0.657963
375	11	-3.742971974	4.4735958702	66.4061214414	1.4147667747	3.3250674855	27.9130016453	13.195139	15.105921	16.451992	17.901461	21.709292	22.890616	23.9702	24.557414	25.15818	12.118598	12.831265	13.440881	13.813222	14.154432	-14.559529	0.686148
376	11	-3.9682022186	4.4526809261	67.4209892766	0.3863062543	3.3846872211	27.7992973828	13.28285	15.230006	16.647016	17.999608	21.669447	22.850031	23.835739	24.455449	25.086722	12.257862	12.903624	13.364411	13.699479	14.030597	-14.339119	0.700897
377	11	-4.1464359867	4.5198114907	68.8783084954	0.0164861726	3.0133202077	28.1698251759	13.804263	15.368732	16.915329	18.102288	21.512521	22.936921	23.688543	24.457193	25.043155	12.225692	12.945655	13.372546	13.697813	13.996344	-15.872859	0.704571
378	11	-5.4946061693	4.5715339873	73.5858221546	0.2884940057	3.1315371455	27.9944893194	13.353595	15.32657	16.590979	17.75649	21.3548	22.522067	23.729853	24.09046	24.8844	12.532537	12.971379	13.329885	13.407144	13.77697	-17.23918	0.701685
379	11	-6.7769036634	4.6923017801	81.9878617393	0.0740666958	3.2324496393	29.137019019	12.652788	14.674541	16.126139	17.440685	21.515392	22.991612	24.129887	24.994172	25.487684	12.233895	12.761788	13.059063	13.302428	13.507199	-20.708133	0.686854
380	11	-4.5698566193	4.6265922362	77.6584820355	4.3002677157	3.2051313268	28.6998052396	12.770939	14.749424	16.164264	17.564022	21.239734	22.860815	24.09677	24.559591	25.598744	11.94429	12.64688	13.023409	13.30478	13.554899	-17.011587	0.698198
381	11	-5.8047953965	4.6013903853	82.2641927015	0.2142059351	3.1407308079	28.9166418119	13.396427	15.267262	16.598606	18.044745	21.606724	22.982081	23.947409	24.764385	25.272944	12.176149	12.540482	12.85026	13.071591	13.340621	-18.00725	0.669491
382	11	-4.4073775122	4.6615517942	75.8833321608	0.1307792206	3.0530601462	29.0976865053	13.137247	14.847426	16.290733	17.752786	21.287789	22.809624	24.15162	24.896393	25.464053	12.187297	12.663142	13.335571	13.598462	13.902772	-14.971374	0.685143
383	11	-4.072234329	4.5491952576	69.9856952241	0.0455316526	3.0834118017	28.3914261754	13.516402	15.178362	16.556522	17.809961	21.61648	22.837403	23.933358	24.712072	25.24344	12.184054	12.747561	13.385745	13.719152	14.045884	-14.876652	0.673229
384	11	-4.9728373916	4.5556848505	73.1857094569	6.5607578279	3.3283550312	28.3032337698	13.130629	15.186264	16.503437	17.687166	21.517837	22.808081	24.131133	24.702878	25.414089	12.368058	13.085265	13.534829	13.725563	13.831805	-18.369918	0.700912
385	11	-3.8340553248	4.6119645456	69.7190482866	0.0232236008	3.0186320605	28.479450232	13.035954	14.950878	16.170362	17.644218	21.305919	22.719772	23.669334	24.365006	25.281044	12.010233	12.666147	13.283632	13.726654	13.981999	-14.936166	0.692771
386	11	-5.5638488238	4.7038874013	81.7205905061	1.3686334501	3.0822307662	29.5758154019	12.899323	14.81884	16.202244	17.695526	21.56594	23.084641	24.184126	25.062187	26.050162	12.257909	12.766105	13.192415	13.354224	13.72092	-17.98724	0.696821
387	11	-4.4695214172	4.6759480074	79.0000682762	0.0994451262	2.8178322283	29.1870258352	13.446361	15.156315	16.396103	17.698113	21.554645	22.731939	23.742895	24.562855	25.489386	11.828212	12.462794	12.979035	13.357154	13.503929	-15.178613	0.685955
388	11	-4.9023942539	4.7069178578	76.9016511903	0.3490817034	2.9159058895	28.9384888846	13.080085	14.819582	16.136113	17.408999	20.958503	22.565933	23.733255	24.539398	25.145796	12.077385	12.672469	13.109776	13.354494	13.789292	-15.885493	0.677216
389	11	-4.7163775435	4.5685206669	76.1506101842	0.0300693219	3.1109191525	28.7042706228	13.558105	15.357573	16.686894	17.988273	21.727167	22.886494	24.094782	24.838902	25.473153	12.132768	12.691353	13.196743	13.554491	13.745591	-16.395841	0.702402
390	11	-5.4194243846	4.6156301325	80.7007643494	0.8710379448	3.0657758277	29.3743004048	13.604723	15.300589	16.638794	17.974555	21.88656	23.245137	24.223297	25.1551	25.784125	12.270623	12.942238	13.115562	13.389997	13.755097	-17.441745	0.63924
391	11	-4.3000125904	4.6117742805	71.430048996	0.251123921	3.160502792	28.3447932611	13.019225	14.834156	16.221644	17.531244	21.356569	22.5544	23.912566	24.290204	25.176173	12.211507	12.673251	13.268569	13.579621	13.915989	-14.727457	0.696353
392	11	-4.515007115	4.6343001565	73.2188184956	0.0850929563	3.0467589457	28.7133477846	13.161027	14.964912	16.364266	17.536736	21.603389	22.656558	23.741647	24.614033	25.252948	12.325325	12.841695	13.299328	13.620639	13.980047	-15.299471	0.689634
393	11	-4.9173330053	4.5064497215	75.4866441691	0.0918582181	3.3616700048	28.1445633978	13.273985	15.168742	16.675333	17.900941	21.949484	22.927307	23.806172	24.747412	25.334889	12.279064	12.793289	13.249861	13.460669	13.580744	-16.217721	0.692813
394	11	-6.56243763	4.5231113096	75.5596581436	0.1909902812	3.299505576	28.0291631013	13.38869	15.321895	16.705152	17.950116	21.5901	22.736321	23.962526	24.515248	25.03825	12.530529	12.974	13.224145	13.518854	13.669029	-19.980296	0.687209
395	11	-4.3104619643	4.578585139	78.4013064555	0.1228617293	3.1764278659	28.5800541342	13.067434	14.938851	16.205026	17.800462	21.613571	22.731769	23.977791	24.528439	25.395267	11.800168	12.427346	12.811154	13.153955	13.496024	-14.918346	0.69473
396	11	-5.342833833	4.6256515741	77.2989194532	0.1452743593	3.1051112998	28.6034179697	13.211226	15.188673	16.48044	17.602807	21.302694	22.650142	23.820387	24.521778	25.201355	12.311038	12.763995	13.106223	13.3982	13.644389	-16.901441	0.684004
397	11	-5.6260688748	4.6735476866	77.4528580418	0.1021113641	2.8052965178	28.8501510941	13.733801	15.278223	16.590367	17.788124	21.294938	22.543642	23.488903	24.255114	25.273592	12.321853	12.747427	13.041913	13.405489	13.612629	-17.589174	0.69811
398	11	-4.3563012525	4.6770615425	75.8835441893	0.0504171126	2.95303848	29.5790011721	13.213338	15.082881	16.47658	17.630979	21.556035	23.119115	24.227336	24.946358	25.824646	12.154524	12.923787	13.334937	13.780419	13.986761	-15.245235	0.680781
399	11	-4.7030476084	4.5026754098	74.1296916278	0.0472280833	3.2330471075	27.7919476301	13.403255	15.263002	16.531798	17.771907	21.601868	22.622708	23.559954	24.326667	24.768887	12.105145	12.594133	13.121664	13.432162	13.416535	-16.106375	0.68313
400	11	-4.1743428023	4.4919388993	72.4554865822	0.0528818523	3.2439472562	27.8646277257	13.315687	15.293721	16.675147	17.84749	21.516407	22.806974	23.791468	24.3942	24.868196	12.044972	12.551067	13.123751	13.48932	13.653806	-15.054585	0.696375
401	11	-3.7275384707	4.4839596829	66.6951184129	0.5760216371	3.1809899945	27.9417819242	13.478826	15.333959	16.642839	17.887174	21.537171	22.942279	23.678596	24.551256	25.071759	12.080679	12.732738	13.323725	13.70871	14.056566	-14.027999	0.682839
402	11	-4.1169114237	4.5009827897	72.7636949319	0.0518502082	3.2831157548	28.312323233	13.259453	15.159352	16.760065	17.936604	21.881445	23.084712	24.042609	24.467497	25.284196	12.014732	12.682351	13.261665	13.481901	13.834806	-14.955069	0.681089
403	11	-5.9444806787	4.6749453696	80.2029346883	0.0066273774	3.0649965843	29.0785447782	13.072985	14.945065	16.383192	17.6292	21.368897	22.825608	24.02509	24.737765	25.687955	12.28115	12.68704	13.142053	13.336789	13.589053	-20.722781	0.691136
404	11	-4.190647196	4.6148823375	72.4703859162	0.0444395146	3.2375249438	28.9304074857	12.866634	14.859723	16.281528	17.701658	21.793201	23.144755	24.226801	24.813457	25.631893	12.231276	12.961141	13.438688	13.735946	14.057789	-15.053528	0.67778
405	11	-5.2371988759	4.5181430629	76.5353117443	0.7167510454	3.1815120292	28.1256867055	13.602903	15.403197	16.834209	18.067098	21.557834	22.751669	23.859922	24.419454	25.093318	12.306891	12.74302	13.090069	13.20413	13.492042	-17.005343	0.703108
406	11	-5.137641242	4.6381142537	74.4887639786	0.1032767607	3.0857333138	28.7009127552	13.094936	15.044426	16.341858	17.613963	21.458666	22.781503	23.674905	24.527816	25.334715	12.417561	12.995362	13.399474	13.608731	14.019309	-16.493495	0.677199
407	11	-5.1043149769	4.5656771402	75.1981205411	6.0050992295	3.265720814	27.8419856567	13.028795	14.964175	16.255686	17.546219	21.167713	22.542548	23.298289	24.200849	24.74557	12.190407	12.654498	13.070234	13.285869	13.449768	-18.545407	0.703226
408	11	-4.8182464791	4.603440721	72.2020426351	0.0175456495	3.0547145957	28.4023409499	13.310244	15.215658	16.517074	17.796959	21.577375	22.655431	23.682363	24.40571	25.159284	12.401868	13.042758	13.406439	13.66964	13.952537	-17.012931	0.696442
409	11	-3.6627641271	4.525569645	67.0462405833	1.4155288341	3.319366439	28.146816099	12.937425	14.81763	16.141412	17.588421	21.774979	22.834417	23.781792	24.636687	25.292717	12.062899	12.807719	13.300706	13.934837	14.098187	-14.385401	0.697795
410	11	-4.3677052919	4.4855574377	68.1591645496	1.3846384628	3.3355757	27.6877886447	13.346684	15.17673	16.680179	17.887704	21.487946	22.906586	23.590747	24.292234	24.872656	12.362527	12.973365	13.598238	13.780748	13.963544	-15.608248	0.688673
411	11	-3.501736867	4.4990870497	66.7563864347	0.0126000573	3.3215815617	27.9909861656	13.150055	14.959975	16.355943	17.754533	21.572148	22.789853	23.802038	24.645165	25.011899	11.787153	12.598048	13.186506	13.62506	13.981654	-15.140156	0.687152
412	11	-4.2942948188	4.487857063	68.7085274624	0.152620302	3.1323262744	27.4562146503	13.494151	15.25269	16.620253	17.909978	21.274304	22.604325	23.443119	24.139322	24.707591	12.138709	12.798231	13.289308	13.501879	13.78288	-14.8502	0.69783
413	11	-4.8394208343	4.564038925	75.2145059867	0.0647358028	3.1101718662	28.3071589866	13.463889	15.408921	16.650825	17.692647	21.523583	22.836058	23.962558	24.426741	25.251637	12.251249	12.699866	13.185341	13.442287	13.608045	-16.143956	0.658378
414	11	-5.829553907	4.6822131156	78.7149037052	0.0158184465	2.9364692343	28.9360459717	13.226417	15.066777	16.231695	17.735578	21.189598	22.492333	23.65594	24.670659	25.146529	12.271121	12.715498	13.214969	13.415714	13.727619	-19.352969	0.692109
415	11	-5.2427796943	4.6038439769	76.8011233931	0.0921769471	3.347557729	28.6566716762	12.845372	14.782605	16.32472	17.766728	21.626315	22.85134	24.04655	24.830933	25.454211	12.379412	12.925487	13.336956	13.472105	13.772203	-16.815052	0.701067
416	11	-6.6318013104	4.6113093012	86.5305088374	10.9434070765	3.128009002	29.3015156802	13.484415	15.243334	16.625877	17.800304	21.859785	23.243085	24.213137	25.023139	25.793219	12.169852	12.443751	12.855346	13.040847	13.177257	-23.189822	0.685627
417	11	-4.7879419007	4.6944149268	80.1197524354	0.2325526078	2.9015324993	29.5748666056	13.238928	15.113122	16.426138	17.655172	21.54765	22.919985	24.252163	24.894121	25.627637	12.095925	12.651946	13.182596	13.448316	13.680484	-15.654436	0.66455
418	11	-4.2067765602	4.4611546431	70.3250035614	0.4096248042	3.3667476631	27.825873163	13.343722	15.276094	16.809905	18.065786	21.655693	23.028006	23.761121	24.244522	25.106139	12.173014	12.767047	13.354092	13.529557	13.869106	-14.781146	0.69027
419	11	-4.9015728397	4.6967866369	74.7673806733	2.1534915947	2.7629219746	29.048021618	13.508412	15.272469	16.475283	17.501773	21.262941	22.620242	23.698583	24.417604	25.149862	12.238685	12.842587	13.318694	13.630672	13.918493	-16.850558	0.670006
420	11	-4.1949696684	4.503799119	70.8911297204	0.1711568841	3.2497518264	28.1138040363	13.306796	15.175769	16.670561	17.926867	21.573028	22.814088	23.823729	24.439228	25.14295	12.214991	12.832784	13.369854	13.637472	13.901084	-14.658186	0.698556
421	11	-4.6027204501	4.4792201399	78.9566924644	0.2459054049	3.398737035	28.4229686821	13.255805	15.359471	16.67862	18.17101	21.765219	23.126797	24.210379	24.778819	25.399401	11.979249	12.619963	12.901155	13.247966	13.339017	-15.500895	0.696505
422	11	-3.9776857576	4.6124988337	72.4287607559	0.6621155571	2.9773578054	28.9303752772	13.349293	15.256476	16.468451	17.856592	21.590349	22.942713	23.962779	24.661599	25.48308	11.99465	12.653051	13.237012	13.766634	14.020242	-14.408381	0.689146
423	11	-3.7526898375	4.6525637876	69.404291939	0.1305046023	2.7903957087	28.894484785	13.383115	15.124399	16.245289	17.59513	21.321169	22.62028	23.726136	24.39079	25.335624	11.962595	12.625983	13.291465	13.769351	14.098045	-13.799663	0.694612
424	11	-3.4955180636	4.6525637876	69.401562549	0.2680744013	2.7903957087	29.0866236404	13.397875	15.055054	16.259578	17.618838	21.599158	22.772302	23.621352	24.474264	25.367596	11.750135	12.549296	13.23049	13.679448	14.121613	-13.358898	0.682974
425	11	-3.519866118	4.6418220877	69.578191235	0.2665174421	2.7903957087	29.0615352387	13.452598	15.143551	16.349742	17.761222	21.335389	22.751781	23.925563	24.556914	25.251851	11.705477	12.476859	13.118654	13.684839	14.017222	-13.405942	0.692635
426	11	-3.5326188676	4.6418277243	69.5781838726	0.2665174421	2.7903957087	29.0765709005	13.344282	15.069268	16.293625	17.706959	21.306865	22.807732	23.852351	24.479492	25.468896	11.721921	12.653987	13.19269	13.693635	14.207699	-13.424528	0.689768
427	11	-3.5326188676	4.6418695664	69.5781838726	0.1290315677	2.7903957087	29.0765709005	13.439955	15.077682	16.408761	17.660771	21.264429	22.839915	23.7949	24.497734	25.467846	11.738357	12.576663	13.288846	13.77207	14.085878	-13.478486	0.703278
428	11	-3.5502385454	4.6679706816	69.900387649	0.1288461345	2.790395708	29.0763685941	13.331307	15.023381	16.306696	17.371334	21.298396	22.69548	23.971192	24.464577	25.481809	11.723155	12.651185	13.214223	13.633921	14.080564	-13.484905	0.692261
429	11	-3.5863081121	4.6679704131	69.9842649697	0.1247556741	2.8249309743	29.0763685941	13.30096	15.028718	16.288343	17.600699	21.347459	22.759024	23.803236	24.508758	25.305056	11.810197	12.499148	13.139413	13.661103	14.047644	-13.54669	0.687336
430	11	-3.8254369195	4.6807679735	69.9852404349	0.1262097479	2.8249310224	29.0763685941	13.332655	14.949239	16.285054	17.547416	21.408816	22.64816	23.837383	24.557859	25.408355	11.997276	12.752466	13.461249	13.827099	14.168023	-13.901665	0.70444
431	11	-4.0888140139	4.632066329	70.3882538601	0.0612189937	2.9349047697	29.0637837391	13.435323	15.213386	16.556563	17.802697	21.550207	23.071019	23.910173	24.710089	25.403999	12.282522	12.960081	13.53225	13.963207	14.354298	-14.652543	0.69768
432	11	-4.4247374292	4.5917804396	73.3952571439	0.1459048772	3.0161125996	28.6410043162	13.323606	15.164245	16.53612	17.70524	21.562584	22.792878	23.828585	24.674536	25.454736	12.286421	12.797425	13.325467	13.680322	13.923388	-15.024749	0.700662
433	11	-4.6190489857	4.5815525515	71.7863202521	0.3015921561	3.1310901316	28.4673973306	13.357504	15.129079	16.600562	18.025441	21.654203	22.960341	23.777357	24.900869	25.385415	12.388654	12.964866	13.416098	13.706617	14.012475	-15.366358	0.701802
434	11	-4.3784658246	4.4820450302	72.611033293	0.2247383445	3.3948794466	27.8878818129	13.207098	15.156224	16.640302	17.90211	21.611347	22.827503	23.875327	24.444071	25.139534	12.193911	12.698355	13.218224	13.504156	13.745397	-15.016283	0.693235
435	11	-4.6642991158	4.5625018386	72.9026423313	1.3534642161	3.2186670158	28.4030415703	13.095915	15.059123	16.599191	17.93118	21.51829	23.046151	23.961537	24.622526	25.330739	12.380779	12.885595	13.398812	13.602185	13.989928	-16.112878	0.686271
436	11	-4.3958422474	4.5672200337	73.1287477645	0.1895242673	3.0478901323	28.5767506986	13.527128	15.248042	16.739204	17.888167	21.598199	22.922693	23.940344	24.537021	25.441509	12.205648	12.757717	13.297399	13.609797	13.845752	-14.962696	0.685633
437	11	-4.417755222	4.6356159029	70.4520709962	0.5190515445	2.9276782529	28.4165984159	13.373144	15.068286	16.379664	17.658572	21.118117	22.540521	23.631231	24.218615	24.918605	12.380602	12.837015	13.372721	13.704225	14.05236	-15.045841	0.691367
438	11	-5.5135146817	4.63939319	74.3695909239	0.0673450071	3.1821900572	28.7333563071	13.016662	14.735853	16.373081	17.673797	21.747463	22.958343	23.93594	24.5468	25.567039	12.49251	13.109645	13.415785	13.751738	13.936198	-17.491769	0.673065
439	11	-3.9867388041	4.5021373202	73.0848250356	0.013491409	3.2433142184	28.4266297309	13.311342	15.201027	16.768324	17.995901	21.848975	23.101611	24.074589	24.802751	25.293513	12.023552	12.657939	13.181272	13.4659	13.73203	-15.880414	0.689696
440	11	-3.9810486843	4.5174065191	70.2870254284	0.2545888455	3.2901479231	28.2938846959	13.141149	15.124894	16.521395	17.883616	21.643179	22.911592	24.040174	24.716245	25.450473	12.129497	12.864337	13.357255	13.630976	13.996842	-14.260254	0.698953
441	11	-3.9250419893	4.52853973	70.4252973783	0.2225732462	3.1469727229	27.8558524831	13.311291	15.07457	16.515377	17.664489	21.226688	22.649908	23.714526	24.339723	24.785373	11.882713	12.563672	12.992558	13.42715	13.681982	-14.160107	0.685617
442	11	-6.2292033522	4.5368703975	71.4084322088	1.5467855113	3.2807800941	27.7536622789	13.263398	15.2781	16.528196	17.65326	21.430361	22.735927	23.613243	24.270613	24.915078	12.782993	13.265915	13.449368	13.58427	13.90053	-19.777583	0.681953
443	11	-4.7640781268	4.6055578046	73.6579222471	0.6165919754	3.190550302	28.3954441395	12.973482	14.983608	16.287543	17.698207	21.518363	22.591547	23.721988	24.609025	25.200977	12.3378	12.931273	13.232589	13.565317	13.782171	-15.834463	0.704849
444	11	-5.1453721819	4.6894772903	79.0246641585	0.9532001345	3.013065299	29.7868793964	13.217367	15.010483	16.521259	17.797027	21.76763	23.246084	24.407942	25.100632	26.015188	12.342924	12.993632	13.478626	13.673341	14.04328	-16.80323	0.704459
445	11	-4.7291830408	4.6237620737	78.1467672274	0.5336067963	3.0043262808	28.9656364244	13.324484	15.227864	16.58274	17.738873	21.426511	22.77896	23.751177	24.602582	25.534529	12.07251	12.683339	13.08312	13.314803	13.644627	-15.735886	0.703919
446	11	-4.0857014652	4.6038683123	71.8373228652	0.7612915279	3.1522249569	28.3272791932	13.025628	14.931738	16.097303	17.616988	21.185695	22.602979	23.697735	24.478638	25.103822	11.979545	12.722307	13.15464	13.560769	13.821615	-14.661684	0.671174
447	11	-5.3757734208	4.6336823713	79.7222468634	0.1575537603	3.2117145042	29.4733706282	13.102491	15.094854	16.4408	17.960859	21.979429	23.43899	24.290318	25.136587	25.996348	12.437783	12.999349	13.36142	13.498328	13.923494	-16.97249	0.672309
448	11	-6.0131656265	4.6104369486	80.7341185101	0.0598514479	3.0055923049	28.9972314479	13.728217	15.616617	16.778547	18.050763	21.556681	23.048597	23.844191	24.632145	25.677823	12.370847	12.704554	13.157756	13.235819	13.579323	-18.840281	0.701161
449	11	-4.1607890061	4.6335045749	76.6841790382	0.839405371	3.0048325863	28.8700290667	13.075323	14.967553	16.278607	17.421269	21.412968	22.674536	23.81771	24.565126	25.38678	11.925562	12.495254	12.955957	13.296698	13.575682	-14.858583	0.701304
450	11	-4.1033429895	4.5506381092	73.262921707	0.2217743526	3.2256269846	28.3545705834	13.204106	14.969964	16.499436	17.770575	21.551685	22.835134	23.569104	24.740921	25.365319	11.955419	12.660842	13.056516	13.492555	13.706087	-14.460313	0.703068
451	11	-3.9255375732	4.6304907872	75.2443090375	0.1303699557	2.9856615064	28.9920179233	13.265949	14.94589	16.315277	17.854772	21.543813	22.786385	23.873139	24.600748	25.338185	11.717278	12.404103	13.051095	13.427126	13.734072	-14.158762	0.689824
452	11	-5.9554031391	4.6285265586	74.6942273586	0.1604657952	3.0590821989	28.3624961169	13.38724	15.205511	16.520437	17.647253	21.083795	22.629894	23.450763	24.29224	24.983196	12.507998	12.927314	13.352945	13.586986	13.660092	-18.299157	0.691623
453	11	-4.2653126817	4.6302909193	71.6237925709	0.3053991995	2.9627050089	28.5172533961	13.269708	15.105531	16.256133	17.552746	21.335421	22.614313	23.64627	24.377288	25.224754	12.041921	12.772619	13.248172	13.604957	13.99717	-14.665215	0.667441
454	11	-5.1938085505	4.6949329231	82.0994487102	0.071391439	2.727775822	29.7568774521	13.717958	15.401797	16.65201	17.905178	21.409753	22.817754	23.838702	24.850963	25.468317	12.091579	12.589654	13.090672	13.448908	13.526704	-16.775112	0.703484
455	11	-4.225751904	4.7014972677	75.6501083896	0.3081422819	2.8557254063	29.3473166224	13.196646	15.059035	16.2347	17.633457	21.327692	22.745331	23.790406	24.752406	25.58039	12.019284	12.647902	13.146742	13.555598	13.927475	-14.569128	0.690255
456	11	-3.95844933	4.4941105059	72.8076424216	0.0809531832	3.2952706793	27.9218300744	13.188799	15.118676	16.363484	17.750703	21.396317	22.747768	23.740771	24.498323	25.160036	11.790916	12.40964	12.985747	13.316449	13.635355	-14.481637	0.699426
457	11	-4.6735631241	4.5344490542	72.7365802816	0.5107054212	3.3220049227	28.2499548298	13.174187	15.178495	16.4806	17.982878	21.626535	23.049305	24.072828	24.621867	25.395814	12.373482	12.91528	13.329745	13.560203	13.969517	-15.649662	0.645036
458	11	-3.9170087077	4.5234935159	71.0173747058	2.2073021723	3.2610970669	28.3484625385	13.129455	15.068474	16.438153	17.956724	21.791555	22.908284	23.773429	24.558093	25.248778	12.016264	12.685384	13.249367	13.608928	13.929996	-15.196222	0.685228
459	11	-5.0913727443	4.5467547039	72.9238024191	0.1110153008	3.3532643347	27.7459179608	13.027	15.022164	16.334246	17.488086	21.310898	22.577636	23.688891	24.201236	24.982841	12.308939	12.838779	13.287256	13.52824	13.699948	-16.456343	0.684269
460	11	-4.5076433486	4.5659335595	74.1977847501	0.0563804939	3.0723432787	28.3946883598	13.468923	15.315034	16.698891	17.925659	21.340564	22.826453	23.764629	24.52758	25.174698	12.162245	12.718014	13.139531	13.483394	13.762498	-15.556847	0.68887
461	11	-4.6960162271	4.6103452726	73.5521419783	0.055964047	3.261038308	28.7389942322	13.018459	14.873467	16.353245	17.671815	21.768551	22.920569	24.135236	24.756098	25.583373	12.58488	13.038325	13.438479	13.780559	14.067978	-15.868218	0.704452
462	11	-4.5693898808	4.5819114689	74.3249923062	5.1949340651	3.2767852348	28.1681251748	12.867722	14.975917	16.258694	17.633252	21.527022	22.718474	23.80969	24.440521	25.176281	12.075568	12.636312	13.114567	13.396731	13.739024	-17.253432	0.69495
463	11	-3.7324182671	4.5934104035	70.2088563037	0.0446273034	2.9698794374	28.7384618092	13.279951	15.267756	16.328173	17.676126	21.496719	22.825013	23.916607	24.619958	25.582999	11.901113	12.596259	13.296556	13.684589	13.973829	-14.29272	0.699612
464	11	-3.6334160151	4.5070630332	72.1442386879	0.2490293884	3.1970081226	28.3783585661	13.217034	15.171451	16.551125	17.821714	21.563485	23.042274	24.06716	24.645849	25.1443	11.708166	12.460974	12.904771	13.592229	13.743726	-13.738568	0.68804
465	11	-4.4558715907	4.4850148023	74.1706442963	0.0094364931	3.3631470468	28.1532096167	13.386207	15.216902	16.647881	18.107119	21.825717	22.855762	24.165562	24.449048	25.218062	12.113386	12.642973	13.121206	13.387874	13.647083	-17.162752	0.673729
466	11	-4.1955132325	4.5649021729	73.1713485079	1.9980751695	3.1337896026	28.5470690604	13.192421	15.22264	16.60764	17.86589	21.709821	22.97056	24.016736	24.44149	25.443817	12.006997	12.658834	13.217242	13.410533	13.819338	-15.556854	0.685146
467	11	-4.2967998033	4.5272306255	73.8654737548	0.0378351427	3.3564269777	28.124514893	13.038524	15.093304	16.451497	17.797986	21.654965	22.836646	23.874137	24.522959	25.292852	11.988046	12.566918	13.073881	13.398378	13.602925	-15.459696	0.69764
468	11	-4.5768146997	4.5169650107	71.1796959621	0.0309403434	3.2310495266	27.8208965444	13.237202	15.267763	16.516221	17.731678	21.625166	22.58534	23.717729	24.237119	24.878079	12.288527	12.788249	13.146509	13.552477	13.80842	-16.112561	0.69564
469	11	-4.2167775995	4.662183394	71.3721062863	0.5641545641	3.0110486725	28.876861528	12.960331	14.743911	16.162943	17.616407	21.34406	22.830693	23.878901	24.525356	25.38344	12.196275	12.768144	13.432352	13.917405	14.11782	-14.695459	0.704524
470	11	-4.4076926931	4.4868781686	71.6825480502	0.1938101492	3.3527191614	28.0269161426	13.16456	15.32293	16.649424	17.908663	21.726954	22.939309	23.938874	24.572884	25.174619	12.224714	12.825877	13.33492	13.588676	13.84081	-15.056694	0.695234
471	11	-4.8367539811	4.6982800736	80.1469437859	0.1135115735	2.7207052853	29.4619296574	13.71903	15.317492	16.597137	17.633227	21.210338	22.840759	23.730033	24.789494	25.636835	12.079288	12.585812	13.082665	13.432641	13.626451	-15.841092	0.693192
472	11	-4.9866970353	4.6599878419	74.149802884	0.0189047711	2.9554376553	29.0726917265	13.346763	15.09574	16.537189	17.721256	21.481773	22.923846	23.833468	24.889038	25.474716	12.458282	12.994925	13.477606	13.848327	13.985281	-17.244516	0.699087
473	11	-4.5379659828	4.6972106371	73.5397133119	0.3246467257	2.8022443762	29.1359952869	13.409165	15.097436	16.318692	17.583925	21.256781	22.576522	23.950298	24.808622	25.536662	12.258745	12.868918	13.374821	13.722663	14.010226	-15.128573	0.70495
474	11	-4.6828244216	4.5555205222	75.533009195	2.6599424371	3.3307066248	28.6135120476	13.028967	15.178848	16.562367	18.000131	21.714592	23.083368	24.226738	24.816095	25.420425	12.352619	12.867434	13.29624	13.62332	13.770599	-16.756914	0.692455
475	11	-4.4876282332	4.6304249709	76.2248196726	0.020273435	3.1470243735	29.1547825139	13.047085	15.098995	16.425055	17.661405	21.809158	23.099604	24.308611	24.692358	25.746546	12.186102	12.740146	13.481558	13.551549	13.882266	-16.240901	0.679727
476	11	-4.7080674857	4.7004898546	75.745734942	0.0296792799	2.8617341166	29.0194667378	13.240421	15.058127	16.261563	17.286461	21.253345	22.597806	23.646632	24.528621	25.302506	12.172829	12.718277	13.209873	13.612646	13.815496	-16.261441	0.681595
477	11	-5.0770923375	4.5336730915	79.2477007671	0.0174777556	3.2800854656	28.5437404354	13.352854	15.325458	16.68275	18.112236	21.554732	22.960007	24.053201	24.74128	25.255889	12.217285	12.596704	13.040006	13.197042	13.486812	-17.691914	0.688422
478	11	-4.4419708557	4.6229944384	73.0053509866	0.7630029672	3.1240860104	28.6660056474	13.110818	14.985081	16.459793	17.696807	21.709834	22.889266	23.790788	24.639127	25.38021	12.236468	12.791755	13.387682	13.694813	14.004611	-15.28612	0.696724
479	11	-4.4733601472	4.6916231041	74.4819446296	0.1877878958	2.8036240152	29.2251612786	13.497241	15.150223	16.469412	17.663494	21.405715	22.668026	23.77683	24.55486	25.55702	12.211901	12.754603	13.261413	13.637753	13.959742	-14.999938	0.696323
480	11	-4.3360045959	4.698602489	70.6497817044	0.0246630254	2.7985609289	28.680999574	13.177965	14.98469	16.125337	17.388526	20.969515	22.543752	23.532198	24.372583	24.949547	12.187372	12.769199	13.275533	13.707825	13.964205	-15.666582	0.681403
481	11	-4.1747918055	4.7166162379	70.1993913005	0.0144368791	2.7461478066	28.9160162457	13.309109	15.137729	16.080758	17.446406	21.064517	22.527352	23.524971	24.428919	25.129883	12.247827	12.809824	13.325153	13.783978	14.081132	-15.88567	0.681785
482	11	-4.1747918055	4.7166162379	70.1993913005	0.0139879231	2.7461478066	28.9951878119	13.446153	15.005815	16.257935	17.43034	21.089353	22.44831	23.87971	24.404646	25.217399	12.225708	12.887404	13.364918	13.931227	14.111858	-15.919624	0.704999
