State	Model	DGtau1	DGtaudag	Kdiss	RateBind	barrierPos	kCat	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	logPrior	rho
10	11	-4.1899829074	4.539452728	77.4601060011	0.0536781744	3.292290047	28.5096802664	13.198831	15.021351	16.6023	17.838586	21.775592	23.105956	23.714504	24.57676	25.350302	11.798961	12.440792	12.990937	13.210139	13.537699	-15.069109	0.687294
11	11	-4.1137300444	4.586027635	78.8859554012	0.1124692834	3.1588682508	28.9851691789	13.150762	15.033931	16.328378	17.785982	21.78809	23.016075	24.121526	24.863487	25.469029	11.702743	12.371766	12.882944	13.258548	13.514121	-14.589944	0.684721
12	11	-4.0168643797	4.6433657899	76.1826657206	0.0030769804	2.9676260885	29.0598898394	13.165332	14.946148	16.130285	17.711441	21.462732	22.821396	23.95322	24.776077	25.534611	11.782931	12.390555	13.031593	13.40727	13.783235	-17.905088	0.680822
13	11	-4.6530114845	4.5481060695	74.7780833411	0.1676656802	3.1515008244	28.2088446049	13.336372	15.309359	16.541359	17.846823	21.482395	22.725218	23.487309	24.447974	25.215492	12.156712	12.624169	13.090653	13.364293	13.548911	-15.498919	0.704572
14	11	-4.6377837872	4.5939242988	70.4764963476	0.8800003307	3.2135741819	28.1203502518	13.00242	15.020827	16.305001	17.63296	21.234503	22.695261	23.790607	24.457143	25.076198	12.445743	13.054028	13.432741	13.880062	13.908229	-15.735876	0.701465
15	11	-4.9035413861	4.5668137446	76.3818679627	0.1265685866	3.2547044763	28.7189187524	13.157375	15.259385	16.626216	18.074696	21.881458	23.145093	24.206075	24.793919	25.5858	12.298563	12.875041	13.336676	13.491868	13.833695	-16.037876	0.691332
16	11	-6.4986023339	4.6457532803	76.9947990894	0.0454962891	3.0442490932	28.5500689906	13.274024	15.097195	16.481006	17.64543	21.414685	22.598062	23.651612	24.302076	25.263671	12.298649	12.905765	13.280966	13.42037	13.59245	-20.196135	0.676506
17	11	-3.8511946674	4.4820095409	68.8310430345	0.0333067268	3.2501532603	27.8788344093	13.230448	15.261755	16.463594	17.898451	21.397284	22.65853	23.852218	24.341245	25.013717	11.985359	12.730574	13.317428	13.562944	13.869121	-14.793298	0.696204
18	11	-4.4791127902	4.5693194243	71.6500537919	0.970468945	3.1033720459	27.9714235466	13.244993	15.055284	16.370531	17.61064	21.197941	22.462485	23.477721	24.32904	24.905118	12.195863	12.803177	13.18915	13.517121	13.836631	-15.528832	0.704561
19	11	-4.8797371027	4.6060941479	72.3554581075	2.9820160016	3.0183357918	28.4771754625	13.307951	15.245379	16.552423	17.785468	21.323506	22.824088	23.788781	24.44062	25.425359	12.522992	12.960753	13.396538	13.723359	13.903885	-17.182028	0.699429
20	11	-4.9211623727	4.6771853499	80.9618214431	0.6386390969	3.002955954	29.4369766183	13.219135	14.930493	16.315187	17.479557	21.513676	22.878024	24.141931	24.694953	25.635557	12.097764	12.692071	13.101266	13.311104	13.622231	-16.16699	0.623036
21	11	-4.3526997013	4.7163592165	74.7703672403	0.037688674	2.8104840067	28.9008782106	13.19527	14.767491	16.198515	17.426889	21.102096	22.498337	23.51288	24.338943	25.232113	11.91212	12.569597	13.08369	13.336429	13.651202	-15.388007	0.703276
22	11	-4.8997505132	4.5638531829	74.1425985922	2.600061773	3.2352337772	28.4411381724	13.092303	15.207929	16.4666	17.810117	21.816038	22.911395	24.006641	24.723076	25.091147	12.466173	12.844916	13.310074	13.768685	13.85359	-17.145879	0.681612
23	11	-3.8029891078	4.5223425217	70.246085888	0.4530285379	3.1804128857	28.2082523531	13.174152	15.122607	16.424872	17.778563	21.550637	22.691725	23.976118	24.395965	25.201157	11.885484	12.66112	13.26051	13.664646	13.858608	-14.063099	0.701753
24	11	-3.9195520126	4.5261623962	70.6343977173	0.3759557346	3.0499528855	28.1017977652	13.54905	15.336564	16.586113	17.963147	21.413254	22.70343	23.679732	24.288213	25.094893	11.943568	12.543638	13.060565	13.51863	13.745181	-14.206533	0.70242
25	11	-5.0277572964	4.5916793917	81.5193221189	0.1876621332	3.2440333658	29.0456204611	13.079829	15.102016	16.620711	17.806763	21.745563	23.149398	24.223005	24.822773	25.669383	12.18995	12.687008	13.089885	13.187408	13.513395	-16.261899	0.682461
26	11	-4.1900580167	4.601513725	74.5032211962	0.016317912	3.0666276595	29.0202720353	13.265328	15.12298	16.549577	17.978203	21.54784	23.116819	24.308718	24.897576	25.621863	12.075733	12.722009	13.336133	13.655838	13.999896	-15.930316	0.689087
27	11	-3.7757692887	4.5218307935	69.3833176725	3.6985347525	3.2836580759	27.7653482409	13.04177	14.738091	16.12952	17.586087	21.443379	22.708917	23.614445	24.324755	25.140183	11.72757	12.424298	13.012042	13.423107	13.815324	-15.48449	0.691338
28	11	-4.2893484882	4.5721169207	73.3211738545	0.129935276	3.0868385387	28.2271339648	13.307587	15.150512	16.349	17.658131	21.248156	22.550001	23.740594	24.195464	24.878599	12.028697	12.667394	13.109878	13.434247	13.733188	-14.824468	0.657626
29	11	-4.0105812302	4.5354354707	69.7519480215	0.003454948	3.2114921511	28.0098739276	13.139421	14.988918	16.399818	17.795282	21.436312	22.703277	23.92992	24.23511	25.064889	11.962509	12.767547	13.213053	13.63684	13.830216	-17.745618	0.666348
30	11	-4.2285077166	4.6757615168	73.9290452783	0.041371129	3.0826981525	29.0797763799	12.810746	14.689913	16.070076	17.303003	21.304385	22.794781	24.186056	24.718156	25.450625	12.132565	12.729918	13.474868	13.688965	13.900304	-15.126022	0.703924
31	11	-5.2542368686	4.6830819864	77.1074428033	0.6060988376	2.9856995995	28.7973497494	13.121836	15.079529	16.147027	17.410271	21.342585	22.485932	23.687871	24.524335	25.147752	12.273092	12.660422	13.230738	13.474631	13.674343	-16.811483	0.684956
32	11	-4.9470318804	4.5831163889	78.1380977483	0.357428848	3.1335609666	28.2636302231	13.279552	15.103487	16.458178	17.716358	21.422191	22.583615	23.817487	24.359766	24.935988	11.982341	12.57814	13.00743	13.135316	13.395495	-16.113559	0.676825
33	11	-5.241572323	4.5105584961	74.7929843034	0.1241853757	3.3514302675	27.9867225196	13.208285	15.226067	16.603217	17.878538	21.695687	22.747237	24.046151	24.468091	25.171066	12.426151	12.952844	13.304259	13.403159	13.636624	-16.804832	0.675649
34	11	-4.5054264029	4.5881280785	77.5013698485	0.0025521251	3.0448420287	29.1178497215	13.413501	15.201108	16.784155	18.093925	21.781286	23.246093	24.237563	24.795251	25.644191	12.130987	12.67201	13.119864	13.494784	13.71974	-19.162869	0.683741
35	11	-4.1982746002	4.5902979567	71.148940525	0.0252710057	3.090727843	28.1135502771	13.037926	14.886264	16.276978	17.578	21.232467	22.643426	23.605626	24.201681	25.044674	12.045841	12.634469	13.115163	13.577897	13.756166	-15.510916	0.690641
36	11	-4.4296336432	4.657130293	73.3729190408	0.1505413994	2.9920736078	28.7014100975	13.153238	14.888736	16.393505	17.615366	21.311312	22.715385	23.781503	24.548399	25.233034	12.170897	12.724792	13.378697	13.607536	13.865837	-14.967001	0.686723
37	11	-6.1479256531	4.7441326333	82.1406196203	3.0206705365	2.8944673036	30.1460118603	13.176511	14.995468	16.46153	17.808661	21.746345	23.111845	24.218804	25.215008	25.976578	12.444278	12.929167	13.36912	13.483339	13.810713	-20.074415	0.703599
38	11	-5.3509182248	4.7035117601	79.7079798117	0.6690300387	2.8030170103	29.6875462157	13.48038	15.312848	16.609188	17.850773	21.550525	23.004041	24.036113	24.888909	25.672265	12.441664	12.865816	13.238273	13.566759	13.766535	-17.068476	0.672668
39	11	-4.2611377751	4.5972411447	74.6651186378	0.0547407506	3.0756280447	29.0736200825	13.424933	15.303643	16.665338	17.96858	21.702769	23.199406	24.002353	24.785139	25.677249	12.177961	12.861303	13.353086	13.679614	13.895687	-15.091196	0.672311
40	11	-3.7973153804	4.54115607	71.5153815669	0.0844434176	3.188143885	28.5104518204	13.227547	15.135165	16.493917	17.761321	21.505156	22.920126	24.278727	24.637109	25.364166	11.833821	12.568407	13.111761	13.652724	13.960613	-14.13476	0.692601
41	11	-4.3783143975	4.5140737452	72.8798540384	0.554537482	3.2364020085	28.2103546136	13.531214	15.422553	16.736553	17.992095	21.746327	22.812896	24.023005	24.685876	25.124061	12.076166	12.693322	13.210058	13.505008	13.828551	-15.145025	0.704804
42	11	-3.9701034955	4.5947583364	72.9497661537	0.0604612635	3.009079271	28.856904131	13.434488	15.216409	16.470456	17.857082	21.617179	22.799415	23.970892	24.83573	25.572559	12.04159	12.65991	13.235782	13.534094	13.951865	-14.524829	0.697858
43	11	-4.3217398861	4.5579350858	77.3779221781	0.0476972929	3.1968129403	28.5641388914	13.273254	15.098496	16.490133	17.875894	21.68923	22.941287	23.986304	24.556682	25.270329	11.828902	12.502861	12.93801	13.359585	13.560599	-15.352262	0.658513
44	11	-3.6496286286	4.5880194672	70.9930352012	0.0250204779	3.1155528556	28.9517683452	13.108984	14.973299	16.329144	17.726193	21.641626	23.056883	24.147419	24.94339	25.630385	11.981588	12.671033	13.226596	13.761502	14.049839	-14.615199	0.688272
45	11	-5.0377698266	4.6118980337	81.5491251187	1.4025753123	3.1646524125	28.8843862302	13.080357	15.062871	16.477137	17.741113	21.789667	22.944929	24.012582	24.478626	25.406862	11.911556	12.507502	12.865758	13.201548	13.316771	-16.930316	0.68485
46	11	-4.8441441573	4.5498807687	78.3962179867	0.3543778018	3.1606530385	28.6416855591	13.431015	15.448507	16.746828	18.10532	21.830466	22.911093	24.064767	24.714547	25.183006	12.26766	12.635061	13.055798	13.246585	13.605572	-15.933886	0.703256
47	11	-4.0640990035	4.6216257914	71.4292206352	0.9509904191	2.9641096267	28.7560810996	13.324196	15.202918	16.543697	17.623592	21.369259	22.811864	23.848493	24.619279	25.366653	12.116707	12.783861	13.284717	13.778147	13.954112	-14.717731	0.69952
48	11	-4.8201613642	4.6252726691	79.5096526553	0.0747528141	3.0897409056	29.1637513206	13.219488	14.98599	16.395476	17.703923	21.767573	23.027675	24.012009	24.961201	25.710587	12.049962	12.687192	13.018867	13.476755	13.570525	-16.015945	0.654245
49	11	-4.9269636038	4.6510366376	74.9851504098	0.206103001	3.0350168311	29.1610714994	13.296772	15.194921	16.424238	17.71356	21.68251	22.879302	24.113701	24.933065	25.441753	12.533946	13.050476	13.43914	13.713353	13.998853	-15.924225	0.671565
50	11	-4.3265395189	4.5184810739	72.2763543938	6.6806017926	3.2476438557	28.4374398058	13.373926	15.266792	16.859482	17.964106	21.799178	23.074117	24.021923	24.573325	25.411182	12.379231	13.004968	13.303998	13.724931	13.875404	-17.170261	0.702865
51	11	-4.7029381458	4.451992237	74.8914160343	0.8273348384	3.226412592	27.9960463249	13.888507	15.676644	16.873622	18.342022	21.784786	22.968393	24.043288	24.32798	25.051151	12.163428	12.622791	13.213553	13.317266	13.55946	-16.026341	0.700328
52	11	-4.6251361499	4.6834575224	79.7434737717	0.3646300921	3.0508415502	29.186982616	13.003045	14.884753	16.257536	17.641157	21.392995	22.850033	24.151637	24.751909	25.620565	12.033901	12.506336	12.975793	13.353605	13.628845	-15.391226	0.692521
53	11	-4.3311052745	4.5194423024	69.8191718194	0.0871964639	3.3730211946	27.9900250642	12.992246	14.988267	16.475208	17.690102	21.6291	22.92588	23.788203	24.550568	25.158697	12.375081	12.871828	13.409591	13.766316	13.93068	-15.035274	0.692662
54	11	-4.1765915843	4.5387640557	73.6958415781	0.4269034736	3.3328571729	28.5496498606	13.095053	15.051842	16.595691	17.817816	21.697628	23.226021	24.145269	24.911935	25.578157	12.112591	12.708151	13.30608	13.496102	13.757189	-14.684391	0.674376
55	11	-5.5816365414	4.5705613376	78.2131090717	6.9112748073	2.9429062725	28.6576453457	14.006747	15.594763	16.897929	18.151586	21.508039	22.853119	23.752123	24.498898	25.153045	12.350417	12.808546	13.075268	13.402167	13.543446	-19.812249	0.704463
56	11	-4.2563480109	4.7311937898	76.1018117486	0.038794709	2.8150515847	29.6897097233	13.22605	14.88064	16.25084	17.591366	21.337096	22.751943	24.037247	24.642077	25.764488	12.099556	12.796092	13.277679	13.584163	13.953079	-15.190909	0.672117
57	11	-4.3922619084	4.6995935422	74.7629551241	0.1651480662	2.8697373083	29.557573345	13.324732	14.997025	16.527395	17.669848	21.553544	22.991659	24.045495	24.753003	25.825375	12.320764	12.911227	13.505263	13.749769	14.03973	-14.856284	0.697829
58	11	-5.5982343613	4.6457486806	72.6727679474	0.229811467	3.0472431036	28.5789608946	13.227272	15.147894	16.431587	17.822753	21.36107	22.676159	24.080726	24.290155	25.182808	12.637943	13.103656	13.503544	13.849689	14.0415	-17.378785	0.704981
59	11	-4.6101701093	4.6915384492	75.6927292248	0.4584218391	2.9147957437	29.1262803754	13.126961	14.788328	16.22263	17.53126	21.22577	22.611423	23.794864	24.733817	25.397832	12.213371	12.822502	13.301073	13.637058	13.840063	-15.368844	0.691787
60	11	-4.8924462388	4.7037671618	77.1562086242	2.3612555461	2.7660103144	29.5263618206	13.641456	15.293406	16.58423	17.619015	21.562125	22.606023	23.819744	24.691098	25.322793	12.286171	12.86651	13.319055	13.643173	13.972289	-16.932293	0.701754
61	11	-4.8972858172	4.6232456483	75.642960522	0.0446215407	3.2697451972	28.2852828888	12.703724	14.673408	16.160195	17.421686	21.324529	22.808458	23.701661	24.394927	25.107056	12.237295	12.692756	13.140685	13.411726	13.670314	-16.4201	0.688041
62	11	-4.8254397802	4.5629418233	78.3537061818	0.1511638156	3.2385322316	28.611298326	13.11698	15.215273	16.612141	17.871734	21.685043	22.993081	24.083723	24.840369	25.429517	12.058129	12.633051	12.94606	13.246781	13.62137	-15.871277	0.703122
63	11	-5.1710915445	4.7484329533	80.7991733892	0.1243017814	2.621121845	30.1164239642	13.69758	15.382506	16.595454	17.834693	21.428851	22.812406	23.966502	24.729802	25.726221	12.275281	12.686831	13.148042	13.549145	13.724922	-16.476013	0.697594
64	11	-4.1233104323	4.6787107875	75.1862477722	0.4456781266	2.7617503143	28.978730009	13.421967	14.930774	16.32206	17.553403	21.156371	22.625868	23.748283	24.248031	25.248472	11.795316	12.434987	13.011689	13.383091	13.810772	-14.483036	0.679865
65	11	-4.1018309384	4.5911113895	75.0721946397	2.1735767396	2.9281753717	29.1032566596	13.69253	15.471504	16.612282	17.985133	21.537509	22.962594	24.076065	24.700062	25.515439	12.023528	12.642514	13.242586	13.476749	13.838943	-15.459345	0.668462
66	11	-4.661739883	4.6099124858	75.6677483365	0.0651545317	3.3621854373	28.7588315959	12.715243	14.730408	16.19217	17.577048	21.735706	23.021257	24.020692	24.849202	25.570259	12.216979	12.875969	13.184602	13.613308	13.878638	-15.744999	0.694428
67	11	-3.8796566862	4.588170563	68.7891779819	0.2076080693	3.0644001967	28.4177243408	13.26409	15.13721	16.28069	17.654065	21.344747	22.713654	23.682976	24.455359	25.039104	11.982212	12.658651	13.307941	13.670953	14.266956	-14.002858	0.687043
68	11	-3.6637973462	4.6083318769	69.1642064816	0.1535850317	3.1307668156	28.7803721935	12.894287	14.841805	16.17436	17.545792	21.434498	22.984115	24.038692	24.675608	25.486968	11.925016	12.716742	13.24126	13.824111	14.133855	-13.672106	0.694006
69	11	-4.3905901676	4.5568795975	69.3005701579	0.0837838241	3.2549308617	28.1281133245	13.163046	14.994162	16.540036	17.789319	21.574862	22.905392	23.811132	24.455828	25.378099	12.455239	13.002737	13.440451	13.784399	14.082937	-15.112789	0.700051
70	11	-3.8685991323	4.5037583377	69.3178191829	0.2311637851	3.2372359863	28.0395207426	13.27199	15.146178	16.550016	17.737167	21.520285	22.947778	23.859202	24.50257	25.152544	12.047533	12.696901	13.265166	13.719877	13.892827	-14.080063	0.659355
71	11	-4.0052272708	4.5706315294	78.4641828013	0.0593402504	3.2314476278	28.9677932856	12.95593	14.913852	16.285069	17.832253	21.841306	23.118636	24.17386	24.811975	25.56322	11.758269	12.411444	12.947739	13.142544	13.545327	-14.673724	0.686142
72	11	-4.3813575178	4.6300632779	79.3206179483	0.017761672	3.1658750088	29.2110155481	12.985245	14.961107	16.245311	17.732179	21.615376	22.938559	24.270424	25.057852	25.686996	11.960758	12.622325	13.085464	13.31744	13.651379	-16.206679	0.689577
73	11	-4.8286121948	4.5788799227	79.2148531658	0.054091929	3.2792648393	28.6884154306	12.961781	15.095426	16.431105	17.817673	21.770125	23.050906	24.248441	24.673409	25.582335	12.06966	12.606934	12.990851	13.246381	13.412491	-16.240326	0.679285
74	11	-4.4461708556	4.5362477468	75.1191715396	18.1855934367	3.3970708254	28.6275921124	12.899266	15.025798	16.498621	17.852445	21.831275	23.112769	24.368809	24.98915	25.535559	12.289167	12.832451	13.21751	13.516699	13.777525	-18.952623	0.702973
75	11	-4.2655641416	4.5322274141	69.7921839916	1.031706777	3.1310094965	28.0483568192	13.495516	15.275757	16.675256	17.800113	21.493277	22.721672	23.690278	24.406384	25.099374	12.397927	12.881683	13.260449	13.670309	14.00637	-15.192714	0.701053
76	11	-4.7109935296	4.5782534358	77.8401113693	0.4976826001	3.1143878763	28.8389363564	13.429139	15.237554	16.541797	18.035586	21.699754	22.887399	24.085379	24.76466	25.388619	12.230653	12.648432	13.022835	13.433913	13.5807	-15.718428	0.662108
77	11	-4.2059348714	4.7251865623	73.298638158	0.272044979	2.8560514763	29.1333114619	12.881582	14.806953	15.957502	17.334489	21.172462	22.630105	23.733816	24.360439	25.298609	12.144989	12.689523	13.25343	13.742956	13.987423	-14.478309	0.702441
78	11	-4.0536452607	4.6601112508	71.0326305379	0.0053457182	2.80806702	29.0715481456	13.492817	15.218468	16.475343	17.74623	21.382293	22.757877	23.8504	24.614207	25.427628	12.195393	12.782841	13.367416	13.772408	14.138508	-17.014769	0.698081
79	11	-3.9972257151	4.5997003284	72.657519275	0.055496046	2.951592789	29.1070391455	13.527107	15.296209	16.613096	18.006822	21.649588	23.146318	24.081359	24.744114	25.532437	12.143616	12.795603	13.50555	13.777731	14.05324	-14.605781	0.671848
80	11	-4.1538077314	4.475277261	70.8494159133	0.0240514339	3.3572714646	27.7696252685	13.270664	15.248138	16.452331	17.8889	21.671281	22.692209	23.710591	24.381364	25.150636	12.168977	12.646304	13.160789	13.499858	13.792245	-15.596411	0.688734
81	11	-4.5925854498	4.6115191168	73.8657874798	0.6160769011	3.2714617621	28.6709433263	12.918032	14.846083	16.318003	17.649334	21.615575	23.09771	24.116169	24.864505	25.490473	12.366456	12.903	13.279107	13.678772	14.007068	-15.493879	0.661611
82	11	-4.9545768646	4.7029579895	77.7253566828	0.405184745	2.8142110828	29.3945659418	13.52733	15.273842	16.511827	17.656494	21.453582	22.531445	23.995118	24.644598	25.446602	12.226999	12.823939	13.186813	13.529786	13.730864	-16.031655	0.697132
83	11	-4.1150019763	4.6904879693	77.9309410248	0.8423200289	2.9108234784	29.7883864707	13.133987	15.000933	16.259888	17.583286	21.569373	23.03739	24.271633	25.044426	25.991594	11.861697	12.670259	13.133648	13.421194	13.827111	-14.73694	0.6838
84	11	-5.1954839831	4.653662557	82.489985309	1.7201180436	3.0358446159	29.5650159184	13.409765	15.093387	16.748374	17.849658	21.864555	23.255001	24.340151	25.042936	25.631785	12.138077	12.692282	13.111909	13.27933	13.545644	-17.389297	0.656432
85	11	-3.8021966342	4.585878926	70.548198196	1.1263251633	3.194026494	28.5480325643	12.930168	14.766722	16.14615	17.699556	21.418912	22.863816	23.915147	24.612022	25.524061	11.954264	12.640633	13.313359	13.643931	13.982042	-14.418646	0.694708
86	11	-5.0662997766	4.5833207194	71.4529281353	0.1048685682	3.182536934	28.2029316776	13.24509	15.251522	16.56107	17.70765	21.50398	22.846512	23.733566	24.465301	25.204622	12.633303	13.028471	13.549647	13.693063	13.884799	-16.361721	0.694413
87	11	-4.7254814366	4.5499233777	78.6228908578	0.1835123766	3.2789774673	28.1100478394	13.08987	15.040532	16.172723	17.757654	21.347191	22.610854	23.875367	24.27883	24.991787	11.743375	12.392286	12.847211	13.067981	13.333376	-15.671293	0.693594
88	11	-4.649525703	4.4798775666	69.2970992841	0.0225984952	3.3230717803	27.786697553	13.402764	15.382914	16.704222	17.871459	21.690408	22.943066	23.798988	24.288854	24.933296	12.564947	13.026248	13.427173	13.696498	14.026795	-16.538304	0.672571
89	11	-5.2446791247	4.5701434706	77.1658830015	0.0254353335	3.1283681127	28.9624726631	13.395129	15.476971	16.749038	18.083476	21.9014	23.21816	24.279276	25.066387	25.560138	12.494102	12.952931	13.316222	13.531302	13.743445	-17.636912	0.700997
90	11	-4.8035531535	4.6789210646	78.497913301	0.0431904482	3.0327310337	29.2879444915	13.036921	15.033892	16.338039	17.620088	21.588421	22.834677	24.116469	24.640018	25.726519	12.12434	12.666696	13.302398	13.492692	13.677316	-16.222064	0.697181
91	11	-5.8800688756	4.6443095276	82.054852625	0.0555004203	2.9860336806	29.3947546506	13.497584	15.439888	16.586543	18.014285	21.806882	23.028862	24.139611	25.019056	25.667719	12.26024	12.78534	13.022049	13.383316	13.568787	-18.53035	0.675183
92	11	-4.3345453188	4.6656438193	79.2136821082	0.0663920583	3.0991909246	29.4269586043	12.822874	14.869654	16.032139	17.687808	21.644441	22.979701	24.306247	24.99707	25.767954	11.836863	12.653062	13.048062	13.451639	13.673652	-15.10355	0.689423
93	11	-4.2437310812	4.62067443	77.2441625236	0.3870884698	3.0803372917	29.0256692877	13.203453	15.17513	16.533376	17.813386	21.744936	22.984654	24.088899	24.740028	25.503613	11.944428	12.493475	13.01141	13.426354	13.67128	-14.731672	0.696551
94	11	-4.2509290739	4.546489756	69.3701086075	0.0706753417	3.3315726569	28.1232455301	13.076253	14.910911	16.29028	17.685882	21.508086	22.94331	23.992528	24.660011	25.362598	12.346253	12.86424	13.565121	13.904543	14.087783	-14.945157	0.678652
95	11	-5.8326733673	4.6217765156	82.4137315005	0.3965202188	3.0210892903	29.0543709234	13.44573	15.408263	16.540914	18.008742	21.678939	22.956984	24.047647	24.558033	25.626451	12.131714	12.634322	13.001429	13.201606	13.422286	-18.120794	0.662216
96	11	-3.8564160384	4.5214945871	72.4752467389	0.1324651032	3.195030063	28.3196601726	13.209387	15.209692	16.463671	17.976901	21.6173	22.854691	23.93872	24.450299	25.256647	11.807201	12.479287	13.141103	13.444605	13.809897	-14.12752	0.701488
97	11	-4.5691115337	4.5816274178	68.9447980703	0.4609821211	3.080862282	27.8889363031	13.261765	14.994812	16.282187	17.638813	21.32831	22.651123	23.317312	24.123622	24.817183	12.434504	13.018971	13.500187	13.783587	14.057214	-15.33271	0.674166
98	11	-3.7174653709	4.5008369407	69.2528237566	0.1179109099	3.233522537	28.2935737862	13.309839	15.109044	16.610225	17.928494	21.72895	23.040454	23.882853	24.626478	25.339928	11.924873	12.60193	13.227027	13.784386	13.965245	-13.922052	0.70111
99	11	-4.6971438493	4.546308046	75.6411879463	0.1190753071	3.3432097347	28.3457784309	13.00211	15.044463	16.492871	17.822602	21.413194	22.986149	24.075701	24.801511	25.364454	12.125047	12.766441	13.133887	13.481153	13.759032	-15.656708	0.679404
100	11	-4.0319768592	4.6382186498	73.219071838	0.0123441727	2.920966372	29.0633176436	13.333238	15.292291	16.490943	17.772537	21.383275	22.887632	24.037715	24.697918	25.49521	12.013928	12.577883	13.283273	13.643171	13.973845	-15.917624	0.704681
101	11	-4.5530069813	4.5420405505	74.7862169606	0.1700932973	3.0838719458	28.579774022	13.582103	15.53395	16.724033	18.12635	21.701082	23.02342	24.123866	24.439233	25.550485	12.203476	12.756428	13.227458	13.480891	13.837582	-15.307866	0.684209
102	11	-3.9129101898	4.4752683517	70.0346236399	0.5328701432	3.3295065495	27.9184841209	13.234023	15.138177	16.516719	17.96877	21.633931	22.790188	23.962978	24.492411	25.205194	11.899101	12.75742	13.230442	13.549824	13.832472	-14.341821	0.68257
103	11	-4.5541102062	4.716071778	80.427604858	0.0213423309	2.9509613073	29.714900308	12.956137	15.011428	16.260921	17.510238	21.435132	23.013892	24.219368	24.880515	25.942204	12.021334	12.623296	13.08557	13.48088	13.678432	-16.281712	0.703091
104	11	-4.701095288	4.674129473	76.6820912991	0.0563531149	3.0220929121	29.0281413768	13.088826	14.903109	16.373717	17.464259	21.413623	22.756181	23.819829	24.759149	25.446318	12.187167	12.783833	13.214538	13.489672	13.682725	-15.846776	0.681644
105	11	-4.3352495978	4.5745606385	78.1935172948	0.1010459071	3.1079230191	28.834993758	13.489901	15.247197	16.598473	17.826439	21.604273	22.984737	24.114174	24.833106	25.611022	11.8351	12.503751	12.989087	13.254134	13.550188	-15.016441	0.684116
106	11	-5.0867278084	4.5527483583	77.2764541765	0.0148125491	3.3776570465	28.5830592948	13.044127	15.191737	16.608746	17.897875	21.821011	22.987326	24.1603	24.676538	25.360329	12.315586	12.836797	13.277318	13.518533	13.704176	-17.845391	0.693641
107	11	-5.5640707455	4.7761129381	80.1833374299	0.2811878101	2.6573046515	30.2259229355	13.472912	15.342007	16.501357	17.723609	21.445986	22.838808	23.933872	24.825314	25.79075	12.392299	12.897591	13.414555	13.62834	13.863656	-17.267397	0.702528
