State	Model	DGtaudagP	DGtaudag	RateActivate	RateCleave	RateDeactivate	bubbleLeft	bubbleRight	DGtaudagM	hybridLen	logPrior	rho
436	44	2.9158215375	20.5792614195	0.2242078412	0.0119184381	0.5670494337	0	0	6.3377126239	11	-20.033179259	0.254395
437	44	0.6753273165	21.9830871963	1.8693960657	0.7079995	1.0074999981	2	0	5.7664351814	11	-23.021636891	0.252779
438	107	4.1224765405	19.0756601957	0.1931617832	0.3634388634	0.1146000977	0	0	8.3980353762	11	-21.027062477	0.253308
439	3	4.858408373	20.3490906469	0.0096643256	0.0165191547	0.0104673765	2	0	-1.4067923443	11	-26.775553962	0.253614
440	44	3.6345606642	19.6474751522	0.0311312586	0.1974249255	0.3535845601	0	0	7.2790943293	11	-19.913114938	0.253949
441	44	3.1521066086	19.4274919675	0.1890011888	0.0095315292	0.0992985803	0	0	4.3442695095	11	-20.754789877	0.250327
442	124	1.7298679306	21.4542735042	0.0634293742	0.0344306727	0.3868820093	2	0	5.3055148359	11	-19.664459628	0.253893
443	4	3.7546583501	20.1407119253	0.2685030205	0.0385920903	0.8194125279	2	0	2.4332477665	11	-19.897239342	0.249017
444	43	2.9058822762	20.4446788288	0.378410919	0.0873610474	0.0147116447	3	0	2.6709894753	11	-20.162398913	0.251942
445	107	1.6341380018	20.9006476633	0.0114152049	0.0303721888	0.0385303239	3	0	5.0019011558	11	-21.100306344	0.254529
446	20	7.2107508876	21.7417705315	0.2752793328	4.6560561415	3.7107506537	3	0	2.9023507752	11	-23.70250667	0.254004
447	107	0.9522503387	21.4529314957	0.18937699	0.0079581745	0.280022188	0	0	5.1667878606	11	-21.46678105	0.248902
448	60	2.8631009509	20.4116630804	0.0337023109	0.0705359232	0.0039066858	1	0	3.6367783229	11	-21.720045848	0.25406
449	123	2.2448811902	20.7488927082	0.3724348184	0.2121766684	0.4207161469	3	0	5.5148330184	11	-18.899185469	0.252903
450	43	3.7298890599	18.8395623156	0.2993490589	0.1639562506	0.0443269381	3	0	3.5711524007	11	-20.63015175	0.24907
451	60	2.683922282	20.4732713408	0.0179354269	0.0543138043	0.0663965999	0	0	4.5903326828	11	-19.514010409	0.252946
452	59	1.9087995177	20.647051631	0.5918543352	2.0590253576	0.043399426	0	0	5.9618229999	11	-21.008511893	0.250988
453	43	3.3380704299	20.433624872	0.1062519037	0.0088190442	0.0120730453	2	0	7.4157619951	11	-21.642638347	0.254869
454	44	3.8719009904	19.5538388878	0.0927294308	0.6601588661	0.1416131973	2	0	3.3170334546	11	-19.514321475	0.252388
455	44	1.5802632485	20.8743682554	0.1040724828	0.0748134158	0.3762559686	1	0	5.3177616306	11	-19.218886556	0.249265
456	107	2.8784908753	19.5507142196	0.1242598025	1.007620527	0.1086417337	0	0	8.1280391187	11	-21.079510967	0.253531
457	124	2.6600518897	20.1822777558	0.1906735487	0.0298763743	1.436997479	1	0	5.4546549355	11	-20.124456159	0.251887
458	123	1.4860013853	21.1505227661	0.0829718779	0.0476760847	0.0640635402	2	0	3.6965796922	11	-19.664832978	0.253557
459	123	2.1651990004	20.5150796137	0.0707217464	2.2117565644	1.962322444	1	0	3.9710605055	11	-21.786611151	0.254646
460	43	1.8133586567	21.1550692608	0.0595439456	0.1221218755	0.0176440134	0	0	4.3310268711	11	-19.87658678	0.2508
461	44	1.4315636923	21.0344952663	0.0793783905	0.1146283478	0.020311321	2	0	3.2598265102	11	-20.304071116	0.253667
462	44	5.0925448009	19.6178514532	0.3759109116	0.397016908	2.8934013679	0	0	7.3866059238	11	-21.389819614	0.254088
463	4	4.767486236	20.475519059	0.1366414611	0.0359487006	1.2148728249	2	0	3.6657289607	11	-19.159295789	0.254534
464	60	4.0633677133	19.3403358345	4.8533145245	0.0438964173	0.0469420793	1	0	5.0016261245	11	-22.083343181	0.254785
465	44	2.1501289373	20.3121713529	1.1522243644	0.2372822202	0.0364566714	3	0	3.9370190629	11	-20.180582216	0.249585
466	43	1.3403453033	21.6571652337	0.332419272	0.0656130389	0.398542276	3	0	5.7047167265	11	-19.874237429	0.251858
467	124	3.6347698727	19.9057192897	0.7004602346	7.4393116658	0.0458338744	1	0	4.5117631721	11	-22.360751319	0.254255
468	60	2.6751159962	20.8519162681	0.4295002052	0.1059332129	0.0439771331	0	0	5.8168613575	11	-18.76898842	0.25328
469	43	1.3764779256	21.4062882147	0.0387097729	0.0348609171	0.1717195368	0	0	7.1574323829	11	-20.538097181	0.254241
470	43	2.1745285359	20.6408745982	0.0160172945	0.7158309692	0.1169974624	2	0	7.017413781	11	-20.571289061	0.247763
471	107	1.9939209057	21.0180130619	0.8404646922	0.0583762558	1.5154868051	2	0	7.8132091871	11	-21.533557408	0.252667
472	60	1.3265536372	21.5389800272	0.2290216709	0.0926871196	0.583344197	0	0	3.9194620825	11	-19.901505045	0.251692
473	123	3.3103080672	19.6468368219	0.8236335564	0.0326205083	0.1111771528	0	0	4.0744335374	11	-19.928989135	0.252946
474	59	3.5840872739	19.3682723844	2.454762751	0.1836069924	0.1948955274	0	0	7.8453526126	11	-21.739312108	0.251553
475	124	1.6715282187	21.140167191	0.2043747925	0.3129929762	0.0142886278	3	0	5.0777365008	11	-20.107017	0.253642
476	60	2.5931215622	20.1366650253	0.1557528587	1.0049296183	0.178005934	3	0	6.1928286102	11	-19.503139442	0.254561
477	59	2.1791720502	20.5232518051	0.3631181679	0.0994624452	0.2031881105	1	0	4.5522845455	11	-18.79391178	0.251525
478	124	2.0072192257	20.4931289318	0.0414847597	0.1965563081	0.0152674983	2	0	6.1787817829	11	-20.270396225	0.251601
479	3	6.883936806	20.2800489144	0.0696365593	0.0481313966	0.4706910849	1	0	2.0547780092	11	-19.878836354	0.252082
480	43	1.7809394246	20.9124562716	0.2755548563	0.395500964	0.3667381662	2	0	6.5928776318	11	-19.525216012	0.250437
481	107	1.4857862963	21.1091389868	0.960729006	0.1427152764	0.3162290127	0	0	3.7199974478	11	-20.064752091	0.254449
482	123	3.0324008585	19.5596455668	0.0591465106	0.1821562224	0.0077784881	2	0	4.0261689257	11	-21.05538716	0.25289
483	60	2.4656250335	20.5592913625	0.3860226322	0.0113767928	0.533040694	1	0	4.223239553	11	-20.330022051	0.25133
484	107	3.506238112	19.2853495144	0.053688524	0.1128615263	0.2803605089	2	0	5.4380571072	11	-19.515499434	0.254283
485	43	2.2789193817	20.5819790934	0.0770759855	1.7490776984	0.1802055315	1	0	4.4972863761	11	-19.874358756	0.249686
486	44	2.33980578	20.1293301763	0.0820522806	0.0877220319	0.0455169111	2	0	6.8748701454	11	-19.537922583	0.252665
487	60	1.8538094298	20.907131448	0.0168587424	1.3829496812	0.1359544225	1	0	5.9215345282	11	-20.826506943	0.251413
488	123	2.5318885521	20.2717157921	0.1405554399	0.0947306645	0.0490678165	3	0	5.6031596958	11	-18.78804502	0.249823
489	124	1.9760143614	20.9342698584	0.0239352189	0.0661244102	0.5533738668	1	0	5.2056664179	11	-19.772659391	0.253893
490	60	2.0577421919	20.701515966	0.0163611302	0.0678158746	0.2182803506	0	0	5.43188139	11	-19.741041008	0.252277
491	43	3.0990612844	19.4979341849	0.0333016617	0.038998184	0.0520803519	3	0	1.5270292042	11	-21.55936359	0.254032
492	60	2.6493643499	20.5538120648	0.0156530275	2.2879363241	0.0761406273	3	0	4.0151560893	11	-21.077518737	0.252081
493	44	2.7879527221	19.9852075166	0.3031834028	0.0378809764	0.4050737664	0	0	4.0107748979	11	-19.395085102	0.253615
494	44	0.8950365061	21.7691967043	0.6472362107	0.1062935074	1.0268288368	0	0	6.7474161656	11	-21.511834293	0.252026
495	75	5.2078302837	20.2968515108	0.0615723757	0.0077341403	0.0064833333	0	0	4.502033136	11	-21.717731031	0.248125
496	44	3.9742371558	18.8516253476	0.1562985542	0.162007491	0.7372278001	2	0	2.3519960817	11	-21.305616594	0.254841
497	43	3.7985900218	19.8299571455	0.029114073	0.1002304546	0.0334793834	3	0	5.954303719	11	-19.434746474	0.252945
498	44	2.8235729996	20.6804125088	0.467388713	0.1968603408	0.0152445966	0	0	4.9148308441	11	-19.451966462	0.250577
499	43	3.6326265457	19.739277032	0.0794183117	0.6030503932	0.3102412581	2	0	3.9493045686	11	-19.221719695	0.254757
500	59	2.4705826189	20.5151308983	0.4582149194	1.2661014432	0.2047616721	0	0	1.383016743	11	-21.27458307	0.251929
501	60	3.8202721494	20.0042550563	0.1938400108	0.4236322568	0.4638913804	3	0	4.1107843896	11	-18.742030391	0.254951
502	60	2.9277933891	20.1786398675	0.2212717531	0.0319145177	0.1698544076	1	0	5.2743920638	11	-18.839204546	0.24885
503	12	10.1322523927	21.1233856895	0.1080962524	0.0023305514	0.0165204122	3	0	-1.0237918853	11	-29.878126051	0.254227
504	60	0.348313814	22.2956830333	0.0739509796	0.0824120826	0.3562446098	2	0	0.6486927423	11	-23.673614958	0.254003
505	43	2.6173524527	20.3659911115	0.0864567257	0.323048645	0.1579597955	1	0	7.785239349	11	-19.502683323	0.254284
506	43	2.2207843429	20.4358550284	0.076085384	0.2388969984	0.0472263778	0	0	2.985058364	11	-19.467550133	0.248668
507	60	1.2632059596	21.4401225476	0.450261503	0.1028556209	3.1324693172	2	0	8.8899023237	11	-23.4476537	0.251274
508	44	1.3865023493	21.3106399572	0.7328609691	0.0698709106	0.5531132542	0	0	3.8672202657	11	-20.312915391	0.252778
509	123	2.805337706	20.6852376461	0.3194870734	0.8351598752	0.1904909844	0	0	3.4089979893	11	-19.189722613	0.252834
510	123	2.6733535881	20.1008126924	0.4564011409	0.1116935508	0.027153379	0	0	6.1741113196	11	-19.566137276	0.251246
511	123	2.2304876389	20.5126196302	0.0618348542	0.1434692861	0.1227194827	3	0	7.3193795678	11	-19.338787264	0.250604
512	43	0.6346634879	22.1987544298	0.0300739249	0.071514935	0.017289324	0	0	4.9843013859	11	-22.112319441	0.253726
513	60	1.979258432	20.7857570599	0.0093757389	0.1807459795	0.1973096908	3	0	5.3310468322	11	-20.218989938	0.253293
514	124	3.077405927	19.7580144691	1.4127779176	0.0304268853	0.0271177817	1	0	4.7005418754	11	-20.873539974	0.254924
515	44	2.6924358628	19.8111081544	0.1751946485	0.3234670099	4.812348837	1	0	9.0942714004	11	-23.62429043	0.250493
516	124	2.1303026869	20.2679368521	0.260948061	0.0124779936	0.2130855712	2	0	3.4606992137	11	-20.39589238	0.252247
517	44	3.6106405438	19.7962661377	2.5142275216	0.0542953654	0.336509073	1	0	1.9255738732	11	-21.644354364	0.253642
518	43	7.7181329009	19.5436569109	0.0006440727	0.0604428272	0.3244583275	2	0	4.7029067578	11	-25.910699652	0.252695
519	124	2.3016827607	20.6520690004	0.3009194996	0.0801553924	2.4861781018	3	0	5.2739351767	11	-20.297106162	0.253864
520	60	3.4025126115	19.6901969411	0.2532926541	0.3508673283	0.1686804193	0	0	2.8782189934	11	-19.403232443	0.254144
521	124	3.0198797858	20.3083110392	0.1993056863	0.0218856636	0.0841693444	3	0	5.6870914538	11	-19.056101777	0.254143
522	44	1.5767819375	21.8520562134	0.0152121975	0.2740827621	0.2572120427	3	0	-0.4526600221	11	-24.200468449	0.254951
523	123	3.593712042	19.5006810659	1.2412561927	0.06061495	0.1226366183	1	0	4.2836217352	11	-20.002451014	0.253754
524	124	3.0141464085	19.8706294992	0.4749603156	3.0997211034	0.3229389892	2	0	3.6892827511	11	-21.181691109	0.25484
525	123	5.0744107935	19.4149603082	0.0376235814	0.050083011	0.0170830637	0	0	4.150803136	11	-20.364563517	0.254088
526	43	3.7179738898	20.6249494232	0.6784218009	0.0287294452	0.9217365442	3	0	0.3344874416	11	-22.200870577	0.25392
527	59	3.7063269154	20.37426718	0.0994139092	0.052770497	0.0137490311	1	0	-0.3211416405	11	-22.790683139	0.254367
528	12	0.4674713606	20.4564619936	0.0097142186	0.0142843959	0.2580013905	2	0	2.9166008661	11	-23.432410459	0.251887
529	123	1.3717701516	21.1065393037	0.0311278546	0.0362940638	0.7373612586	2	0	5.1858936548	11	-20.546603472	0.25099
530	60	4.7389144468	19.0628787167	0.0318354283	0.016795165	0.1391845066	1	0	6.2900577004	11	-20.988364736	0.254311
531	60	3.5317334246	19.6668922837	0.254291174	0.0986209393	0.0160620109	0	0	2.8809455983	11	-20.268081823	0.250382
532	59	3.3878799049	19.2842941092	0.053751958	0.2444355071	0.0877902546	1	0	-0.3320598616	11	-23.098491779	0.25498
533	4	1.6690098753	21.0433749294	0.1134067141	2.2314616335	1.6154479495	0	0	5.0012228129	11	-21.628504159	0.254618
534	107	4.2768965608	19.1300926149	1.6851037681	0.0092193461	0.0264837831	2	0	7.9527475167	11	-23.812237274	0.254589
535	60	1.8181640095	20.552907859	0.2983456174	1.1988801824	0.4550568714	3	0	9.783261006	11	-22.979316981	0.251319
536	44	4.8396871457	19.9083026849	0.4098637881	0.1165012646	2.1338633899	1	0	-1.2383426529	11	-24.653666199	0.247593
537	43	1.2917744745	21.3655296643	0.0543709697	0.0995573464	0.612361893	3	0	4.7018371868	11	-19.896270166	0.249376
538	3	2.8054481501	19.495211565	0.143728418	0.0357913338	0.3882428856	0	0	3.9984345322	11	-19.906279552	0.25381
539	43	3.3268326336	20.045577876	2.5889731024	0.2362287623	0.0531935548	1	0	2.3913467381	11	-21.098037838	0.253866
540	124	1.9830077739	20.6221117048	0.1380390105	0.1266976463	0.0130855852	2	0	5.6011961731	11	-19.908814823	0.250937
541	44	4.0661458785	19.5659855752	0.3928015284	0.0049364224	1.5228242303	1	0	2.3930339091	11	-23.200061837	0.253364
542	124	2.5314546211	19.9030509124	0.0016204134	0.2680867516	0.0580755798	2	0	8.8006984552	11	-25.114551162	0.249258
543	43	3.2034693076	19.9037594134	1.4039964207	0.0219210859	0.3484828441	3	0	2.8830029778	11	-20.994645751	0.252694
544	123	3.1478046791	20.1404294987	0.7080945157	0.1027768284	0.8155255671	0	0	4.7014559776	11	-19.421510566	0.253894
545	44	0.4958568144	22.1801493282	0.0643245326	0.1515117357	0.0453256895	0	0	4.9436594042	11	-21.087626142	0.247762
546	107	2.1522266651	20.5553972166	0.0625221352	0.0786491029	0.2506789729	3	0	4.9146816436	11	-18.834462802	0.252135
547	123	2.8875860266	20.0389476298	0.1070444127	0.0422495473	1.3276073202	0	0	0.7428631544	11	-22.087858533	0.250605
548	123	2.0332799127	20.6623883741	0.2010612577	0.4713187421	0.1855470768	3	0	7.6296738058	11	-19.778448428	0.253252
549	123	0.8656403064	22.1369331083	0.2032234138	0.4081852561	0.1429728261	2	0	0.9606588947	11	-22.501110067	0.252556
550	44	3.9063587058	20.0105088544	0.4771351596	0.0953662504	0.0891436632	3	0	9.7206531277	11	-21.239830637	0.253474
551	59	2.2576147017	20.9523260814	0.1331868843	0.096676032	0.100024498	0	0	7.2292338059	11	-19.057342969	0.252556
552	60	2.6460934002	19.9194632964	0.5169018888	0.0399501311	0.0657226658	3	0	2.3622981265	11	-20.398755097	0.252804
553	44	1.6748139903	21.6208833618	2.1288838539	0.0275177694	0.0231172713	0	0	4.4323000588	11	-21.859651118	0.253977
554	123	1.9839974087	21.0410176463	0.0534953702	0.909920438	0.1770865777	1	0	8.7156200591	11	-21.221697777	0.25484
555	59	2.9486560447	19.5928463039	0.1351939162	0.0593900618	0.3606245057	1	0	6.1379107869	11	-19.451270842	0.254088
556	123	2.7045664834	19.8701817381	0.0341327536	0.5308185555	0.1229165386	3	0	3.6916926102	11	-19.742198271	0.253057
557	43	2.0703095197	20.1147633737	0.0283396117	11.8955315035	0.0653546103	0	0	6.068501076	11	-23.826609247	0.249592
558	59	2.754789945	20.523167135	1.531959029	0.0776262478	0.023787965	2	0	9.7129661119	11	-22.892622922	0.253113
559	60	1.7145795152	20.9947046269	0.0402389134	0.0152185352	0.035100708	0	0	3.8019281304	11	-20.802143743	0.250159
560	124	2.1448820377	20.2090231357	0.1277370401	1.2369365101	1.1714118534	1	0	7.3145159924	11	-21.321411199	0.254057
561	43	5.1596989799	20.546684405	0.0286141739	0.024538956	0.1902122126	3	0	-1.0182437081	11	-23.300125911	0.254645
562	59	3.607171908	20.4199000472	0.5987788399	0.0429852257	0.0713045926	2	0	6.2051868101	11	-18.86376449	0.254729
563	60	3.8972676958	19.7279236568	0.0568248037	0.853188091	0.1563317902	3	0	8.3044997522	11	-20.603375142	0.253822
564	60	3.5756196078	19.3346131265	0.1036684692	0.1396490182	1.8959717185	0	0	6.061874156	11	-20.627043901	0.248905
565	60	0.6765687186	22.2011702395	0.1552772177	3.5474573999	0.8289856116	2	0	1.0276771996	11	-25.254517791	0.252918
566	44	1.6614310306	21.0606747368	0.1913598686	0.097620839	0.070273972	0	0	5.0983346637	11	-18.985838122	0.253893
567	44	3.2752504575	19.9309798287	0.2016463051	0.0861583229	0.0884482234	2	0	3.9539547749	11	-18.641221303	0.252054
568	123	2.4903175254	20.0338313833	0.6193153794	0.0664824811	0.0553301559	3	0	3.2734085968	11	-19.824451439	0.250435
569	11	6.1914372509	19.3365122789	0.3475121694	0.012985396	0.4714500631	2	0	3.7119985169	11	-20.8795281	0.254116
570	123	2.294053229	20.3058895385	0.2224034764	0.0844126125	0.1189563372	2	0	7.4645068053	11	-19.453401404	0.252248
571	59	3.0545884279	19.8267387627	0.0975368792	0.3135511942	0.0120744507	3	0	3.7473288977	11	-20.248865557	0.254227
572	124	1.7672669794	20.9126468686	0.1024181792	2.0438536052	1.4467914047	2	0	5.8605038216	11	-21.447083353	0.253503
573	124	4.3196018469	18.4293797489	9.4704059119	1.161146526	0.1325868747	0	0	8.4087496709	11	-26.837475319	0.251943
574	123	2.0212965954	21.5377665416	1.3736800948	0.0950158338	0.0396106704	0	0	7.547919457	11	-20.95285162	0.254757
575	3	3.1255005354	19.8071268978	0.1690420221	0.0280022868	2.2727367843	1	0	4.5080334708	11	-20.781532815	0.25498
576	123	2.6543499821	20.1895720304	0.259133744	0.3574158444	0.0296940432	0	0	5.7894335999	11	-19.296271221	0.245673
577	59	3.6080289433	19.0162030683	0.0132873913	0.225990549	0.233673619	0	0	3.3991520221	11	-21.253939223	0.254646
578	11	5.0416381805	20.7629839177	0.1249043124	0.0482819664	0.2269102862	1	0	1.1744103559	11	-19.589296574	0.254562
579	60	2.383618866	20.8386800963	0.1318527381	1.1621923929	0.7740399136	0	0	4.5461448199	11	-19.828819654	0.250912
580	107	1.7278902048	20.8636017752	1.6366993678	0.3422425619	0.0277803609	0	0	9.4098434991	11	-23.176725964	0.250252
581	60	3.2828126666	19.2719947992	0.9669516904	3.3130215196	0.2545616452	3	0	2.8330296174	11	-22.765273181	0.251747
582	59	2.1901387771	20.4008712663	0.0510612185	0.5955414084	0.263848599	1	0	5.3612533259	11	-19.337611255	0.253893
583	123	0.7182394687	22.1637080295	2.0221221598	0.0201990807	2.4977686265	2	0	2.412778416	11	-25.224605409	0.251272
584	123	1.3895064071	21.5820211174	1.493959307	0.141084273	0.0885770827	1	0	3.9709354436	11	-20.558098901	0.254757
585	4	8.4279174476	20.029714218	0.0958663886	0.1171153146	0.3648139496	2	0	0.6417661192	11	-21.96822202	0.254367
586	59	3.5455267066	19.1087541465	0.9591393807	0.5382173741	0.0081462356	2	0	2.6643656085	11	-23.026817545	0.252272
587	43	1.240714514	21.6458582317	0.3607276307	0.0578378548	0.0341566247	0	0	7.0758762816	11	-20.737609668	0.253531
588	59	2.9001719774	20.4862434265	0.0826296223	0.0229445023	0.1449255021	1	0	3.8365031934	11	-19.066009243	0.254534
589	43	2.4552142171	20.158740451	0.0258563503	0.1230249539	0.1668510248	3	0	4.1764412282	11	-19.314810891	0.252541
590	59	1.5868859205	21.404458199	0.0148445687	0.0040009276	0.0283958561	3	0	8.4708100268	11	-24.849416007	0.252276
591	123	3.4228069386	19.2335900045	0.809265624	5.0640603307	0.2121023578	2	0	7.1922972831	11	-23.214221139	0.250828
592	123	4.8502522777	19.4654631285	0.0584474822	0.0875881768	1.2695694395	0	0	4.5941814997	11	-19.849912987	0.25289
593	59	1.666606672	20.8959859949	0.0459617925	0.085722791	0.0863046533	1	0	3.740480398	11	-19.416222369	0.249378
594	60	0.8461490916	21.6067847875	0.0238429504	0.1228192145	0.1275021506	2	0	6.0488775721	11	-20.605024054	0.252946
595	124	2.5032003258	20.216783947	0.0878886679	0.0858806225	0.0185950589	2	0	7.1444994081	11	-20.091492166	0.251581
596	59	3.0627330875	20.2643165551	0.1206142789	0.2964722933	0.0529714544	2	0	5.6061234534	11	-18.543976134	0.25406
597	123	2.9715694314	20.5318899459	0.2949356737	0.1116733446	0.7281377286	2	0	5.2718359624	11	-18.731263796	0.254255
598	60	2.5105133292	20.3092666064	0.3116695011	0.0385348974	0.1537048408	0	0	8.5905472842	11	-20.548695413	0.249992
599	44	0.6587989871	22.1728956436	0.643829409	1.3048270207	1.6258928373	3	0	6.7152860263	11	-23.555998451	0.254422
600	59	3.2554019349	19.7250148056	0.0354715699	1.402890007	0.2778578936	0	0	4.752398129	11	-20.222678657	0.254339
601	124	1.8854646371	20.9564303236	0.013590745	0.0667827047	0.0927823775	3	0	5.8397407521	11	-20.082811035	0.251635
602	123	2.4100246809	20.9693842411	0.0496983685	0.2791339652	0.2000236895	1	0	3.4602221457	11	-18.918679479	0.254618
603	44	2.6837404701	20.1655260549	0.0656176889	0.0910084744	0.0260591284	0	0	3.1212618836	11	-19.689986855	0.252556
604	124	2.766456139	20.7118348009	0.0827047938	0.0456963695	0.5626334674	3	0	4.4082778426	11	-18.873530001	0.254478
605	59	0.7379796889	21.8678402662	0.0461595688	0.5358656122	0.0931646159	1	0	5.0360421937	11	-20.754496734	0.250508
606	123	2.5334257027	20.9895923101	0.0211346838	0.0042475726	0.0533447071	0	0	2.2056992957	11	-22.789086711	0.254311
607	60	1.1995305105	21.2926439188	0.132400537	0.0587621468	0.0390592145	2	0	8.8241867525	11	-21.643100325	0.25183
608	4	3.8180495722	20.3825777309	0.669584791	0.0300091166	0.526159862	0	0	3.4828217361	11	-19.448598438	0.254576
609	123	1.5646689672	21.2341123744	0.2385037669	1.6671701181	1.234741592	1	0	5.9128580496	11	-21.310717097	0.252026
610	44	3.8781374693	18.9397074326	2.2667847303	0.1791863175	0.0250619913	2	0	5.863525638	11	-22.054504881	0.254896
611	60	3.4783896207	19.9549354821	0.1882565941	0.8005237235	0.5803179533	0	0	8.0086916317	11	-20.430192039	0.2542
612	3	6.1644588416	20.0124662925	0.3085325583	0.0424920213	0.6181157635	0	0	2.1525219392	11	-19.980594327	0.246676
613	123	2.1382142356	20.5969484929	0.0950484075	0.0114016938	0.2300838186	1	0	5.540303781	11	-20.017766224	0.245701
614	124	3.8245556463	19.5151283621	0.0737181318	0.0790316084	0.1851789336	0	0	5.973689561	11	-19.010161699	0.251525
615	124	3.5512082646	19.9381169837	0.2693333075	0.027184727	0.5903557431	0	0	5.9308797697	11	-19.45094385	0.254339
616	59	2.3373912995	21.1490503285	0.1840377768	0.0618482274	0.1696118655	1	0	5.7322816675	11	-18.564074543	0.254729
617	59	1.7730607972	21.0349360612	0.1151101	0.1290209482	0.2655285698	3	0	4.9423666888	11	-18.823161553	0.254199
618	19	7.7685745218	20.4093646973	0.012847573	0.0555302945	0.6371739821	0	0	4.641006913	11	-20.473369761	0.254618
619	60	3.9975463592	19.9640090954	0.0183936177	0.0518592322	0.0152051299	0	0	6.6534114143	11	-20.629440464	0.254506
620	60	1.8965014777	20.7277700611	0.5152111274	0.2003142307	0.0123249322	0	0	3.3914261137	11	-20.636223108	0.251023
621	59	0.5440637733	22.2528698809	0.1700804335	0.7160830671	0.1447698447	3	0	3.3537793489	11	-21.577198749	0.254937
622	11	6.221630009	19.4726987484	0.2338622769	0.0539601532	0.2505506151	1	0	-0.5931814898	11	-23.009883994	0.249518
623	107	1.5319674403	21.0922378268	0.145658175	0.6691873917	0.92616015	0	0	5.6516561001	11	-20.206641013	0.25289
624	43	1.6229860348	21.0393401057	0.1219718048	0.3276400828	0.5396839299	0	0	7.9702627871	11	-20.468156121	0.254311
625	12	4.4408822225	21.2117259439	0.5216273376	0.0168845016	0.3595917045	0	0	2.6604060153	11	-19.66932587	0.252583
626	60	0.2841399151	22.5845001652	3.564248174	0.1393661506	0.8071993688	3	0	8.0860270408	11	-25.436210003	0.254282
627	123	2.9655513276	20.3482473596	0.0174312445	0.4176642875	0.2652517456	0	0	5.5456479827	11	-19.455553405	0.253698
628	67	3.0367167518	20.449358115	0.2123426809	0.0088253987	0.1099923674	0	0	4.2463376528	11	-19.833511943	0.253082
629	3	4.2636941492	20.7307770156	0.0996101579	0.0431459699	1.2917947577	0	0	3.9192641889	11	-19.027004682	0.2525
630	11	5.0104955653	19.2381867911	0.2005530431	0.0197300713	0.8210833674	3	0	3.5794298023	11	-20.728326342	0.252276
631	124	2.339948803	21.2751491016	0.1529226309	0.2980771921	0.0123131892	0	0	4.7155570765	11	-19.754732229	0.25381
632	59	3.2678489431	19.4603432548	0.4855380988	0.1649787282	0.0614039403	2	0	6.0176609764	11	-19.585987352	0.251748
633	123	1.2323235428	21.2982660998	0.0459047532	0.0819571671	0.1153837085	0	0	3.5842745541	11	-19.858141751	0.253358
634	43	3.3926901574	20.0876236879	3.7271615793	0.0444936315	1.3773175447	0	0	2.4126915231	11	-22.588362263	0.252193
635	124	1.4930157971	21.2270818516	0.2615512601	0.314481165	0.4956993316	0	0	4.6146907121	11	-19.528215036	0.247652
636	43	2.5951725624	19.9488597267	0.0022393102	0.3524545049	0.1229396817	0	0	4.5685438341	11	-22.568556437	0.2462
637	67	3.1772366295	20.514646884	0.160339772	0.0007912961	0.1422335335	0	0	6.5223902654	11	-23.981085629	0.253642
638	44	1.42031895	21.0785146481	0.0335052101	0.3488036017	0.028141595	1	0	8.1585869063	11	-21.463853236	0.250351
639	123	2.5449709808	20.4110409319	0.0641838734	0.8586010665	0.0392280323	2	0	5.613779658	11	-19.570683517	0.251302
640	107	1.8258320967	21.1883685782	0.0694665836	0.3509954102	0.2149800344	0	0	8.7601584424	11	-20.785239326	0.24963
641	123	2.2044513073	20.683219962	0.1370549325	0.0909738418	0.3653266182	0	0	7.0151636335	11	-19.190335816	0.253587
642	107	1.4996673056	21.4423934386	0.0767269596	0.084519407	0.0130283836	1	0	5.6513066992	11	-20.484234201	0.25367
643	107	1.4716728558	21.1859995576	0.8060178082	0.0965204142	0.078344697	3	0	8.3749181642	11	-21.161407645	0.249211
644	43	2.9269977004	19.9220665426	0.0487874939	3.1121567782	0.6296550518	2	0	4.1322828646	11	-21.327152221	0.254952
645	91	3.6398870161	19.6766826763	0.1080932912	0.2190102463	0.0101455589	0	0	5.7457384022	11	-20.152204367	0.254367
646	124	4.2061397587	18.6407205305	2.146877046	0.0179996526	0.0633554489	3	0	8.9008129518	11	-24.786897783	0.250298
647	107	2.4274052949	20.3332668411	0.2681635154	0.0752438014	0.170358783	0	0	7.9892536316	11	-19.77168893	0.252695
648	60	-0.3592219171	22.9582031175	0.0440941366	0.0858979747	0.0604376692	3	0	3.8207762371	11	-23.629715928	0.251622
649	4	3.8287209103	20.7998121819	0.0041296953	0.0010120236	0.0243256108	2	0	4.4160400519	11	-26.206281119	0.248543
650	44	0.8883598597	21.573861721	0.4532927034	1.6157556219	0.1183830171	1	0	4.8419320188	11	-21.216786688	0.251523
651	107	3.4517047598	19.2012737468	0.0217086503	0.0830724674	0.0674735383	0	0	6.7060685505	11	-20.661014189	0.2525
652	59	2.6832019326	20.0227719168	0.0084698617	0.1283409203	0.3215377612	0	0	1.7137324276	11	-21.766209742	0.253475
653	43	3.3343779786	19.7390034778	0.2876313461	0.2066064268	0.0679954059	0	0	6.2240103884	11	-19.004578546	0.252528
654	59	1.2369890247	21.4854293997	4.0223380774	0.2782088699	0.4159699855	2	0	5.2376317022	11	-21.973630901	0.253448
